game;away_score;data;form_minute_-12;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
GRE X COR 2017-06-25;1;2017-06-25;;;3.0;8.0;7.0;7.0;-58.0;-31.0;-14.0;22.0;9.0;10.0;7.0;4.0;5.0;42.0;46.0;78.0;47.0;25.0;9.0;1.0;-5.0;-5.0;5.0;-5.0;-57.0;-27.0;-12.0;44.0;15.0;17.0;14.0;12.0;8.0;6.0;8.0;8.0;8.0;-26.0;-17.0;2.0;0.0;7.0;6.0;25.0;16.0;6.0;11.0;8.0;-74.0;-38.0;30.0;7.0;11.0;23.0;57.0;41.0;8.0;63.0;46.0;33.0;49.0;46.0;26.0;58.0;32.0;20.0;13.0;-4.0;36.0;26.0;39.0;22.0;12.0;5.0;2.0;-1.0;5.0;2.0;11.0;-1.0;-1.0;1.0;26.0;25.0;85.0;48.0;51.0;31.0;20.0;11.0;-3.0;45.0;0;17:00:00;-1;COR;GRE
PON X PAL 2017-06-25;2;2017-06-25;;;0.0;19.0;8.0;4.0;1.0;-7.0;-3.0;-1.0;-5.0;3.0;2.0;1.0;4.0;-25.0;-11.0;-31.0;-18.0;-9.0;-7.0;-2.0;1.0;-29.0;-1.0;-23.0;-25.0;-9.0;6.0;5.0;31.0;26.0;22.0;15.0;10.0;-1.0;-79.0;-42.0;77.0;26.0;11.0;5.0;-75.0;12.0;5.0;1.0;-3.0;-5.0;-3.0;8.0;10.0;13.0;14.0;-19.0;8.0;2.0;-3.0;3.0;25.0;4.0;4.0;5.0;2.0;35.0;25.0;19.0;35.0;15.0;3.0;12.0;-9.0;-13.0;-27.0;-13.0;-24.0;-16.0;-6.0;3.0;-12.0;-33.0;11.0;23.0;-1.0;-1.0;-6.0;-1.0;-8.0;-5.0;5.0;10.0;5.0;33.0;-16.0;0.0;1;17:00:00;-1;PAL;PON
SPO X FLU 2017-06-25;1;2017-06-25;;;-10.0;-7.0;55.0;79.0;47.0;30.0;17.0;6.0;-1.0;-1.0;-1.0;-16.0;22.0;9.0;8.0;38.0;26.0;11.0;-8.0;-3.0;-44.0;-49.0;-14.0;-31.0;-20.0;-14.0;-8.0;-5.0;13.0;3.0;-3.0;-42.0;-24.0;-12.0;-59.0;-34.0;-14.0;32.0;16.0;-44.0;20.0;10.0;-5.0;-5.0;3.0;-7.0;2.0;-1.0;-76.0;-44.0;-22.0;-14.0;-3.0;2.0;1.0;4.0;-9.0;-71.0;-38.0;-19.0;-9.0;-4.0;3.0;33.0;21.0;18.0;12.0;75.0;8.0;33.0;21.0;53.0;32.0;50.0;62.0;46.0;68.0;43.0;39.0;55.0;33.0;16.0;8.0;22.0;-23.0;8.0;3.0;4.0;4.0;-39.0;-28.0;15.0;1;17:00:00;0;FLU;SPO
BAH X FLA 2017-06-25;1;2017-06-25;;;-10.0;2.0;30.0;12.0;6.0;-48.0;-27.0;-14.0;-4.0;5.0;8.0;-13.0;15.0;14.0;14.0;1.0;4.0;-7.0;9.0;6.0;13.0;7.0;-15.0;29.0;27.0;6.0;-50.0;-32.0;-26.0;-16.0;45.0;-31.0;-7.0;-9.0;-8.0;-9.0;-12.0;-7.0;-37.0;35.0;-5.0;5.0;-5.0;-4.0;-52.0;25.0;-32.0;-17.0;-9.0;-14.0;-39.0;-22.0;-13.0;21.0;8.0;-10.0;17.0;-4.0;3.0;-64.0;-41.0;-26.0;-23.0;33.0;32.0;36.0;19.0;17.0;64.0;32.0;15.0;15.0;-78.0;-49.0;-34.0;-25.0;-20.0;-11.0;17.0;-11.0;-11.0;-17.0;15.0;-6.0;-6.0;-13.0;-13.0;-14.0;-14.0;9.0;-14.0;0.0;0;19:30:00;-1;FLA;BAH
CHA X CAM 2017-06-25;1;2017-06-25;;;-1.0;1.0;7.0;-86.0;-46.0;-16.0;-11.0;-1.0;11.0;9.0;47.0;-1.0;32.0;27.0;20.0;15.0;33.0;16.0;-29.0;-15.0;-7.0;-5.0;2.0;12.0;8.0;7.0;5.0;-4.0;6.0;8.0;-5.0;7.0;10.0;7.0;34.0;58.0;31.0;15.0;5.0;-17.0;0.0;-4.0;6.0;6.0;13.0;9.0;14.0;12.0;52.0;31.0;24.0;10.0;10.0;7.0;14.0;13.0;9.0;43.0;30.0;23.0;18.0;16.0;17.0;20.0;47.0;27.0;51.0;10.0;40.0;28.0;44.0;56.0;30.0;22.0;12.0;5.0;5.0;8.0;6.0;9.0;45.0;47.0;-45.0;-8.0;12.0;7.0;14.0;48.0;62.0;6.0;4.0;70.0;0;20:00:00;-1;CAM;CHA
BOT X AVA 2017-06-26;2;2017-06-26;;;-10.0;6.0;6.0;39.0;22.0;12.0;7.0;-5.0;-87.0;-43.0;29.0;-4.0;25.0;22.0;26.0;72.0;79.0;72.0;83.0;80.0;49.0;87.0;-1.0;56.0;32.0;23.0;40.0;28.0;21.0;76.0;44.0;33.0;28.0;2.0;16.0;39.0;48.0;34.0;71.0;48.0;0.0;3.0;13.0;10.0;8.0;1.0;6.0;6.0;39.0;29.0;24.0;20.0;52.0;4.0;27.0;-25.0;-19.0;11.0;10.0;19.0;15.0;41.0;74.0;49.0;39.0;48.0;62.0;-83.0;39.0;28.0;27.0;75.0;42.0;80.0;78.0;47.0;79.0;53.0;-27.0;29.0;21.0;-19.0;-6.0;-3.0;2.0;2.0;31.0;23.0;39.0;-7.0;73.0;5.0;0;21:00:00;-1;AVA;BOT
PAL X GRE 2017-07-01;0;2017-07-01;;;-10.0;14.0;3.0;-5.0;-1.0;31.0;18.0;13.0;10.0;7.0;-19.0;28.0;-4.0;5.0;-4.0;-5.0;-5.0;5.0;34.0;25.0;19.0;10.0;16.0;29.0;15.0;13.0;37.0;27.0;40.0;18.0;12.0;6.0;4.0;12.0;1.0;-24.0;71.0;43.0;30.0;26.0;0.0;8.0;2.0;3.0;8.0;20.0;14.0;34.0;26.0;16.0;9.0;5.0;-15.0;-2.0;-1.0;26.0;19.0;12.0;5.0;25.0;20.0;21.0;18.0;22.0;17.0;76.0;51.0;15.0;36.0;27.0;-48.0;-26.0;-19.0;-17.0;-11.0;-36.0;-14.0;42.0;15.0;18.0;8.0;5.0;-3.0;5.0;10.0;5.0;7.0;9.0;4.0;20.0;6.0;-5.0;1;17:00:00;1;GRE;PAL
ATG X SAN 2017-07-01;1;2017-07-01;;;-28.0;18.0;13.0;4.0;100.0;59.0;25.0;-33.0;13.0;90.0;39.0;-21.0;21.0;17.0;17.0;-25.0;-32.0;-23.0;-14.0;-13.0;-8.0;-6.0;-17.0;-5.0;3.0;-7.0;-1.0;13.0;4.0;-3.0;-25.0;-18.0;-16.0;-15.0;-7.0;28.0;11.0;8.0;1.0;-7.0;0.0;-9.0;-12.0;-19.0;-3.0;-5.0;-5.0;-31.0;-37.0;-25.0;-74.0;-52.0;-38.0;-25.0;-18.0;-15.0;4.0;-7.0;-7.0;-8.0;-8.0;-28.0;-18.0;29.0;5.0;2.0;1.0;5.0;-82.0;-55.0;-63.0;-43.0;-26.0;-15.0;-29.0;-20.0;-17.0;-30.0;7.0;-53.0;-35.0;-51.0;-42.0;-30.0;-22.0;-44.0;-31.0;-21.0;-50.0;8.0;-28.0;-30.0;1;20:00:00;0;SAN;ATG
CAM X CRU 2017-07-02;1;2017-07-02;;;-7.0;-53.0;-62.0;-35.0;-25.0;-10.0;-9.0;-14.0;-13.0;-72.0;-42.0;-7.0;-23.0;-12.0;-10.0;-4.0;-25.0;-17.0;-12.0;-9.0;-8.0;6.0;-7.0;11.0;13.0;16.0;13.0;34.0;28.0;20.0;16.0;44.0;26.0;-7.0;17.0;15.0;14.0;6.0;13.0;30.0;145.0;-8.0;-8.0;-8.0;-47.0;-7.0;-30.0;-20.0;-34.0;-22.0;-17.0;-12.0;-12.0;-10.0;12.0;9.0;-3.0;20.0;-31.0;-12.0;-10.0;-9.0;-9.0;-5.0;-75.0;-47.0;-31.0;-71.0;-21.0;-15.0;-6.0;-7.0;-17.0;-8.0;27.0;10.0;3.0;79.0;-40.0;44.0;21.0;-29.0;-17.0;-20.0;-16.0;-13.0;31.0;20.0;42.0;-21.0;50.0;10.0;3;17:00:00;1;CRU;CAM
COR X BOT 2017-07-02;0;2017-07-02;;;-10.0;15.0;10.0;8.0;7.0;5.0;-3.0;7.0;7.0;6.0;8.0;-2.0;10.0;10.0;11.0;11.0;11.0;11.0;11.0;16.0;59.0;63.0;4.0;68.0;36.0;18.0;8.0;-30.0;-19.0;-17.0;-41.0;-23.0;-4.0;-16.0;-30.0;-17.0;-3.0;11.0;9.0;36.0;5.0;70.0;46.0;62.0;100.0;-3.0;100.0;76.0;49.0;31.0;76.0;91.0;52.0;18.0;61.0;37.0;6.0;23.0;24.0;20.0;14.0;18.0;36.0;32.0;64.0;74.0;44.0;7.0;50.0;31.0;43.0;30.0;20.0;48.0;30.0;19.0;13.0;10.0;9.0;81.0;100.0;80.0;42.0;15.0;-5.0;-11.0;-12.0;-12.0;-12.0;17.0;-6.0;-20.0;1;17:00:00;1;BOT;COR
FLA X SPO 2017-07-02;0;2017-07-02;;;10.0;33.0;53.0;65.0;40.0;27.0;22.0;14.0;38.0;30.0;20.0;10.0;13.0;8.0;3.0;2.0;2.0;2.0;2.0;2.0;28.0;24.0;5.0;40.0;19.0;19.0;33.0;13.0;-6.0;22.0;10.0;76.0;42.0;-43.0;23.0;9.0;5.0;85.0;45.0;22.0;5.0;14.0;10.0;8.0;6.0;-28.0;-23.0;-6.0;-28.0;26.0;10.0;10.0;3.0;1.0;-3.0;117.0;-11.0;73.0;45.0;24.0;11.0;-34.0;-55.0;-42.0;-44.0;34.0;-42.0;-1.0;-67.0;-43.0;-28.0;-23.0;-7.0;-3.0;3.0;-3.0;3.0;-3.0;6.0;-7.0;-11.0;-8.0;-7.0;-6.0;-5.0;73.0;39.0;21.0;6.0;11.0;23.0;-40.0;2;17:00:00;1;SPO;FLA
SPT X CAP 2017-07-02;0;2017-07-02;;;-6.0;3.0;35.0;25.0;17.0;33.0;14.0;38.0;24.0;16.0;10.0;-8.0;8.0;4.0;4.0;4.0;29.0;38.0;54.0;36.0;25.0;17.0;-6.0;13.0;4.0;21.0;7.0;-7.0;-3.0;-8.0;-1.0;55.0;6.0;-4.0;54.0;68.0;63.0;32.0;24.0;-8.0;-5.0;6.0;6.0;40.0;25.0;-3.0;21.0;18.0;8.0;-3.0;18.0;18.0;14.0;63.0;41.0;48.0;5.0;37.0;26.0;16.0;9.0;-5.0;5.0;11.0;16.0;44.0;37.0;-19.0;28.0;22.0;12.0;39.0;17.0;14.0;82.0;48.0;25.0;12.0;-5.0;3.0;27.0;10.0;33.0;17.0;-23.0;-7.0;42.0;61.0;38.0;4.0;-49.0;5.0;1;17:00:00;1;CAP;SPT
VIT X BAH 2017-07-02;0;2017-07-02;;;-10.0;46.0;20.0;7.0;34.0;54.0;47.0;23.0;-16.0;-1.0;-2.0;-7.0;-5.0;-5.0;2.0;2.0;22.0;15.0;13.0;11.0;10.0;8.0;-25.0;100.0;100.0;75.0;74.0;48.0;26.0;20.0;21.0;14.0;2.0;57.0;-27.0;-47.0;-31.0;-20.0;-13.0;-2.0;30.0;7.0;39.0;37.0;20.0;-55.0;-22.0;-11.0;-3.0;37.0;26.0;29.0;60.0;58.0;34.0;23.0;31.0;16.0;5.0;5.0;6.0;7.0;-22.0;-20.0;41.0;16.0;4.0;72.0;4.0;28.0;19.0;11.0;-55.0;-30.0;-27.0;53.0;14.0;11.0;34.0;5.0;-7.0;-6.0;-4.0;14.0;92.0;50.0;25.0;12.0;-8.0;11.0;-6.0;0.0;0;17:00:00;0;BAH;VIT
AVA X PON 2017-07-02;0;2017-07-02;;;10.0;8.0;-39.0;-14.0;58.0;30.0;14.0;17.0;8.0;-12.0;-8.0;-8.0;8.0;3.0;4.0;5.0;5.0;-94.0;-52.0;-29.0;-15.0;-6.0;-7.0;31.0;37.0;21.0;16.0;8.0;10.0;-48.0;-47.0;-30.0;-25.0;-36.0;-14.0;-9.0;-1.0;-3.0;-4.0;-28.0;0.0;45.0;26.0;-40.0;-6.0;-24.0;23.0;9.0;72.0;48.0;33.0;29.0;28.0;8.0;10.0;7.0;-39.0;4.0;3.0;33.0;-20.0;1.0;-5.0;-7.0;16.0;7.0;-25.0;-30.0;-15.0;-13.0;-4.0;-28.0;35.0;9.0;3.0;4.0;26.0;10.0;-9.0;9.0;8.0;42.0;20.0;10.0;1.0;-5.0;-9.0;-10.0;-40.0;3.0;-24.0;-5.0;0;20:00:00;0;PON;AVA
CFC X VAS 2017-07-02;2;2017-07-02;;;-5.0;5.0;3.0;3.0;27.0;14.0;7.0;3.0;1.0;-1.0;-1.0;-1.0;-6.0;-9.0;-96.0;-58.0;-35.0;-66.0;-35.0;-11.0;-3.0;-19.0;2.0;-5.0;5.0;69.0;50.0;36.0;49.0;36.0;19.0;18.0;8.0;-11.0;2.0;-1.0;4.0;6.0;28.0;21.0;20.0;-14.0;-1.0;-3.0;3.0;7.0;-2.0;-2.0;-1.0;-22.0;-14.0;-39.0;-19.0;-8.0;4.0;4.0;1.0;25.0;16.0;15.0;9.0;21.0;12.0;8.0;-4.0;100.0;60.0;-3.0;46.0;53.0;33.0;11.0;5.0;1.0;9.0;3.0;7.0;15.0;3.0;40.0;34.0;60.0;45.0;31.0;21.0;16.0;11.0;97.0;53.0;8.0;-4.0;-130.0;2;20:00:00;0;VAS;CFC
FLU X CHA 2017-07-03;3;2017-07-03;;;7.0;-55.0;-31.0;-14.0;-21.0;-78.0;-41.0;-45.0;-28.0;-11.0;5.0;51.0;6.0;-27.0;-59.0;-75.0;-40.0;47.0;21.0;22.0;71.0;46.0;64.0;44.0;32.0;25.0;7.0;-28.0;-18.0;-9.0;-3.0;-4.0;8.0;42.0;6.0;-3.0;-81.0;-41.0;-19.0;-40.0;-30.0;19.0;9.0;8.0;3.0;-26.0;14.0;10.0;36.0;26.0;20.0;16.0;-41.0;-15.0;-5.0;5.0;5.0;9.0;8.0;14.0;12.0;-21.0;-4.0;5.0;5.0;12.0;13.0;-39.0;52.0;70.0;21.0;11.0;-21.0;-11.0;65.0;38.0;47.0;69.0;-30.0;21.0;27.0;25.0;-48.0;-60.0;-36.0;-24.0;-11.0;4.0;6.0;-47.0;7.0;170.0;3;21:00:00;0;CHA;FLU
ATG X VIT 2017-07-08;2;2017-07-08;;;-3.0;-5.0;-29.0;-13.0;-8.0;-6.0;6.0;4.0;58.0;70.0;48.0;-3.0;23.0;7.0;-38.0;-25.0;-22.0;-4.0;6.0;25.0;12.0;24.0;-4.0;10.0;2.0;-3.0;-5.0;-50.0;-45.0;-62.0;-67.0;-34.0;-17.0;-4.0;-8.0;-7.0;-2.0;-1.0;8.0;31.0;-35.0;43.0;81.0;48.0;29.0;38.0;15.0;12.0;-4.0;-4.0;-6.0;31.0;30.0;12.0;1.0;1.0;16.0;6.0;7.0;10.0;9.0;48.0;51.0;13.0;19.0;27.0;74.0;7.0;39.0;28.0;19.0;13.0;7.0;11.0;48.0;60.0;7.0;21.0;1.0;-33.0;-13.0;33.0;9.0;88.0;44.0;-57.0;-41.0;-60.0;-38.0;-3.0;-53.0;65.0;1;17:00:00;-1;VIT;ATG
VAS X FLA 2017-07-08;1;2017-07-08;;;-5.0;-14.0;-15.0;-15.0;-14.0;-14.0;-44.0;-32.0;-25.0;-20.0;-28.0;-7.0;-16.0;-11.0;31.0;14.0;-25.0;-8.0;-3.0;-3.0;2.0;2.0;-8.0;2.0;2.0;-4.0;-13.0;-14.0;-7.0;7.0;2.0;-44.0;-23.0;-6.0;-17.0;-9.0;-4.0;-4.0;2.0;7.0;-60.0;12.0;30.0;12.0;1.0;-11.0;-26.0;-20.0;-18.0;-15.0;-13.0;-11.0;-6.0;-3.0;11.0;-5.0;-10.0;-5.0;-7.0;-9.0;-3.0;-18.0;-97.0;-49.0;62.0;20.0;15.0;-5.0;14.0;-21.0;-7.0;5.0;31.0;27.0;13.0;2.0;-25.0;-20.0;-18.0;-17.0;16.0;3.0;28.0;12.0;7.0;3.0;-15.0;-9.0;5.0;-15.0;5.0;30.0;0;19:00:00;-1;FLA;VAS
COR X PON 2017-07-08;0;2017-07-08;;;-10.0;-4.0;8.0;10.0;8.0;13.0;-24.0;-41.0;-24.0;-18.0;-8.0;-4.0;3.0;45.0;56.0;38.0;16.0;8.0;-2.0;-14.0;-11.0;-9.0;2.0;-33.0;-30.0;-18.0;-32.0;-20.0;-4.0;31.0;14.0;-78.0;114.0;2.0;76.0;46.0;70.0;50.0;29.0;19.0;120.0;-16.0;80.0;41.0;24.0;-1.0;-21.0;-2.0;-7.0;-4.0;-2.0;5.0;7.0;9.0;-31.0;-17.0;-7.0;-14.0;-12.0;-10.0;-7.0;-12.0;-8.0;-5.0;-29.0;-62.0;-32.0;4.0;-20.0;-78.0;-45.0;-24.0;-20.0;-13.0;6.0;6.0;9.0;5.0;6.0;-11.0;-29.0;-20.0;-24.0;-16.0;-11.0;-6.0;-45.0;-28.0;-73.0;-24.0;-40.0;35.0;2;20:00:00;1;PON;COR
CHA X CAP 2017-07-09;1;2017-07-09;;;-9.0;23.0;48.0;29.0;24.0;36.0;47.0;27.0;58.0;61.0;81.0;-49.0;46.0;27.0;-34.0;-13.0;-10.0;-4.0;7.0;-5.0;31.0;13.0;-77.0;28.0;17.0;42.0;52.0;36.0;45.0;57.0;38.0;41.0;55.0;-41.0;20.0;4.0;8.0;24.0;13.0;15.0;5.0;1.0;-5.0;-6.0;-10.0;-32.0;29.0;9.0;2.0;-9.0;-7.0;-11.0;35.0;11.0;-8.0;-8.0;-26.0;6.0;6.0;22.0;14.0;9.0;10.0;6.0;3.0;3.0;-4.0;-13.0;-20.0;-10.0;6.0;1.0;-9.0;-1.0;67.0;70.0;43.0;53.0;-4.0;33.0;16.0;9.0;7.0;4.0;3.0;3.0;-34.0;-17.0;-3.0;4.0;4.0;55.0;1;12:00:00;0;CAP;CHA
BAH X FLU 2017-07-09;1;2017-07-09;;;-9.0;32.0;38.0;11.0;-154.0;-60.0;-29.0;-15.0;-5.0;16.0;13.0;-14.0;12.0;13.0;13.0;16.0;-31.0;-11.0;12.0;9.0;42.0;32.0;-2.0;24.0;18.0;15.0;21.0;57.0;39.0;53.0;37.0;56.0;41.0;6.0;29.0;20.0;93.0;100.0;50.0;49.0;;48.0;23.0;39.0;30.0;8.0;18.0;-19.0;-3.0;-2.0;2.0;6.0;12.0;40.0;31.0;23.0;26.0;12.0;6.0;23.0;64.0;44.0;32.0;26.0;-19.0;-5.0;7.0;46.0;12.0;13.0;15.0;6.0;-4.0;7.0;9.0;31.0;25.0;21.0;22.0;19.0;17.0;10.0;8.0;1.0;77.0;23.0;16.0;11.0;34.0;16.0;5.0;-25.0;1;17:00:00;0;FLU;BAH
CRU X PAL 2017-07-09;1;2017-07-09;;;-3.0;-2.0;2.0;-9.0;21.0;5.0;-26.0;-19.0;-51.0;-32.0;-19.0;41.0;-10.0;-6.0;1.0;-4.0;-2.0;-1.0;1.0;1.0;-33.0;-45.0;20.0;-27.0;-21.0;-12.0;75.0;39.0;14.0;9.0;2.0;-7.0;-7.0;8.0;-27.0;-19.0;-9.0;78.0;61.0;-7.0;-5.0;7.0;2.0;2.0;2.0;-9.0;2.0;31.0;-20.0;-6.0;-9.0;-36.0;-24.0;-14.0;-8.0;-5.0;-39.0;-26.0;-16.0;-15.0;-95.0;-63.0;-92.0;-53.0;-30.0;-10.0;-9.0;-25.0;-1.0;31.0;17.0;15.0;10.0;10.0;4.0;66.0;32.0;13.0;-13.0;-17.0;-14.0;-17.0;-39.0;-27.0;-19.0;-14.0;-7.0;-6.0;-7.0;-6.0;-13.0;100.0;3;17:00:00;1;PAL;CRU
GRE X AVA 2017-07-09;2;2017-07-09;;;-10.0;10.0;65.0;47.0;39.0;10.0;17.0;10.0;49.0;60.0;36.0;7.0;20.0;11.0;4.0;1.0;75.0;54.0;37.0;27.0;51.0;27.0;6.0;17.0;12.0;34.0;25.0;2.0;4.0;5.0;-23.0;-16.0;42.0;10.0;100.0;91.0;57.0;5.0;-43.0;-33.0;0.0;3.0;-38.0;-19.0;33.0;52.0;64.0;45.0;38.0;70.0;33.0;17.0;16.0;10.0;14.0;75.0;37.0;100.0;98.0;59.0;34.0;18.0;13.0;13.0;41.0;27.0;19.0;7.0;18.0;13.0;3.0;-8.0;-81.0;-48.0;51.0;13.0;-15.0;3.0;10.0;7.0;6.0;4.0;9.0;11.0;17.0;-45.0;-14.0;21.0;12.0;12.0;12.0;65.0;0;17:00:00;-1;AVA;GRE
BOT X CAM 2017-07-09;1;2017-07-09;;;2.0;-12.0;-68.0;-42.0;-85.0;-81.0;-48.0;-24.0;-9.0;-5.0;-10.0;2.0;-10.0;-15.0;-7.0;-11.0;-88.0;-49.0;-32.0;-17.0;-7.0;3.0;-4.0;79.0;54.0;35.0;23.0;11.0;-3.0;-3.0;3.0;1.0;2.0;-4.0;13.0;39.0;32.0;-26.0;5.0;65.0;0.0;13.0;8.0;-5.0;1.0;-5.0;-3.0;1.0;-5.0;-1.0;36.0;-40.0;-35.0;-58.0;-31.0;-18.0;-6.0;-5.0;-4.0;-4.0;22.0;18.0;17.0;16.0;13.0;10.0;9.0;-6.0;13.0;15.0;16.0;7.0;-7.0;4.0;4.0;6.0;7.0;14.0;-26.0;6.0;2.0;-2.0;-2.0;-3.0;-3.0;-3.0;11.0;40.0;29.0;-17.0;23.0;60.0;1;20:00:00;0;CAM;BOT
SAN X SPO 2017-07-09;2;2017-07-09;;;-1.0;9.0;59.0;28.0;-47.0;18.0;2.0;42.0;26.0;22.0;15.0;4.0;13.0;-22.0;-5.0;5.0;-1.0;1.0;-45.0;-35.0;-25.0;-49.0;4.0;-4.0;5.0;38.0;24.0;12.0;11.0;12.0;45.0;27.0;17.0;2.0;15.0;33.0;62.0;7.0;4.0;74.0;30.0;50.0;66.0;37.0;14.0;1.0;4.0;9.0;2.0;1.0;100.0;59.0;34.0;16.0;5.0;-6.0;1.0;-6.0;-11.0;-6.0;-4.0;-47.0;-33.0;-15.0;75.0;38.0;20.0;-5.0;11.0;-27.0;-18.0;-12.0;-7.0;-10.0;-100.0;-78.0;-58.0;-39.0;4.0;41.0;39.0;19.0;7.0;5.0;-3.0;-6.0;-81.0;-56.0;-36.0;6.0;-21.0;35.0;3;20:00:00;1;SPO;SAN
CFC X SPT 2017-07-10;3;2017-07-10;;;10.0;-43.0;26.0;13.0;52.0;56.0;35.0;23.0;6.0;-142.0;-81.0;6.0;-54.0;-55.0;-34.0;-4.0;-2.0;-3.0;3.0;-3.0;5.0;10.0;4.0;75.0;53.0;36.0;21.0;36.0;15.0;7.0;1.0;3.0;4.0;3.0;11.0;46.0;33.0;45.0;33.0;7.0;0.0;-33.0;-24.0;-33.0;-33.0;48.0;-70.0;-39.0;-27.0;-15.0;-8.0;5.0;6.0;8.0;3.0;6.0;-44.0;27.0;39.0;26.0;19.0;19.0;13.0;49.0;7.0;2.0;5.0;-5.0;7.0;10.0;21.0;17.0;39.0;17.0;-11.0;-7.0;-51.0;45.0;9.0;16.0;14.0;38.0;35.0;71.0;40.0;-78.0;-36.0;-5.0;-9.0;32.0;2.0;-50.0;0;21:00:00;-1;SPT;CFC
CAM X SAN 2017-07-12;1;2017-07-12;;;-10.0;55.0;34.0;42.0;31.0;20.0;15.0;14.0;26.0;9.0;-23.0;-6.0;-8.0;13.0;-14.0;-5.0;8.0;30.0;64.0;41.0;21.0;9.0;-4.0;-40.0;-23.0;56.0;60.0;51.0;39.0;30.0;16.0;7.0;54.0;-4.0;32.0;19.0;11.0;7.0;1.0;-36.0;10.0;46.0;33.0;25.0;61.0;7.0;32.0;12.0;-29.0;-15.0;-19.0;13.0;-3.0;-3.0;-2.0;-2.0;29.0;24.0;10.0;4.0;8.0;55.0;76.0;56.0;33.0;58.0;35.0;39.0;2.0;-1.0;28.0;17.0;19.0;-22.0;-1.0;4.0;3.0;5.0;8.0;8.0;8.0;23.0;18.0;40.0;28.0;26.0;18.0;15.0;16.0;51.0;14.0;-40.0;0;20:30:00;-1;SAN;CAM
PON X BAH 2017-07-12;3;2017-07-12;;;-10.0;72.0;49.0;71.0;50.0;60.0;34.0;-42.0;-9.0;7.0;2.0;-9.0;4.0;73.0;42.0;58.0;41.0;1.0;-6.0;7.0;2.0;2.0;-9.0;4.0;4.0;4.0;4.0;9.0;47.0;30.0;20.0;18.0;36.0;-91.0;29.0;67.0;35.0;26.0;64.0;6.0;85.0;-19.0;22.0;13.0;69.0;-46.0;46.0;25.0;14.0;44.0;-28.0;-80.0;-47.0;-27.0;-18.0;41.0;-27.0;31.0;26.0;-33.0;-3.0;13.0;55.0;39.0;32.0;21.0;13.0;-18.0;6.0;10.0;-29.0;-11.0;27.0;18.0;56.0;37.0;23.0;18.0;-12.0;32.0;57.0;35.0;27.0;22.0;-69.0;-30.0;47.0;100.0;77.0;-40.0;4.0;-15.0;0;20:30:00;-1;BAH;PON
FLU X BOT 2017-07-12;1;2017-07-12;;;10.0;-82.0;-59.0;-27.0;-4.0;5.0;36.0;-41.0;45.0;23.0;14.0;9.0;31.0;27.0;13.0;-33.0;-12.0;-11.0;-9.0;-24.0;-5.0;-1.0;9.0;3.0;-23.0;12.0;-7.0;-15.0;-36.0;-26.0;-33.0;-100.0;-100.0;30.0;-92.0;-51.0;-26.0;34.0;29.0;19.0;30.0;-43.0;-62.0;-40.0;-27.0;24.0;-20.0;-7.0;2.0;1.0;7.0;-24.0;-15.0;-32.0;-23.0;-8.0;41.0;31.0;53.0;44.0;31.0;23.0;11.0;11.0;13.0;-19.0;7.0;20.0;7.0;8.0;5.0;4.0;6.0;8.0;9.0;3.0;4.0;15.0;-49.0;36.0;29.0;40.0;26.0;17.0;11.0;2.0;-4.0;22.0;12.0;-28.0;8.0;20.0;0;22:00:00;-1;BOT;FLU
