game;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
DUI X D98 25-08-2017;2.0;2017-08-25;-10.0;19.0;9.0;32.0;12.0;6.0;5.0;5.0;2.0;3.0;-44.0;-8.0;-20.0;-8.0;5.0;5.0;10.0;28.0;89.0;54.0;27.0;22.0;-7.0;4.0;-5.0;-9.0;-6.0;-5.0;-83.0;-81.0;-55.0;-40.0;-20.0;-6.0;9.0;1.0;-2.0;-2.0;-3.0;-29.0;;-18.0;-6.0;5.0;4.0;-6.0;-6.0;-10.0;-12.0;-14.0;-60.0;-41.0;-30.0;-18.0;-7.0;3.0;-10.0;4.0;40.0;17.0;7.0;6.0;1.0;-4.0;3.0;-3.0;-23.0;-7.0;-16.0;-11.0;28.0;30.0;25.0;16.0;5.0;1.0;-4.0;-7.0;-5.0;-63.0;-38.0;-33.0;-25.0;35.0;3.0;-8.0;-14.0;-1.0;-71.0;37.0;-41.0;35.0;1.0;14:30:00;-1.0;D98;DUI
FUR X ING 25-08-2017;1.0;2017-08-25;3.0;1.0;31.0;24.0;54.0;37.0;21.0;-15.0;-3.0;-5.0;-3.0;4.0;-2.0;15.0;-20.0;-6.0;-4.0;-10.0;-1.0;2.0;5.0;13.0;6.0;7.0;27.0;15.0;43.0;30.0;12.0;9.0;9.0;6.0;37.0;7.0;22.0;18.0;10.0;6.0;-5.0;-6.0;0.0;-45.0;-31.0;-48.0;-64.0;5.0;-43.0;-52.0;-31.0;-16.0;-47.0;-27.0;-100.0;-60.0;-29.0;-31.0;8.0;-15.0;-3.0;-4.0;-10.0;39.0;14.0;-11.0;5.0;6.0;5.0;1.0;17.0;30.0;42.0;23.0;18.0;13.0;38.0;7.0;16.0;22.0;1.0;6.0;7.0;35.0;26.0;20.0;-17.0;-4.0;-6.0;-10.0;-3.0;1.0;-11.0;40.0;0.0;14:30:00;-1.0;ING;FUR
AUE X NUR 26-08-2017;1.0;2017-08-26;9.0;14.0;7.0;14.0;11.0;7.0;-28.0;-11.0;-44.0;-33.0;-28.0;-5.0;-51.0;-24.0;-15.0;-12.0;-11.0;-9.0;-8.0;-6.0;4.0;3.0;-5.0;3.0;-4.0;-4.0;36.0;100.0;88.0;54.0;39.0;62.0;36.0;-22.0;25.0;21.0;22.0;46.0;22.0;-23.0;-30.0;3.0;64.0;34.0;17.0;-73.0;6.0;6.0;3.0;3.0;9.0;2.0;-4.0;17.0;36.0;22.0;-49.0;50.0;100.0;51.0;64.0;39.0;22.0;9.0;2.0;7.0;4.0;-79.0;4.0;-8.0;-10.0;50.0;20.0;6.0;-5.0;-5.0;76.0;37.0;-9.0;-41.0;10.0;35.0;53.0;34.0;-40.0;-14.0;31.0;-80.0;-42.0;24.0;-12.0;-35.0;3.0;09:00:00;1.0;NUR;AUE
STP X HEI 26-08-2017;0.0;2017-08-26;8.0;12.0;-29.0;-9.0;-32.0;-25.0;-20.0;-15.0;-15.0;-12.0;-12.0;17.0;-14.0;-15.0;-18.0;-35.0;-19.0;-19.0;-14.0;-58.0;-64.0;-8.0;18.0;11.0;5.0;8.0;8.0;3.0;2.0;8.0;1.0;-24.0;-11.0;18.0;-4.0;8.0;-38.0;-22.0;-22.0;5.0;0.0;7.0;11.0;13.0;-24.0;29.0;-3.0;6.0;67.0;76.0;67.0;35.0;11.0;-5.0;7.0;7.0;20.0;31.0;31.0;31.0;26.0;27.0;11.0;-38.0;-16.0;-7.0;24.0;15.0;13.0;14.0;11.0;4.0;4.0;-17.0;-10.0;20.0;71.0;91.0;17.0;99.0;58.0;7.0;8.0;7.0;43.0;32.0;48.0;29.0;19.0;18.0;39.0;90.0;1.0;09:00:00;1.0;HEI;STP
JAH X HKI 26-08-2017;2.0;2017-08-26;-10.0;5.0;32.0;20.0;13.0;14.0;5.0;-52.0;-32.0;-32.0;-16.0;-6.0;-94.0;-46.0;-21.0;-6.0;6.0;7.0;7.0;6.0;6.0;16.0;5.0;-42.0;-15.0;-40.0;-61.0;-34.0;-14.0;33.0;10.0;-52.0;-31.0;5.0;-28.0;-48.0;-37.0;33.0;1.0;4.0;20.0;9.0;8.0;63.0;40.0;30.0;17.0;-42.0;-20.0;-48.0;-19.0;15.0;34.0;20.0;9.0;3.0;15.0;-57.0;-36.0;-47.0;-54.0;-33.0;-21.0;-14.0;-2.0;4.0;6.0;5.0;3.0;-9.0;-32.0;-27.0;-20.0;-14.0;-10.0;-7.0;-6.0;-6.0;-8.0;23.0;8.0;10.0;-25.0;11.0;34.0;27.0;18.0;11.0;19.0;-6.0;2.0;25.0;1.0;09:00:00;-1.0;HKI;JAH
UNB X ARM 27-08-2017;1.0;2017-08-27;-2.0;-8.0;28.0;55.0;27.0;-25.0;-4.0;-3.0;-3.0;-1.0;2.0;4.0;2.0;7.0;15.0;10.0;7.0;5.0;64.0;51.0;33.0;26.0;1.0;58.0;33.0;-33.0;-10.0;-3.0;-2.0;14.0;32.0;17.0;8.0;-5.0;2.0;3.0;3.0;-3.0;2.0;29.0;;24.0;-73.0;-32.0;-17.0;40.0;-9.0;58.0;7.0;6.0;100.0;75.0;100.0;77.0;48.0;57.0;-32.0;35.0;17.0;57.0;76.0;74.0;41.0;26.0;14.0;7.0;4.0;-61.0;10.0;8.0;7.0;3.0;1.0;-1.0;25.0;48.0;33.0;-46.0;-35.0;-12.0;-5.0;9.0;19.0;18.0;13.0;11.0;14.0;15.0;-17.0;-20.0;34.0;-55.0;1.0;09:30:00;0.0;ARM;UNB
SAN X DUS 27-08-2017;2.0;2017-08-27;10.0;8.0;5.0;8.0;4.0;2.0;1.0;7.0;10.0;13.0;49.0;-26.0;35.0;26.0;21.0;100.0;52.0;33.0;26.0;47.0;14.0;20.0;-17.0;23.0;13.0;6.0;5.0;4.0;-24.0;-11.0;-34.0;-26.0;-21.0;-5.0;-16.0;-65.0;-38.0;-24.0;-15.0;-7.0;-5.0;-4.0;-14.0;-9.0;-6.0;80.0;-4.0;5.0;-76.0;-44.0;-27.0;-11.0;-7.0;5.0;13.0;12.0;41.0;42.0;20.0;7.0;-4.0;42.0;17.0;7.0;5.0;5.0;2.0;30.0;27.0;18.0;12.0;8.0;6.0;3.0;3.0;-39.0;-20.0;-21.0;21.0;-16.0;-78.0;-47.0;-54.0;-32.0;-14.0;10.0;3.0;4.0;-5.0;14.0;0.0;-40.0;1.0;09:30:00;-1.0;DUS;SAN
BOC X DRE 27-08-2017;2.0;2017-08-27;6.0;18.0;34.0;-71.0;-24.0;-19.0;-12.0;-16.0;98.0;52.0;58.0;9.0;37.0;57.0;27.0;16.0;5.0;-3.0;-4.0;73.0;78.0;44.0;2.0;24.0;11.0;-3.0;-5.0;-1.0;-3.0;-6.0;-9.0;-8.0;-39.0;-10.0;-26.0;-24.0;-7.0;-10.0;-9.0;-59.0;-5.0;17.0;5.0;-39.0;-25.0;6.0;-12.0;-32.0;-23.0;-15.0;-62.0;-41.0;-27.0;-20.0;-15.0;-4.0;-37.0;21.0;11.0;-31.0;-24.0;-15.0;-11.0;-10.0;-33.0;-23.0;-18.0;-49.0;-15.0;-17.0;-12.0;-46.0;-1.0;-34.0;-19.0;-100.0;-79.0;-79.0;-31.0;-49.0;-29.0;-9.0;-10.0;-44.0;-26.0;-15.0;-39.0;-16.0;87.0;57.0;-3.0;0.0;3.0;09:30:00;1.0;DRE;BOC
KAI X EBR 28-08-2017;1.0;2017-08-28;-10.0;5.0;6.0;-7.0;-7.0;-6.0;-1.0;-2.0;-2.0;-62.0;-40.0;-9.0;-53.0;-28.0;-12.0;39.0;20.0;12.0;11.0;5.0;-79.0;-49.0;-9.0;-27.0;-15.0;-7.0;2.0;3.0;-4.0;2.0;-8.0;8.0;34.0;-9.0;28.0;19.0;14.0;31.0;19.0;34.0;25.0;55.0;38.0;28.0;22.0;-12.0;15.0;-11.0;10.0;-4.0;26.0;13.0;6.0;6.0;42.0;33.0;-31.0;25.0;20.0;39.0;23.0;70.0;43.0;38.0;63.0;-43.0;-94.0;-18.0;-54.0;-60.0;-56.0;-28.0;-12.0;-5.0;-5.0;-5.0;-27.0;-18.0;-9.0;-13.0;33.0;13.0;7.0;7.0;6.0;4.0;-3.0;-3.0;1.0;-9.0;1.0;15.0;1.0;16:30:00;0.0;EBR;KAI
HEI X JAH 08-09-2017;3.0;2017-09-08;-6.0;34.0;38.0;-53.0;-12.0;-4.0;-4.0;-34.0;-19.0;-25.0;42.0;-8.0;-36.0;-13.0;23.0;12.0;-30.0;-10.0;-9.0;-4.0;3.0;2.0;-6.0;-5.0;-5.0;-2.0;-14.0;-6.0;-26.0;-11.0;-3.0;-8.0;13.0;-6.0;9.0;-26.0;-8.0;30.0;14.0;-25.0;-5.0;-2.0;4.0;-2.0;-1.0;-1.0;-2.0;-8.0;-2.0;3.0;3.0;4.0;4.0;3.0;3.0;43.0;8.0;11.0;3.0;3.0;13.0;5.0;30.0;21.0;15.0;-37.0;-49.0;-5.0;-28.0;-9.0;-3.0;-4.0;2.0;2.0;-4.0;-4.0;22.0;12.0;7.0;-29.0;-22.0;-17.0;-42.0;-28.0;-18.0;77.0;35.0;62.0;-76.0;51.0;-52.0;-95.0;1.0;14:30:00;-1.0;JAH;HEI
DRE X FUR 08-09-2017;1.0;2017-09-08;10.0;-33.0;-61.0;-35.0;-21.0;-12.0;-6.0;-31.0;-14.0;11.0;11.0;40.0;-51.0;-22.0;-7.0;-37.0;-24.0;-11.0;-48.0;-22.0;13.0;-4.0;24.0;2.0;2.0;-1.0;5.0;6.0;7.0;83.0;49.0;28.0;16.0;15.0;9.0;-5.0;-42.0;-25.0;-15.0;-8.0;;-4.0;-22.0;-4.0;44.0;12.0;66.0;87.0;74.0;45.0;19.0;29.0;-21.0;-10.0;-6.0;5.0;10.0;-1.0;-6.0;-2.0;-1.0;-1.0;1.0;5.0;8.0;17.0;18.0;-4.0;18.0;43.0;24.0;7.0;14.0;14.0;32.0;22.0;17.0;-37.0;7.0;-12.0;-35.0;44.0;-72.0;39.0;2.0;7.0;5.0;12.0;3.0;10.0;6.0;55.0;1.0;14:30:00;0.0;FUR;DRE
ARM X DUI 09-09-2017;4.0;2017-09-09;0.0;-4.0;7.0;-5.0;6.0;8.0;15.0;8.0;4.0;1.0;1.0;4.0;-74.0;-37.0;-23.0;-14.0;-9.0;-25.0;-11.0;-42.0;-25.0;20.0;33.0;9.0;7.0;14.0;11.0;7.0;6.0;6.0;5.0;-8.0;3.0;17.0;-6.0;-10.0;-18.0;-17.0;39.0;24.0;70.0;11.0;5.0;1.0;7.0;13.0;33.0;16.0;-24.0;-17.0;-15.0;-53.0;-98.0;-58.0;-36.0;-100.0;-65.0;-71.0;-33.0;-15.0;-10.0;6.0;2.0;-1.0;-1.0;25.0;12.0;-22.0;11.0;-7.0;-12.0;-9.0;-6.0;4.0;-2.0;-2.0;-1.0;4.0;-18.0;95.0;55.0;33.0;-20.0;-34.0;-27.0;-20.0;-11.0;-5.0;46.0;-13.0;52.0;-70.0;0.0;09:00:00;-1.0;DUI;ARM
HKI X KAI 09-09-2017;1.0;2017-09-09;8.0;10.0;7.0;5.0;7.0;3.0;3.0;3.0;3.0;-4.0;7.0;17.0;4.0;4.0;-26.0;-15.0;-41.0;-31.0;-31.0;26.0;41.0;25.0;-30.0;24.0;44.0;19.0;13.0;-66.0;-54.0;-29.0;-11.0;-11.0;2.0;-9.0;-4.0;2.0;-19.0;-14.0;-2.0;6.0;30.0;11.0;32.0;21.0;20.0;5.0;16.0;18.0;83.0;53.0;35.0;70.0;41.0;-30.0;6.0;6.0;-23.0;17.0;1.0;-4.0;-84.0;-50.0;-31.0;-17.0;-10.0;-5.0;6.0;41.0;-5.0;-2.0;-1.0;1.0;1.0;1.0;1.0;1.0;1.0;27.0;17.0;17.0;11.0;7.0;30.0;17.0;11.0;7.0;5.0;2.0;2.0;16.0;2.0;75.0;2.0;09:00:00;1.0;KAI;HKI
ING X AUE 09-09-2017;2.0;2017-09-09;10.0;-8.0;-1.0;9.0;5.0;5.0;4.0;-74.0;-38.0;-12.0;-1.0;11.0;40.0;28.0;8.0;29.0;16.0;5.0;7.0;11.0;37.0;26.0;62.0;19.0;40.0;23.0;10.0;-7.0;-1.0;75.0;41.0;18.0;68.0;63.0;43.0;42.0;22.0;11.0;-2.0;-7.0;25.0;-6.0;-6.0;-6.0;4.0;36.0;73.0;-72.0;-12.0;-11.0;26.0;6.0;50.0;51.0;100.0;67.0;25.0;44.0;42.0;57.0;53.0;26.0;18.0;12.0;8.0;-27.0;-5.0;15.0;29.0;17.0;24.0;25.0;23.0;16.0;18.0;9.0;-30.0;-9.0;5.0;51.0;26.0;23.0;42.0;97.0;70.0;44.0;27.0;21.0;34.0;-22.0;26.0;-30.0;1.0;09:00:00;-1.0;AUE;ING
D98 X BOC 10-09-2017;2.0;2017-09-10;-10.0;15.0;9.0;6.0;8.0;5.0;4.0;-3.0;-7.0;-5.0;-4.0;-10.0;-3.0;26.0;16.0;12.0;44.0;100.0;75.0;47.0;29.0;42.0;-11.0;44.0;28.0;5.0;-5.0;-7.0;-11.0;-38.0;-28.0;-23.0;-19.0;-5.0;-8.0;-39.0;-19.0;29.0;10.0;-6.0;0.0;-17.0;-14.0;-17.0;-33.0;-2.0;-52.0;-33.0;-27.0;-18.0;-7.0;-17.0;-6.0;-7.0;-8.0;-13.0;2.0;-11.0;-40.0;-27.0;-19.0;-14.0;-16.0;-11.0;-9.0;-14.0;-26.0;3.0;-39.0;41.0;-15.0;-31.0;-21.0;31.0;54.0;39.0;19.0;6.0;27.0;-6.0;-76.0;-88.0;-59.0;-72.0;-44.0;-23.0;-92.0;-51.0;28.0;26.0;-2.0;35.0;1.0;09:30:00;-1.0;BOC;D98
EBR X SAN 10-09-2017;1.0;2017-09-10;8.0;-36.0;-23.0;-16.0;-12.0;-14.0;-12.0;-1.0;27.0;6.0;37.0;36.0;27.0;24.0;15.0;37.0;9.0;41.0;25.0;11.0;-14.0;-7.0;29.0;7.0;-6.0;-7.0;-7.0;-7.0;-93.0;-59.0;-33.0;-21.0;-9.0;7.0;-18.0;58.0;30.0;72.0;100.0;65.0;;-45.0;-8.0;-12.0;73.0;-30.0;62.0;45.0;32.0;32.0;41.0;-42.0;-38.0;-30.0;-20.0;-16.0;-22.0;-2.0;4.0;1.0;-4.0;-5.0;-7.0;-33.0;-17.0;-3.0;42.0;-16.0;-34.0;-1.0;2.0;-43.0;-22.0;13.0;8.0;56.0;38.0;23.0;-9.0;14.0;9.0;3.0;-74.0;-81.0;-6.0;-2.0;5.0;46.0;35.0;-9.0;17.0;-95.0;1.0;09:30:00;0.0;SAN;EBR
DUS X UNB 10-09-2017;2.0;2017-09-10;8.0;-3.0;-6.0;-5.0;7.0;-3.0;23.0;46.0;29.0;89.0;80.0;12.0;53.0;31.0;20.0;5.0;-2.0;-22.0;35.0;12.0;10.0;48.0;32.0;33.0;19.0;-18.0;8.0;-7.0;-6.0;8.0;35.0;22.0;35.0;19.0;42.0;21.0;7.0;-4.0;-4.0;-9.0;0.0;8.0;-8.0;-16.0;-56.0;14.0;-39.0;-29.0;-22.0;-17.0;-3.0;-3.0;-8.0;-32.0;-66.0;-72.0;11.0;-67.0;-43.0;-28.0;-12.0;-4.0;-1.0;15.0;-46.0;-27.0;-100.0;8.0;-64.0;-40.0;30.0;5.0;35.0;20.0;12.0;45.0;27.0;-35.0;5.0;-11.0;-6.0;-6.0;-3.0;5.0;73.0;24.0;45.0;22.0;8.0;-4.0;-4.0;75.0;3.0;09:30:00;1.0;UNB;DUS
NUR X STP 11-09-2017;1.0;2017-09-11;1.0;-30.0;-40.0;-22.0;-12.0;-5.0;-34.0;42.0;16.0;21.0;-38.0;1.0;-18.0;-20.0;-18.0;-18.0;-7.0;-3.0;-1.0;-4.0;-2.0;1.0;1.0;-6.0;6.0;-12.0;-4.0;68.0;56.0;35.0;24.0;36.0;12.0;13.0;7.0;6.0;5.0;3.0;4.0;2.0;0.0;-4.0;2.0;7.0;6.0;61.0;31.0;41.0;27.0;18.0;18.0;51.0;7.0;-5.0;-5.0;15.0;32.0;7.0;10.0;-8.0;-2.0;-80.0;-50.0;-33.0;-22.0;-15.0;23.0;20.0;24.0;17.0;13.0;36.0;23.0;15.0;16.0;12.0;7.0;11.0;19.0;9.0;7.0;6.0;6.0;10.0;-23.0;-22.0;28.0;8.0;-5.0;5.0;-5.0;5.0;0.0;16:30:00;-1.0;STP;NUR
UNB X EBR 15-09-2017;1.0;2017-09-15;10.0;-47.0;-27.0;-15.0;-61.0;-50.0;-33.0;-31.0;-12.0;4.0;-2.0;-25.0;-7.0;-29.0;-19.0;-13.0;-9.0;-6.0;5.0;3.0;3.0;24.0;-15.0;41.0;12.0;11.0;13.0;38.0;22.0;11.0;23.0;23.0;56.0;27.0;38.0;68.0;27.0;21.0;45.0;-28.0;;17.0;5.0;-4.0;4.0;11.0;1.0;-2.0;-2.0;75.0;42.0;24.0;-31.0;30.0;-6.0;-4.0;12.0;-5.0;7.0;-6.0;-42.0;-63.0;-35.0;-19.0;-18.0;-5.0;53.0;16.0;37.0;24.0;12.0;39.0;2.0;3.0;4.0;-3.0;8.0;67.0;7.0;42.0;27.0;19.0;10.0;6.0;8.0;9.0;10.0;13.0;15.0;-45.0;40.0;35.0;1.0;14:30:00;0.0;EBR;UNB
AUE X HKI 15-09-2017;3.0;2017-09-15;10.0;4.0;4.0;4.0;24.0;37.0;21.0;-72.0;-27.0;-21.0;-6.0;3.0;-10.0;-27.0;-23.0;-19.0;-92.0;-49.0;-24.0;-10.0;-1.0;31.0;-38.0;19.0;10.0;4.0;-11.0;-13.0;-9.0;-6.0;-1.0;-8.0;3.0;-22.0;3.0;-42.0;-19.0;-7.0;-28.0;-25.0;35.0;-7.0;-5.0;-4.0;-4.0;-7.0;4.0;4.0;6.0;7.0;7.0;7.0;3.0;5.0;46.0;31.0;-3.0;18.0;5.0;2.0;-1.0;-6.0;-4.0;-2.0;6.0;8.0;11.0;-10.0;6.0;8.0;9.0;9.0;14.0;-22.0;-68.0;-37.0;-93.0;-52.0;8.0;-25.0;-1.0;4.0;11.0;15.0;18.0;15.0;48.0;32.0;18.0;10.0;52.0;0.0;0.0;14:30:00;-1.0;HKI;AUE
STP X ING 16-09-2017;4.0;2017-09-16;-4.0;-23.0;-9.0;-2.0;-5.0;-39.0;-28.0;-13.0;-15.0;-46.0;-8.0;-6.0;32.0;16.0;11.0;-24.0;-13.0;-4.0;10.0;7.0;12.0;9.0;-12.0;-34.0;-52.0;46.0;11.0;-72.0;-34.0;-10.0;28.0;13.0;16.0;-12.0;12.0;-68.0;-39.0;-54.0;-9.0;-11.0;-40.0;-21.0;-12.0;-8.0;-60.0;-11.0;-36.0;-20.0;-42.0;-25.0;-11.0;-27.0;-16.0;-7.0;5.0;-1.0;-40.0;1.0;-36.0;45.0;13.0;7.0;4.0;-6.0;-3.0;-2.0;-7.0;-95.0;-31.0;-7.0;6.0;5.0;26.0;16.0;1.0;-8.0;-3.0;6.0;-52.0;27.0;22.0;20.0;18.0;15.0;12.0;12.0;6.0;-3.0;7.0;-34.0;9.0;5.0;0.0;09:00:00;-1.0;ING;STP
DUI X NUR 16-09-2017;6.0;2017-09-16;10.0;21.0;-45.0;-57.0;-61.0;-49.0;-30.0;-21.0;-12.0;-52.0;-22.0;6.0;-100.0;-55.0;40.0;100.0;70.0;87.0;-75.0;-16.0;-17.0;-45.0;40.0;-30.0;-13.0;-8.0;-17.0;25.0;9.0;5.0;8.0;-15.0;-2.0;24.0;5.0;6.0;43.0;36.0;25.0;24.0;;32.0;15.0;7.0;7.0;85.0;-15.0;-77.0;-70.0;-34.0;38.0;14.0;17.0;76.0;48.0;34.0;48.0;43.0;29.0;16.0;13.0;5.0;7.0;100.0;100.0;85.0;100.0;51.0;79.0;45.0;28.0;26.0;9.0;-77.0;-13.0;-84.0;-50.0;-29.0;31.0;-11.0;-8.0;41.0;65.0;34.0;20.0;13.0;25.0;17.0;11.0;61.0;-115.0;;1.0;09:00:00;-1.0;NUR;DUI
SAN X KAI 16-09-2017;0.0;2017-09-16;1.0;-7.0;-32.0;-18.0;-9.0;-5.0;6.0;4.0;-5.0;3.0;1.0;1.0;1.0;26.0;17.0;11.0;26.0;50.0;56.0;31.0;16.0;6.0;-3.0;-2.0;6.0;2.0;-40.0;-21.0;-17.0;-9.0;-27.0;-10.0;8.0;-3.0;13.0;6.0;3.0;-7.0;4.0;-2.0;;72.0;43.0;28.0;18.0;-34.0;13.0;5.0;6.0;6.0;11.0;17.0;51.0;34.0;24.0;18.0;-22.0;34.0;16.0;43.0;24.0;13.0;5.0;2.0;-2.0;-2.0;74.0;-15.0;36.0;49.0;37.0;57.0;24.0;5.0;6.0;9.0;3.0;3.0;-10.0;-4.0;-34.0;-9.0;-8.0;-8.0;-2.0;-4.0;12.0;40.0;18.0;-3.0;-11.0;-50.0;1.0;09:00:00;1.0;KAI;SAN
D98 X ARM 17-09-2017;3.0;2017-09-17;-6.0;-5.0;-4.0;-5.0;18.0;5.0;-3.0;-33.0;-19.0;-13.0;-2.0;-7.0;-6.0;-2.0;-1.0;-26.0;45.0;11.0;5.0;-8.0;-3.0;-7.0;-8.0;-100.0;-65.0;78.0;28.0;8.0;-34.0;-96.0;-59.0;-32.0;-49.0;-11.0;-37.0;-46.0;-33.0;-30.0;-33.0;-15.0;35.0;27.0;17.0;6.0;5.0;9.0;15.0;8.0;11.0;89.0;25.0;11.0;3.0;-3.0;-13.0;-12.0;-9.0;-14.0;-15.0;-17.0;-9.0;-9.0;71.0;33.0;15.0;28.0;38.0;-1.0;14.0;40.0;25.0;10.0;-9.0;-5.0;-16.0;-14.0;-14.0;-33.0;2.0;-31.0;-24.0;24.0;1.0;-4.0;76.0;42.0;24.0;-29.0;-41.0;2.0;-29.0;-40.0;4.0;09:30:00;1.0;ARM;D98
JAH X DRE 17-09-2017;2.0;2017-09-17;10.0;33.0;19.0;12.0;5.0;-4.0;-47.0;-33.0;-18.0;-11.0;-7.0;5.0;27.0;12.0;1.0;1.0;1.0;4.0;24.0;16.0;36.0;14.0;2.0;-8.0;-8.0;5.0;23.0;4.0;-3.0;-43.0;-27.0;-10.0;-8.0;1.0;-2.0;-8.0;-10.0;-14.0;-15.0;-21.0;0.0;-8.0;-17.0;-42.0;-100.0;5.0;-63.0;-36.0;-99.0;-60.0;-28.0;-25.0;-18.0;-3.0;22.0;7.0;-24.0;21.0;9.0;2.0;-8.0;-34.0;-26.0;-19.0;-10.0;-10.0;-8.0;-46.0;-18.0;-3.0;3.0;-3.0;38.0;5.0;5.0;18.0;37.0;25.0;-28.0;27.0;17.0;35.0;20.0;-29.0;57.0;29.0;17.0;12.0;11.0;77.0;-3.0;-15.0;0.0;09:30:00;-1.0;DRE;JAH
FUR X DUS 17-09-2017;1.0;2017-09-17;-5.0;-7.0;-6.0;-46.0;-30.0;28.0;9.0;7.0;29.0;51.0;5.0;-37.0;7.0;14.0;10.0;52.0;42.0;28.0;50.0;63.0;38.0;29.0;-18.0;45.0;32.0;19.0;14.0;5.0;79.0;49.0;32.0;17.0;8.0;-14.0;64.0;79.0;61.0;47.0;100.0;81.0;0.0;1.0;6.0;46.0;30.0;-60.0;70.0;47.0;33.0;27.0;13.0;6.0;-9.0;-6.0;-5.0;-3.0;-35.0;-3.0;-2.0;-81.0;-49.0;45.0;8.0;39.0;28.0;16.0;10.0;-16.0;5.0;-1.0;-26.0;-23.0;37.0;9.0;45.0;27.0;16.0;-6.0;-4.0;-1.0;5.0;-56.0;-34.0;-11.0;104.0;60.0;3.0;35.0;29.0;-15.0;38.0;5.0;3.0;09:30:00;1.0;DUS;FUR
BOC X HEI 17-09-2017;2.0;2017-09-17;-10.0;7.0;20.0;14.0;50.0;58.0;27.0;-105.0;-49.0;-28.0;-11.0;-9.0;-7.0;32.0;-62.0;-78.0;-55.0;-30.0;-25.0;-13.0;-21.0;-10.0;-9.0;-9.0;7.0;12.0;15.0;21.0;-67.0;-60.0;-34.0;-18.0;-9.0;-9.0;8.0;7.0;50.0;65.0;48.0;32.0;;29.0;17.0;11.0;9.0;-9.0;8.0;38.0;25.0;18.0;17.0;11.0;5.0;4.0;3.0;32.0;-8.0;20.0;18.0;17.0;-23.0;-2.0;12.0;6.0;4.0;30.0;18.0;-8.0;51.0;31.0;-24.0;-4.0;-97.0;-60.0;-25.0;-23.0;-8.0;7.0;-5.0;10.0;21.0;19.0;11.0;17.0;21.0;17.0;16.0;51.0;76.0;6.0;75.0;75.0;1.0;09:30:00;-1.0;HEI;BOC
KAI X AUE 19-09-2017;2.0;2017-09-19;-10.0;-30.0;-28.0;-15.0;-11.0;8.0;5.0;28.0;23.0;56.0;-34.0;-10.0;2.0;-4.0;-36.0;-21.0;-6.0;-6.0;-6.0;-3.0;-4.0;-4.0;-10.0;-4.0;-79.0;-48.0;-30.0;54.0;24.0;7.0;-23.0;-7.0;-5.0;-4.0;-6.0;-15.0;-35.0;-57.0;-30.0;-5.0;25.0;8.0;7.0;24.0;9.0;-1.0;-41.0;40.0;10.0;-36.0;-12.0;36.0;12.0;19.0;11.0;4.0;1.0;28.0;14.0;1.0;-2.0;-7.0;51.0;27.0;57.0;-40.0;-1.0;-9.0;-9.0;-4.0;-5.0;26.0;20.0;18.0;6.0;5.0;3.0;3.0;-19.0;3.0;3.0;3.0;3.0;13.0;7.0;8.0;8.0;9.0;39.0;-42.0;27.0;-50.0;0.0;14:30:00;-1.0;AUE;KAI
HKI X STP 19-09-2017;1.0;2017-09-19;-10.0;9.0;7.0;35.0;95.0;54.0;-42.0;-7.0;-33.0;-53.0;-34.0;-10.0;-13.0;-8.0;-6.0;-5.0;-31.0;-22.0;-11.0;-5.0;7.0;5.0;-30.0;35.0;25.0;14.0;7.0;3.0;-2.0;-38.0;-24.0;-16.0;-11.0;-23.0;-8.0;2.0;2.0;3.0;-3.0;-73.0;35.0;8.0;7.0;6.0;6.0;-6.0;-3.0;3.0;3.0;4.0;-8.0;23.0;14.0;10.0;3.0;5.0;-8.0;4.0;-3.0;3.0;4.0;9.0;9.0;9.0;8.0;8.0;8.0;-2.0;3.0;5.0;5.0;36.0;24.0;12.0;35.0;53.0;32.0;27.0;2.0;19.0;12.0;13.0;10.0;-12.0;-1.0;-8.0;-7.0;28.0;7.0;4.0;-8.0;130.0;0.0;14:30:00;-1.0;STP;HKI
