game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CHV X TOR 23-04-2017;230 (83%);210 (85%);440 (84%);109 (73%);154 (78%);263 (76%);7;7;14;15;4;19;65%;56%;60%;35%;44%;40%;3;4;7;0;2;2;5;4;9;2;3;5;;;;;;;22;26;48;30;24;54;11;12;2;0;2;1;1;2;1;0;1;0;0;0;0;0;0;2;0;2;277;247;524;149;197;346;;;;;;;5;3;8;3;5;8;6;4;10;4;4;8;1;4;5;2;1;3;5;9;14;3;2;5;10;12;22;6;7;13;0;1;1;0;1;1;3.0;2017-04-23;10.0;-51.0;-33.0;-25.0;-21.0;-10.0;-35.0;-24.0;-18.0;-19.0;-33.0;8.0;-24.0;16.0;2.0;-4.0;28.0;14.0;5.0;1.0;29.0;9.0;17.0;29.0;16.0;34.0;16.0;28.0;-52.0;46.0;12.0;11.0;25.0;8.0;-25.0;-6.0;-4.0;-32.0;-26.0;-14.0;-15.0;5.0;2.0;1.0;11.0;3.0;50.0;4.0;-6.0;-82.0;-50.0;45.0;-71.0;-77.0;-5.0;-15.0;-72.0;-9.0;2.0;-39.0;-22.0;-10.0;-30.0;72.0;27.0;8.0;-13.0;-45.0;-9.0;-17.0;-11.0;-12.0;-5.0;6.0;-35.0;-18.0;-22.0;-6.0;-32.0;-1.0;6.0;4.0;3.0;-5.0;-32.0;-19.0;-44.0;-24.0;-12.0;-52.0;-3.0;20.0;1.0;11:00:00;-1.0;TOR;CHV
LAZ X PAL 23-04-2017;148 (76%);152 (76%);300 (76%);219 (82%);257 (83%);476 (83%);6;5;11;8;8;16;42%;40%;41%;58%;60%;59%;1;1;2;1;4;5;2;0;2;3;2;5;0;0;0;1;0;1;19;19;38;24;26;50;8;10;0;2;2;0;0;0;;;;;;;0;0;0;4;3;7;194;200;394;266;309;575;;;;;;;1;2;3;8;3;11;3;0;3;2;3;5;0;2;2;5;2;7;3;1;4;0;6;6;4;3;7;8;9;17;0;1;1;0;1;1;2.0;2017-04-23;-10.0;100.0;77.0;75.0;53.0;23.0;2.0;-4.0;-46.0;-33.0;-24.0;-5.0;-24.0;-10.0;71.0;42.0;27.0;59.0;71.0;41.0;100.0;68.0;-3.0;42.0;28.0;24.0;15.0;46.0;32.0;23.0;18.0;15.0;11.0;-1.0;16.0;-27.0;-7.0;-1.0;4.0;4.0;-10.0;-33.0;-52.0;-61.0;-26.0;-1.0;-11.0;5.0;-6.0;-36.0;-14.0;-1.0;27.0;21.0;22.0;24.0;1.0;20.0;11.0;13.0;9.0;11.0;7.0;30.0;53.0;27.0;11.0;1.0;2.0;-2.0;-6.0;28.0;23.0;13.0;12.0;6.0;-1.0;-1.0;23.0;-2.0;-2.0;-2.0;-3.0;13.0;14.0;15.0;11.0;8.0;6.0;92.0;4.0;95.0;6.0;11:00:00;1.0;PAL;LAZ
MIL X EMP 23-04-2017;130 (76%);102 (69%);232 (73%);243 (84%);171 (80%);414 (82%);8;10;18;11;12;23;38%;40%;39%;62%;60%;61%;2;1;3;2;4;6;3;1;4;5;5;10;0;1;1;0;0;0;25;30;55;29;41;70;17;15;6;5;11;3;2;5;0;0;0;0;1;1;1;2;3;2;2;4;172;148;320;290;215;505;;;;;;;3;3;6;3;11;14;0;1;1;4;6;10;4;3;7;6;6;12;3;2;5;9;5;14;6;5;11;12;16;28;0;4;4;1;2;3;2.0;2017-04-23;7.0;32.0;49.0;-36.0;6.0;81.0;51.0;55.0;42.0;30.0;79.0;15.0;46.0;26.0;-44.0;-10.0;-4.0;27.0;6.0;-23.0;-18.0;-29.0;14.0;-15.0;-5.0;4.0;25.0;20.0;58.0;40.0;64.0;41.0;24.0;9.0;6.0;-106.0;-63.0;-37.0;-22.0;-7.0;30.0;25.0;13.0;12.0;6.0;6.0;7.0;36.0;27.0;17.0;11.0;32.0;17.0;60.0;2.0;15.0;-19.0;91.0;59.0;45.0;29.0;20.0;26.0;16.0;9.0;-80.0;-38.0;45.0;-63.0;-17.0;81.0;45.0;53.0;37.0;28.0;18.0;48.0;47.0;25.0;28.0;16.0;14.0;6.0;2.0;2.0;6.0;-25.0;-10.0;8.0;47.0;100.0;-10.0;1.0;11:00:00;-1.0;EMP;MIL
SAM X CRO 23-04-2017;122 (73%);135 (69%);257 (71%);260 (86%);183 (79%);443 (83%);7;8;15;5;6;11;38%;47%;42%;62%;53%;58%;1;3;4;0;0;0;5;4;9;0;5;5;0;2;2;0;1;1;18;27;45;26;27;53;13;10;1;3;4;4;0;4;0;0;0;1;0;1;1;5;6;2;2;4;168;195;363;303;231;534;;;;;;;1;6;7;2;5;7;1;2;3;2;3;5;4;2;6;2;3;5;5;1;6;2;1;3;6;7;13;4;6;10;0;3;3;0;2;2;2.0;2017-04-23;-7.0;5.0;-6.0;6.0;2.0;-2.0;39.0;28.0;27.0;17.0;17.0;-10.0;14.0;5.0;74.0;41.0;-33.0;5.0;25.0;11.0;-15.0;-100.0;7.0;-64.0;-68.0;-56.0;-93.0;-44.0;-31.0;-12.0;-2.0;7.0;8.0;7.0;9.0;9.0;9.0;12.0;13.0;13.0;;3.0;46.0;32.0;11.0;11.0;-13.0;-7.0;-11.0;-6.0;-22.0;32.0;12.0;28.0;23.0;-19.0;13.0;-3.0;-31.0;-32.0;-16.0;-10.0;-13.0;-7.0;-5.0;-100.0;-69.0;15.0;-37.0;-23.0;-15.0;29.0;13.0;-9.0;-9.0;-3.0;58.0;59.0;-34.0;33.0;-76.0;-28.0;-17.0;-7.0;30.0;24.0;20.0;22.0;19.0;30.0;7.0;15.0;1.0;11:00:00;-1.0;CRO;SAM
UDI X CAG 23-04-2017;217 (82%);211 (84%);428 (83%);154 (81%);143 (78%);297 (79%);9;4;13;7;7;14;58%;57%;57%;42%;43%;43%;3;0;3;2;2;4;1;1;2;3;3;6;;;;;;;25;19;44;24;30;54;15;11;4;0;4;0;2;2;0;0;0;0;1;1;2;3;5;0;1;1;264;250;514;191;183;374;;;;;;;2;3;5;6;5;11;3;2;5;2;5;7;0;4;4;4;2;6;4;3;7;2;4;6;6;6;12;8;9;17;0;1;1;0;1;1;1.0;2017-04-23;-10.0;8.0;-15.0;-16.0;-9.0;-2.0;-3.0;-6.0;6.0;1.0;1.0;-15.0;-25.0;31.0;27.0;5.0;10.0;1.0;-43.0;-30.0;-20.0;-16.0;-7.0;-17.0;41.0;50.0;30.0;18.0;12.0;4.0;16.0;10.0;6.0;-2.0;6.0;6.0;5.0;5.0;-23.0;8.0;0.0;10.0;7.0;5.0;4.0;-7.0;8.0;6.0;-4.0;12.0;2.0;1.0;1.0;6.0;-45.0;-24.0;36.0;-18.0;-30.0;36.0;15.0;21.0;15.0;8.0;-6.0;-7.0;-15.0;79.0;-32.0;73.0;28.0;69.0;79.0;45.0;43.0;43.0;44.0;21.0;42.0;40.0;24.0;5.0;-3.0;-32.0;-24.0;-17.0;-62.0;-77.0;-45.0;20.0;-2.0;15.0;2.0;11:00:00;1.0;CAG;UDI
JUV X GEN 23-04-2017;162 (80%);172 (83%);334 (82%);230 (87%);266 (91%);496 (89%);2;0;2;3;1;4;44%;43%;43%;56%;57%;57%;1;0;1;0;1;1;1;1;2;1;2;3;;;;;;;15;15;30;24;17;41;13;10;1;0;1;1;1;2;0;0;0;0;3;3;0;0;0;2;1;3;203;206;409;263;292;555;;;;;;;2;3;5;5;2;7;3;5;8;5;8;13;1;1;2;3;1;4;3;3;6;4;8;12;5;6;11;8;10;18;1;0;1;0;0;0;0.0;2017-04-23;10.0;20.0;22.0;8.0;3.0;-2.0;29.0;32.0;15.0;65.0;100.0;10.0;61.0;32.0;17.0;4.0;-5.0;3.0;3.0;3.0;4.0;-3.0;15.0;-3.0;-4.0;-23.0;-40.0;-19.0;13.0;23.0;57.0;39.0;30.0;-25.0;20.0;13.0;82.0;53.0;65.0;48.0;0.0;-41.0;-20.0;-42.0;-22.0;-3.0;-10.0;33.0;20.0;21.0;15.0;16.0;10.0;5.0;2.0;1.0;7.0;0.0;0.0;0.0;0.0;-3.0;68.0;36.0;16.0;-11.0;7.0;58.0;7.0;34.0;79.0;52.0;54.0;90.0;55.0;-37.0;-31.0;-27.0;36.0;-27.0;-53.0;-60.0;-35.0;34.0;-22.0;-6.0;4.0;4.0;1.0;24.0;29.0;5.0;4.0;16:45:00;1.0;GEN;JUV
PES X ROM 24-04-2017;312 (92%);204 (84%);516 (89%);134 (77%);217 (85%);351 (82%);5;3;8;5;1;6;67%;49%;58%;33%;51%;42%;2;1;3;4;3;7;4;1;5;4;5;9;1;2;3;0;0;0;28;20;48;20;21;41;12;10;2;1;3;2;0;2;1;0;1;0;1;1;5;2;7;1;3;4;339;243;582;173;255;428;;;;;;;12;3;15;4;10;14;9;5;14;0;6;6;4;2;6;2;2;4;3;5;8;2;1;3;15;8;23;6;11;17;0;0;0;2;0;2;4.0;2017-04-24;-6.0;-32.0;-58.0;-41.0;-24.0;-47.0;-34.0;-22.0;-43.0;-28.0;-42.0;-20.0;-78.0;-79.0;-52.0;-33.0;-18.0;-63.0;-41.0;-30.0;-16.0;-6.0;-22.0;4.0;6.0;87.0;95.0;31.0;18.0;24.0;-31.0;-21.0;-16.0;-12.0;-20.0;-14.0;-8.0;-41.0;-25.0;-91.0;-70.0;5.0;-6.0;-32.0;-100.0;-7.0;-26.0;-34.0;-45.0;-25.0;-28.0;-20.0;-8.0;-20.0;-15.0;-6.0;6.0;-33.0;-19.0;-9.0;-20.0;-6.0;23.0;40.0;16.0;8.0;6.0;15.0;3.0;-5.0;-2.0;1.0;46.0;26.0;36.0;96.0;53.0;33.0;-74.0;15.0;3.0;-13.0;-5.0;87.0;51.0;37.0;24.0;12.0;34.0;-63.0;18.0;;1.0;16:45:00;-1.0;ROM;PES
ATT X JUV 28-04-2017;242 (84%);270 (88%);512 (86%);162 (79%);79 (74%);241 (77%);3;4;7;3;2;5;58%;75%;66%;42%;25%;34%;1;1;2;2;1;3;2;8;10;3;4;7;0;0;0;0;1;1;20;27;47;22;23;45;9;13;2;3;5;1;6;7;;;;;;;2;2;4;2;0;2;288;306;594;205;107;312;;;;;;;3;9;12;5;3;8;2;4;6;2;2;4;1;7;8;3;4;7;1;4;5;2;4;6;4;12;16;7;7;14;0;2;2;0;3;3;2.0;2017-04-28;-3.0;-3.0;-2.0;-1.0;-1.0;5.0;17.0;13.0;15.0;6.0;-3.0;-3.0;2.0;-5.0;-7.0;36.0;14.0;4.0;-45.0;-31.0;-28.0;-41.0;-7.0;-39.0;119.0;63.0;42.0;-35.0;-7.0;-17.0;-16.0;-50.0;-22.0;-9.0;-7.0;7.0;13.0;4.0;-26.0;28.0;80.0;24.0;17.0;7.0;46.0;-11.0;17.0;-38.0;-44.0;-74.0;-50.0;-34.0;50.0;15.0;8.0;-40.0;-9.0;-23.0;-21.0;16.0;-6.0;-6.0;-7.0;-29.0;-23.0;-72.0;-100.0;-8.0;-100.0;-100.0;-71.0;-42.0;-30.0;-53.0;-32.0;-68.0;-84.0;-54.0;-8.0;-33.0;-34.0;-46.0;-100.0;-69.0;-41.0;30.0;-6.0;-11.0;35.0;-5.0;53.0;5.0;2.0;16:45:00;0.0;JUV;ATT
TOR X SAM 29-04-2017;157 (75%);183 (84%);340 (80%);201 (81%);191 (83%);392 (82%);8;6;14;6;8;14;46%;49%;47%;54%;51%;53%;2;0;2;1;6;7;1;2;3;0;4;4;0;0;0;0;1;1;26;24;50;21;27;48;9;12;2;2;4;1;2;3;;;;;;;0;0;0;4;0;4;208;219;427;248;229;477;;;;;;;3;2;5;5;10;15;0;1;1;8;5;13;2;2;4;2;3;5;1;1;2;6;4;10;4;3;7;11;14;25;0;2;2;1;0;1;1.0;2017-04-29;1.0;29.0;14.0;31.0;-70.0;-28.0;25.0;45.0;21.0;-19.0;32.0;1.0;17.0;9.0;12.0;5.0;-1.0;-6.0;-3.0;-2.0;-1.0;41.0;1.0;24.0;9.0;13.0;15.0;14.0;3.0;27.0;10.0;5.0;-5.0;3.0;1.0;-2.0;-8.0;-8.0;6.0;11.0;25.0;14.0;11.0;9.0;-57.0;29.0;-28.0;-7.0;-35.0;-16.0;44.0;20.0;10.0;41.0;31.0;22.0;21.0;63.0;33.0;20.0;-27.0;-5.0;14.0;7.0;13.0;16.0;15.0;16.0;14.0;47.0;26.0;14.0;7.0;27.0;17.0;9.0;6.0;74.0;48.0;38.0;24.0;42.0;22.0;30.0;15.0;3.0;-26.0;-19.0;-12.0;34.0;-6.0;85.0;1.0;16:45:00;0.0;SAM;TOR
ROM X LAZ 30-04-2017;141 (77%);105 (74%);246 (76%);277 (89%);273 (88%);550 (89%);6;5;11;11;2;13;37%;32%;35%;63%;68%;65%;1;4;5;2;2;4;2;3;5;6;2;8;0;3;3;0;0;0;33;33;66;32;23;55;10;10;3;2;5;2;2;4;;;;;;;1;5;6;0;0;0;183;141;324;311;309;620;0;0;0;0;1;1;2;8;10;3;2;5;1;1;2;0;2;2;3;4;7;4;2;6;3;1;4;3;4;7;5;9;14;6;6;12;1;3;4;0;0;0;3.0;2017-04-30;10.0;73.0;16.0;13.0;-71.0;-45.0;-39.0;-33.0;-15.0;6.0;-61.0;8.0;-26.0;-7.0;8.0;4.0;9.0;8.0;7.0;6.0;46.0;20.0;47.0;9.0;6.0;5.0;2.0;2.0;1.0;5.0;-56.0;-26.0;-11.0;76.0;-7.0;5.0;11.0;53.0;39.0;31.0;75.0;-7.0;-6.0;-10.0;25.0;50.0;40.0;-66.0;-19.0;-6.0;-2.0;8.0;53.0;38.0;24.0;6.0;34.0;-8.0;-39.0;-27.0;-11.0;-21.0;-12.0;-5.0;10.0;8.0;5.0;25.0;8.0;9.0;14.0;33.0;24.0;18.0;15.0;13.0;15.0;9.0;31.0;-10.0;6.0;1.0;1.0;-40.0;-21.0;-81.0;-36.0;-15.0;7.0;18.0;8.0;-45.0;1.0;08:30:00;-1.0;LAZ;ROM
BGN X UDI 30-04-2017;182 (82%);160 (83%);342 (82%);115 (74%);168 (82%);283 (79%);14;7;21;8;5;13;60%;50%;55%;40%;50%;45%;1;1;2;0;1;1;5;5;10;1;4;5;0;0;0;1;0;1;33;19;52;27;22;49;13;13;1;2;3;1;1;2;;;;;;;1;0;1;4;1;5;223;192;415;155;204;359;;;;;;;1;4;5;4;5;9;1;4;5;2;2;4;1;1;2;3;3;6;2;2;4;1;2;3;3;6;9;5;6;11;3;0;3;1;0;1;0.0;2017-04-30;-10.0;-3.0;-5.0;-5.0;-25.0;-11.0;-8.0;-6.0;-4.0;9.0;2.0;-13.0;5.0;8.0;3.0;-6.0;-7.0;-9.0;-10.0;-35.0;-30.0;-14.0;53.0;-9.0;-6.0;-22.0;-1.0;26.0;10.0;7.0;7.0;-9.0;-24.0;26.0;-14.0;-3.0;-68.0;-16.0;-15.0;-15.0;70.0;7.0;11.0;13.0;9.0;5.0;11.0;7.0;5.0;24.0;15.0;1.0;-3.0;-4.0;-16.0;-12.0;42.0;53.0;64.0;35.0;19.0;-53.0;-30.0;-17.0;53.0;25.0;94.0;23.0;56.0;33.0;16.0;10.0;-40.0;-53.0;-3.0;4.0;4.0;17.0;7.0;18.0;64.0;33.0;14.0;8.0;-30.0;-60.0;-47.0;-54.0;-53.0;1.0;-56.0;;4.0;11:00:00;1.0;UDI;BGN
CAG X PES 30-04-2017;163 (77%);166 (78%);329 (78%);231 (82%);143 (74%);374 (79%);2;3;5;6;6;12;43%;53%;48%;57%;47%;52%;1;3;4;3;1;4;2;3;5;0;3;3;1;0;1;0;0;0;24;23;47;29;30;59;17;16;1;2;3;5;3;8;;;;;;;0;1;1;1;2;3;211;212;423;282;192;474;0;1;1;0;0;0;4;3;7;3;4;7;2;0;2;2;5;7;5;3;8;2;2;4;4;3;7;4;4;8;8;6;14;7;8;15;2;3;5;0;1;1;0.0;2017-04-30;-10.0;5.0;5.0;-28.0;-15.0;-9.0;41.0;24.0;20.0;43.0;26.0;-7.0;24.0;14.0;8.0;36.0;60.0;39.0;-33.0;48.0;19.0;7.0;9.0;7.0;10.0;6.0;4.0;7.0;4.0;-5.0;-1.0;-80.0;-68.0;2.0;-47.0;-29.0;-24.0;-2.0;6.0;2.0;-20.0;-78.0;-47.0;-29.0;-19.0;-38.0;-35.0;-18.0;-11.0;15.0;4.0;-36.0;-23.0;-14.0;-9.0;-1.0;-18.0;-5.0;-6.0;4.0;-1.0;-2.0;34.0;18.0;-33.0;38.0;22.0;-8.0;14.0;-33.0;-8.0;-5.0;23.0;19.0;71.0;69.0;38.0;17.0;-3.0;7.0;-4.0;26.0;7.0;12.0;11.0;10.0;52.0;39.0;26.0;3.0;18.0;-35.0;1.0;11:00:00;1.0;PES;CAG
CRO X MIL 30-04-2017;191 (75%);210 (77%);401 (76%);87 (62%);86 (59%);173 (60%);12;7;19;6;5;11;65%;65%;65%;35%;35%;35%;1;3;4;3;2;5;5;6;11;3;3;6;;;;;;;40;32;72;25;24;49;14;17;1;1;2;2;3;5;;;;;;;1;1;2;3;1;4;253;274;527;141;146;287;0;1;1;0;0;0;2;7;9;4;3;7;0;2;2;3;1;4;2;5;7;2;1;3;1;3;4;4;1;5;3;10;13;8;4;12;2;1;3;2;1;3;1.0;2017-04-30;10.0;74.0;48.0;23.0;30.0;12.0;-6.0;-28.0;-26.0;25.0;-6.0;71.0;-11.0;-8.0;-10.0;-33.0;-8.0;7.0;4.0;-7.0;-1.0;-8.0;40.0;8.0;-5.0;-1.0;1.0;-5.0;-2.0;-5.0;-2.0;-7.0;-5.0;21.0;-4.0;-63.0;-44.0;-53.0;-68.0;-68.0;0.0;23.0;5.0;-8.0;38.0;29.0;32.0;-107.0;-98.0;-79.0;-42.0;-11.0;5.0;6.0;4.0;1.0;14.0;-17.0;-6.0;-28.0;-27.0;-21.0;-16.0;-20.0;-8.0;-2.0;2.0;21.0;1.0;-20.0;-10.0;-6.0;-3.0;-47.0;-32.0;-24.0;-20.0;-37.0;20.0;-44.0;-61.0;-41.0;-30.0;-21.0;-16.0;-6.0;-7.0;-3.0;-1.0;8.0;-19.0;-15.0;1.0;11:00:00;0.0;MIL;CRO
EMP X SAS 30-04-2017;144 (73%);84 (64%);228 (70%);174 (78%);250 (84%);424 (81%);6;7;13;10;5;15;48%;29%;38%;52%;71%;62%;0;0;0;1;3;4;3;1;4;1;11;12;;;;;;;26;21;47;30;36;66;13;12;3;5;8;3;0;3;;;;;;;1;1;2;1;1;2;197;131;328;222;299;521;;;;;;;6;2;8;5;11;16;3;2;5;1;4;5;5;1;6;4;5;9;2;1;3;1;1;2;8;3;11;6;12;18;1;2;3;0;2;2;3.0;2017-04-30;-10.0;47.0;-41.0;-12.0;-4.0;10.0;-2.0;-23.0;-8.0;-11.0;-14.0;-2.0;-100.0;-71.0;-64.0;-9.0;58.0;77.0;42.0;21.0;-27.0;-45.0;4.0;-37.0;-13.0;-4.0;-2.0;54.0;-77.0;-23.0;-41.0;-21.0;-21.0;5.0;-12.0;-12.0;43.0;24.0;17.0;53.0;;35.0;-32.0;-5.0;4.0;2.0;-18.0;-12.0;105.0;68.0;50.0;40.0;-31.0;-7.0;-56.0;-29.0;10.0;-15.0;-3.0;9.0;10.0;9.0;48.0;28.0;21.0;42.0;54.0;9.0;67.0;52.0;38.0;28.0;27.0;10.0;67.0;36.0;25.0;18.0;-58.0;15.0;9.0;10.0;45.0;70.0;73.0;49.0;35.0;25.0;39.0;-16.0;48.0;75.0;1.0;11:00:00;-1.0;SAS;EMP
GEN X CHV 30-04-2017;136 (74%);148 (79%);284 (77%);197 (78%);156 (80%);353 (79%);13;11;24;7;8;15;42%;49%;45%;58%;51%;55%;1;2;3;0;3;3;1;3;4;3;0;3;;;;;;;27;35;62;25;34;59;16;15;;;;;;;;;;;;;0;2;2;1;1;2;183;188;371;251;196;447;0;1;1;0;0;0;1;3;4;5;5;10;1;2;3;5;6;11;0;2;2;1;0;1;1;3;4;1;4;5;2;6;8;6;9;15;0;4;4;0;1;1;2.0;2017-04-30;8.0;5.0;5.0;8.0;4.0;1.0;4.0;2.0;1.0;-1.0;5.0;12.0;9.0;32.0;52.0;36.0;26.0;20.0;44.0;29.0;22.0;16.0;37.0;13.0;9.0;14.0;27.0;-26.0;-7.0;-5.0;30.0;-31.0;-8.0;47.0;-7.0;-6.0;28.0;12.0;85.0;-3.0;0.0;-14.0;-12.0;-66.0;-56.0;30.0;-34.0;-16.0;-11.0;9.0;8.0;8.0;8.0;-5.0;-5.0;-7.0;20.0;-7.0;-88.0;-53.0;-2.0;-2.0;-2.0;3.0;5.0;-2.0;15.0;13.0;-35.0;-45.0;-23.0;-10.0;29.0;18.0;22.0;23.0;44.0;64.0;8.0;71.0;44.0;33.0;-32.0;-8.0;-29.0;-14.0;-12.0;-9.0;-14.0;5.0;-4.0;50.0;1.0;11:00:00;-1.0;CHV;GEN
PAL X FIO 30-04-2017;339 (90%);266 (88%);605 (89%);95 (72%);63 (62%);158 (68%);3;1;4;5;11;16;75%;76%;75%;25%;24%;25%;1;2;3;1;2;3;2;8;10;0;1;1;;;;;;;19;14;33;18;26;44;9;10;0;0;0;1;2;3;;;;;;;1;0;1;3;3;6;378;303;681;132;102;234;0;1;1;0;0;0;2;1;3;0;2;2;2;5;7;1;4;5;1;2;3;1;1;2;2;8;10;3;5;8;4;9;13;3;7;10;1;3;4;1;1;2;0.0;2017-04-30;-10.0;-36.0;-33.0;-18.0;-15.0;-14.0;15.0;-26.0;-16.0;-14.0;-23.0;-3.0;-21.0;-22.0;-19.0;-17.0;-15.0;-15.0;-14.0;-14.0;-19.0;-7.0;-2.0;-4.0;-3.0;2.0;71.0;38.0;18.0;7.0;-4.0;-8.0;-8.0;-2.0;-8.0;-11.0;-18.0;-42.0;-31.0;-24.0;-25.0;-36.0;-12.0;-40.0;-27.0;-1.0;-19.0;-42.0;-3.0;-4.0;4.0;-2.0;-7.0;-10.0;-32.0;-76.0;-1.0;-52.0;-37.0;-28.0;-81.0;-42.0;-27.0;-29.0;27.0;7.0;1.0;5.0;-1.0;-26.0;20.0;-31.0;-56.0;-38.0;-26.0;-37.0;-50.0;-32.0;-4.0;-23.0;-19.0;-14.0;-11.0;-11.0;-11.0;-11.0;-16.0;20.0;31.0;-4.0;13.0;15.0;2.0;11:00:00;1.0;FIO;PAL
INT X NAP 30-04-2017;275 (87%);190 (79%);465 (83%);197 (83%);205 (81%);402 (82%);9;8;17;6;6;12;57%;48%;53%;43%;52%;47%;1;3;4;2;3;5;2;2;4;4;4;8;0;1;1;0;0;0;30;33;63;18;26;44;9;9;1;2;3;0;3;3;1;0;1;0;0;0;0;2;2;2;0;2;317;241;558;236;253;489;;;;;;;5;5;10;1;5;6;5;3;8;3;3;6;1;3;4;1;2;3;2;4;6;5;3;8;7;9;16;6;8;14;0;2;2;0;2;2;1.0;2017-04-30;10.0;-28.0;-19.0;50.0;14.0;-27.0;-10.0;19.0;2.0;3.0;6.0;-26.0;5.0;-9.0;-11.0;62.0;28.0;-42.0;-11.0;-2.0;20.0;3.0;-16.0;-31.0;-10.0;-6.0;-5.0;-2.0;-35.0;-10.0;-37.0;-32.0;-13.0;-14.0;-4.0;21.0;13.0;12.0;-71.0;4.0;20.0;5.0;6.0;5.0;4.0;-13.0;3.0;-4.0;2.0;-4.0;32.0;64.0;43.0;30.0;36.0;12.0;-13.0;2.0;-2.0;9.0;-2.0;-2.0;-37.0;-39.0;29.0;-7.0;-4.0;-5.0;-30.0;46.0;-40.0;-22.0;-12.0;6.0;-2.0;-25.0;-56.0;-26.0;-4.0;18.0;13.0;2.0;-8.0;-9.0;-13.0;-5.0;-4.0;4.0;5.0;3.0;-1.0;5.0;0.0;16:45:00;-1.0;NAP;INT
