game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SAS X NAP 10-03-2019;211 (89%);296 (91%);507 (90%);235 (82%);86 (69%);321 (78%);3;4;7;3;3;6;46%;73%;58%;54%;27%;42%;1;0;1;0;1;1;1;0;1;0;2;2;1;1;2;2;0;2;8;3;11;5;8;13;1;4;5;2;1;3;;;;;;;1/6 (17%);4/16 (25%);5/22 (23%);1/6 (17%);1/4 (25%);2/10 (20%);6/8 (75%);3/5 (60%);9/13 (69%);7/10 (70%);2/3 (67%);9/13 (69%);20;16;36;20;18;38;10;11;0;0;0;1;3;4;;;;;;;2;5;7;5;5;10;15/20 (75%);9/17 (53%);24/37 (65%);18/35 (51%);6/23 (26%);24/58 (41%);1;2;3;0;0;0;236;326;562;285;125;410;;;109;;;123;;;;;;;4;4;8;4;2;6;3;2;5;3;4;7;1;3;4;0;1;1;1;2;3;1;3;4;7;2;9;7;6;13;5;6;11;5;5;10;0;2;2;0;3;3;1.0;2019-03-10;10.0;8.0;-13.0;-4.0;-11.0;-36.0;-13.0;20.0;23.0;12.0;30.0;2.0;19.0;14.0;4.0;22.0;37.0;43.0;20.0;14.0;-11.0;5.0;2.0;-52.0;-30.0;-18.0;-7.0;-40.0;-38.0;-24.0;-15.0;-5.0;-1.0;4.0;-2.0;5.0;1.0;-9.0;-5.0;-5.0;;-4.0;-11.0;-4.0;-6.0;5.0;-7.0;-1.0;3.0;30.0;13.0;2.0;-6.0;-21.0;-68.0;-55.0;16.0;-38.0;-52.0;-36.0;-26.0;-25.0;-13.0;-11.0;-12.0;-21.0;-1.0;13.0;7.0;25.0;10.0;1.0;-5.0;-58.0;-82.0;-60.0;45.0;1.0;11.0;3.0;3.0;23.0;-14.0;-2.0;14.0;6.0;-62.0;-29.0;-13.0;9.0;-20.0;-24.0;1.0;15:00:00;0.0;NAP;SAS
FIO X LAZ 10-03-2019;172 (78%);185 (83%);357 (81%);232 (85%);168 (82%);400 (84%);9;10;19;7;10;17;45%;52%;48%;55%;48%;52%;2;0;2;0;1;1;2;0;2;0;1;1;1;2;3;2;4;6;5;15;20;8;11;19;3;4;7;2;2;4;;;;;;;0/7 (0%);2/13 (15%);2/20 (10%);1/8 (13%);3/12 (25%);4/20 (20%);6/10 (60%);6/9 (67%);12/19 (63%);6/11 (55%);9/16 (56%);15/27 (56%);33;30;63;26;33;59;13;9;0;0;0;4;1;5;1;0;1;0;0;0;10;3;13;8;6;14;8/26 (31%);14/25 (56%);22/51 (43%);16/26 (62%);13/24 (54%);29/50 (58%);1;1;2;1;0;1;220;223;443;274;204;478;;;139;;;144;;;;;;;4;1;5;1;3;4;0;2;2;3;3;6;5;1;6;0;1;1;2;4;6;4;5;9;15;10;25;7;8;15;6;5;11;5;8;13;0;1;1;2;1;3;1.0;2019-03-10;-3.0;10.0;11.0;14.0;38.0;27.0;17.0;11.0;24.0;17.0;3.0;-3.0;-28.0;-59.0;-39.0;-24.0;-63.0;-35.0;-24.0;-14.0;26.0;19.0;-4.0;14.0;-43.0;-21.0;-15.0;-8.0;-1.0;3.0;1.0;-1.0;-2.0;-5.0;-29.0;-7.0;-9.0;-2.0;-41.0;-26.0;8.0;-2.0;-14.0;-15.0;-43.0;-16.0;-40.0;-16.0;11.0;-5.0;11.0;10.0;2.0;3.0;6.0;32.0;27.0;42.0;84.0;49.0;29.0;43.0;33.0;30.0;29.0;19.0;5.0;8.0;-16.0;-13.0;-8.0;33.0;38.0;34.0;36.0;28.0;47.0;21.0;7.0;10.0;-21.0;-5.0;-16.0;-18.0;-22.0;-19.0;-29.0;-44.0;-31.0;4.0;-6.0;2.0;1.0;17:30:00;0.0;LAZ;FIO
ROM X EMP 11-03-2019;109 (74%);250 (86%);359 (82%);276 (88%);171 (80%);447 (84%);8;6;14;4;9;13;32%;59%;46%;68%;41%;54%;0;0;0;1;0;1;0;0;0;2;0;2;1;0;1;1;0;1;19;4;23;3;9;12;0;3;3;5;0;5;;;;;;;0/2 (0%);4/14 (29%);4/16 (25%);3/14 (21%);0/1 (0%);3/15 (20%);5/6 (83%);1/5 (20%);6/11 (55%);5/8 (63%);4/7 (57%);9/15 (60%);23;17;40;19;24;43;9;12;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;4;7;11;6/17 (35%);14/22 (64%);20/39 (51%);18/36 (50%);13/30 (43%);31/66 (47%);0;0;0;1;0;1;147;291;438;315;215;530;;;121;;;118;0;0;0;0;1;1;1;2;3;4;1;5;1;2;3;4;2;6;0;1;1;3;0;3;1;1;2;4;1;5;6;3;9;6;7;13;2;3;5;8;2;10;1;0;1;2;2;4;1.0;2019-03-11;12.0;72.0;31.0;19.0;-34.0;-14.0;-29.0;29.0;32.0;55.0;34.0;10.0;42.0;15.0;17.0;9.0;27.0;16.0;11.0;22.0;13.0;46.0;10.0;39.0;56.0;51.0;33.0;83.0;51.0;31.0;48.0;32.0;17.0;9.0;5.0;-9.0;-6.0;21.0;43.0;34.0;-3.0;-2.0;-5.0;-5.0;-3.0;9.0;-4.0;-7.0;-12.0;17.0;8.0;3.0;-4.0;3.0;6.0;9.0;8.0;11.0;13.0;25.0;-41.0;-20.0;-10.0;-25.0;-21.0;-34.0;-23.0;15.0;-15.0;25.0;5.0;-37.0;-35.0;-15.0;13.0;-1.0;2.0;5.0;43.0;-20.0;-11.0;-11.0;-5.0;-7.0;-4.0;-6.0;-5.0;-63.0;-36.0;100.0;31.0;-39.0;2.0;17:30:00;1.0;EMP;ROM
CAG X FIO 15-03-2019;127 (68%);117 (69%);244 (68%);114 (64%);113 (69%);227 (66%);9;12;21;13;7;20;52%;51%;52%;48%;49%;48%;1;0;1;0;2;2;1;0;1;0;4;4;1;3;4;0;3;3;10;13;23;10;13;23;0;4;4;0;4;4;0;2;2;0;0;0;1/11 (9%);2/8 (25%);3/19 (16%);1/7 (14%);4/13 (31%);5/20 (25%);6/11 (55%);3/8 (38%);9/19 (47%);8/10 (80%);2/4 (50%);10/14 (71%);31;31;62;42;23;65;13;23;1;2;3;1;1;2;0;0;0;0;1;1;5;3;8;7;4;11;10/37 (27%);17/35 (49%);27/72 (38%);13/30 (43%);9/29 (31%);22/59 (37%);1;1;2;0;0;0;187;170;357;179;164;343;;;170;;;161;;;;;;;1;5;6;1;6;7;1;2;3;2;4;6;1;2;3;1;4;5;2;2;4;2;5;7;5;6;11;14;9;23;3;7;10;3;11;14;1;2;3;2;1;3;1.0;2019-03-15;-14.0;-1.0;-27.0;1.0;-4.0;-6.0;-3.0;-3.0;-3.0;-23.0;-6.0;11.0;-15.0;4.0;8.0;24.0;-6.0;2.0;12.0;31.0;-10.0;-19.0;2.0;-20.0;6.0;10.0;24.0;-3.0;-13.0;-2.0;-48.0;-4.0;-25.0;2.0;-1.0;-15.0;21.0;-3.0;1.0;-23.0;9.0;-14.0;-2.0;-3.0;47.0;2.0;-1.0;32.0;46.0;34.0;-5.0;-2.0;3.0;6.0;30.0;-5.0;36.0;-2.0;4.0;-5.0;-47.0;-2.0;42.0;48.0;7.0;33.0;-5.0;2.0;-4.0;-9.0;4.0;-13.0;-2.0;55.0;32.0;-9.0;-19.0;-2.0;-1.0;-4.0;2.0;-38.0;-47.0;-31.0;-11.0;-3.0;-20.0;-5.0;-28.0;-1.0;-17.0;-2.0;2.0;17:30:00;1.0;FIO;CAG
SAS X SAM 16-03-2019;224 (81%);239 (87%);463 (84%);170 (83%);166 (82%);336 (82%);4;3;7;9;5;14;58%;57%;57%;42%;43%;43%;2;0;2;0;0;0;3;2;5;1;0;1;0;1;1;1;4;5;3;16;19;11;5;16;4;1;5;1;5;6;1;1;2;0;1;1;3/12 (25%);3/6 (50%);6/18 (33%);0/3 (0%);7/16 (44%);7/19 (37%);2/3 (67%);2/5 (40%);4/8 (50%);2/5 (40%);7/11 (64%);9/16 (56%);21;16;37;19;23;42;12;8;1;1;2;4;1;5;;;;;;;6;3;9;8;8;16;17/37 (46%);16/25 (64%);33/62 (53%);14/25 (56%);17/27 (63%);31/52 (60%);0;1;1;3;2;5;275;276;551;206;202;408;;;124;;;124;;;;;;;4;5;9;3;8;11;3;3;6;2;7;9;7;3;10;2;3;5;6;2;8;2;6;8;10;8;18;2;5;7;10;7;17;5;14;19;0;1;1;1;0;1;5.0;2019-03-16;-4.0;1.0;-3.0;-19.0;-36.0;-47.0;-28.0;-63.0;-41.0;-46.0;-65.0;-8.0;-38.0;-28.0;-20.0;-13.0;-10.0;6.0;-13.0;17.0;7.0;7.0;10.0;-37.0;-16.0;-8.0;-3.0;21.0;26.0;7.0;-30.0;63.0;-28.0;-16.0;-5.0;-72.0;-44.0;-42.0;-26.0;-49.0;-51.0;-23.0;-68.0;-54.0;-28.0;-5.0;-26.0;21.0;43.0;46.0;23.0;12.0;6.0;-37.0;-19.0;-14.0;6.0;-12.0;-11.0;-25.0;-10.0;86.0;56.0;95.0;48.0;37.0;34.0;-34.0;-29.0;-8.0;-68.0;-97.0;-32.0;-23.0;48.0;67.0;74.0;68.0;-2.0;37.0;-19.0;-16.0;-19.0;-20.0;-11.0;-3.0;7.0;46.0;40.0;-1.0;8.0;47.0;3.0;12:00:00;-1.0;SAM;SAS
SPA X ROM 16-03-2019;141 (78%);201 (79%);342 (79%);230 (86%);106 (73%);336 (81%);12;15;27;7;15;22;41%;65%;52%;59%;35%;48%;0;1;1;0;1;1;0;2;2;0;2;2;4;3;7;1;0;1;12;4;16;15;26;41;0;5;5;2;1;3;;;;;;;2/9 (22%);2/13 (15%);4/22 (18%);5/18 (28%);2/5 (40%);7/23 (30%);5/9 (56%);9/12 (75%);14/21 (67%);5/8 (63%);5/8 (63%);10/16 (63%);27;41;68;28;36;64;19;12;1;1;2;1;2;3;0;0;0;0;1;1;2;3;5;5;4;9;17/28 (61%);20/36 (56%);37/64 (58%);16/31 (52%);11/26 (42%);27/57 (47%);2;0;2;0;0;0;181;253;434;269;145;414;;;145;;;135;;;;;;;5;3;8;3;3;6;3;2;5;3;2;5;1;3;4;2;2;4;3;5;8;3;1;4;7;8;15;8;8;16;8;8;16;6;4;10;2;3;5;1;3;4;1.0;2019-03-16;9.0;19.0;-32.0;-1.0;3.0;2.0;4.0;16.0;36.0;16.0;29.0;7.0;17.0;13.0;23.0;80.0;48.0;71.0;46.0;3.0;-26.0;27.0;1.0;10.0;-13.0;-3.0;-1.0;-3.0;-45.0;-20.0;35.0;-18.0;-3.0;-10.0;36.0;21.0;2.0;-28.0;-25.0;-20.0;3.0;-13.0;-3.0;-13.0;-44.0;-9.0;-32.0;-22.0;-20.0;-16.0;-56.0;-54.0;-15.0;36.0;22.0;15.0;-2.0;64.0;13.0;14.0;-27.0;-17.0;-16.0;-5.0;-5.0;-4.0;4.0;4.0;31.0;22.0;-35.0;-20.0;-67.0;-41.0;-19.0;-8.0;-34.0;-15.0;-3.0;52.0;24.0;6.0;-47.0;-26.0;-31.0;-17.0;-34.0;-26.0;-18.0;22.0;-3.0;-21.0;2.0;15:00:00;1.0;ROM;SPA
TOR X BGN 16-03-2019;145 (76%);60 (58%);205 (70%);97 (69%);168 (82%);265 (76%);13;11;24;12;15;27;57%;33%;46%;43%;67%;54%;0;0;0;1;1;2;2;1;3;1;1;2;2;0;2;0;2;2;12;17;29;7;9;16;4;1;5;1;3;4;0;2;2;1;0;1;2/10 (20%);1/5 (20%);3/15 (20%);2/9 (22%);4/18 (22%);6/27 (22%);5/10 (50%);4/6 (67%);9/16 (56%);1/2 (50%);11/13 (85%);12/15 (80%);29;34;63;26;39;65;16;15;1;5;6;1;0;1;;;;;;;5;2;7;6;6;12;11/26 (42%);14/31 (45%);25/57 (44%);15/27 (56%);16/26 (62%);31/53 (58%);1;3;4;1;0;1;191;103;294;141;206;347;;;140;;;136;0;1;1;0;1;1;5;2;7;2;9;11;1;2;3;3;7;10;3;1;4;2;6;8;1;1;2;3;6;9;5;11;16;7;5;12;6;3;9;5;15;20;1;3;4;1;3;4;3.0;2019-03-16;-5.0;-14.0;-23.0;-16.0;19.0;4.0;-18.0;-3.0;2.0;-29.0;-22.0;-9.0;-30.0;-25.0;-21.0;-13.0;-42.0;-32.0;-13.0;13.0;39.0;21.0;-48.0;-62.0;-43.0;-38.0;-36.0;-17.0;-43.0;-23.0;-10.0;-3.0;27.0;-34.0;29.0;74.0;40.0;16.0;-8.0;6.0;0.0;36.0;49.0;30.0;23.0;37.0;37.0;28.0;49.0;10.0;5.0;-5.0;-2.0;-8.0;-17.0;-29.0;55.0;18.0;4.0;36.0;51.0;57.0;36.0;-38.0;-8.0;40.0;51.0;87.0;74.0;99.0;76.0;43.0;12.0;32.0;14.0;12.0;23.0;6.0;49.0;15.0;21.0;13.0;11.0;11.0;56.0;36.0;-31.0;9.0;16.0;-53.0;42.0;-13.0;2.0;17:30:00;-1.0;BGN;TOR
GEN X JUV 17-03-2019;224 (82%);202 (83%);426 (83%);150 (79%);116 (73%);266 (77%);11;11;22;10;10;20;59%;62%;60%;41%;38%;40%;0;0;0;1;0;1;0;0;0;1;0;1;1;1;2;2;4;6;12;8;20;13;14;27;2;4;6;3;3;6;0;0;0;0;2;2;1/11 (9%);2/17 (12%);3/28 (11%);3/10 (30%);1/6 (17%);4/16 (25%);4/10 (40%);2/5 (40%);6/15 (40%);7/10 (70%);5/5 (100%);12/15 (80%);25;21;46;31;28;59;11;12;2;1;3;0;0;0;;;;;;;7;2;9;7;5;12;15/38 (39%);17/34 (50%);32/72 (44%);19/36 (53%);15/34 (44%);34/70 (49%);0;1;1;1;2;3;272;244;516;189;158;347;;;148;;;127;;;;;;;1;4;5;7;3;10;0;4;4;6;1;7;0;0;0;2;3;5;0;1;1;3;5;8;7;2;9;10;6;16;1;5;6;10;8;18;2;1;3;1;1;2;0.0;2019-03-17;2.0;-5.0;-3.0;-1.0;1.0;1.0;1.0;17.0;87.0;87.0;44.0;2.0;18.0;2.0;-12.0;-23.0;-8.0;5.0;4.0;7.0;32.0;17.0;17.0;11.0;55.0;33.0;29.0;18.0;49.0;18.0;4.0;-7.0;-56.0;27.0;-60.0;-65.0;-35.0;-19.0;25.0;5.0;-2.0;-11.0;-13.0;-55.0;-38.0;-34.0;-25.0;-25.0;-17.0;-38.0;-28.0;-20.0;-21.0;-21.0;24.0;26.0;-4.0;16.0;-33.0;-8.0;31.0;28.0;9.0;-29.0;-100.0;-58.0;-18.0;23.0;-8.0;-2.0;5.0;62.0;28.0;30.0;16.0;2.0;13.0;-7.0;10.0;-5.0;-7.0;49.0;15.0;8.0;21.0;14.0;6.0;-13.0;-8.0;-5.0;-11.0;1.0;2.0;09:30:00;1.0;JUV;GEN
ATT X CHV 17-03-2019;70 (58%);71 (57%);141 (57%);275 (87%);317 (89%);592 (88%);11;10;21;5;8;13;28%;26%;27%;72%;74%;73%;1;0;1;1;1;2;2;0;2;1;2;3;2;1;3;0;2;2;13;23;36;10;3;13;0;1;1;2;8;10;;;;;;;2/5 (40%);0/3 (0%);2/8 (25%);1/7 (14%);4/21 (19%);5/28 (18%);0/3 (0%);1/4 (25%);1/7 (14%);9/11 (82%);6/7 (86%);15/18 (83%);22;19;41;33;28;61;24;13;3;1;4;1;0;1;;;;;;;6;9;15;4;9;13;9/29 (31%);8/28 (29%);17/57 (30%);16/27 (59%);14/25 (56%);30/52 (58%);1;1;2;1;0;1;121;125;246;315;356;671;;;136;;;140;;;;;;;6;0;6;4;4;8;2;2;4;3;3;6;2;0;2;3;2;5;0;3;3;2;3;5;3;6;9;4;6;10;6;3;9;6;7;13;3;4;7;1;0;1;1.0;2019-03-17;0.0;-9.0;7.0;-8.0;5.0;1.0;3.0;54.0;36.0;21.0;-38.0;-4.0;31.0;-10.0;12.0;12.0;56.0;35.0;26.0;55.0;33.0;32.0;-3.0;24.0;26.0;63.0;-52.0;-45.0;-19.0;19.0;-12.0;6.0;-13.0;-5.0;11.0;9.0;14.0;24.0;62.0;31.0;39.0;25.0;8.0;9.0;28.0;13.0;-19.0;-3.0;-1.0;5.0;6.0;34.0;96.0;64.0;44.0;32.0;12.0;66.0;34.0;96.0;72.0;46.0;27.0;20.0;9.0;55.0;64.0;14.0;41.0;41.0;28.0;16.0;23.0;27.0;17.0;16.0;12.0;18.0;23.0;35.0;46.0;49.0;32.0;21.0;14.0;18.0;24.0;11.0;7.0;9.0;4.0;8.0;1.0;12:00:00;0.0;CHV;ATT
EMP X FRO 17-03-2019;151 (77%);210 (81%);361 (79%);215 (84%);137 (75%);352 (80%);10;12;22;11;10;21;44%;60%;52%;56%;40%;48%;0;0;0;3;1;4;0;1;1;4;1;5;0;2;2;2;1;3;13;3;16;6;20;26;0;2;2;2;0;2;0;0;0;1;1;2;2/6 (33%);3/14 (21%);5/20 (25%);0/8 (0%);1/2 (50%);1/10 (10%);1/4 (25%);2/4 (50%);3/8 (38%);8/9 (89%);5/6 (83%);13/15 (87%);24;25;49;35;28;63;17;16;4;0;4;0;2;2;;;;;;;7;6;13;2;7;9;10/27 (37%);17/35 (49%);27/62 (44%);19/35 (54%);15/31 (48%);34/66 (52%);0;0;0;0;1;1;195;260;455;255;183;438;;;136;;;122;;;;;;;3;6;9;7;1;8;3;6;9;4;1;5;0;3;3;5;0;5;0;5;5;4;1;5;6;4;10;9;4;13;3;11;14;11;2;13;0;2;2;0;4;4;1.0;2019-03-17;6.0;-3.0;-15.0;-11.0;-16.0;-10.0;-8.0;11.0;1.0;1.0;1.0;9.0;2.0;47.0;20.0;4.0;9.0;8.0;3.0;27.0;22.0;26.0;47.0;22.0;20.0;58.0;39.0;23.0;11.0;2.0;-5.0;-12.0;20.0;27.0;18.0;-18.0;21.0;38.0;25.0;40.0;10.0;14.0;5.0;-4.0;-24.0;16.0;-11.0;-3.0;-13.0;-30.0;-21.0;-7.0;-8.0;-11.0;15.0;1.0;26.0;-9.0;-6.0;-32.0;-18.0;-16.0;-14.0;-9.0;-4.0;-17.0;13.0;18.0;-6.0;-57.0;-34.0;-20.0;-13.0;-4.0;10.0;-9.0;-2.0;-5.0;33.0;-37.0;-61.0;-37.0;-24.0;-16.0;-28.0;-38.0;-28.0;-7.0;-20.0;-24.0;-20.0;-30.0;2.0;12:00:00;1.0;FRO;EMP
LAZ X PRM 17-03-2019;143 (76%);178 (79%);321 (78%);203 (85%);227 (87%);430 (86%);8;3;11;7;9;16;44%;48%;46%;56%;52%;54%;;;;;;;0;1;1;1;0;1;0;1;1;2;5;7;11;5;16;3;13;16;2;3;5;5;1;6;;;;;;;2/6 (33%);2/11 (18%);4/17 (24%);1/12 (8%);0/2 (0%);1/14 (7%);1/6 (17%);2/5 (40%);3/11 (27%);3/3 (100%);4/7 (57%);7/10 (70%);17;21;38;21;22;43;10;10;2;2;4;0;0;0;;;;;;;3;3;6;10;6;16;16/29 (55%);18/33 (55%);34/62 (55%);16/26 (62%);13/27 (48%);29/53 (55%);1;0;1;0;0;0;189;224;413;240;261;501;;;129;;;112;;;;;;;1;2;3;5;4;9;1;2;3;3;5;8;0;1;1;6;2;8;0;2;2;6;8;14;6;8;14;8;4;12;1;4;5;11;12;23;0;2;2;0;0;0;1.0;2019-03-17;45.0;-3.0;25.0;16.0;11.0;10.0;60.0;47.0;30.0;21.0;18.0;23.0;19.0;55.0;64.0;72.0;46.0;48.0;77.0;43.0;27.0;17.0;-14.0;13.0;8.0;9.0;9.0;-34.0;28.0;2.0;-4.0;34.0;45.0;-11.0;18.0;-17.0;-6.0;-8.0;-3.0;41.0;;4.0;-6.0;-7.0;-13.0;-28.0;-42.0;-27.0;-12.0;-8.0;-16.0;-6.0;6.0;-7.0;5.0;6.0;24.0;8.0;17.0;28.0;51.0;37.0;22.0;6.0;5.0;-11.0;-27.0;2.0;-30.0;-24.0;28.0;9.0;18.0;15.0;16.0;-43.0;-18.0;-22.0;17.0;-21.0;-12.0;-17.0;-35.0;-12.0;-39.0;-20.0;-1.0;6.0;5.0;-11.0;25.0;23.0;4.0;12:00:00;1.0;PRM;LAZ
NAP X UDI 17-03-2019;110 (76%);171 (81%);281 (79%);326 (91%);310 (89%);636 (90%);5;5;10;7;7;14;29%;39%;34%;71%;61%;66%;0;0;0;1;0;1;0;0;0;2;0;2;1;3;4;1;0;1;10;5;15;3;11;14;0;2;2;4;1;5;0;1;1;0;0;0;1/2 (50%);4/11 (36%);5/13 (38%);1/10 (10%);2/6 (33%);3/16 (19%);6/7 (86%);8/8 (100%);14/15 (93%);3/4 (75%);2/5 (40%);5/9 (56%);18;25;43;19;16;35;7;5;1;0;1;1;0;1;;;;;;;10;2;12;3;4;7;13/27 (48%);16/32 (50%);29/59 (49%);11/17 (65%);18/33 (55%);29/50 (58%);0;1;1;1;2;3;144;212;356;359;349;708;;;110;;;118;;;;;;;4;5;9;5;4;9;2;3;5;4;4;8;3;0;3;3;2;5;2;1;3;3;2;5;4;10;14;5;4;9;6;6;12;8;6;14;1;0;1;1;0;1;2.0;2019-03-17;8.0;13.0;14.0;11.0;-6.0;32.0;19.0;16.0;37.0;88.0;48.0;12.0;30.0;53.0;9.0;1.0;3.0;13.0;39.0;57.0;38.0;39.0;15.0;40.0;-51.0;-16.0;-10.0;-40.0;-43.0;-22.0;-76.0;-39.0;31.0;3.0;13.0;44.0;36.0;23.0;13.0;10.0;35.0;-4.0;-29.0;-18.0;-10.0;-3.0;-4.0;11.0;-26.0;15.0;29.0;50.0;61.0;35.0;77.0;40.0;8.0;18.0;-19.0;6.0;6.0;8.0;14.0;15.0;12.0;-12.0;15.0;10.0;64.0;37.0;23.0;43.0;26.0;12.0;-30.0;-2.0;-1.0;-3.0;12.0;-1.0;2.0;-29.0;-15.0;27.0;11.0;-18.0;-5.0;-4.0;-59.0;15.0;-41.0;-10.0;4.0;15:00:00;1.0;UDI;NAP
