game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
JUV X ROM 22-12-2018;132 (75%);226 (87%);358 (82%);246 (86%);118 (77%);364 (83%);6;7;13;10;8;18;37%;64%;50%;63%;36%;50%;0;0;0;1;1;2;0;0;0;2;1;3;0;2;2;2;1;3;18;6;24;3;17;20;0;2;2;10;3;13;;;;;;;2/3 (67%);3/21 (14%);5/24 (21%);6/22 (27%);3/7 (43%);9/29 (31%);1/4 (25%);1/9 (11%);2/13 (15%);4/8 (50%);4/5 (80%);8/13 (62%);17;22;39;28;33;61;12;9;3;2;5;2;2;4;;;;;;;10;7;17;7;6;13;5/17 (29%);9/20 (45%);14/37 (38%);25/37 (68%);16/29 (55%);41/66 (62%);1;0;1;1;1;2;175;259;434;285;153;438;;;144;;;126;;;;;;;2;2;4;10;5;15;1;0;1;7;4;11;2;2;4;4;2;6;1;2;3;3;2;5;10;8;18;8;15;23;3;4;7;13;7;20;1;2;3;0;0;0;0.0;2018-12-22;9.0;97.0;53.0;35.0;41.0;19.0;4.0;4.0;1.0;56.0;67.0;29.0;60.0;16.0;92.0;76.0;40.0;22.0;9.0;11.0;4.0;4.0;31.0;3.0;3.0;2.0;6.0;63.0;41.0;100.0;64.0;41.0;73.0;22.0;42.0;43.0;30.0;-25.0;-13.0;1.0;3.0;-3.0;-12.0;-3.0;-2.0;2.0;-1.0;8.0;2.0;-2.0;-6.0;32.0;13.0;-16.0;-35.0;-6.0;-14.0;59.0;56.0;45.0;29.0;16.0;11.0;3.0;-2.0;-11.0;9.0;14.0;25.0;13.0;7.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;-54.0;16.0;-33.0;-17.0;-9.0;-6.0;7.0;11.0;5.0;2.0;-19.0;-30.0;83.0;-31.0;-2.0;1.0;17:30:00;1.0;ROM;JUV
FRO X MIL 26-12-2018;216 (83%);285 (88%);501 (86%);146 (80%);89 (69%);235 (76%);7;16;23;4;5;9;58%;71%;65%;42%;29%;35%;1;1;2;1;0;1;1;1;2;1;0;1;2;8;10;2;0;2;5;8;13;11;20;31;1;5;6;1;2;3;;;;;;;1/7 (14%);3/12 (25%);4/19 (21%);3/10 (30%);0/7 (0%);3/17 (18%);9/9 (100%);3/7 (43%);12/16 (75%);5/9 (56%);2/5 (40%);7/14 (50%);28;30;58;16;20;36;12;10;1;5;6;3;3;6;;;;;;;5;1;6;2;5;7;13/31 (42%);14/27 (52%);27/58 (47%);12/32 (38%);9/29 (31%);21/61 (34%);0;1;1;1;2;3;259;325;584;182;129;311;;;133;;;124;;;;;;;3;9;12;5;2;7;2;7;9;4;1;5;3;3;6;1;5;6;4;9;13;2;4;6;7;7;14;2;8;10;7;18;25;7;6;13;1;0;1;1;1;2;0.0;2018-12-26;17.0;-12.0;-8.0;-5.0;-7.0;-14.0;-38.0;27.0;-3.0;15.0;-14.0;9.0;9.0;-45.0;-24.0;-33.0;20.0;11.0;-25.0;-12.0;-1.0;-9.0;-51.0;-8.0;36.0;37.0;21.0;37.0;26.0;36.0;18.0;52.0;25.0;-49.0;-54.0;-54.0;-38.0;-33.0;-13.0;-3.0;0.0;-13.0;-14.0;-23.0;-9.0;-29.0;-10.0;39.0;-32.0;-46.0;-49.0;-58.0;-42.0;-23.0;-10.0;6.0;-51.0;7.0;-34.0;-31.0;-26.0;-21.0;-19.0;-35.0;-14.0;-43.0;-35.0;-58.0;-36.0;35.0;24.0;46.0;31.0;17.0;11.0;-52.0;-44.0;-40.0;-22.0;-22.0;-11.0;3.0;-9.0;-8.0;-39.0;-22.0;-28.0;-62.0;-32.0;-15.0;-40.0;5.0;0.0;09:30:00;0.0;MIL;FRO
ATT X JUV 26-12-2018;165 (79%);164 (81%);329 (80%);190 (83%);171 (87%);361 (85%);8;5;13;4;5;9;48%;50%;49%;52%;50%;51%;0;0;0;0;1;1;0;1;1;0;2;2;0;2;2;4;3;7;6;8;14;8;10;18;3;2;5;1;4;5;;;;;;;1/10 (10%);2/6 (33%);3/16 (19%);1/6 (17%);6/18 (33%);7/24 (29%);6/8 (75%);8/8 (100%);14/16 (88%);3/8 (38%);2/5 (40%);5/13 (38%);40;33;73;22;17;39;16;18;1;3;4;1;0;1;1;0;1;0;0;0;3;3;6;3;4;7;21/35 (60%);12/27 (44%);33/62 (53%);14/28 (50%);10/21 (48%);24/49 (49%);0;4;4;0;1;1;208;202;410;230;196;426;;;130;;;128;0;1;1;0;0;0;3;3;6;5;8;13;5;3;8;1;4;5;1;1;2;2;4;6;3;3;6;2;3;5;18;11;29;7;3;10;6;6;12;7;11;18;2;2;4;2;2;4;2.0;2018-12-26;-6.0;1.0;2.0;-45.0;-26.0;-23.0;-7.0;23.0;16.0;30.0;-23.0;-5.0;-4.0;-15.0;-45.0;-24.0;-16.0;47.0;15.0;-20.0;-1.0;-22.0;-29.0;-18.0;-18.0;-38.0;-27.0;-8.0;21.0;5.0;10.0;8.0;17.0;-28.0;12.0;2.0;7.0;13.0;11.0;17.0;0.0;12.0;10.0;8.0;7.0;-15.0;8.0;33.0;33.0;24.0;22.0;20.0;43.0;100.0;65.0;-42.0;-13.0;13.0;-3.0;-12.0;-8.0;-16.0;-15.0;-1.0;-25.0;-15.0;-5.0;-10.0;-4.0;-5.0;-2.0;8.0;-11.0;-13.0;-16.0;-3.0;-7.0;-41.0;-2.0;-21.0;-7.0;13.0;43.0;34.0;34.0;26.0;24.0;53.0;61.0;2.0;4.0;-4.0;2.0;12:00:00;0.0;JUV;ATT
BGN X LAZ 26-12-2018;331 (86%);186 (81%);517 (84%);120 (76%);178 (79%);298 (78%);12;12;24;10;10;20;71%;51%;62%;29%;49%;38%;;;;;;;0;1;1;0;0;0;4;4;8;1;0;1;2;13;15;18;10;28;4;3;7;0;1;1;0;0;0;1;0;1;4/13 (31%);2/9 (22%);6/22 (27%);0/1 (0%);1/6 (17%);1/7 (14%);4/9 (44%);2/7 (29%);6/16 (38%);5/10 (50%);3/9 (33%);8/19 (42%);31;36;67;34;32;66;19;17;2;1;3;2;1;3;;;;;;;5;6;11;12;4;16;15/20 (75%);26/43 (60%);41/63 (65%);14/31 (45%);18/31 (58%);32/62 (52%);1;3;4;2;0;2;383;229;612;158;226;384;;;153;;;138;;;;;;;7;6;13;1;1;2;4;1;5;2;1;3;3;2;5;2;1;3;4;1;5;4;1;5;11;12;23;11;9;20;11;7;18;5;2;7;0;0;0;1;1;2;2.0;2018-12-26;17.0;6.0;-37.0;-14.0;-35.0;-45.0;-32.0;-39.0;-22.0;-24.0;-22.0;4.0;15.0;2.0;6.0;-5.0;21.0;4.0;-5.0;-1.0;-10.0;-10.0;-8.0;-16.0;-69.0;-59.0;-56.0;-22.0;-20.0;-37.0;-16.0;-8.0;6.0;-18.0;-29.0;-57.0;-85.0;-55.0;-40.0;7.0;0.0;4.0;27.0;14.0;-11.0;-15.0;16.0;14.0;16.0;15.0;-31.0;-14.0;-7.0;-9.0;-7.0;-5.0;-39.0;-12.0;-15.0;-13.0;-4.0;-6.0;-37.0;-18.0;-2.0;4.0;-11.0;-48.0;-33.0;-35.0;-35.0;-16.0;-4.0;4.0;5.0;29.0;29.0;39.0;-22.0;26.0;13.0;3.0;-1.0;-16.0;-27.0;-13.0;-8.0;-7.0;-10.0;21.0;-46.0;-12.0;0.0;12:00:00;-1.0;LAZ;BGN
CAG X GEN 26-12-2018;160 (75%);157 (79%);317 (77%);179 (76%);138 (75%);317 (75%);7;17;24;15;23;38;49%;53%;51%;51%;47%;49%;1;1;2;0;2;2;1;1;2;0;2;2;0;2;2;3;2;5;12;11;23;24;18;42;0;4;4;2;2;4;;;;;;;0/12 (0%);1/15 (7%);1/27 (4%);1/4 (25%);1/8 (13%);2/12 (17%);3/4 (75%);4/7 (57%);7/11 (64%);1/1 (100%);2/3 (67%);3/4 (75%);17;32;49;28;38;66;10;8;2;1;3;2;2;4;0;0;0;0;1;1;10;5;15;8;4;12;16/40 (40%);23/40 (58%);39/80 (49%);27/45 (60%);23/45 (51%);50/90 (56%);1;0;1;1;0;1;213;200;413;235;185;420;;;165;;;148;;;;;;;2;5;7;6;5;11;1;5;6;3;3;6;2;2;4;3;1;4;1;4;5;3;1;4;4;6;10;8;9;17;3;9;12;9;6;15;2;1;3;1;2;3;0.0;2018-12-26;-10.0;2.0;-8.0;-9.0;-35.0;-42.0;-51.0;-27.0;-17.0;-2.0;-12.0;14.0;-2.0;38.0;20.0;10.0;3.0;4.0;7.0;33.0;26.0;27.0;8.0;50.0;34.0;50.0;18.0;8.0;-6.0;-16.0;-19.0;-17.0;-39.0;11.0;-20.0;-15.0;9.0;-11.0;-7.0;17.0;52.0;1.0;19.0;9.0;-7.0;-33.0;-2.0;4.0;-27.0;-31.0;-61.0;-18.0;-63.0;-36.0;-20.0;9.0;-11.0;16.0;-13.0;28.0;-28.0;-33.0;-20.0;-18.0;-53.0;-17.0;-6.0;-10.0;66.0;4.0;18.0;2.0;-3.0;-3.0;-8.0;-8.0;-5.0;-2.0;-1.0;-2.0;-10.0;-13.0;-23.0;-16.0;-9.0;-6.0;-6.0;-6.0;-23.0;6.0;-22.0;-61.0;1.0;12:00:00;1.0;GEN;CAG
FIO X PRM 26-12-2018;93 (68%);76 (67%);169 (68%);235 (86%);195 (84%);430 (85%);1;5;6;8;11;19;33%;32%;33%;67%;68%;67%;;;;;;;1;0;1;0;0;0;0;3;3;6;6;12;11;24;35;4;4;8;0;2;2;2;7;9;;;;;;;0/2 (0%);0/4 (0%);0/6 (0%);3/12 (25%);5/24 (21%);8/36 (22%);5/6 (83%);6/8 (75%);11/14 (79%);4/10 (40%);3/6 (50%);7/16 (44%);28;28;56;26;29;55;15;16;6;2;8;0;1;1;;;;;;;14;8;22;3;4;7;9/26 (35%);10/31 (32%);19/57 (33%);14/24 (58%);11/15 (73%);25/39 (64%);1;2;3;0;0;0;136;113;249;272;232;504;;;130;;;142;0;0;0;0;1;1;1;0;1;10;11;21;1;0;1;4;10;14;1;1;2;6;2;8;1;4;5;6;7;13;14;10;24;9;7;16;2;4;6;16;18;34;1;3;4;3;1;4;1.0;2018-12-26;10.0;39.0;24.0;19.0;26.0;-28.0;-4.0;5.0;15.0;47.0;53.0;11.0;25.0;14.0;48.0;22.0;50.0;43.0;40.0;7.0;18.0;15.0;11.0;29.0;12.0;5.0;4.0;1.0;-5.0;7.0;3.0;8.0;5.0;14.0;12.0;-7.0;5.0;-7.0;13.0;17.0;-20.0;4.0;-15.0;-46.0;-3.0;74.0;10.0;3.0;24.0;23.0;19.0;56.0;75.0;51.0;71.0;50.0;94.0;35.0;24.0;23.0;60.0;63.0;32.0;13.0;11.0;-10.0;-5.0;58.0;5.0;16.0;5.0;-5.0;-7.0;15.0;4.0;3.0;13.0;49.0;46.0;43.0;87.0;89.0;62.0;33.0;40.0;38.0;23.0;34.0;7.0;42.0;9.0;94.0;0.0;12:00:00;-1.0;PRM;FIO
SAM X CHV 26-12-2018;181 (81%);148 (80%);329 (81%);203 (83%);188 (82%);391 (82%);12;10;22;5;6;11;48%;46%;47%;52%;54%;53%;;;;;;;;;;;;;2;0;2;1;2;3;6;8;14;10;5;15;1;0;1;2;2;4;;;;;;;2/7 (29%);1/10 (10%);3/17 (18%);1/6 (17%);3/6 (50%);4/12 (33%);3/5 (60%);1/3 (33%);4/8 (50%);3/10 (30%);4/7 (57%);7/17 (41%);36;35;71;24;31;55;19;22;1;1;2;1;0;1;0;0;0;0;1;1;10;12;22;7;5;12;22/39 (55%);18/32 (56%);40/71 (56%);14/31 (45%);11/27 (41%);25/58 (43%);1;0;1;0;0;0;223;185;408;246;228;474;;;130;;;137;;;;;;;2;1;3;2;5;7;7;1;8;4;3;7;1;0;1;1;3;4;8;0;8;4;3;7;14;11;25;9;11;20;10;1;11;6;8;14;0;1;1;0;2;2;0.0;2018-12-26;-4.0;18.0;8.0;2.0;-21.0;-8.0;-4.0;9.0;40.0;30.0;11.0;-6.0;-24.0;-9.0;-18.0;-15.0;-13.0;-27.0;-14.0;-36.0;28.0;27.0;-15.0;21.0;-20.0;6.0;-10.0;-17.0;12.0;-31.0;-24.0;-7.0;7.0;-12.0;-2.0;-4.0;-36.0;-19.0;-8.0;2.0;3.0;28.0;15.0;69.0;33.0;-9.0;46.0;12.0;1.0;-10.0;-18.0;-9.0;7.0;1.0;4.0;7.0;-38.0;55.0;26.0;11.0;14.0;19.0;9.0;12.0;16.0;-10.0;12.0;-50.0;7.0;19.0;12.0;12.0;-7.0;35.0;21.0;-17.0;-17.0;-53.0;-31.0;-36.0;-10.0;11.0;29.0;30.0;21.0;10.0;-7.0;5.0;-4.0;-25.0;7.0;22.0;2.0;12:00:00;1.0;CHV;SAM
ROM X SAS 26-12-2018;156 (80%);157 (81%);313 (80%);129 (83%);202 (81%);331 (82%);6;5;11;5;7;12;56%;45%;50%;44%;55%;50%;0;1;1;1;2;3;0;1;1;3;3;6;1;0;1;2;1;3;10;5;15;11;5;16;2;3;5;4;4;8;;;;;;;0/9 (0%);1/7 (14%);1/16 (6%);4/11 (36%);6/10 (60%);10/21 (48%);6/7 (86%);4/8 (50%);10/15 (67%);5/7 (71%);7/10 (70%);12/17 (71%);27;20;47;25;28;53;16;15;3;5;8;1;1;2;0;0;0;1;0;1;1;8;9;8;5;13;14/23 (61%);8/23 (35%);22/46 (48%);17/28 (61%);19/33 (58%);36/61 (59%);0;1;1;2;2;4;196;194;390;155;248;403;;;129;;;119;;;;;;;1;3;4;9;8;17;2;4;6;4;3;7;1;2;3;4;6;10;3;3;6;1;2;3;8;5;13;6;7;13;4;6;10;10;10;20;1;0;1;1;0;1;1.0;2018-12-26;-2.0;21.0;2.0;-31.0;-24.0;-20.0;-10.0;31.0;22.0;39.0;19.0;-1.0;14.0;9.0;39.0;16.0;35.0;16.0;32.0;-21.0;4.0;4.0;-19.0;51.0;28.0;13.0;9.0;7.0;6.0;-4.0;-6.0;3.0;-26.0;-34.0;-24.0;-14.0;-8.0;-11.0;-14.0;8.0;71.0;33.0;20.0;17.0;11.0;-16.0;1.0;-5.0;5.0;7.0;9.0;27.0;21.0;29.0;14.0;-21.0;-10.0;27.0;7.0;1.0;23.0;11.0;-5.0;-25.0;-19.0;-47.0;-50.0;-11.0;-10.0;8.0;-22.0;21.0;41.0;52.0;49.0;62.0;78.0;44.0;21.0;68.0;30.0;20.0;74.0;79.0;18.0;17.0;30.0;15.0;4.0;5.0;33.0;-20.0;3.0;15:00:00;1.0;SAS;ROM
SPA X UDI 26-12-2018;162 (81%);141 (77%);303 (79%);229 (85%);194 (86%);423 (85%);4;12;16;7;13;20;43%;45%;44%;57%;55%;56%;;;;;;;;;;;;;0;3;3;1;3;4;9;11;20;9;11;20;0;2;2;3;4;7;;;;;;;1/11 (9%);3/9 (33%);4/20 (20%);4/16 (25%);2/13 (15%);6/29 (21%);5/7 (71%);3/11 (27%);8/18 (44%);5/5 (100%);4/6 (67%);9/11 (82%);17;29;46;23;35;58;13;10;1;1;2;1;0;1;0;0;0;1;0;1;4;4;8;5;3;8;11/27 (41%);17/35 (49%);28/62 (45%);8/15 (53%);11/22 (50%);19/37 (51%);0;0;0;0;1;1;199;184;383;269;226;495;;;127;;;121;;;;;;;0;2;2;2;6;8;0;2;2;3;3;6;1;0;1;1;1;2;1;3;4;3;1;4;2;10;12;6;12;18;1;5;6;5;7;12;0;2;2;1;0;1;0.0;2018-12-26;10.0;38.0;55.0;31.0;18.0;15.0;13.0;30.0;27.0;18.0;12.0;20.0;23.0;11.0;4.0;3.0;22.0;26.0;16.0;8.0;-8.0;2.0;11.0;-38.0;-2.0;-1.0;-1.0;-1.0;10.0;4.0;3.0;-8.0;19.0;6.0;11.0;6.0;-11.0;-7.0;34.0;9.0;;-21.0;-8.0;-5.0;-29.0;4.0;-15.0;-13.0;-26.0;-28.0;-3.0;8.0;-11.0;9.0;8.0;41.0;-11.0;31.0;34.0;31.0;18.0;12.0;10.0;9.0;28.0;64.0;15.0;15.0;10.0;7.0;4.0;-9.0;12.0;27.0;32.0;43.0;22.0;13.0;9.0;-8.0;-2.0;-4.0;-3.0;-27.0;-42.0;-2.0;-5.0;-6.0;-7.0;10.0;-3.0;-7.0;0.0;15:00:00;0.0;UDI;SPA
TOR X EMP 26-12-2018;106 (67%);128 (79%);234 (73%);225 (81%);274 (88%);499 (85%);8;9;17;18;5;23;37%;34%;36%;63%;66%;64%;;;;;;;;;;;;;0;0;0;0;3;3;7;8;15;6;2;8;0;1;1;3;2;5;;;;;;;1/3 (33%);1/1 (100%);2/4 (50%);4/14 (29%);3/7 (43%);7/21 (33%);1/2 (50%);5/9 (55%);6/11 (55%);5/6 (83%);5/11 (45%);10/17 (59%);21;30;51;32;24;56;10;10;3;2;5;1;0;1;0;0;0;1;0;1;4;4;8;5;3;8;10/32 (31%);11/25 (44%);21/57 (37%);11/26 (42%);6/15 (40%);17/41 (41%);1;0;1;1;4;5;159;162;321;277;311;588;;;132;;;143;0;1;1;0;0;0;0;1;1;7;4;11;3;2;5;4;1;5;1;0;1;4;4;8;4;1;5;1;4;5;7;11;18;4;11;15;4;2;6;8;8;16;1;2;3;1;0;1;0.0;2018-12-26;89.0;16.0;7.0;-5.0;-27.0;-34.0;-22.0;-57.0;-40.0;-25.0;57.0;54.0;22.0;-18.0;3.0;33.0;20.0;17.0;24.0;21.0;43.0;25.0;34.0;13.0;11.0;5.0;-23.0;-16.0;-2.0;9.0;12.0;13.0;10.0;21.0;18.0;15.0;26.0;58.0;35.0;100.0;;70.0;41.0;17.0;11.0;41.0;26.0;16.0;11.0;8.0;35.0;20.0;26.0;17.0;11.0;11.0;29.0;8.0;3.0;3.0;-11.0;-1.0;22.0;8.0;-40.0;-43.0;-29.0;-20.0;-14.0;8.0;7.0;39.0;14.0;2.0;55.0;28.0;10.0;-10.0;4.0;-5.0;7.0;10.0;13.0;6.0;11.0;12.0;36.0;33.0;39.0;11.0;41.0;26.0;3.0;15:00:00;1.0;EMP;TOR
INT X NAP 26-12-2018;211 (83%);257 (84%);468 (84%);287 (89%);182 (82%);469 (86%);5;5;10;5;4;9;44%;57%;50%;56%;43%;50%;0;1;1;1;0;1;0;1;1;1;0;1;1;1;2;2;1;3;20;3;23;4;8;12;0;0;0;3;2;5;;;;;;;1/3 (33%);0/10 (0%);1/13 (8%);3/13 (23%);5/13 (38%);8/26 (31%);5/6 (83%);4/4 (100%);9/10 (90%);4/7 (57%);7/10 (70%);11/17 (65%);19;18;37;19;21;40;10;12;2;1;3;1;2;3;0;0;0;1;0;1;4;4;8;3;8;11;9/23 (39%);13/32 (41%);22/55 (40%);17/25 (68%);12/18 (67%);29/43 (67%);2;1;3;3;0;3;253;305;558;324;221;545;;;127;;;133;0;2;2;0;0;0;3;3;6;4;2;6;4;2;6;3;1;4;1;3;4;3;2;5;3;3;6;4;2;6;6;4;10;5;5;10;6;6;12;8;4;12;0;3;3;1;2;3;0.0;2018-12-26;23.0;-25.0;-5.0;8.0;37.0;26.0;17.0;-33.0;17.0;-1.0;3.0;15.0;-27.0;-15.0;-3.0;4.0;1.0;-3.0;-14.0;-8.0;-5.0;-2.0;12.0;-3.0;17.0;30.0;25.0;-17.0;-2.0;3.0;4.0;-10.0;5.0;8.0;10.0;-12.0;13.0;15.0;24.0;55.0;22.0;24.0;10.0;1.0;-5.0;-10.0;-11.0;-10.0;-24.0;-21.0;-15.0;26.0;18.0;18.0;6.0;-6.0;45.0;-10.0;-9.0;-8.0;-6.0;-34.0;-16.0;-5.0;-33.0;-11.0;20.0;24.0;44.0;19.0;14.0;4.0;-33.0;-39.0;-57.0;-50.0;-40.0;-19.0;23.0;-22.0;-1.0;3.0;19.0;52.0;35.0;20.0;50.0;38.0;18.0;32.0;-27.0;29.0;1.0;17:30:00;1.0;NAP;INT
JUV X SAM 29-12-2018;147 (80%);184 (78%);331 (79%);187 (82%);240 (84%);427 (83%);6;6;12;8;9;17;45%;46%;45%;55%;54%;55%;0;1;1;0;0;0;1;1;2;0;1;1;2;2;4;1;2;3;16;13;29;12;7;19;2;1;3;1;5;6;0;1;1;0;0;0;0/9 (0%);1/8 (13%);1/17 (6%);2/13 (15%);3/14 (21%);5/27 (19%);3/6 (50%);4/7 (57%);7/13 (54%);5/12 (42%);11/17 (65%);16/29 (55%);26;25;51;27;32;59;17;13;2;4;6;1;1;2;0;0;0;0;1;1;3;3;6;5;6;11;6/16 (38%);7/23 (30%);13/39 (33%);29/39 (74%);26/43 (60%);55/82 (67%);0;1;1;2;1;3;184;236;420;227;285;512;;;140;;;145;;;;;;;2;3;5;2;7;9;2;3;5;2;4;6;1;1;2;3;5;8;3;3;6;4;4;8;10;10;20;7;5;12;5;6;11;6;11;17;1;1;2;1;1;2;1.0;2018-12-29;-2.0;-3.0;3.0;8.0;16.0;43.0;39.0;28.0;39.0;-35.0;32.0;8.0;13.0;-22.0;-5.0;2.0;41.0;28.0;22.0;7.0;2.0;-26.0;55.0;-50.0;-38.0;-1.0;-8.0;-36.0;-30.0;-33.0;-24.0;-16.0;-15.0;38.0;-10.0;-6.0;-20.0;27.0;1.0;-8.0;25.0;6.0;13.0;19.0;-25.0;32.0;-10.0;-7.0;9.0;42.0;7.0;11.0;10.0;8.0;38.0;27.0;21.0;38.0;64.0;94.0;85.0;29.0;12.0;44.0;17.0;2.0;-30.0;24.0;-18.0;-20.0;-12.0;-18.0;-9.0;-13.0;29.0;-26.0;10.0;8.0;17.0;33.0;24.0;49.0;29.0;11.0;-24.0;-14.0;-8.0;6.0;16.0;-11.0;-13.0;52.0;2.0;09:30:00;1.0;SAM;JUV
