game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SAM X SAS 26-01-2020;280 (89%);133 (76%);413 (84%);165 (78%);224 (86%);389 (82%);4;7;11;5;8;13;60%;39%;50%;40%;61%;50%;;;;;;;;;;;;;1;0;1;2;9;11;11;32;43;5;5;10;2;1;3;2;4;6;0;1;1;0;0;0;2/9 (22%);0/4 (0%);2/13 (15%);2/11 (18%);7/23 (30%);9/34 (26%);13/22 (59%);5/13 (38%);18/35 (51%);3/4 (75%);5/7 (71%);8/11 (73%);34;23;57;30;28;58;9;16;1;2;3;0;1;1;0;1;1;0;0;0;5;3;8;2;3;5;11/25 (44%);11/31 (35%);22/56 (39%);12/23 (52%);14/18 (78%);26/41 (63%);0;0;0;1;1;2;315;176;491;212;260;472;63;70;133;70;74;144;1;0;1;0;0;0;2;3;5;2;14;16;3;3;6;1;10;11;0;1;1;1;2;3;2;1;3;2;7;9;8;5;13;17;11;28;4;4;8;4;21;25;0;1;1;1;3;4;0.0;2020-01-26;6.0;-10.0;-9.0;-23.0;-12.0;-6.0;-7.0;-8.0;-35.0;-25.0;-19.0;1.0;-16.0;-30.0;-8.0;25.0;21.0;23.0;12.0;14.0;3.0;-5.0;-3.0;-4.0;-12.0;-8.0;-2.0;2.0;2.0;51.0;25.0;9.0;2.0;-5.0;30.0;11.0;-30.0;-19.0;-16.0;-17.0;37.0;22.0;28.0;17.0;11.0;52.0;9.0;24.0;26.0;18.0;13.0;10.0;1.0;36.0;68.0;38.0;25.0;63.0;36.0;15.0;15.0;14.0;5.0;-60.0;-33.0;-6.0;-4.0;-50.0;-6.0;24.0;15.0;19.0;12.0;17.0;48.0;35.0;55.0;34.0;-25.0;57.0;33.0;45.0;16.0;50.0;77.0;51.0;58.0;29.0;45.0;-13.0;18.0;59.0;0.0;12:00:00;0.0;SAS;SAM
ROM X LAZ 26-01-2020;116 (78%);115 (72%);231 (75%);300 (91%);237 (89%);537 (90%);2;5;7;7;6;13;31%;37%;34%;69%;63%;66%;0;0;0;0;2;2;1;0;1;0;2;2;1;2;3;5;4;9;13;9;22;6;6;12;1;0;1;5;2;7;0;0;0;2;0;2;0/3 (0%);1/3 (33%);1/6 (17%);5/18 (28%);4/11 (36%);9/29 (31%);3/7 (43%);3/4 (75%);6/11 (55%);12/16 (75%);11/15 (73%);23/31 (74%);14;23;37;30;28;58;12;11;0;2;2;0;1;1;1;0;1;1;0;1;5;5;10;8;4;12;13/24 (54%);14/36 (39%);27/60 (45%);22/29 (76%);8/14 (57%);30/43 (70%);1;2;3;0;1;1;149;159;308;328;266;594;52;63;115;54;60;114;;;;;;;1;2;3;9;6;15;0;1;1;5;5;10;1;1;2;1;2;3;1;2;3;2;5;7;6;7;13;7;5;12;2;4;6;11;11;22;1;3;4;0;2;2;1.0;2020-01-26;10.0;69.0;44.0;22.0;16.0;39.0;30.0;27.0;20.0;19.0;13.0;14.0;16.0;39.0;31.0;25.0;26.0;18.0;75.0;47.0;33.0;49.0;11.0;24.0;8.0;6.0;5.0;-37.0;-43.0;-40.0;-19.0;28.0;15.0;1.0;16.0;39.0;28.0;24.0;46.0;29.0;9.0;4.0;5.0;6.0;33.0;6.0;30.0;19.0;6.0;29.0;16.0;10.0;4.0;22.0;13.0;15.0;26.0;18.0;16.0;25.0;15.0;-18.0;-2.0;-1.0;2.0;13.0;21.0;25.0;64.0;40.0;53.0;41.0;25.0;55.0;34.0;20.0;6.0;-11.0;38.0;-36.0;53.0;20.0;10.0;-46.0;-21.0;59.0;26.0;14.0;31.0;28.0;31.0;-4.0;1.0;15:00:00;0.0;LAZ;ROM
NAP X JUV 26-01-2020;264 (89%);171 (87%);435 (88%);247 (86%);198 (83%);445 (85%);3;4;7;4;4;8;51%;47%;49%;49%;53%;51%;;;;;;;0;1;1;0;1;1;1;0;1;1;1;2;7;3;10;5;7;12;0;2;2;3;0;3;0;1;1;0;0;0;2/6 (33%);3/14 (21%);5/20 (25%);2/6 (33%);3/6 (50%);5/12 (42%);5/7 (71%);4/8 (50%);9/15 (60%);2/7 (29%);2/3 (67%);4/10 (40%);20;18;38;17;18;35;14;14;1;1;2;0;3;3;;;;;;;5;8;13;5;4;9;7/11 (64%);6/16 (38%);13/27 (48%);13/21 (62%);13/28 (46%);26/49 (53%);1;2;3;1;0;1;297;197;494;286;240;526;54;51;105;55;50;105;;;;;;;1;5;6;3;5;8;2;1;3;4;5;9;0;4;4;1;3;4;2;0;2;3;4;7;6;2;8;6;4;10;3;5;8;6;9;15;0;5;5;1;1;2;1.0;2020-01-26;5.0;2.0;-18.0;-13.0;-11.0;-10.0;-12.0;-8.0;46.0;23.0;11.0;8.0;5.0;6.0;-1.0;-1.0;-8.0;-6.0;-4.0;-1.0;28.0;48.0;38.0;29.0;15.0;13.0;6.0;1.0;1.0;11.0;6.0;-4.0;-10.0;24.0;-25.0;-13.0;-12.0;-49.0;-40.0;-16.0;15.0;4.0;-10.0;-3.0;13.0;17.0;8.0;7.0;6.0;5.0;5.0;10.0;9.0;14.0;12.0;13.0;12.0;8.0;6.0;12.0;34.0;41.0;20.0;13.0;-48.0;-26.0;-42.0;9.0;-24.0;-10.0;-13.0;-9.0;-39.0;-25.0;29.0;-18.0;-29.0;-16.0;36.0;-20.0;-16.0;-10.0;-5.0;24.0;20.0;13.0;54.0;77.0;45.0;17.0;29.0;-24.0;2.0;17:45:00;1.0;JUV;NAP
BGN X BCA 01-02-2020;95 (71%);107 (68%);202 (70%);223 (85%);236 (85%);459 (85%);7;11;18;13;12;25;34%;36%;35%;66%;64%;65%;0;0;0;1;2;3;1;0;1;1;3;4;0;1;1;2;4;6;10;21;31;7;7;14;1;2;3;3;3;6;;;;;;;1/4 (25%);1/5 (20%);2/9 (22%);3/11 (27%);1/12 (8%);4/23 (17%);3/5 (60%);4/8 (50%);7/13 (54%);1/4 (25%);5/11 (45%);6/15 (40%);28;33;61;23;30;53;14;17;1;3;4;0;0;0;0;0;0;0;1;1;5;5;10;7;4;11;10/24 (42%);19/37 (51%);29/61 (48%);20/30 (67%);13/19 (68%);33/49 (67%);2;0;2;0;0;0;133;157;290;261;277;538;59;77;136;67;81;148;;;;;;;2;0;2;5;9;14;1;0;1;5;3;8;1;0;1;2;4;6;0;1;1;4;2;6;9;11;20;4;7;11;2;1;3;9;11;20;2;0;2;2;1;3;1.0;2020-02-01;-6.0;33.0;7.0;8.0;-4.0;-5.0;-4.0;-15.0;-2.0;8.0;19.0;8.0;32.0;25.0;20.0;56.0;36.0;21.0;7.0;31.0;16.0;-21.0;8.0;19.0;9.0;4.0;4.0;21.0;17.0;-46.0;-7.0;-6.0;-7.0;30.0;-15.0;-11.0;11.0;-18.0;41.0;15.0;33.0;22.0;8.0;-11.0;-20.0;41.0;-15.0;-27.0;-37.0;-23.0;-9.0;22.0;20.0;23.0;9.0;20.0;32.0;15.0;47.0;53.0;37.0;26.0;20.0;15.0;23.0;16.0;11.0;41.0;47.0;51.0;30.0;28.0;22.0;12.0;16.0;12.0;12.0;13.0;80.0;63.0;53.0;42.0;19.0;14.0;7.0;4.0;42.0;29.0;35.0;54.0;86.0;26.0;2.0;12:00:00;1.0;BCA;BGN
CAG X PRM 01-02-2020;155 (80%);107 (73%);262 (77%);171 (80%);129 (77%);300 (79%);6;13;19;6;10;16;48%;49%;48%;52%;51%;52%;2;0;2;0;2;2;3;1;4;0;3;3;1;4;5;4;1;5;13;6;19;8;18;26;0;7;7;5;3;8;1;0;1;0;0;0;3/9 (33%);2/19 (11%);5/28 (18%);2/12 (17%);2/8 (25%);4/20 (20%);2/4 (50%);4/7 (57%);6/11 (55%);5/6 (83%);4/6 (67%);9/12 (75%);23;29;52;24;24;48;14;16;3;3;6;0;2;2;1;0;1;2;0;2;9;7;16;4;7;11;16/27 (59%);18/30 (60%);34/57 (60%);18/31 (58%);18/38 (47%);36/69 (52%);0;0;0;1;1;2;194;146;340;213;168;381;72;71;143;68;60;128;;;;;;;4;5;9;5;7;12;3;4;7;5;2;7;1;3;4;4;4;8;1;6;7;8;0;8;9;3;12;7;5;12;5;11;16;13;7;20;1;1;2;0;3;3;2.0;2020-02-01;-10.0;7.0;-11.0;8.0;1.0;39.0;16.0;2.0;3.0;25.0;18.0;-16.0;49.0;14.0;-15.0;-6.0;-10.0;39.0;32.0;18.0;44.0;22.0;-46.0;23.0;10.0;-36.0;-42.0;-27.0;-18.0;-12.0;26.0;29.0;58.0;-52.0;34.0;72.0;8.0;-8.0;-2.0;24.0;-18.0;12.0;5.0;12.0;12.0;-28.0;27.0;44.0;32.0;100.0;100.0;88.0;43.0;2.0;-21.0;-16.0;-10.0;-7.0;-1.0;9.0;-12.0;-7.0;-6.0;-9.0;-18.0;-29.0;-25.0;7.0;-19.0;-36.0;-13.0;-21.0;-12.0;-9.0;-5.0;-44.0;-33.0;-40.0;20.0;68.0;4.0;4.0;9.0;8.0;14.0;-48.0;-20.0;-18.0;-74.0;21.0;-76.0;-36.0;2.0;15:00:00;0.0;PRM;CAG
SAS X ROM 01-02-2020;207 (90%);220 (88%);427 (89%);132 (85%);145 (77%);277 (81%);0;8;8;1;4;5;59%;58%;59%;41%;42%;41%;0;1;1;0;0;0;0;3;3;3;0;3;2;1;3;2;3;5;10;3;13;3;11;14;5;6;11;4;1;5;0;0;0;2;0;2;1/13 (8%);5/16 (31%);6/29 (21%);3/13 (23%);1/3 (33%);4/16 (25%);10/13 (77%);5/8 (63%);15/21 (71%);9/14 (64%);2/7 (29%);11/21 (52%);23;23;46;22;26;48;19;6;3;3;6;2;4;6;0;1;1;0;0;0;6;8;14;4;5;9;16/24 (67%);15/24 (63%);31/48 (65%);8/14 (57%);8/25 (32%);16/39 (41%);1;0;1;2;0;2;230;250;480;155;188;343;45;61;106;49;59;108;0;1;1;0;0;0;1;10;11;6;5;11;1;5;6;1;2;3;2;7;9;6;4;10;4;3;7;3;4;7;10;9;19;4;9;13;5;13;18;9;9;18;3;4;7;1;0;1;2.0;2020-02-01;-3.0;8.0;1.0;-1.0;44.0;65.0;37.0;-24.0;46.0;22.0;8.0;-14.0;-77.0;-43.0;-15.0;-17.0;-18.0;11.0;79.0;41.0;26.0;-26.0;-17.0;11.0;-8.0;-5.0;-6.0;-27.0;-35.0;-20.0;-14.0;-5.0;-7.0;-16.0;22.0;6.0;-5.0;3.0;-3.0;13.0;13.0;11.0;-31.0;-15.0;-9.0;-15.0;-13.0;-45.0;-64.0;-51.0;-27.0;-59.0;-30.0;-21.0;-19.0;-44.0;-7.0;-73.0;-42.0;-94.0;-52.0;-58.0;-31.0;-10.0;4.0;4.0;5.0;23.0;-4.0;23.0;27.0;-39.0;40.0;13.0;70.0;38.0;6.0;-70.0;7.0;-44.0;-32.0;-15.0;23.0;-42.0;-17.0;-8.0;-13.0;-48.0;-15.0;17.0;-7.0;7.0;4.0;17:45:00;1.0;ROM;SAS
JUV X FIO 02-02-2020;68 (69%);85 (71%);153 (70%);355 (90%);264 (92%);619 (91%);3;6;9;6;7;13;22%;31%;26%;78%;69%;74%;1;0;1;0;0;0;1;0;1;1;2;3;0;1;1;2;4;6;15;10;25;3;10;13;1;4;5;2;8;10;;;;;;;3/6 (50%);1/9 (11%);4/15 (27%);3/13 (23%);3/14 (21%);6/27 (22%);3/6 (50%);5/11 (45%);8/17 (47%);9/18 (50%);13/18 (72%);22/36 (61%);25;23;48;26;34;60;13;9;2;3;5;3;0;3;;;;;;;5;2;7;3;4;7;9/26 (35%);8/19 (42%);17/45 (38%);18/31 (58%);14/19 (74%);32/50 (64%);1;0;1;0;3;3;99;119;218;394;286;680;49;55;104;74;51;125;;;;;;;2;2;4;3;8;11;2;3;5;0;1;1;3;0;3;3;5;8;3;2;5;2;2;4;15;9;24;7;8;15;5;4;9;5;10;15;2;2;4;1;0;1;0.0;2020-02-02;4.0;-16.0;-2.0;29.0;26.0;37.0;51.0;55.0;39.0;37.0;17.0;10.0;14.0;13.0;5.0;-95.0;-49.0;-13.0;-34.0;-3.0;52.0;35.0;24.0;25.0;21.0;26.0;35.0;33.0;26.0;23.0;53.0;35.0;25.0;21.0;74.0;49.0;31.0;19.0;16.0;11.0;2.0;6.0;8.0;41.0;48.0;22.0;33.0;26.0;20.0;14.0;5.0;-61.0;-32.0;-16.0;-7.0;-1.0;25.0;10.0;6.0;-8.0;-22.0;35.0;19.0;61.0;44.0;38.0;27.0;20.0;48.0;95.0;86.0;54.0;39.0;24.0;-20.0;-2.0;13.0;-16.0;-28.0;-3.0;49.0;31.0;-24.0;14.0;6.0;-7.0;-22.0;39.0;21.0;-41.0;21.0;46.0;3.0;09:30:00;1.0;FIO;JUV
ATT X GEN 02-02-2020;150 (77%);88 (61%);238 (70%);210 (82%);200 (81%);410 (81%);11;11;22;8;11;19;43%;36%;40%;57%;64%;60%;0;0;0;1;1;2;2;0;2;3;1;4;0;2;2;3;5;8;8;16;24;3;8;11;1;0;1;2;5;7;;;;;;;2/5 (40%);0/3 (0%);2/8 (25%);2/7 (29%);3/17 (18%);5/24 (21%);4/7 (57%);4/7 (57%);8/14 (57%);5/9 (56%);8/11 (73%);13/20 (65%);30;34;64;26;40;66;19;19;2;4;6;3;0;3;0;0;0;0;1;1;3;2;5;1;8;9;14/30 (47%);14/34 (41%);28/64 (44%);15/29 (52%);14/32 (44%);29/61 (48%);1;0;1;1;0;1;194;145;339;257;247;504;67;79;146;70;77;147;0;1;1;0;0;0;5;1;6;8;7;15;3;1;4;4;4;8;5;0;5;4;4;8;3;2;5;3;6;9;8;9;17;7;9;16;8;3;11;11;13;24;0;6;6;0;2;2;2.0;2020-02-02;-3.0;6.0;-18.0;27.0;69.0;2.0;6.0;-27.0;-16.0;-17.0;-57.0;34.0;-31.0;-13.0;9.0;-10.0;-2.0;-2.0;-2.0;-2.0;5.0;10.0;23.0;-7.0;36.0;31.0;-38.0;-36.0;-12.0;35.0;13.0;14.0;-39.0;17.0;25.0;50.0;36.0;26.0;23.0;5.0;13.0;16.0;17.0;14.0;15.0;-25.0;45.0;41.0;25.0;15.0;12.0;10.0;12.0;8.0;10.0;6.0;-5.0;-20.0;-3.0;77.0;44.0;28.0;23.0;13.0;-5.0;15.0;13.0;-23.0;22.0;25.0;20.0;70.0;31.0;12.0;4.0;-8.0;-14.0;-37.0;19.0;-18.0;-14.0;13.0;15.0;23.0;22.0;18.0;22.0;15.0;47.0;6.0;43.0;84.0;2.0;12:00:00;0.0;GEN;ATT
LAZ X SPA 02-02-2020;192 (86%);225 (93%);417 (90%);187 (87%);311 (92%);498 (90%);7;3;10;5;3;8;52%;43%;47%;48%;57%;53%;1;0;1;0;1;1;1;0;1;2;2;4;3;1;4;2;0;2;9;5;14;5;4;9;2;0;2;3;2;5;0;0;0;2;1;3;4/10 (40%);2/8 (25%);6/18 (33%);4/8 (50%);0/4 (0%);4/12 (33%);7/10 (70%);6/10 (60%);13/20 (65%);9/11 (82%);5/6 (83%);14/17 (82%);24;21;45;27;20;47;10;9;1;2;3;1;2;3;1;0;1;1;0;1;3;7;10;5;2;7;11/20 (55%);12/15 (80%);23/35 (66%);16/25 (64%);21/27 (78%);37/52 (71%);0;0;0;1;0;1;224;241;465;215;338;553;50;35;85;43;44;87;;;;;;;4;3;7;8;4;12;3;3;6;4;1;5;1;3;4;5;3;8;3;4;7;3;0;3;5;8;13;8;8;16;7;7;14;11;4;15;0;2;2;1;0;1;1.0;2020-02-02;-4.0;-64.0;40.0;-15.0;-11.0;-1.0;7.0;5.0;83.0;50.0;46.0;-9.0;67.0;45.0;26.0;24.0;-17.0;-6.0;-4.0;-36.0;-25.0;-19.0;-1.0;41.0;15.0;4.0;-36.0;-3.0;6.0;16.0;35.0;28.0;54.0;63.0;27.0;10.0;8.0;8.0;-8.0;-8.0;11.0;2.0;-2.0;5.0;15.0;33.0;27.0;19.0;67.0;42.0;27.0;-18.0;3.0;-1.0;63.0;40.0;15.0;25.0;12.0;13.0;-5.0;2.0;-66.0;-42.0;-20.0;-16.0;-29.0;-28.0;-6.0;5.0;-21.0;-12.0;25.0;9.0;7.0;-26.0;-11.0;-7.0;-25.0;-13.0;-6.0;2.0;-22.0;-13.0;-1.0;7.0;48.0;31.0;40.0;-47.0;33.0;0.0;5.0;12:00:00;1.0;SPA;LAZ
MIL X HEL 02-02-2020;135 (73%);106 (67%);241 (70%);200 (82%);208 (81%);408 (81%);11;12;23;13;15;28;43%;37%;40%;57%;63%;60%;0;1;1;0;1;1;1;1;2;0;1;1;0;0;0;5;4;9;15;18;33;17;6;23;2;1;3;5;4;9;0;0;0;3;0;3;1/9 (11%);3/5 (60%);4/14 (29%);2/17 (12%);4/19 (21%);6/36 (17%);4/7 (57%);5/8 (63%);9/15 (60%);7/17 (41%);4/10 (40%);11/27 (41%);33;30;63;33;32;65;12;11;1;3;4;1;1;2;0;2;2;0;1;1;4;6;10;9;3;12;10/25 (40%);12/37 (32%);22/62 (35%);16/28 (57%);9/24 (38%);25/52 (48%);1;3;4;0;0;0;184;158;342;244;257;501;83;81;164;81;89;170;0;1;1;0;0;0;2;3;5;4;9;13;1;2;3;3;9;12;2;2;4;2;3;5;1;1;2;6;7;13;14;9;23;9;8;17;3;4;7;10;16;26;1;3;4;1;0;1;1.0;2020-02-02;-6.0;-32.0;-26.0;-10.0;-79.0;-40.0;-18.0;-28.0;-14.0;-1.0;-21.0;-5.0;-7.0;33.0;18.0;-13.0;1.0;-1.0;15.0;14.0;31.0;50.0;-4.0;25.0;-32.0;13.0;7.0;7.0;36.0;14.0;54.0;31.0;-20.0;-3.0;-7.0;38.0;24.0;48.0;55.0;49.0;11.0;5.0;1.0;-20.0;-1.0;-7.0;-4.0;-7.0;7.0;-30.0;-18.0;-5.0;6.0;35.0;22.0;39.0;12.0;20.0;11.0;2.0;-20.0;-36.0;-92.0;-65.0;-33.0;-13.0;30.0;5.0;24.0;34.0;59.0;44.0;35.0;27.0;50.0;63.0;43.0;42.0;-44.0;53.0;48.0;24.0;19.0;9.0;9.0;41.0;46.0;33.0;42.0;-44.0;31.0;84.0;1.0;12:00:00;0.0;HEL;MIL
LEC X TOR 02-02-2020;177 (85%);209 (87%);386 (86%);183 (82%);168 (81%);351 (81%);6;10;16;3;8;11;48%;54%;51%;52%;46%;49%;0;0;0;1;1;2;0;0;0;1;2;3;1;3;4;2;0;2;13;6;19;8;5;13;0;3;3;4;1;5;;;;;;;1/5 (20%);6/9 (67%);7/14 (50%);3/11 (27%);2/7 (29%);5/18 (28%);13/16 (81%);9/15 (60%);22/31 (71%);2/4 (50%);4/4 (100%);6/8 (75%);32;27;59;23;30;53;23;14;4;2;6;1;2;3;;;;;;;5;9;14;7;6;13;19/27 (70%);7/15 (47%);26/42 (62%);18/28 (64%);21/38 (55%);39/66 (59%);1;3;4;3;1;4;208;241;449;223;208;431;56;55;111;60;53;113;;;;;;;3;7;10;8;2;10;5;3;8;3;3;6;1;2;3;6;4;10;4;1;5;3;5;8;5;4;9;8;10;18;7;8;15;11;7;18;2;1;3;2;1;3;0.0;2020-02-02;3.0;-10.0;68.0;35.0;14.0;-40.0;-26.0;-25.0;27.0;2.0;6.0;-2.0;73.0;46.0;34.0;25.0;19.0;1.0;29.0;14.0;-44.0;-32.0;-3.0;-12.0;36.0;52.0;36.0;13.0;52.0;23.0;-63.0;-24.0;-5.0;12.0;51.0;26.0;23.0;42.0;10.0;-3.0;-8.0;-7.0;-4.0;-13.0;-17.0;10.0;-7.0;-10.0;-11.0;25.0;6.0;9.0;14.0;15.0;12.0;32.0;4.0;17.0;21.0;36.0;55.0;78.0;41.0;17.0;-22.0;-14.0;-38.0;-3.0;-6.0;-11.0;-8.0;14.0;4.0;14.0;13.0;16.0;16.0;49.0;-12.0;-54.0;-19.0;-44.0;-32.0;-72.0;-39.0;-66.0;-42.0;-25.0;-13.0;-23.0;-12.0;-21.0;4.0;15:00:00;1.0;TOR;LEC
UDI X INT 02-02-2020;291 (88%);268 (88%);559 (88%);195 (86%);202 (87%);397 (86%);6;4;10;3;5;8;59%;56%;58%;41%;44%;42%;0;2;2;0;0;0;0;3;3;0;0;0;2;2;4;4;1;5;11;5;16;4;3;7;2;0;2;3;0;3;0;0;0;2;0;2;1/5 (20%);1/4 (25%);2/9 (22%);3/12 (25%);1/15 (7%);4/27 (15%);7/10 (70%);2/3 (67%);9/13 (69%);8/13 (62%);6/6 (100%);14/19 (74%);27;16;43;25;25;50;16;10;1;0;1;2;4;6;;;;;;;1;1;2;12;3;15;15/21 (71%);10/25 (40%);25/46 (54%);7/20 (35%);17/24 (71%);24/44 (55%);0;0;0;1;0;1;332;304;636;228;231;459;61;54;115;61;56;117;;;;;;;5;9;14;3;7;10;4;2;6;3;7;10;2;6;8;1;0;1;3;1;4;5;1;6;9;5;14;8;6;14;8;10;18;8;8;16;1;1;2;1;1;2;2.0;2020-02-02;1.0;30.0;31.0;19.0;19.0;13.0;5.0;-6.0;20.0;2.0;2.0;-49.0;-29.0;30.0;2.0;-12.0;-8.0;-3.0;-4.0;-2.0;8.0;8.0;-28.0;40.0;36.0;28.0;16.0;13.0;-29.0;-20.0;-11.0;-8.0;22.0;-15.0;12.0;3.0;-18.0;-2.0;5.0;-2.0;1.0;-5.0;-45.0;-32.0;-51.0;-16.0;-27.0;19.0;7.0;6.0;7.0;6.0;3.0;3.0;38.0;29.0;-17.0;26.0;12.0;28.0;-45.0;-54.0;-37.0;-22.0;-14.0;-5.0;-14.0;-48.0;-15.0;-87.0;-71.0;-43.0;-32.0;-25.0;-15.0;-35.0;22.0;5.0;-33.0;11.0;15.0;56.0;34.0;34.0;22.0;36.0;25.0;17.0;14.0;-20.0;20.0;34.0;0.0;17:45:00;-1.0;INT;UDI
