game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_1ST;Possession lost_away_2ND;Possession lost_away_ALL;Possession lost_home_1ST;Possession lost_home_2ND;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
LAZ X ATT 19-10-2019;250 (83%);135 (73%);385 (79%);152 (71%);230 (82%);382 (77%);7;8;15;8;11;19;59%;40%;50%;41%;60%;50%;1;2;3;0;3;3;2;2;4;0;5;5;0;4;4;1;2;3;3;13;16;4;3;7;1;0;1;1;2;3;0;1;1;0;1;1;1/2 (50%);1/3 (33%);2/5 (40%);5/6 (83%);3/10 (30%);8/16 (50%);6/10 (60%);5/9 (56%);11/19 (58%);9/13 (69%);2/6 (33%);11/19 (58%);27;29;56;32;28;60;12;16;0;2;2;4;2;6;;;;;;;9;8;17;6;5;11;18/36 (50%);11/31 (35%);29/67 (43%);18/36 (50%);17/28 (61%);35/64 (55%);0;2;2;0;1;1;302;186;488;213;281;494;80;73;153;80;76;156;;;;;;;6;4;10;3;7;10;6;3;9;3;6;9;7;2;9;0;5;5;7;5;12;1;6;7;7;9;16;9;9;18;13;9;22;4;13;17;0;2;2;2;3;5;3.0;2019-10-19;-4.0;10.0;-8.0;6.0;-43.0;-16.0;-16.0;-31.0;-26.0;-15.0;-12.0;-21.0;-9.0;-45.0;-30.0;-79.0;-39.0;-48.0;-30.0;-23.0;-27.0;-57.0;-15.0;-62.0;-36.0;-45.0;-25.0;-33.0;-45.0;-52.0;-29.0;-58.0;-31.0;-46.0;25.0;15.0;48.0;32.0;17.0;16.0;4.0;12.0;11.0;42.0;28.0;-26.0;8.0;21.0;17.0;4.0;17.0;16.0;13.0;36.0;61.0;34.0;-3.0;22.0;17.0;-10.0;-3.0;2.0;7.0;10.0;46.0;24.0;53.0;-6.0;28.0;71.0;64.0;48.0;29.0;46.0;26.0;21.0;40.0;53.0;-20.0;55.0;35.0;19.0;-18.0;-5.0;-3.0;13.0;7.0;11.0;17.0;-6.0;-27.0;-13.0;3.0;11:00:00;0.0;ATT;LAZ
NAP X HEL 19-10-2019;122 (71%);168 (80%);290 (76%);217 (79%);170 (80%);387 (80%);6;4;10;14;7;21;40%;50%;45%;60%;50%;55%;2;0;2;0;2;2;2;0;2;1;3;4;4;2;6;2;5;7;13;7;20;10;5;15;7;1;8;3;3;6;;;;;;;4/10 (40%);3/7 (43%);7/17 (41%);1/6 (17%);3/7 (43%);4/13 (31%);6/10 (60%);2/6 (33%);8/16 (50%);2/6 (33%);3/5 (60%);5/11 (45%);26;21;47;31;28;59;16;12;2;2;4;4;1;5;0;0;0;0;1;1;7;3;10;3;4;7;5/27 (19%);9/20 (45%);14/47 (30%);15/32 (47%);11/30 (37%);26/62 (42%);1;2;3;1;2;3;172;210;382;273;212;485;73;64;137;74;70;144;;;;;;;7;5;12;6;8;14;3;6;9;4;4;8;4;1;5;3;3;6;4;4;8;3;4;7;7;10;17;8;11;19;11;9;20;9;12;21;1;2;3;1;2;3;0.0;2019-10-19;-10.0;44.0;20.0;76.0;47.0;32.0;20.0;19.0;4.0;27.0;-113.0;-32.0;-77.0;-94.0;-81.0;-49.0;-74.0;-37.0;-24.0;-9.0;40.0;35.0;-37.0;25.0;60.0;7.0;6.0;7.0;7.0;13.0;98.0;73.0;52.0;-22.0;31.0;-45.0;-12.0;-15.0;10.0;33.0;;-1.0;-2.0;-11.0;51.0;-11.0;26.0;15.0;-9.0;2.0;34.0;23.0;51.0;43.0;77.0;68.0;-12.0;31.0;21.0;18.0;10.0;13.0;12.0;10.0;17.0;56.0;31.0;12.0;8.0;-28.0;-17.0;-15.0;-37.0;-51.0;-44.0;-83.0;-52.0;-13.0;11.0;-29.0;-23.0;-16.0;51.0;22.0;13.0;3.0;-5.0;-7.0;-6.0;52.0;-22.0;-39.0;2.0;14:00:00;1.0;HEL;NAP
JUV X BGN 19-10-2019;144 (85%);121 (80%);265 (83%);246 (92%);291 (86%);537 (89%);2;5;7;5;4;9;40%;32%;36%;60%;68%;64%;0;1;1;0;1;1;0;1;1;0;1;1;2;1;3;4;5;9;16;13;29;8;8;16;3;2;5;4;4;8;1;0;1;0;1;1;3/10 (30%);1/8 (13%);4/18 (22%);4/15 (27%);2/9 (22%);6/24 (25%);7/9 (78%);3/7 (43%);10/16 (63%);4/9 (44%);4/6 (67%);8/15 (53%);25;21;46;24;22;46;18;15;2;6;8;0;1;1;0;1;1;0;0;0;6;11;17;3;3;6;13/20 (65%);12/20 (60%);25/40 (63%);17/21 (81%);23/31 (74%);40/52 (77%);2;1;3;0;1;1;169;151;320;268;338;606;43;56;99;42;65;107;;;;;;;3;2;5;6;10;16;2;2;4;3;1;4;1;1;2;3;7;10;2;2;4;4;3;7;7;7;14;6;7;13;5;4;9;10;13;23;1;2;3;1;1;2;1.0;2019-10-19;-9.0;33.0;40.0;41.0;28.0;20.0;65.0;81.0;54.0;50.0;25.0;17.0;54.0;29.0;2.0;2.0;8.0;-20.0;-11.0;-65.0;-34.0;-1.0;-12.0;-7.0;-14.0;39.0;25.0;42.0;-34.0;-20.0;-11.0;29.0;11.0;6.0;-14.0;-4.0;8.0;16.0;8.0;-9.0;;3.0;4.0;8.0;40.0;6.0;28.0;62.0;51.0;35.0;100.0;71.0;52.0;37.0;28.0;33.0;10.0;63.0;31.0;1.0;6.0;56.0;30.0;27.0;23.0;18.0;-8.0;15.0;-4.0;-9.0;-5.0;-2.0;-1.0;28.0;17.0;24.0;49.0;29.0;5.0;-43.0;-18.0;63.0;26.0;10.0;12.0;24.0;18.0;10.0;-10.0;-8.0;-9.0;-63.0;2.0;16:45:00;1.0;BGN;JUV
SAS X INT 20-10-2019;152 (83%);170 (85%);322 (84%);154 (84%);251 (90%);405 (88%);2;4;6;3;4;7;51%;42%;46%;49%;58%;54%;1;0;1;0;0;0;2;1;3;0;0;0;0;2;2;1;2;3;5;17;22;8;6;14;4;3;7;2;3;5;0;1;1;0;0;0;2/13 (15%);3/9 (33%);5/22 (23%);0/5 (0%);1/12 (8%);1/17 (6%);4/5 (80%);5/8 (63%);9/13 (69%);3/7 (43%);8/14 (57%);11/21 (52%);24;27;51;22;27;49;18;14;0;1;1;0;3;3;;;;;;;5;5;10;6;4;10;13/16 (81%);13/19 (68%);26/35 (74%);8/20 (40%);12/21 (57%);20/41 (49%);1;1;2;1;0;1;183;199;382;183;278;461;54;53;107;50;59;109;;;;;;;5;5;10;1;5;6;3;1;4;0;5;5;3;4;7;1;3;4;1;2;3;1;5;6;11;11;22;6;7;13;6;7;13;2;10;12;1;2;3;3;1;4;4.0;2019-10-20;-10.0;23.0;22.0;13.0;-30.0;-18.0;-14.0;37.0;28.0;15.0;-11.0;-71.0;11.0;15.0;10.0;5.0;-5.0;-9.0;-8.0;-17.0;-6.0;-36.0;-42.0;-19.0;-14.0;-2.0;6.0;2.0;-12.0;-29.0;-49.0;-63.0;-60.0;-26.0;-45.0;-29.0;-45.0;-29.0;-25.0;-47.0;-36.0;-24.0;-16.0;-8.0;-4.0;-15.0;15.0;11.0;8.0;2.0;-7.0;-5.0;-9.0;-100.0;-100.0;-62.0;9.0;-24.0;-11.0;47.0;32.0;78.0;39.0;13.0;20.0;6.0;-9.0;9.0;-48.0;-80.0;-52.0;-33.0;33.0;43.0;30.0;33.0;28.0;39.0;13.0;18.0;8.0;51.0;26.0;21.0;16.0;14.0;24.0;83.0;71.0;31.0;64.0;36.0;3.0;08:30:00;-1.0;INT;SAS
CAG X SPA 20-10-2019;217 (89%);142 (78%);359 (84%);173 (83%);80 (74%);253 (80%);7;7;14;7;9;16;54%;62%;58%;46%;38%;42%;1;0;1;0;0;0;1;0;1;0;1;1;2;1;3;1;1;2;9;6;15;11;9;20;3;3;6;2;4;6;;;;;;;7/11 (64%);4/11 (36%);11/22 (50%);2/11 (18%);2/12 (17%);4/23 (17%);2/6 (33%);5/7 (71%);7/13 (54%);4/4 (100%);5/11 (45%);9/15 (60%);19;33;52;24;30;54;15;17;1;2;3;4;1;5;0;0;0;0;1;1;3;2;5;3;5;8;9/25 (36%);9/28 (32%);18/53 (34%);8/27 (30%);6/22 (27%);14/49 (29%);2;0;2;0;0;0;245;181;426;208;108;316;53;61;114;53;57;110;;;;;;;6;2;8;1;3;4;2;2;4;4;5;9;4;1;5;2;3;5;2;2;4;6;6;12;3;11;14;9;6;15;8;4;12;7;9;16;0;5;5;0;4;4;0.0;2019-10-20;-4.0;47.0;26.0;11.0;-16.0;39.0;46.0;23.0;7.0;-16.0;-14.0;-7.0;-78.0;-48.0;-30.0;-18.0;-12.0;-9.0;-7.0;29.0;6.0;3.0;-7.0;-43.0;-100.0;-90.0;-54.0;-34.0;-19.0;-7.0;52.0;28.0;30.0;11.0;14.0;10.0;9.0;-13.0;-10.0;-36.0;-2.0;3.0;35.0;45.0;22.0;-10.0;56.0;27.0;-17.0;-2.0;-3.0;-3.0;6.0;-7.0;14.0;6.0;-87.0;8.0;2.0;21.0;12.0;28.0;17.0;4.0;53.0;27.0;10.0;-49.0;-13.0;-16.0;-14.0;19.0;16.0;98.0;60.0;14.0;-20.0;-14.0;-9.0;-4.0;-16.0;-72.0;-26.0;-25.0;-53.0;-29.0;-36.0;-30.0;-33.0;-11.0;-19.0;31.0;2.0;11:00:00;1.0;SPA;CAG
SAM X ROM 20-10-2019;209 (82%);225 (87%);434 (85%);82 (63%);102 (75%);184 (69%);10;7;17;7;8;15;65%;66%;66%;35%;34%;34%;;;;;;;;;;;;;0;2;2;0;3;3;9;11;20;8;18;26;3;6;9;4;3;7;0;0;0;0;1;1;2/9 (22%);4/20 (20%);6/29 (21%);2/9 (22%);1/12 (8%);3/21 (14%);1/3 (33%);9/14 (64%);10/17 (59%);1/5 (20%);4/6 (67%);5/11 (45%);24;27;51;17;28;45;10;14;0;4;4;0;1;1;;;;;;;4;3;7;7;8;15;13/28 (46%);14/24 (58%);27/52 (52%);7/26 (27%);9/26 (35%);16/52 (31%);1;0;1;2;3;5;254;258;512;131;136;267;70;71;141;78;61;139;0;1;1;0;0;0;0;4;4;1;7;8;1;5;6;1;3;4;0;1;1;0;4;4;1;4;5;0;3;3;6;6;12;4;13;17;1;8;9;1;10;11;2;2;4;2;1;3;0.0;2019-10-20;-10.0;34.0;20.0;10.0;4.0;5.0;3.0;-3.0;-4.0;-5.0;-6.0;-7.0;-7.0;-7.0;-25.0;26.0;-8.0;-8.0;-17.0;-6.0;42.0;37.0;-6.0;16.0;-36.0;-15.0;19.0;-11.0;-11.0;-51.0;-31.0;-16.0;-16.0;-5.0;-27.0;-8.0;-5.0;-2.0;-4.0;-7.0;-21.0;-8.0;5.0;-8.0;-58.0;8.0;-36.0;-46.0;-35.0;-39.0;-24.0;-39.0;-16.0;-27.0;-53.0;-59.0;2.0;-32.0;-25.0;-19.0;-34.0;-18.0;-10.0;-4.0;-13.0;-36.0;-27.0;-11.0;21.0;69.0;37.0;14.0;-26.0;16.0;-10.0;-29.0;-23.0;-51.0;-5.0;-35.0;26.0;6.0;14.0;-25.0;-41.0;-25.0;-10.0;55.0;36.0;66.0;83.0;45.0;0.0;11:00:00;0.0;ROM;SAM
UDI X TOR 20-10-2019;212 (83%);207 (86%);419 (84%);136 (75%);83 (67%);219 (72%);8;13;21;9;6;15;58%;67%;62%;42%;33%;38%;0;0;0;1;0;1;0;0;0;2;0;2;0;4;4;4;4;8;12;7;19;6;15;21;1;3;4;4;2;6;;;;;;;0/6 (0%);6/11 (55%);6/17 (35%);1/9 (11%);1/5 (20%);2/14 (14%);3/7 (43%);4/9 (44%);7/16 (44%);5/8 (63%);4/7 (57%);9/15 (60%);22;34;56;29;33;62;20;15;2;1;3;1;2;3;0;0;0;1;0;1;8;5;13;6;2;8;15/30 (50%);27/40 (68%);42/70 (60%);14/27 (52%);10/32 (31%);24/59 (41%);0;0;0;0;1;1;255;242;497;182;124;306;66;66;132;73;59;132;;;;;;;0;6;6;4;3;7;1;3;4;4;2;6;1;2;3;3;1;4;2;3;5;7;4;11;7;8;15;7;13;20;2;9;11;11;7;18;1;2;3;1;2;3;0.0;2019-10-20;10.0;6.0;-7.0;-48.0;-31.0;-21.0;85.0;43.0;-45.0;-13.0;-11.0;21.0;-26.0;-18.0;-10.0;-8.0;-6.0;3.0;-2.0;1.0;15.0;54.0;16.0;63.0;40.0;20.0;8.0;-15.0;-20.0;-12.0;-5.0;18.0;35.0;61.0;17.0;-11.0;42.0;47.0;21.0;7.0;23.0;11.0;-56.0;-32.0;-46.0;38.0;-48.0;-28.0;-32.0;-41.0;-31.0;-22.0;-18.0;-13.0;-45.0;-29.0;20.0;-22.0;-24.0;-31.0;-10.0;-3.0;3.0;2.0;3.0;-7.0;34.0;11.0;23.0;1.0;-19.0;-8.0;-8.0;-5.0;20.0;9.0;4.0;-4.0;6.0;-21.0;-18.0;-15.0;-14.0;-34.0;-26.0;-24.0;-37.0;-28.0;-6.0;9.0;-10.0;5.0;1.0;11:00:00;1.0;TOR;UDI
PRM X GEN 20-10-2019;180 (80%);255 (87%);435 (84%);141 (78%);107 (72%);248 (76%);12;9;21;7;12;19;57%;68%;63%;43%;32%;37%;2;0;2;2;0;2;2;0;2;2;1;3;4;1;5;5;1;6;4;3;7;18;17;35;1;6;7;2;1;3;;;;;;;3/15 (20%);9/28 (32%);12/43 (28%);1/6 (17%);0/4 (0%);1/10 (10%);5/6 (83%);4/5 (80%);9/11 (82%);6/8 (75%);5/8 (63%);11/16 (69%);29;22;51;27;29;56;12;9;1;1;2;2;2;4;;;;;;;7;5;12;5;4;9;13/28 (46%);12/18 (67%);25/46 (54%);6/18 (33%);12/29 (41%);18/47 (38%);;;;;;;225;292;517;180;148;328;78;78;156;62;63;125;;;;;;;4;6;10;7;3;10;2;5;7;5;4;9;2;3;5;4;3;7;4;3;7;7;5;12;6;7;13;11;4;15;8;9;17;14;8;22;1;1;2;1;0;1;1.0;2019-10-20;4.0;5.0;-43.0;-19.0;-16.0;-13.0;-17.0;-31.0;-19.0;-11.0;-7.0;15.0;-6.0;45.0;32.0;7.0;-27.0;-16.0;-2.0;-14.0;-7.0;-2.0;14.0;1.0;-26.0;-14.0;-82.0;51.0;1.0;26.0;47.0;98.0;50.0;46.0;25.0;3.0;43.0;16.0;-12.0;-23.0;13.0;5.0;-4.0;-4.0;-36.0;55.0;-24.0;45.0;-56.0;-10.0;-9.0;-31.0;-72.0;-44.0;-72.0;-93.0;23.0;-60.0;-73.0;-44.0;-53.0;-5.0;-3.0;14.0;45.0;35.0;-22.0;21.0;31.0;19.0;33.0;13.0;6.0;2.0;-5.0;-4.0;-43.0;49.0;25.0;14.0;4.0;3.0;8.0;-7.0;-4.0;-1.0;-24.0;-17.0;-37.0;10.0;-59.0;-113.0;5.0;14:00:00;1.0;GEN;PRM
MIL X LEC 20-10-2019;129 (74%);109 (71%);238 (72%);277 (89%);245 (84%);522 (87%);2;8;10;3;12;15;37%;35%;36%;63%;65%;64%;0;1;1;1;0;1;0;2;2;1;1;2;2;0;2;3;3;6;12;12;24;4;9;13;1;1;2;5;3;8;1;0;1;0;0;0;2/6 (33%);4/8 (50%);6/14 (43%);1/9 (11%);4/16 (25%);5/25 (20%);2/4 (50%);7/8 (88%);9/12 (75%);8/13 (62%);7/9 (78%);15/22 (68%);18;29;47;19;34;53;12;13;3;1;4;1;3;4;0;0;0;0;1;1;2;7;9;6;7;13;12/29 (41%);16/32 (50%);28/61 (46%);16/22 (73%);12/23 (52%);28/45 (62%);0;2;2;1;0;1;175;154;329;312;291;603;58;68;126;55;78;133;;;;;;;2;4;6;8;7;15;3;2;5;5;5;10;1;5;6;4;2;6;4;3;7;4;3;7;7;9;16;3;9;12;6;7;13;12;10;22;1;1;2;0;1;1;2.0;2019-10-20;-8.0;10.0;12.0;52.0;59.0;79.0;87.0;56.0;45.0;29.0;20.0;34.0;73.0;44.0;34.0;60.0;34.0;22.0;-18.0;7.0;11.0;26.0;35.0;17.0;91.0;55.0;29.0;13.0;18.0;-5.0;1.0;-7.0;-4.0;23.0;8.0;-4.0;-2.0;-21.0;-25.0;-5.0;;2.0;4.0;4.0;3.0;5.0;18.0;2.0;-21.0;-6.0;43.0;36.0;57.0;40.0;24.0;16.0;-24.0;12.0;4.0;1.0;-112.0;-68.0;-39.0;-66.0;-4.0;14.0;-21.0;-22.0;-2.0;-3.0;-10.0;34.0;37.0;27.0;15.0;18.0;9.0;37.0;-8.0;22.0;80.0;48.0;29.0;-37.0;-8.0;-54.0;-27.0;51.0;29.0;-8.0;25.0;-6.0;2.0;16:45:00;0.0;LEC;MIL
BCA X FIO 21-10-2019;218 (80%);141 (75%);359 (78%);151 (73%);109 (66%);260 (70%);7;11;18;5;13;18;56%;54%;55%;44%;46%;45%;0;0;0;1;0;1;0;0;0;1;0;1;1;3;4;0;0;0;6;6;12;2;18;20;1;8;9;4;2;6;;;;;;;2/3 (67%);4/15 (27%);6/18 (33%);1/8 (13%);2/7 (29%);3/15 (20%);2/4 (50%);2/4 (50%);4/8 (50%);2/7 (29%);2/3 (67%);4/10 (40%);26;20;46;20;28;48;16;10;0;1;1;2;2;4;;;;;;;12;3;15;7;4;11;14/39 (36%);12/30 (40%);26/69 (38%);13/25 (52%);5/32 (16%);18/57 (32%);0;0;0;1;1;2;271;187;458;207;166;373;73;75;148;82;76;158;;;;;;;4;7;11;1;1;2;2;3;5;1;1;2;2;2;4;0;1;1;1;1;2;0;1;1;13;2;15;7;6;13;5;8;13;1;2;3;0;3;3;0;0;0;0.0;2019-10-21;-10.0;-7.0;-7.0;-26.0;62.0;32.0;16.0;10.0;11.0;1.0;6.0;-7.0;-35.0;-13.0;-13.0;-12.0;-13.0;50.0;32.0;15.0;25.0;7.0;-5.0;-27.0;-19.0;-14.0;-12.0;-9.0;-15.0;-12.0;-11.0;-10.0;-3.0;-4.0;3.0;3.0;-29.0;-9.0;6.0;2.0;-27.0;-3.0;15.0;12.0;10.0;34.0;16.0;-25.0;-9.0;-1.0;-1.0;-1.0;3.0;2.0;3.0;8.0;19.0;7.0;6.0;-9.0;-2.0;24.0;70.0;54.0;30.0;18.0;1.0;-33.0;-8.0;-48.0;-77.0;-48.0;-30.0;-32.0;-59.0;-56.0;-24.0;-3.0;-14.0;-3.0;-71.0;-42.0;-21.0;-23.0;-10.0;-18.0;-15.0;-2.0;-10.0;-11.0;-11.0;-45.0;0.0;17:00:00;0.0;FIO;BCA
HEL X SAS 25-10-2019;157 (79%);106 (68%);263 (74%);159 (80%);183 (78%);342 (79%);11;13;24;7;6;13;50%;39%;45%;50%;61%;55%;1;1;2;1;1;2;1;1;2;1;1;2;5;1;6;0;1;1;6;17;23;12;7;19;5;1;6;3;6;9;0;0;0;0;1;1;0/6 (0%);0/2 (0%);0/8 (0%);2/9 (22%);2/22 (9%);4/31 (13%);5/7 (71%);1/2 (50%);6/9 (67%);2/4 (50%);5/6 (83%);7/10 (70%);29;29;58;17;24;41;13;18;3;1;4;3;0;3;0;1;1;0;2;2;5;8;13;3;4;7;6/22 (27%);5/30 (17%);11/52 (21%);20/36 (56%);15/29 (52%);35/65 (54%);1;2;3;1;3;4;199;157;356;199;235;434;63;77;140;65;94;159;;;;;;;3;3;6;3;5;8;1;5;6;0;3;3;3;1;4;3;1;4;6;4;10;0;0;0;5;9;14;3;6;9;9;7;16;3;5;8;2;3;5;5;0;5;1.0;2019-10-25;-10.0;-11.0;-7.0;-1.0;5.0;4.0;-6.0;7.0;2.0;7.0;12.0;-16.0;-26.0;-17.0;-6.0;-3.0;-1.0;-7.0;-11.0;-11.0;-5.0;-8.0;-20.0;-81.0;-51.0;-44.0;-24.0;-14.0;23.0;1.0;2.0;-20.0;-22.0;-22.0;-15.0;31.0;22.0;25.0;20.0;15.0;-43.0;-21.0;-6.0;-13.0;53.0;-23.0;-32.0;-18.0;-8.0;20.0;2.0;4.0;-5.0;-8.0;17.0;11.0;-23.0;9.0;16.0;38.0;42.0;43.0;42.0;-53.0;-15.0;-12.0;-5.0;-28.0;-3.0;-24.0;-15.0;-6.0;-3.0;30.0;30.0;85.0;55.0;66.0;-46.0;42.0;35.0;18.0;22.0;14.0;61.0;39.0;9.0;18.0;37.0;-24.0;27.0;-22.0;0.0;16:45:00;-1.0;SAS;HEL
LEC X JUV 26-10-2019;321 (89%);239 (87%);560 (88%);103 (74%);87 (70%);190 (72%);12;4;16;3;3;6;72%;70%;71%;28%;30%;29%;2;2;4;0;0;0;2;3;5;0;1;1;7;2;9;0;0;0;6;2;8;8;16;24;5;9;14;1;2;3;0;0;0;1;0;1;2/8 (25%);3/19 (16%);5/27 (19%);1/5 (20%);2/5 (40%);3/10 (30%);9/11 (82%);6/9 (67%);15/20 (75%);2/8 (25%);2/3 (67%);4/11 (36%);34;18;52;14;22;36;14;11;2;2;4;1;2;3;0;1;1;0;0;0;5;4;9;4;5;9;18/26 (69%);15/24 (63%);33/50 (66%);15/33 (45%);10/26 (38%);25/59 (42%);3;0;3;1;2;3;360;274;634;140;124;264;61;66;127;56;52;108;;;;;;;11;9;20;3;3;6;7;5;12;5;0;5;1;3;4;2;3;5;4;1;5;4;0;4;9;4;13;8;8;16;15;10;25;7;3;10;0;1;1;2;2;4;1.0;2019-10-26;-8.0;11.0;-14.0;-34.0;-80.0;-57.0;-90.0;-81.0;-22.0;-3.0;-7.0;-33.0;-3.0;-11.0;-6.0;-16.0;-15.0;-35.0;-47.0;-66.0;-41.0;-59.0;-1.0;-84.0;-50.0;28.0;4.0;31.0;15.0;3.0;-8.0;-11.0;-28.0;28.0;-51.0;-37.0;-28.0;-25.0;-27.0;-15.0;17.0;-13.0;-15.0;-12.0;-44.0;24.0;-31.0;-53.0;-34.0;-19.0;-13.0;39.0;98.0;56.0;29.0;10.0;43.0;1.0;-12.0;-19.0;-48.0;-59.0;-39.0;-26.0;36.0;4.0;-18.0;46.0;-15.0;-15.0;-20.0;-20.0;-23.0;-14.0;-34.0;-23.0;-20.0;-55.0;24.0;-58.0;-40.0;-17.0;-40.0;-17.0;-8.0;-4.0;-17.0;-67.0;-83.0;4.0;-76.0;-74.0;1.0;11:00:00;0.0;JUV;LEC
