game;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5
UNB X EBR 18-03-2016;-6;-14;-2;-2;27;18;16;10;7;8;10;-3;7;50;25.0;19;11;12;9;6;8;-5;-42;-29;-12.0;-7;-9;-4;-15;-9.0;6;-5.0;-7;30;6;1;1;-29;-9;7;;1;42;33;15;33;15;40;22;29;19;12;6;5;3;78;16;52;27;-74;-27;-15;-18;-4;9;6;9;30;82;30;28;18;16;40;31;19;17;11;22;-4;7;9;1;-4;76;14;9;1;7;-34;61;10.0
SCP X DUI 18-03-2016;1;-30;36;14;6;-5;7;2;-5;-1;6;1;3;7;5.0;59;35;36;27;56;25;-45;1;-22;-8.0;-7;31;24;10;1.0;-45;-57.0;-13;30;-12;-11;-2;-5;-12;-30;20.0;-16;-38;-21;-11;23;-3;2;3;-19;-13;-6;-2;12;-19;-5;19;-16;-8;-4;2;2;3;3;-4;2;-4;-20;42;24;16;6;5;1;-9;-8;-8;-8;36;-3;2;1;-4;2;1;22;14;5;4;11;2;-30.0
DUS X KAI 19-03-2016;1;-35;-15;-8;-29;-11;6;1;1;7;4;40;7;10;11.0;6;-5;6;-5;-1;-50;-34;59;-26;-20.0;-18;-7;5;-6;-3.0;5;6.0;77;45;56;27;5;77;-51;-1;-10.0;-1;-31;-14;-12;27;-31;26;2;-10;-13;-10;-12;-11;-15;-32;-75;-43;-64;-42;-28;26;-15;-79;-51;-9;-11;-32;71;50;30;15;-22;-8;-12;19;10;-27;-21;-7;29;11;-12;-2;-27;-15;-15;-9;9;-18;-2;65.0
SAN X STP 19-03-2016;-6;-47;-23;20;2;6;-16;-13;-15;-9;-6;-8;-3;5;-6.0;-7;5;-1;20;1;1;-31;-25;-48;-30.0;-17;-15;-12;-4;-2.0;-6;-3.0;6;-16;-40;-52;-35;-20;-12;-4;0.0;1;9;9;9;-5;-6;5;-1;-6;45;23;7;-11;-4;-1;-8;-1;-1;-6;-4;20;8;-6;-1;-21;-10;-5;-16;-10;-6;-2;-2;-6;-9;-11;-7;15;-2;5;8;-6;5;40;23;13;7;8;6;-77;-1;90.0
NUR X RBL 20-03-2016;1;-6;-4;5;-1;-31;-22;-44;-22;-8;-8;15;-5;-31;-24.0;-15;-9;-5;-1;-21;-43;-19;44;-15;-7.0;27;57;84;51;36.0;16;12.0;34;26;31;24;6;14;7;4;-10.0;7;55;29;39;20;10;7;2;-74;-37;-24;-2;-9;-28;-10;11;32;16;32;23;15;3;3;2;3;33;10;100;71;93;51;28;15;84;47;34;21;7;62;32;20;32;24;-65;-25;-14;-14;-13;-6;-22;145.0
MUN X ARM 20-03-2016;-1;-5;-3;6;7;14;9;5;-10;-9;-1;6;76;39;29.0;13;7;1;-9;-1;6;5;8;-3;-8.0;-2;-9;-63;-40;-36.0;-34;-47.0;-27;5;-58;-71;-39;-24;38;-3;-60.0;-14;-5;-4;-9;38;-36;-22;-14;-15;-5;-42;-61;-37;29;2;22;2;2;-2;-3;-43;-22;-14;-14;-10;-9;8;-7;4;3;-37;-16;-16;-11;-28;-15;-11;4;-17;-1;-2;-1;-2;-6;19;7;-22;-51;3;-1;10.0
BOC X FUR 20-03-2016;-1;-9;-6;-9;-86;-56;-28;-17;-10;-1;5;5;1;-1;-1.0;-1;-21;-13;-8;-10;-12;-46;32;-15;-11.0;-3;3;5;64;41.0;21;20.0;24;23;12;4;10;53;100;3;15.0;3;4;5;-9;8;7;2;42;26;72;43;27;19;22;-29;4;-50;-18;42;-39;-9;-6;-83;-51;-26;52;2;17;17;15;15;10;7;-5;-4;41;52;-1;32;25;16;7;2;-20;-20;-11;-5;6;-6;33;85.0
SCF X KAR 21-03-2016;1;7;-29;-13;-2;7;-4;-4;-5;-32;42;6;13;14;10.0;14;7;5;4;3;-4;2;4;2;-9.0;7;2;2;2;3.0;-24;-6.0;7;3;22;14;16;10;7;4;;3;2;6;34;3;80;100;75;55;31;-30;-3;-2;61;100;-4;68;40;24;30;13;3;-4;11;5;44;-15;27;12;7;5;11;2;-4;6;3;2;-8;2;-9;6;-4;6;-4;-4;6;3;2;-3;2;70.0
EBR X SCP 01-04-2016;1;-10;7;50;71;66;28;17;2;-30;-53;36;-25;42;16.0;13;16;10;-29;-9;-4;42;-74;88;55.0;93;91;52;31;18.0;5;40.0;23;-30;13;47;28;33;19;-6;20.0;5;-1;-21;-7;-16;60;34;22;16;6;-3;2;-3;-10;-4;-100;12;2;-39;-69;-39;-2;7;-9;-39;-44;-71;-31;-22;-11;-6;7;44;73;35;22;13;-35;-19;-10;6;46;33;27;22;13;5;3;-60;42;35.0
STP X UNB 01-04-2016;1;-16;-10;-11;-3;5;30;17;-11;-5;-22;-1;-24;-64;-36.0;-16;-7;6;5;-5;-40;-23;-15;-13;-12.0;21;56;34;15;5.0;27;8.0;-5;-9;-40;-57;-30;41;14;1;0.0;1;31;19;13;-6;-9;7;2;2;-4;2;-3;12;1;2;5;2;-4;-5;7;8;10;8;36;22;14;-1;9;6;17;-49;-21;32;6;3;6;9;-51;8;-40;-24;-19;-11;-1;2;32;10;6;-34;6;15.0
DUI X HEI 01-04-2016;1;-6;41;17;13;13;3;6;-5;6;3;-5;22;38;24.0;44;27;-80;-39;-52;-13;-7;-2;57;39.0;36;20;-40;-49;-24.0;-14;-7.0;-5;-6;32;13;4;-4;2;-19;-5.0;-4;-6;-2;42;-3;-79;-35;-19;-5;12;10;2;2;42;20;-1;-19;-2;2;-1;12;4;-4;7;4;-49;6;-21;-10;-5;-2;8;6;-4;2;-4;2;-40;-4;2;-4;-31;-12;-16;-3;6;5;28;-20;23;40.0
ARM X DUS 02-04-2016;1;-10;-3;-6;6;41;27;-39;-31;-12;-9;1;-9;7;5.0;4;3;23;40;65;35;2;1;-18;-11.0;-8;-3;12;14;4.0;4;-19.0;42;25;19;8;6;16;8;2;0.0;2;2;-4;1;10;1;-5;-2;-5;-2;1;1;15;5;-20;1;-49;-28;-22;-17;-13;-4;-2;41;19;17;-5;11;7;-20;-39;-53;-35;-20;-19;-33;31;-6;9;1;-4;16;13;13;19;12;7;-44;6;-33;0.0
RBL X BOC 02-04-2016;7;-16;-18;-4;7;35;17;17;11;7;-24;11;-16;-3;-35.0;-35;-17;-18;-5;2;42;21;8;9;1.0;2;45;34;29;62.0;51;31.0;32;57;23;45;30;2;15;15;15.0;7;3;31;13;50;2;76;44;59;100;70;86;51;27;15;31;13;4;47;68;100;100;74;41;41;-30;19;-9;11;42;24;17;50;59;32;14;9;12;2;1;11;1;1;-25;-13;-18;-85;-50;-24;-72;-5.0
KAI X SAN 03-04-2016;1;50;33;19;14;15;12;8;12;13;14;6;15;10;12.0;8;1;32;15;1;-8;-71;1;-17;-13.0;-5;-35;28;1;-53.0;-33;-60.0;-35;42;-28;-21;-10;18;10;-33;-35.0;-22;-14;-5;34;27;19;15;17;23;15;12;-37;-14;-6;4;57;4;13;5;6;-57;-28;-53;-33;-16;-34;65;-24;-71;-41;31;6;-4;5;4;-4;6;26;8;10;-29;-17;31;62;37;25;11;5;14;31;85.0
FSV X NUR 03-04-2016;-1;-26;-13;-3;4;-2;-2;-2;-6;-5;-4;-1;29;9;-7.0;-1;-1;-3;-7;-34;-25;-16;-6;30;-31.0;-9;-35;-16;-17;-8.0;-10;-4.0;-3;-5;25;12;7;-6;5;-6;-5.0;-5;-9;-12;74;-9;27;15;7;-37;-25;-91;-60;-42;-24;-23;-46;-17;-43;-9;-4;2;-9;-6;-29;-21;-100;-33;-86;-100;-95;-65;-58;-38;-41;-26;-24;-16;-20;-13;-18;-18;-47;-35;-28;-23;-90;-53;-38;-18;-99;-5.0
KAR X MUN 03-04-2016;1;6;10;7;-4;-3;-76;-39;-27;-9;-9;1;1;6;30.0;28;13;9;6;3;37;34;36;16;16.0;46;21;13;89;54.0;31;40.0;100;17;55;100;69;36;17;16;;5;4;4;4;6;2;32;19;17;11;27;9;11;-40;-13;-4;-8;-100;-66;-35;41;1;-50;-18;-5;6;2;1;5;3;2;7;55;34;21;13;8;22;2;2;7;-19;52;26;16;40;26;3;8;2;20.0
FUR X SCF 04-04-2016;-36;1;-5;-27;-11;-6;-4;-2;60;55;33;-20;14;8;-50.0;-30;76;34;-20;4;13;2;-87;2;3.0;2;-40;-57;-38;-27.0;-16;21.0;16;-56;10;6;9;14;13;1;5.0;-5;-3;-2;-1;-28;75;43;20;11;6;10;34;20;-76;-38;-14;-18;-53;-27;-51;-30;-14;40;68;46;26;-8;-47;44;-42;-61;-92;-48;36;45;35;31;5;-35;-31;66;41;24;27;28;22;17;16;3;6;35.0
HEI X EBR 08-04-2016;-2;-9;-37;-23;-15;-11;34;16;8;-7;-2;-7;-6;-45;-63.0;-39;-25;-16;-8;-4;-4;24;-11;-32;-53.0;-38;-21;-13;-10;-7.0;-2;1.0;-4;-18;-6;-100;-69;-35;-9;6;20.0;49;31;20;14;-42;84;54;33;17;11;-4;67;40;41;6;-26;11;28;18;11;2;-6;-5;-4;-3;5;-21;-31;-58;-35;-22;135;100;74;73;42;4;-14;-1;-1;-64;-39;-18;-11;-7;-1;-1;-5;-9;-33;35.0
MUN X FUR 08-04-2016;1;1;2;1;2;2;2;-4;2;7;4;1;3;3;53.0;32;20;7;10;3;33;25;-75;32;15.0;50;24;15;9;-29.0;-9;37.0;-29;-37;-4;2;36;25;23;2;-5.0;7;4;2;31;37;23;8;5;23;16;9;96;57;32;24;29;14;1;1;1;1;5;-5;56;32;19;18;-30;-10;-10;41;16;12;8;10;4;3;7;22;14;33;20;18;20;42;29;28;17;5;1;5.0
SCP X UNB 08-04-2016;-1;-31;-40;-26;18;-78;-54;-38;-24;-13;-4;-1;-43;-100;-74.0;-46;-29;-16;-9;-12;-9;38;-1;37;10.0;4;5;-3;-9;-25.0;-96;-58.0;-86;8;-51;-30;-13;19;14;-2;-35.0;34;18;69;40;-8;27;17;4;29;14;-22;-9;-1;34;22;-3;53;25;13;14;7;-2;-2;34;17;4;-4;41;23;30;16;29;17;29;14;7;1;-79;3;-2;-1;-2;-3;-3;-8;-6;-5;4;-49;4;0.0
SAN X ARM 09-04-2016;-5;1;6;3;-5;-5;-2;-1;1;1;1;-7;-45;-30;-17.0;-84;76;19;25;19;41;28;-9;66;42.0;49;39;54;30;19.0;31;14.0;3;-10;3;-4;2;1;13;2;5.0;23;10;8;6;-5;5;-29;-13;-6;-30;-24;-19;-12;-14;-3;-2;-7;24;-17;-8;14;-7;-9;-10;-32;-26;1;-21;-19;-22;-17;-91;-55;-34;-20;-93;-55;-5;-59;-100;-75;-60;-32;-23;-4;39;26;18;-1;15;-5.0
BOC X FSV 09-04-2016;-11;41;15;14;10;6;1;6;48;64;43;6;26;15;31.0;16;84;85;56;72;23;-40;1;-10;-5.0;-25;36;42;25;35.0;43;99.0;53;-75;62;36;11;1;2;1;-10.0;1;31;18;51;-48;65;38;20;52;48;-40;-8;31;11;5;-27;11;6;-40;-42;-30;-23;-13;-5;-1;1;-16;1;30;19;-79;-68;-39;-23;-17;-3;6;-29;5;4;-4;-13;22;4;-34;-12;21;76;-11;1;50.0
KAI X KAR 10-04-2016;-1;-6;5;-11;5;60;34;20;7;-12;-4;-1;-3;14;-12.0;-7;-5;-4;-4;-2;4;-2;-5;4;1.0;-2;4;6;2;40.0;23;12.0;6;-3;2;-7;-5;-4;-3;-2;15.0;-1;-2;-1;60;-7;34;20;7;3;-7;-4;-2;10;9;5;-4;43;25;14;7;9;-6;-1;30;16;19;-3;11;11;4;7;3;-31;-12;-8;-10;-21;-7;-11;15;13;28;12;6;2;-6;-9;-6;5;-4;30.0
NUR X DUI 10-04-2016;1;46;28;17;10;3;-5;-6;-3;-1;-65;1;-37;-1;-5.0;51;33;22;9;19;15;16;-5;7;72.0;50;37;24;-73;-36.0;-49;-22.0;-5;-1;9;13;12;-28;-12;5;-10.0;32;24;9;-46;6;-21;-13;-46;62;25;7;1;5;2;-4;8;-94;-48;-7;77;45;10;37;-34;-6;32;5;15;38;27;17;60;27;21;44;28;64;4;40;60;35;22;16;11;-9;-6;-2;-5;53;-56;5.0
SCF X STP 10-04-2016;61;-8;-1;2;37;3;-29;-20;-6;-5;2;41;2;2;37.0;23;16;12;10;11;-22;-6;45;-5;9.0;4;17;53;59;100.0;79;69.0;38;100;21;7;9;-5;6;-40;;-15;-10;-2;-2;62;-6;-9;20;11;6;-136;-78;-49;-30;-19;3;75;42;19;5;2;5;-6;-3;6;3;2;2;2;2;-5;-1;-19;-86;-55;-31;-18;1;-3;-5;6;64;43;46;100;62;38;18;-23;9;-80.0
DUS X RBL 11-04-2016;-1;-6;-45;-28;25;8;79;49;23;11;5;-5;-42;-41;-19.0;65;30;-21;-2;-21;-8;-6;90;-13;-9.0;4;4;-2;-2;-62.0;-67;-46.0;-8;90;-11;-3;-2;-1;-8;-37;-75.0;-22;-19;-57;-100;52;-54;-28;36;25;26;15;14;11;-15;6;50;5;8;15;15;9;11;11;11;7;9;34;6;3;2;-95;-55;-22;-12;-6;3;2;8;1;6;4;-5;-5;-2;-6;-28;-15;-8;1;-4;
FSV X SCP 15-04-2016;-5;1;1;1;6;9;6;-5;-19;-6;-3;11;-6;-3;1.0;6;-5;6;4;3;7;-10;10;6;2.0;42;45;33;20;18.0;8;4.0;3;6;2;2;2;-10;31;16;-5.0;41;31;16;6;4;-78;-49;-27;-24;-26;-12;-10;-4;-4;-4;3;-5;-5;-41;-27;23;35;-74;-20;-15;-13;2;-13;2;-4;2;6;6;5;10;32;20;1;9;7;-29;-14;-6;-2;2;4;-9;22;1;67;65.0
DUI X MUN 15-04-2016;1;-31;-18;-10;25;19;11;6;9;23;53;1;51;-31;5.0;1;-2;-8;-3;-52;-31;-44;5;-26;-15.0;-6;-3;-1;-5;-3.0;10;9.0;-6;3;5;2;-1;-1;4;-6;0.0;-8;5;-1;-1;1;-6;-4;-4;4;-2;-37;-17;-16;-5;-4;-6;-32;-19;-12;-11;-80;-38;-21;-11;-4;-34;-2;-17;-9;-4;-1;3;78;52;37;28;23;-6;28;16;39;22;13;6;78;14;48;28;-44;17;-35.0
RBL X SAN 15-04-2016;1;43;47;12;14;5;-3;-1;-3;3;7;-10;-38;-7;-1.0;3;2;56;34;26;17;-24;-34;-40;-27.0;-20;-10;22;13;45.0;28;100.0;64;-20;44;20;13;-4;2;2;0.0;-4;2;11;-57;-9;-26;29;5;5;50;43;21;21;60;40;8;26;19;13;-72;-37;-19;-3;4;3;4;-23;4;-43;43;72;45;34;25;14;11;38;-8;24;36;18;12;12;14;9;27;18;12;8;3;70.0
STP X BOC 16-04-2016;-1;-6;-44;-36;-17;-9;50;28;47;22;7;-1;-1;-1;-72.0;-63;50;12;26;20;13;3;-5;41;22.0;12;1;49;25;19.0;20;16.0;5;40;12;31;-31;-9;-1;-21;0.0;-13;15;4;2;21;2;6;42;60;40;24;14;5;-6;50;12;-31;40;42;25;11;84;46;26;10;11;6;1;-1;5;3;-41;-43;-26;-21;-18;-33;4;-48;-29;-22;40;37;99;63;77;-61;-7;-10;5;-5.0
KAR X NUR 16-04-2016;-1;1;4;-7;-2;-3;9;2;1;-12;-2;-1;-2;-2;-32.0;-14;-9;-1;-12;-5;-4;-3;-1;-22;-12.0;-47;-33;-14;-37;51.0;14;-20.0;-11;-36;-9;-69;-35;76;33;6;0.0;3;1;-2;19;-22;8;3;-2;-7;29;12;5;1;54;28;-9;-22;-34;-22;-18;-7;-4;4;-2;3;-7;-6;29;13;6;2;6;-1;-51;-30;-9;-6;-4;9;5;-6;-33;-20;-13;39;52;32;13;4;-61;40.0
UNB X HEI 17-04-2016;-1;-29;-20;-16;-13;-7;-1;2;1;47;29;47;13;8;11.0;4;-19;-8;-4;41;97;64;23;38;82.0;16;9;10;6;1.0;51;30.0;17;14;10;16;6;8;5;-5;0.0;1;-20;-10;-5;14;-6;-32;-36;-15;-48;-22;27;16;5;2;9;7;33;-29;-34;-13;-7;-5;2;3;2;3;-9;-13;-2;6;-5;-19;-5;-2;-6;-17;3;-8;-14;-2;6;54;33;16;9;11;-5;3;1;15.0
ARM X KAI 17-04-2016;1;-4;-2;41;25;45;27;-20;-4;-31;-22;5;-14;-8;-25.0;-44;-27;29;6;4;3;61;4;13;6.0;3;10;21;-22;-5.0;-3;4.0;-6;-5;-3;-53;-47;-39;-24;-10;-5.0;-2;31;13;8;41;10;37;20;13;8;10;4;-5;36;26;29;15;4;-5;11;4;3;22;44;26;-25;-30;-4;-78;-43;-20;-9;-5;-5;-21;-17;30;-6;11;7;5;-60;-35;-21;-12;15;18;11;-3;-20;-10.0
FUR X DUS 17-04-2016;6;1;75;41;24;15;9;1;1;-95;-70;3;-41;-23;-18.0;-3;76;44;27;17;6;2;-25;2;-4.0;42;44;-44;32;13.0;1;2.0;19;-7;-29;-5;22;16;84;7;-10.0;-4;-1;-32;-30;-8;-25;-16;-40;-28;-17;-11;-13;-16;-10;-56;-10;-39;50;-61;-22;20;25;40;67;31;13;-10;-19;-13;-14;-6;-2;-38;-26;-19;-10;-4;-3;7;5;4;3;2;-40;-57;-43;-20;-12;-2;-8;20.0
EBR X SCF 18-04-2016;1;25;15;4;2;1;1;1;6;4;-30;1;36;17;50.0;35;29;15;14;6;4;-5;30;-5;-2.0;-6;-12;-6;-2;2.0;6;11.0;7;13;6;9;31;24;21;13;70.0;-39;-10;-9;7;3;-3;13;49;31;15;86;42;24;91;56;2;34;23;45;23;20;38;29;22;35;22;1;8;-79;-47;-33;-18;32;20;13;5;-9;6;-8;-43;-29;-20;-14;-8;-1;-35;-15;-18;8;-10;-90.0
DUS X STP 22-04-2016;6;2;9;3;-3;-2;-3;-5;-5;48;24;3;-33;-27;-18.0;-16;-6;-3;30;11;6;23;4;8;32.0;29;82;77;41;21.0;11;2.0;5;-3;7;4;2;1;-1;5;-5.0;-41;-19;-41;-30;73;-23;-11;-7;30;16;14;3;-61;-77;-46;40;-23;-18;-6;-1;-1;-1;-1;-1;5;7;22;8;35;-76;-33;50;-41;-11;-6;-4;-1;10;1;-6;-2;-1;-41;-45;-21;-13;-8;-7;9;30;40.0
SCF X DUI 22-04-2016;1;42;56;34;15;6;4;23;16;17;-28;1;-7;-3;13.0;8;84;52;37;-34;-1;-5;2;-1;-25.0;-6;82;47;29;40.0;29;18.0;16;3;11;1;1;-4;-1;2;-5.0;7;1;3;4;3;4;-38;-23;-11;-34;-23;-13;-10;-9;8;3;10;3;9;3;-3;8;66;41;47;50;8;31;20;14;8;35;23;20;8;7;18;46;88;48;31;40;54;28;14;10;6;3;34;-58;0.0
BOC X KAR 22-04-2016;2;27;75;47;25;17;10;4;34;17;12;63;9;7;-48.0;-29;-15;-7;-17;28;14;-20;39;-41;-18.0;-12;31;10;4;-5.0;6;-30.0;-16;25;-9;-69;-71;-39;31;4;;12;10;6;-45;17;-25;-14;43;26;21;9;38;26;17;87;42;54;37;28;-28;-40;-11;-10;-4;33;22;22;12;2;-1;-42;-50;-25;-15;-9;-3;-6;10;-3;-47;-28;-17;-15;-14;-35;-19;-85;-44;8;-29;5.0
HEI X SCP 23-04-2016;1;-1;6;3;8;5;8;10;31;29;-30;1;-12;-6;-100.0;-100;-100;-77;-40;-10;1;-40;80;-16;-15.0;-10;10;-6;5;2.0;-6;5.0;20;53;41;19;11;-21;-10;-8;0.0;-31;-18;40;76;32;44;2;-1;-3;-2;-7;-3;-2;-2;-12;19;-8;-5;-9;-11;-16;-5;-4;-3;-2;-6;7;-5;-3;-8;5;9;44;25;15;-31;30;-5;-41;-39;-13;-6;-16;-6;-2;-2;30;22;-3;-51;5.0
NUR X UNB 23-04-2016;1;13;9;1;-4;-16;-3;-1;12;12;10;-5;31;15;9.0;-74;-19;-7;7;37;69;55;-76;33;15.0;-19;-8;26;16;10.0;8;5.0;-5;-44;-1;41;33;60;36;22;;10;5;-6;45;-25;59;30;13;8;1;50;3;2;6;8;-13;1;77;41;18;5;3;20;100;62;42;-1;30;21;5;28;17;85;50;70;45;27;25;11;7;-20;-10;-5;61;79;79;47;-35;21;41;115.0
MUN X EBR 24-04-2016;5;-3;-2;-1;4;22;12;-21;-2;-2;40;2;21;8;4.0;32;20;11;1;-1;25;16;6;9;45.0;26;17;39;22;49.0;58;38.0;15;33;8;1;-2;-2;10;4;0.0;-1;-1;-7;-10;59;-12;-8;-6;-4;19;44;65;42;24;11;29;3;4;-2;43;24;13;36;20;3;1;-26;-6;-5;-4;-2;-2;-11;-2;-7;-75;-65;-5;-53;-33;-60;-26;-9;5;60;57;100;68;5;44;-40.0
ARM X FUR 24-04-2016;1;14;10;3;1;1;-79;-45;-30;-12;-11;1;2;77;41.0;20;13;8;2;17;6;-4;100;-29;-15.0;-8;-33;-23;22;7.0;5;26.0;17;67;5;4;-4;-5;-2;-19;0.0;2;-3;3;-3;61;8;80;50;32;66;46;-88;-36;-14;-9;87;78;51;32;21;9;2;-38;-89;-50;-27;32;-19;-7;1;-4;-1;96;57;55;74;45;32;25;16;9;23;34;21;8;6;-4;6;25;-4;-75.0
SAN X FSV 24-04-2016;1;1;24;19;10;5;-46;-22;-14;-4;-8;1;-2;-1;-1.0;-6;-3;-62;-37;-27;40;9;-20;14;8.0;10;2;-6;-32;-24.0;-15;-9.0;-10;-16;-5;-4;4;-2;-1;4;;5;1;-2;-1;15;-2;-7;-15;-5;-4;4;-12;-6;-5;79;1;43;30;47;32;42;-32;-5;-6;-30;-21;-1;-11;-2;-2;-2;-1;49;27;20;5;-32;-1;-22;-20;-19;-13;-12;-9;-7;-6;-15;8;5;-3;-30.0
KAI X RBL 25-04-2016;-6;-7;-7;-5;-59;-41;-26;-12;-13;-5;9;-10;1;-7;-14.0;-15;-6;-34;-25;-15;-14;-14;-12;-7;-4.0;-3;5;1;-1;-6.0;-24;-15.0;-9;-9;-36;-22;-22;-4;-3;9;30.0;10;-21;-14;-5;-2;-5;-5;4;9;13;6;-77;-45;-24;-22;19;-19;-13;-39;-60;-22;-14;-10;-5;2;32;4;15;16;21;14;8;6;5;39;-39;-17;-7;32;14;7;9;82;28;13;9;-9;-5;-8;20;-5.0
UNB X BOC 29-04-2016;-1;5;51;30;22;12;6;4;2;-1;-1;-1;5;11;6.0;20;8;11;18;37;-29;7;10;32;20.0;6;7;55;32;26.0;12;9.0;-9;5;-2;-30;-10;22;41;21;;13;11;3;-1;7;-7;-3;6;3;-5;-4;-41;31;-5;-24;3;-8;6;95;58;37;67;40;18;11;2;-6;61;-40;-31;-22;-12;31;15;52;32;60;-8;100;70;34;21;10;1;5;-5;1;1;5;50;-50.0
STP X MUN 29-04-2016;-1;-53;-31;-44;40;14;37;2;-41;-25;20;-1;-6;5;-6.0;-1;-2;-21;-13;-13;-6;-7;-1;12;-4.0;1;42;46;12;8.0;6;6.0;3;5;44;27;57;29;68;48;;24;10;10;5;2;6;7;8;28;20;10;9;9;-32;-13;-6;-4;-43;-22;-11;-13;-9;5;4;41;24;-2;18;9;-6;40;20;10;5;2;-2;-2;-22;-2;5;-1;-26;-21;-13;-14;-13;-80;-16;-88;-19;-35.0
FSV X KAI 29-04-2016;-1;36;20;11;7;3;-1;-1;-1;-1;-6;-1;-9;-1;-1.0;-1;-76;-45;-28;-17;30;11;-1;10;-6.0;1;21;11;11;7.0;4;1.0;5;-5;2;6;14;13;7;6;5.0;32;22;16;12;25;10;46;25;17;13;10;6;4;-4;2;87;-4;-36;-20;-61;-40;-27;-12;-6;-4;-1;51;-19;-15;-13;-6;-7;-8;-10;-5;-3;-82;25;-53;-26;-21;-17;-4;-67;-20;-17;-90;-100;14;-70;-100.0
DUI X DUS 29-04-2016;1;15;-9;2;-4;-2;-5;-1;2;6;9;1;37;43;31.0;19;7;-34;22;7;6;5;6;7;4.0;44;22;15;5;-29.0;-16;-2.0;-4;4;2;3;3;-4;7;2;5.0;2;72;33;15;8;4;-45;-34;-23;-68;-44;-32;-18;-14;71;6;35;17;5;-15;-15;-7;-11;-9;-87;-54;9;-35;-38;-25;-22;-15;-17;-11;-34;-22;-16;6;-12;-9;-1;3;-3;-3;-15;-32;-42;-17;24;-8;-5.0
RBL X ARM 29-04-2016;-5;-10;61;27;19;16;10;2;1;1;-10;31;-9;-4;-2.0;1;6;4;3;2;7;34;16;96;57.0;65;43;24;14;39.0;-35;31.0;9;10;-60;-28;-8;-6;-3;1;65.0;1;-4;-30;-12;6;-6;-2;-20;-18;-10;-5;12;7;1;1;-5;-94;-54;-66;-8;-8;2;12;11;-9;-31;-2;32;7;-9;7;30;16;10;7;4;1;-30;1;6;-5;1;6;4;2;32;20;12;-17;1;75.0
SCP X SCF 29-04-2016;6;26;16;10;7;2;7;5;4;3;42;4;26;16;-24.0;-7;-36;-20;-16;-11;-26;-2;-4;7;4.0;24;-24;-3;-1;7.0;33;23.0;10;22;7;25;14;-34;-42;-24;-20.0;-104;-59;-73;-100;47;-67;-35;-59;-30;-6;32;18;20;88;59;29;34;-24;42;19;12;4;11;45;28;18;18;18;11;35;22;-24;7;2;2;-23;-11;12;-35;-14;-7;-1;12;59;56;39;24;10;46;3;55.0
EBR X NUR 30-04-2016;5;12;8;36;30;18;-29;-9;-6;7;6;3;12;-24;-13.0;-7;-3;7;-4;6;34;26;33;11;8.0;5;-4;-31;-22;-8.0;6;35.0;23;20;-80;-34;-20;-14;71;1;0.0;-5;-2;-1;-35;13;-25;-14;-13;-42;-82;-53;-26;-15;21;100;8;100;59;5;-5;-72;-43;41;86;51;35;5;21;15;3;7;9;6;-50;-26;-90;-53;32;-11;21;-45;-14;-52;-32;-25;-11;-1;8;19;-40;-50.0
FUR X HEI 30-04-2016;-5;-12;-17;-4;-2;20;10;-11;-46;-87;-53;11;-36;-21;-9.0;5;-21;-50;-49;-29;40;54;4;-36;1.0;-11;-38;-65;-20;41.0;48;31.0;17;2;9;3;21;-70;-33;-14;;-7;-20;-11;-6;1;-3;-46;66;24;20;42;29;13;-75;-38;1;31;-5;1;26;46;26;16;5;2;-24;-75;-8;-4;6;2;3;-5;6;32;14;8;-49;-20;-13;21;1;1;7;10;35;16;40;-29;23;0.0
KAR X SAN 02-05-2016;1;2;2;2;2;-4;-5;-22;-32;-18;-9;1;-4;19;20.0;16;3;1;19;-42;64;-42;1;-14;-10.0;-14;-14;39;24;23.0;13;7.0;5;22;1;-2;-21;29;-32;-13;;-9;-19;-10;-4;19;-1;2;-14;7;52;36;-59;-14;12;7;17;13;23;25;20;23;19;17;15;90;59;11;36;27;22;13;9;7;-23;-4;7;4;7;4;6;5;4;99;61;38;24;91;54;4;34;-20.0
