game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
SPT X VIT 2018-11-14;Mailson;sport-recife;Mailson;883367;False;Sport Recife;1959;;;0;4 (25%);0 (0);90';G;8.3;0;0;0;0 (0);3;0;0;0 (0);;4 (25%);0;0 (0);13 (1);0;0;0;6;2;0 (0);1;SPT
SPT X VIT 2018-11-14;João Gabriel;vitoria;J. Gabriel;885894;False;Vitória;1962;;;0;11 (55%);0 (0);90';G;7.4;0;0;0;0 (0);1;0;0;0 (0);;11 (55%);1;0 (0);13 (4);0;0;0;2;1;0 (0);0;VIT
SPT X VIT 2018-11-14;Jair;sport-recife;Jair;268419;False;Sport Recife;1959;;;3;43 (78%);17 (12);85';M;7.4;0;0;0;3 (3);1;1;1;3 (0);2;43 (78%);1;0 (0);6 (2);0;4;3;;;;;SPT
SPT X VIT 2018-11-14;Rhayner;vitoria;Rhayner;241468;False;Vitória;1962;;;1;15 (68%);10 (8);30';M;7.4;0;0;0;5 (4);1;0;1;1 (1);1;15 (68%);1;1 (0);6 (2);0;2;0;;;;;VIT
SPT X VIT 2018-11-14;Lucas Ribeiro;vitoria;L. Ribeiro;945578;False;Vitória;1962;;;1;33 (86%);8 (5);90';D;7.3;0;0;0;0 (0);4;1;3;1 (1);;33 (86%);0;0 (0);4 (1);0;1;2;;;;;VIT
SPT X VIT 2018-11-14;Jeferson;vitoria;Jeferson;358526;False;Vitória;1962;;;1;16 (76%);5 (1);90';D;7.3;0;0;0;0 (0);8;1;3;1 (1);1;16 (76%);0;3 (0);3 (2);0;0;2;;;;;VIT
SPT X VIT 2018-11-14;Ernando;sport-recife;Ernando;82967;False;Sport Recife;1959;;;2;38 (90%);5 (4);90';D;7.3;1;0;0;0 (0);1;0;0;2 (2);;38 (90%);0;0 (0);3 (3);0;0;0;;;;;SPT
SPT X VIT 2018-11-14;Ramon;vitoria;Ramon;839516;False;Vitória;1962;;;0;24 (72%);8 (4);90';D;7.2;2;0;0;0 (0);4;1;1;0 (0);1;24 (72%);1;1 (0);5 (2);0;1;3;;;;;VIT
SPT X VIT 2018-11-14;Adryelson;sport-recife;Adryelson;795261;False;Sport Recife;1959;;;1;38 (86%);10 (5);90';D;7.2;0;2;0;1 (0);2;1;2;1 (1);;38 (86%);0;0 (0);7 (5);0;1;1;;;;;SPT
SPT X VIT 2018-11-14;Marcelo Benitez;vitoria;M. Benitez;583660;False;Vitória;1962;;;1;26 (72%);12 (4);90';D;7.2;0;0;0;1 (0);8;0;1;1 (1);2;26 (72%);2;9 (3);6 (2);0;0;3;;;;;VIT
SPT X VIT 2018-11-14;Michel Bastos;sport-recife;M. Bastos;16543;False;Sport Recife;1959;;;0;26 (70%);7 (3);90';M;7.2;1;1;2;1 (1);0;0;0;0 (0);;26 (70%);2;8 (1);2 (0);2;2;1;;;;;SPT
SPT X VIT 2018-11-14;Hernane;sport-recife;Hernane;243557;False;Sport Recife;1959;;;0;10 (83%);12 (6);66';F;7.1;0;1;1;1 (1);0;1;0;0 (0);;10 (83%);1;0 (0);0 (0);0;4;2;;;;;SPT
SPT X VIT 2018-11-14;Fellipe Bastos;sport-recife;F. Bastos;42109;False;Sport Recife;1959;;;1;19 (65%);3 (2);24';M;7.1;0;1;0;0 (0);1;0;0;1 (0);1;19 (65%);2;3 (1);9 (5);0;1;0;;;;;SPT
SPT X VIT 2018-11-14;Raul Prata;sport-recife;R. Prata;870934;False;Sport Recife;1959;;;1;28 (68%);6 (3);90';D;6.9;0;1;0;1 (1);3;0;0;1 (1);;28 (68%);1;2 (1);10 (3);0;0;3;;;;;SPT
SPT X VIT 2018-11-14;Willian Farias;vitoria;W. Farias;243239;False;Vitória;1962;;;2;34 (85%);9 (4);90';M;6.9;0;0;0;0 (0);0;1;1;2 (1);;34 (85%);2;1 (0);2 (1);1;0;3;;;;;VIT
SPT X VIT 2018-11-14;Lucas Fernandes;vitoria;L. Fernandes;829764;False;Vitória;1962;;;1;15 (68%);15 (10);80';M;6.8;0;0;1;4 (3);0;0;0;1 (1);;15 (68%);2;5 (4);2 (0);4;6;0;;;;;VIT
SPT X VIT 2018-11-14;Erick;vitoria;Erick;895650;False;Vitória;1962;;;0;14 (87%);9 (3);90';M;6.7;2;2;0;2 (0);0;0;0;0 (0);1;14 (87%);1;5 (0);2 (0);1;3;1;;;;;VIT
SPT X VIT 2018-11-14;Neílton;vitoria;Neílton;329223;False;Vitória;1962;;;0;8 (80%);1 (1);10';M;6.7;0;0;0;1 (1);0;0;0;0 (0);;8 (80%);0;0 (0);1 (0);0;0;0;;;;;VIT
SPT X VIT 2018-11-14;Arouca;vitoria;Arouca;33540;False;Vitória;1962;;;0;10 (66%);2 (2);60';M;6.7;0;0;0;0 (0);0;0;0;0 (0);;10 (66%);0;0 (0);0 (0);0;2;0;;;;;VIT
SPT X VIT 2018-11-14;Andrigo;sport-recife;Andrigo;780264;False;Sport Recife;1959;;;2;29 (80%);10 (2);90';D;6.6;0;0;0;1 (0);1;0;1;2 (1);2;29 (80%);1;0 (0);8 (4);0;0;5;;;;;SPT
SPT X VIT 2018-11-14;André Lima;vitoria;A. Lima;28272;False;Vitória;1962;;;0;4 (100%);6 (4);45';F;6.6;0;0;0;0 (0);2;0;0;0 (0);1;4 (100%);0;0 (0);0 (0);0;2;1;;;;;VIT
SPT X VIT 2018-11-14;Rogério;sport-recife;Rogério;241472;False;Sport Recife;1959;;;0;8 (66%);5 (4);45';M;6.5;0;1;0;1 (1);1;0;0;0 (0);1;8 (66%);0;2 (0);2 (0);0;3;0;;;;;SPT
SPT X VIT 2018-11-14;Rafael Marques;sport-recife;R. Marques;60254;False;Sport Recife;1959;;;1;9 (64%);11 (3);45';F;6.5;0;0;0;0 (0);0;0;0;1 (1);2;9 (64%);1;0 (0);0 (0);0;1;3;;;;;SPT
SPT X VIT 2018-11-14;Léo Gomes;vitoria;L. Gomes;931751;False;Vitória;1962;;;1;20 (66%);12 (5);90';M;6.4;2;2;2;1 (1);1;0;0;1 (0);2;20 (66%);2;0 (0);2 (0);2;2;1;;;;;VIT
SPT X VIT 2018-11-14;Morato;sport-recife;Morato;866468;False;Sport Recife;1959;;;0;3 (100%);1 (0);5';M;6.4;0;0;0;0 (0);0;0;0;0 (0);1;3 (100%);1;0 (0);0 (0);0;0;0;;;;;SPT
SPT X VIT 2018-11-14;Mateus;sport-recife;M. G. Martins;787480;False;Sport Recife;1959;;;1;14 (60%);7 (3);90';M;6.4;0;1;1;2 (1);0;0;0;1 (0);;14 (60%);2;0 (0);2 (1);2;1;0;;;;;SPT
SPT X VIT 2018-11-14;Marcão Silva;sport-recife;Marcão Silva;866754;False;Sport Recife;1959;;;1;23 (82%);8 (3);90';M;6.3;0;0;0;2 (1);1;0;1;1 (0);;23 (82%);0;0 (0);2 (0);0;0;3;;;;;SPT
SPT X VIT 2018-11-14;Eron;vitoria;Eron;822525;False;Vitória;1962;;;0;3 (60%);5 (1);45';F;6.3;0;1;0;0 (0);0;0;0;0 (0);;3 (60%);0;1 (0);0 (0);0;1;1;;;;;VIT
CHA X BOT 2018-11-15;Gatito Fernández;botafogo;G. Fernández;840027;False;Botafogo;1958;;;0;10 (34%);2 (2);90';G;7.9;0;0;0;0 (0);3;0;0;0 (0);;10 (34%);0;0 (0);26 (7);0;1;0;4;3;0 (0);0;BOT
CHA X BOT 2018-11-15;Leonardo Valencia;botafogo;L. Valencia;790010;False;Botafogo;1958;;1;1;21 (61%);6 (2);89';M;7.7;2;1;1;0 (0);2;1;0;1 (0);;21 (61%);2;6 (2);4 (1);1;1;0;;;;;BOT
CHA X BOT 2018-11-15;Moisés;botafogo;Moisés;840158;False;Botafogo;1958;;;2;33 (73%);8 (4);90';D;7.5;0;0;0;1 (0);6;1;2;2 (2);;33 (73%);1;3 (1);8 (2);0;0;2;;;;;BOT
CHA X BOT 2018-11-15;Igor Rabello;botafogo;I. Rabello;753662;False;Botafogo;1958;;;1;32 (82%);7 (6);90';D;7.5;0;0;0;0 (0);14;2;0;1 (1);;32 (82%);0;0 (0);3 (0);1;1;0;;;;;BOT
CHA X BOT 2018-11-15;Luiz Fernando;botafogo;L. Fernando;874143;False;Botafogo;1958;1;;1;20 (83%);11 (6);90';M;7.3;2;0;0;4 (2);0;0;0;1 (1);1;20 (83%);1;1 (0);4 (2);1;3;0;;;;;BOT
CHA X BOT 2018-11-15;Matheus Fernandes;botafogo;M. Fernandes;840150;False;Botafogo;1958;;;4;31 (81%);7 (5);90';M;7.3;0;1;0;1 (1);1;0;0;4 (4);1;31 (81%);1;0 (0);3 (1);0;0;1;;;;;BOT
CHA X BOT 2018-11-15;Marcinho;botafogo;Marcinho;840148;False;Botafogo;1958;;;2;35 (83%);9 (6);90';D;7.3;0;0;0;0 (0);5;0;0;2 (2);1;35 (83%);1;2 (1);11 (6);0;0;1;;;;;BOT
CHA X BOT 2018-11-15;Joel Carli;botafogo;J. Carli;122716;False;Botafogo;1958;;;1;24 (63%);7 (5);90';D;7.3;0;1;0;0 (0);7;2;0;1 (1);;24 (63%);0;0 (0);11 (2);0;1;2;;;;;BOT
CHA X BOT 2018-11-15;Dudu Cearense;botafogo;D. Cearense;17788;False;Botafogo;1958;;;3;27 (87%);9 (7);81';M;7.1;0;1;0;1 (1);1;0;1;3 (2);;27 (87%);1;0 (0);1 (1);0;1;1;;;;;BOT
CHA X BOT 2018-11-15;Leandro Pereira;chapecoense;L. Pereira;552638;False;Chapecoense;21845;;;0;11 (91%);10 (0);90';F;6.9;3;0;0;0 (0);0;0;2;0 (0);;11 (91%);1;0 (0);0 (0);0;0;3;;;;;CHA
CHA X BOT 2018-11-15;Héctor Canteros;chapecoense;H. Canteros;129501;False;Chapecoense;21845;;;1;25 (69%);6 (3);70';M;6.9;0;0;0;1 (1);1;0;1;1 (0);;25 (69%);3;11 (3);2 (1);3;0;0;;;;;CHA
CHA X BOT 2018-11-15;Elicarlos;chapecoense;Elicarlos;47747;False;Chapecoense;21845;;;1;25 (78%);10 (5);90';M;6.8;1;0;1;0 (0);0;0;2;1 (1);2;25 (78%);1;0 (0);5 (5);0;2;2;;;;;CHA
CHA X BOT 2018-11-15;Eduardo;chapecoense;Eduardo;39657;False;Chapecoense;21845;;;2;30 (73%);11 (5);90';D;6.8;0;0;0;4 (1);2;0;3;2 (2);;30 (73%);0;4 (0);8 (3);0;1;2;;;;;CHA
CHA X BOT 2018-11-15;Bruno Silva;chapecoense;B. Silva;926887;False;Chapecoense;21845;;;1;3 (37%);7 (3);29';F;6.7;0;2;0;1 (1);0;0;0;1 (0);1;3 (37%);1;0 (0);2 (1);2;1;0;;;;;CHA
CHA X BOT 2018-11-15;Brenner;botafogo;Brenner;840208;False;Botafogo;1958;;;1;13 (65%);21 (5);90';F;6.7;0;0;0;0 (0);1;0;1;1 (0);;13 (65%);1;0 (0);1 (1);0;0;5;;;;;BOT
CHA X BOT 2018-11-15;Diego Torres;chapecoense;D. Torres;828838;False;Chapecoense;21845;;;1;15 (88%);2 (1);20';M;6.7;0;1;1;0 (0);0;0;0;1 (1);;15 (88%);0;5 (0);1 (1);0;0;0;;;;;CHA
CHA X BOT 2018-11-15;Douglas;chapecoense;Douglas;185233;False;Chapecoense;21845;;;0;25 (78%);8 (4);90';D;6.7;0;1;0;0 (0);5;0;2;0 (0);;25 (78%);0;0 (0);5 (2);0;0;0;;;;;CHA
CHA X BOT 2018-11-15;Rodrigo Pimpão;botafogo;R. Pimpão;147042;False;Botafogo;1958;;;2;3 (42%);7 (5);20';M;6.7;0;0;0;2 (2);0;0;0;2 (1);;3 (42%);0;1 (0);1 (0);1;1;1;;;;;BOT
CHA X BOT 2018-11-15;Bruno Pacheco;chapecoense;B. Pacheco;870691;False;Chapecoense;21845;;;1;16 (80%);18 (9);80';D;6.6;0;0;0;7 (3);1;0;2;1 (1);;16 (80%);2;5 (1);2 (1);1;3;2;;;;;CHA
CHA X BOT 2018-11-15;Agustin Doffo;chapecoense;A. Doffo;796118;False;Chapecoense;21845;;;1;14 (82%);8 (2);61';M;6.6;0;1;1;2 (0);0;1;0;1 (1);2;14 (82%);1;3 (1);0 (0);1;1;1;;;;;CHA
CHA X BOT 2018-11-15;Alan Ruschel;chapecoense;A. L. Ruschel;551674;False;Chapecoense;21845;;;0;3 (50%);2 (2);10';M;6.6;0;0;0;0 (0);0;0;0;0 (0);;3 (50%);0;3 (0);3 (1);0;2;0;;;;;CHA
CHA X BOT 2018-11-15;Amaral;chapecoense;Amaral;82998;False;Chapecoense;21845;;;1;18 (66%);13 (9);90';M;6.6;0;1;1;0 (0);0;0;3;1 (0);1;18 (66%);0;0 (0);1 (0);0;2;1;;;;;CHA
CHA X BOT 2018-11-15;Jandrei;chapecoense;Jandrei;874979;False;Chapecoense;21845;;;0;22 (61%);0 (0);90';G;6.5;0;0;0;0 (0);0;0;0;0 (0);;22 (61%);0;0 (0);22 (8);0;0;0;3;0;0 (0);1;CHA
CHA X BOT 2018-11-15;Marcelo;botafogo;Marcelo;841808;False;Botafogo;1958;;;0;1 (100%);3 (3);9';D;6.5;0;0;0;0 (0);2;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;0;0;;;;;BOT
CHA X BOT 2018-11-15;Fabrício Bruno;chapecoense;F. Bruno;840220;False;Chapecoense;21845;;;0;34 (81%);3 (2);90';D;6.5;0;0;0;0 (0);3;0;0;0 (0);;34 (81%);0;1 (0);5 (2);0;0;1;;;;;CHA
CHA X BOT 2018-11-15;Erik;botafogo;Erik;330065;False;Botafogo;1958;;;1;12 (75%);14 (6);70';M;6.5;0;1;0;3 (2);2;0;1;1 (1);3;12 (75%);0;0 (0);1 (0);2;3;1;;;;;BOT
CHA X BOT 2018-11-15;Wellington Paulista;chapecoense;W. Paulista;29106;False;Chapecoense;21845;;;1;11 (47%);13 (4);90';M;6.3;0;2;2;2 (0);0;0;0;1 (1);2;11 (47%);1;4 (1);2 (1);1;1;0;;;;;CHA
CHA X BOT 2018-11-15;Renatinho;botafogo;Renatinho;878087;False;Botafogo;1958;;;0;0 (0%);0 (0);1';M;–;0;0;0;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);0;0;0;;;;;BOT
FLA X SAN 2018-11-15;César;flamengo;César;158269;False;Flamengo;5981;;;0;10 (58%);0 (0);90';G;8.3;0;0;0;0 (0);0;0;0;0 (0);;10 (58%);0;0 (0);14 (7);0;0;0;4;0;0 (0);0;FLA
FLA X SAN 2018-11-15;Diego;flamengo;Diego;6256;False;Flamengo;5981;;;0;38 (90%);10 (7);90';M;8.0;1;1;0;2 (2);1;0;0;0 (0);1;38 (90%);5;7 (3);1 (0);0;3;2;;;;;FLA
FLA X SAN 2018-11-15;Vitinho;flamengo;Vitinho;242054;False;Flamengo;5981;;;2;24 (75%);10 (7);70';M;7.6;1;3;1;3 (2);1;0;0;2 (2);;24 (75%);2;5 (1);2 (2);1;0;1;;;;;FLA
FLA X SAN 2018-11-15;Gustavo Henrique;santos;G. Henrique;243181;False;Santos;1968;;;0;37 (86%);16 (10);90';D;7.5;0;1;0;1 (1);6;3;2;0 (0);1;37 (86%);0;0 (0);5 (4);0;2;3;;;;;SAN
FLA X SAN 2018-11-15;Réver;flamengo;Réver;39421;False;Flamengo;5981;;;1;38 (90%);9 (6);90';D;7.5;0;1;3;1 (1);5;3;1;1 (0);1;38 (90%);0;0 (0);6 (3);0;0;0;;;;;FLA
FLA X SAN 2018-11-15;Bruno Henrique;santos;B. Henrique;795291;False;Santos;1968;;;5;20 (69%);25 (17);90';M;7.3;1;0;0;5 (0);3;0;1;5 (5);;20 (69%);1;1 (1);0 (0);2;2;1;;;;;SAN
FLA X SAN 2018-11-15;Henrique Dourado;flamengo;Henrique;329219;False;Flamengo;5981;1;;0;3 (60%);9 (3);45';F;7.3;1;0;0;1 (1);1;0;0;0 (0);;3 (60%);0;0 (0);0 (0);0;1;3;;;;;FLA
FLA X SAN 2018-11-15;Orlando Berrío;flamengo;O. Berrío;285849;False;Flamengo;5981;;1;1;1 (33%);4 (3);20';M;7.3;0;1;0;0 (0);0;0;0;1 (1);;1 (33%);1;0 (0);0 (0);0;1;1;;;;;FLA
FLA X SAN 2018-11-15;Rodinei;flamengo;Rodinei;244039;False;Flamengo;5981;;;5;38 (92%);14 (7);90';D;7.3;0;1;1;1 (0);1;0;1;5 (5);;38 (92%);2;2 (0);2 (0);1;2;1;;;;;FLA
FLA X SAN 2018-11-15;Éverton Ribeiro;flamengo;É. Ribeiro;145063;False;Flamengo;5981;;;4;50 (92%);20 (10);90';M;7.2;1;0;0;2 (1);0;0;0;4 (3);1;50 (92%);4;4 (1);0 (0);5;4;1;;;;;FLA
FLA X SAN 2018-11-15;Rodrygo;santos;Rodrygo;910536;False;Santos;1968;;;0;19 (86%);17 (9);90';M;7.1;1;0;0;5 (4);0;1;0;0 (0);;19 (86%);2;3 (1);1 (1);4;3;2;;;;;SAN
FLA X SAN 2018-11-15;Diego Pituca;santos;D. Pituca;866417;False;Santos;1968;;;0;34 (89%);12 (4);90';M;7.0;0;2;1;4 (1);1;1;1;0 (0);1;34 (89%);1;1 (0);9 (7);1;2;0;;;;;SAN
