game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;wonTackle;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
CEA X COR 2018-09-05;Ralf;corinthians;Ralf;105046;False;Corinthians;1957;;;2;73 (97%);6 (5);80';M;7.0;0;0;0;0 (0);4;0;1;2 (2);1;73 (97%);0;0 (0);3 (2);0;0;1;;;;;COR
CEA X COR 2018-09-05;Leandro Carvalho;ceara-sc;L. Carvalho;878903;False;Ceará SC;2001;;;0;9 (81%);8 (5);67';M;6.9;1;0;0;2 (1);2;0;1;0 (0);;9 (81%);2;4 (0);0 (0);0;4;1;;;;;CEA
CEA X COR 2018-09-05;Douglas Augusto;corinthians;D. Augusto;809034;False;Corinthians;1957;;;2;52 (92%);7 (3);64';M;6.9;0;0;0;0 (0);2;1;1;2 (2);;52 (92%);0;0 (0);11 (10);0;1;1;;;;;COR
CEA X COR 2018-09-05;Edinho;ceara-sc;Edinho;797478;False;Ceará SC;2001;;;3;23 (76%);5 (4);90';M;6.9;0;0;0;0 (0);1;1;1;3 (3);;23 (76%);1;0 (0);6 (2);0;0;0;;;;;CEA
CEA X COR 2018-09-05;Walter;corinthians;Walter;329055;False;Corinthians;1957;;;0;15 (88%);0 (0);90';G;6.9;0;0;0;0 (0);1;0;0;0 (0);;15 (88%);0;0 (0);4 (2);0;0;0;6;0;0 (0);0;COR
CEA X COR 2018-09-05;Luiz Otávio;ceara-sc;L. Otávio;871204;False;Ceará SC;2001;;;0;7 (53%);7 (5);90';D;6.8;0;3;0;0 (0);8;0;0;0 (0);;7 (53%);0;0 (0);1 (0);0;0;1;;;;;CEA
CEA X COR 2018-09-05;Tiago Alves;ceara-sc;T. Alves;243275;False;Ceará SC;2001;;;0;11 (68%);4 (1);90';D;6.8;1;0;1;0 (0);2;1;1;0 (0);;11 (68%);0;0 (0);5 (2);0;0;1;;;;;CEA
CEA X COR 2018-09-05;Pedrinho;corinthians;Pedrinho;874030;False;Corinthians;1957;;;0;30 (85%);7 (5);90';M;6.7;0;2;0;0 (0);0;0;0;0 (0);1;30 (85%);1;4 (1);1 (1);1;2;2;;;;;COR
CEA X COR 2018-09-05;Calyson;ceara-sc;Calyson;344951;False;Ceará SC;2001;;;0;26 (92%);7 (4);90';M;6.7;1;0;2;0 (0);1;1;2;0 (0);;26 (92%);1;3 (1);1 (1);1;4;2;;;;;CEA
CEA X COR 2018-09-05;Eduardo Brock;ceara-sc;E. Brock;866775;False;Ceará SC;2001;;;0;1 (100%);1 (1);4';D;6.6;0;0;0;0 (0);2;0;0;0 (0);;1 (100%);0;0 (0);0 (0);0;0;0;;;;;CEA
CEA X COR 2018-09-05;Guilherme Mantuan;corinthians;G. Mantuan;861171;False;Corinthians;1957;;;3;61 (93%);11 (5);90';D;6.6;0;0;1;0 (0);1;0;0;3 (3);1;61 (93%);0;3 (0);4 (4);0;0;3;;;;;COR
CEA X COR 2018-09-05;Léo Santos;corinthians;L. Santos;822509;False;Corinthians;1957;;;2;59 (96%);11 (6);90';D;6.6;0;0;0;0 (0);5;2;0;2 (1);;59 (96%);0;0 (0);2 (2);0;2;0;;;;;COR
CEA X COR 2018-09-05;Felipe Azevedo;ceara-sc;F. Azevedo;166471;False;Ceará SC;2001;;;0;12 (75%);8 (5);31';M;6.6;0;1;0;1 (1);1;0;0;0 (0);;12 (75%);0;0 (0);3 (2);1;0;0;;;;;CEA
CEA X COR 2018-09-05;Henrique;corinthians;Henrique;37288;False;Corinthians;1957;;;1;66 (98%);7 (2);90';D;6.5;0;0;0;0 (0);2;1;0;1 (1);;66 (98%);0;1 (0);8 (7);0;0;1;;;;;COR
CEA X COR 2018-09-05;Matheus Matias;corinthians;M. Matias;904917;False;Corinthians;1957;;;0;0 (0%);1 (0);6';F;6.4;0;0;0;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);1;0;0;;;;;COR
CEA X COR 2018-09-05;Ángelo Araos;corinthians;Á. Araos;819085;False;Corinthians;1957;;;0;3 (75%);3 (1);10';M;6.4;0;0;0;0 (0);0;0;0;0 (0);;3 (75%);0;0 (0);0 (0);0;1;2;;;;;COR
CEA X COR 2018-09-05;Samuel Xavier;ceara-sc;S. Xavier;795773;False;Ceará SC;2001;;;0;16 (84%);6 (2);90';D;6.4;0;0;0;0 (0);1;0;0;0 (0);;16 (84%);0;5 (1);2 (0);0;2;4;;;;;CEA
CEA X COR 2018-09-05;Mateus Vital;corinthians;M. Vital;823653;False;Corinthians;1957;;;0;28 (87%);7 (3);26';M;6.3;0;0;0;1 (0);0;0;0;0 (0);;28 (87%);0;2 (0);2 (0);2;2;1;;;;;COR
CEA X COR 2018-09-05;Ángel Romero;corinthians;Á. Romero;312344;False;Corinthians;1957;;;0;36 (73%);15 (8);90';M;6.3;1;0;0;1 (1);1;0;0;0 (0);1;36 (73%);1;3 (0);2 (1);2;6;3;;;;;COR
CEA X COR 2018-09-05;Robinho;ceara-sc;Robinho;870764;False;Ceará SC;2001;;;1;2 (100%);6 (2);23';M;6.2;0;0;0;0 (0);0;0;0;1 (1);;2 (100%);1;1 (1);0 (0);2;1;2;;;;;CEA
PAL X CAP 2018-09-05;Willian;palmeiras;Willian;146308;False;Palmeiras;1963;1;;4;26 (76%);15 (9);90';M;8.4;1;1;1;2 (2);0;0;1;4 (3);1;26 (76%);1;5 (2);2 (1);1;1;3;;;;;PAL
PAL X CAP 2018-09-05;Dudu;palmeiras;Dudu;147464;False;Palmeiras;1963;;;0;13 (54%);14 (10);87';M;7.6;0;0;0;2 (2);0;0;0;0 (0);3;13 (54%);4;15 (4);3 (2);1;8;1;;;;;PAL
PAL X CAP 2018-09-05;Marcinho;athletico-paranaense;Marcinho;870329;False;Athletico Paranaense;1967;;;4;25 (73%);20 (13);90';M;7.2;1;0;0;7 (7);0;0;1;4 (3);1;25 (73%);3;4 (0);3 (0);4;2;0;;;;;CAP
PAL X CAP 2018-09-05;Antônio Carlos;palmeiras;A. Carlos;242209;False;Palmeiras;1963;;;0;39 (79%);10 (6);90';D;7.2;0;1;0;0 (0);10;0;0;0 (0);;39 (79%);0;0 (0);13 (4);0;0;0;;;;;PAL
PAL X CAP 2018-09-05;Mayke;palmeiras;Mayke;273329;False;Palmeiras;1963;;;4;34 (91%);11 (7);90';D;7.1;0;0;0;0 (0);3;0;2;4 (0);1;34 (91%);0;3 (0);3 (2);1;1;2;;;;;PAL
PAL X CAP 2018-09-05;Deyverson;palmeiras;Deyverson;270287;False;Palmeiras;1963;;1;0;4 (57%);13 (6);25';F;7.1;2;0;0;1 (0);1;0;0;0 (0);;4 (57%);1;0 (0);1 (1);2;2;1;;;;;PAL
PAL X CAP 2018-09-05;Edu Dracena;palmeiras;E. Dracena;18763;False;Palmeiras;1963;;;2;37 (86%);9 (3);90';D;7.1;0;0;0;0 (0);3;1;2;2 (2);2;37 (86%);0;0 (0);9 (6);0;0;1;;;;;PAL
PAL X CAP 2018-09-05;Fernando Prass;palmeiras;F. Prass;14270;False;Palmeiras;1963;;;0;14 (70%);1 (1);90';G;7.1;0;0;0;0 (0);1;0;0;0 (0);;14 (70%);0;0 (0);15 (9);0;0;0;1;1;0 (0);0;PAL
PAL X CAP 2018-09-05;Victor Luis;palmeiras;V. Luis;252781;False;Palmeiras;1963;;;0;39 (90%);5 (2);90';D;7.0;0;0;0;0 (0);4;0;2;0 (0);2;39 (90%);0;2 (0);7 (5);0;1;1;;;;;PAL
PAL X CAP 2018-09-05;Lucho González;athletico-paranaense;L. González;12887;False;Athletico Paranaense;1967;;;5;43 (86%);12 (7);90';M;7.0;0;0;0;1 (1);2;0;2;5 (4);;43 (86%);0;0 (0);8 (3);0;0;3;;;;;CAP
PAL X CAP 2018-09-05;Moisés;palmeiras;Moises;243249;False;Palmeiras;1963;1;;1;25 (73%);15 (7);90';M;6.9;1;1;0;2 (1);0;0;1;1 (1);2;25 (73%);0;1 (0);2 (2);4;3;2;;;;;PAL
PAL X CAP 2018-09-05;Nikão;athletico-paranaense;Nikão;139300;False;Athletico Paranaense;1967;;;0;29 (80%);9 (5);90';M;6.9;0;1;2;3 (3);2;0;3;0 (0);;29 (80%);0;2 (0);2 (1);1;2;2;;;;;CAP
PAL X CAP 2018-09-05;Jonathan;athletico-paranaense;Jonathan;33118;False;Athletico Paranaense;1967;;;0;31 (88%);4 (2);81';D;6.9;0;0;0;2 (2);3;0;1;0 (0);1;31 (88%);1;3 (0);1 (1);0;0;1;;;;;CAP
PAL X CAP 2018-09-05;Thiago Santos;palmeiras;T. Santos;378590;False;Palmeiras;1963;;;4;11 (78%);10 (7);45';M;6.8;0;1;0;0 (0);1;0;0;4 (3);;11 (78%);0;0 (0);1 (0);1;0;1;;;;;PAL
PAL X CAP 2018-09-05;Bruno Nazário;athletico-paranaense;B. Nazário;288247;False;Athletico Paranaense;1967;;;2;16 (80%);10 (6);62';M;6.8;0;1;1;0 (0);1;0;0;2 (1);;16 (80%);0;2 (0);1 (1);1;3;0;;;;;CAP
PAL X CAP 2018-09-05;Felipe Melo;palmeiras;F. Melo;4811;False;Palmeiras;1963;;;0;25 (73%);7 (2);90';M;6.8;0;0;0;0 (0);2;0;5;0 (0);3;25 (73%);0;0 (0);5 (4);0;0;2;;;;;PAL
PAL X CAP 2018-09-05;Zé Ivaldo;athletico-paranaense;Z. Ivaldo;844602;False;Athletico Paranaense;1967;;;1;40 (90%);7 (3);90';D;6.6;0;0;0;0 (0);9;1;1;1 (0);1;40 (90%);0;0 (0);3 (2);1;1;1;;;;;CAP
PAL X CAP 2018-09-05;Léo Pereira;athletico-paranaense;L. Pereira;358548;False;Athletico Paranaense;1967;;;1;40 (62%);12 (7);90';D;6.6;0;0;0;2 (2);10;0;3;1 (1);;40 (62%);0;0 (0);20 (6);1;0;1;;;;;CAP
PAL X CAP 2018-09-05;Jean;palmeiras;Jean;39394;False;Palmeiras;1963;;;0;1 (100%);0 (0);3';M;6.6;0;0;0;0 (0);0;0;0;0 (0);;1 (100%);0;0 (0);1 (1);0;0;0;;;;;PAL
PAL X CAP 2018-09-05;Renan Lodi;athletico-paranaense;R. Lodi;851150;False;Athletico Paranaense;1967;;;0;19 (90%);12 (3);65';D;6.5;0;0;0;2 (0);4;0;1;0 (0);;19 (90%);0;3 (1);2 (1);3;2;1;;;;;CAP
PAL X CAP 2018-09-05;Bruno Henrique;palmeiras;B. Henrique;345113;False;Palmeiras;1963;;;1;11 (68%);5 (1);45';M;6.5;0;0;0;0 (0);0;0;0;1 (1);1;11 (68%);0;0 (0);3 (2);2;0;1;;;;;PAL
PAL X CAP 2018-09-05;Roni;athletico-paranaense;Roni;835260;False;Athletico Paranaense;1967;;;0;3 (100%);3 (2);9';M;6.4;0;0;0;0 (0);0;0;0;0 (0);;3 (100%);0;0 (0);0 (0);0;1;0;;;;;CAP
PAL X CAP 2018-09-05;Pablo;athletico-paranaense;Pablo;374486;False;Athletico Paranaense;1967;;;0;11 (64%);16 (4);90';F;6.4;0;1;0;1 (0);0;0;0;0 (0);;11 (64%);2;1 (0);0 (0);3;1;3;;;;;CAP
PAL X CAP 2018-09-05;Miguel Borja;palmeiras;M. A. Borja;329601;False;Palmeiras;1963;;;2;10 (66%);8 (3);65';F;6.4;0;0;1;0 (0);2;0;0;2 (2);;10 (66%);1;2 (0);0 (0);2;1;1;;;;;PAL
PAL X CAP 2018-09-05;Guilherme;athletico-paranaense;Guilherme;33113;False;Athletico Paranaense;1967;;;0;11 (73%);1 (0);28';M;6.3;0;0;0;0 (0);0;0;0;0 (0);;11 (73%);0;1 (0);1 (1);0;0;1;;;;;CAP
PAL X CAP 2018-09-05;Wellington;athletico-paranaense;Wellington;39396;False;Athletico Paranaense;1967;;;1;39 (90%);8 (1);90';M;6.2;0;0;0;0 (0);1;1;1;1 (0);1;39 (90%);0;0 (0);5 (3);1;0;4;;;;;CAP
PAL X CAP 2018-09-05;Márcio Azevedo;athletico-paranaense;M. Azevedo;39356;False;Athletico Paranaense;1967;;;2;8 (88%);5 (3);25';D;6.1;0;0;0;0 (0);1;0;0;2 (0);1;8 (88%);0;1 (0);0 (0);0;1;0;;;;;CAP
PAL X CAP 2018-09-05;Santos;athletico-paranaense;Santos;166491;False;Athletico Paranaense;1967;;;0;24 (72%);4 (3);90';G;6.0;0;0;0;0 (0);2;0;0;0 (0);;24 (72%);0;0 (0);16 (7);0;1;1;2;0;1 (1);0;CAP
PAR X CHA 2018-09-05;Eduardo;chapecoense;Eduardo;39657;False;Chapecoense;21845;;;1;39 (76%);8 (4);90';D;7.8;0;0;0;1 (1);3;2;4;1 (1);1;39 (76%);2;2 (0);5 (1);1;1;1;;;;;CHA
PAR X CHA 2018-09-05;Caio Henrique;parana-clube;C. Henrique;845170;False;Paraná Clube;1965;;;1;15 (71%);6 (3);90';M;7.7;0;1;0;1 (1);0;0;1;1 (0);;15 (71%);4;9 (9);3 (1);2;1;1;;;;;PAR
PAR X CHA 2018-09-05;Diego Torres;chapecoense;D. Torres;828838;False;Chapecoense;21845;1;;0;17 (85%);2 (1);17';M;7.5;1;0;0;1 (1);0;1;0;0 (0);;17 (85%);1;2 (0);1 (0);0;0;1;;;;;CHA
PAR X CHA 2018-09-05;Elicarlos;chapecoense;Elicarlos;47747;False;Chapecoense;21845;;;3;62 (89%);9 (6);90';M;7.5;1;1;1;0 (0);0;0;4;3 (3);;62 (89%);1;0 (0);8 (4);0;2;3;;;;;CHA
PAR X CHA 2018-09-05;Richard;parana-clube;Richard;883906;False;Paraná Clube;1965;;;0;8 (36%);0 (0);90';G;7.2;0;0;0;0 (0);0;0;0;0 (0);;8 (36%);0;0 (0);17 (3);0;0;0;5;0;0 (0);0;PAR
PAR X CHA 2018-09-05;Leandro Vilela;parana-clube;L. Vilela;871013;False;Paraná Clube;1965;;1;4;23 (79%);19 (7);90';M;7.2;0;1;0;0 (0);5;0;3;4 (3);3;23 (79%);3;0 (0);3 (2);1;1;8;;;;;PAR
PAR X CHA 2018-09-05;Rafael Grampola;parana-clube;R. Grampola;870716;False;Paraná Clube;1965;1;;0;13 (72%);18 (7);90';F;7.2;1;0;0;0 (0);1;0;0;0 (0);;13 (72%);0;0 (0);0 (0);0;4;6;;;;;PAR
PAR X CHA 2018-09-05;Rafael Thyere;chapecoense;R. Thyere;354894;False;Chapecoense;21845;;;0;44 (89%);6 (3);90';D;7.1;0;0;0;0 (0);12;2;1;0 (0);;44 (89%);0;0 (0);3 (2);0;1;3;;;;;CHA
PAR X CHA 2018-09-05;Júnior Gomes;parana-clube;J. Gomes;878092;False;Paraná Clube;1965;;;4;23 (67%);7 (7);90';D;7.0;0;1;1;1 (1);2;0;1;4 (3);;23 (67%);0;1 (0);3 (1);0;0;0;;;;;PAR
PAR X CHA 2018-09-05;Igor Cariús;parana-clube;I. Cariús;874195;False;Paraná Clube;1965;;;1;22 (57%);7 (5);90';D;7.0;1;0;0;0 (0);4;0;4;1 (1);1;22 (57%);0;3 (0);8 (1);0;1;0;;;;;PAR
PAR X CHA 2018-09-05;Rayan;parana-clube;Rayan;865323;False;Paraná Clube;1965;;;2;17 (63%);10 (5);90';D;7.0;0;2;0;0 (0);3;0;4;2 (1);;17 (63%);2;0 (0);7 (4);0;1;4;;;;;PAR
PAR X CHA 2018-09-05;Renê Santos;parana-clube;R. Santos;218804;False;Paraná Clube;1965;;;1;20 (69%);8 (4);71';D;7.0;1;0;1;0 (0);1;0;2;1 (1);;20 (69%);0;0 (0);9 (5);0;2;1;;;;;PAR
PAR X CHA 2018-09-05;Héctor Canteros;chapecoense;H. Canteros;129501;False;Chapecoense;21845;;;2;65 (79%);16 (7);90';M;7.0;1;0;0;2 (2);0;0;0;2 (2);1;65 (79%);2;3 (2);5 (2);1;3;5;;;;;CHA
PAR X CHA 2018-09-05;Alex Santana;parana-clube;A. Santana;358166;False;Paraná Clube;1965;;;2;15 (78%);15 (10);90';M;6.9;0;1;0;3 (3);0;0;0;2 (2);3;15 (78%);1;0 (0);1 (0);0;4;2;;;;;PAR
PAR X CHA 2018-09-05;Márcio Araújo;chapecoense;M. Araújo;24174;False;Chapecoense;21845;;;2;49 (94%);8 (3);73';M;6.9;0;0;0;0 (0);1;0;4;2 (1);;49 (94%);1;0 (0);1 (1);2;1;1;;;;;CHA
PAR X CHA 2018-09-05;Marquinhos;chapecoense;Marquinhos;885194;False;Chapecoense;21845;;;0;14 (87%);6 (4);45';M;6.8;1;0;1;2 (2);0;0;0;0 (0);;14 (87%);0;0 (0);0 (0);1;2;0;;;;;CHA
PAR X CHA 2018-09-05;Roberto;chapecoense;Roberto;840248;False;Chapecoense;21845;;;1;31 (91%);13 (9);90';D;6.8;0;0;0;2 (1);6;0;0;1 (0);1;31 (91%);1;3 (1);4 (1);1;3;0;;;;;CHA
PAR X CHA 2018-09-05;Agustin Doffo;chapecoense;A. Doffo;796118;False;Chapecoense;21845;;;0;11 (68%);11 (5);60';F;6.7;1;2;0;3 (1);0;0;0;0 (0);1;11 (68%);1;0 (0);0 (0);1;3;1;;;;;CHA
PAR X CHA 2018-09-05;Nadson;parana-clube;Nadson;243423;False;Paraná Clube;1965;;;1;9 (75%);11 (6);65';M;6.7;0;0;0;1 (0);0;0;1;1 (0);;9 (75%);1;3 (1);0 (0);4;3;0;;;;;PAR
PAR X CHA 2018-09-05;Nery Bareiro;chapecoense;N. Bareiro;220831;False;Chapecoense;21845;;;0;44 (91%);10 (4);90';D;6.7;0;0;0;0 (0);5;1;0;0 (0);;44 (91%);0;0 (0);3 (2);0;1;2;;;;;CHA
PAR X CHA 2018-09-05;Maicosuel;parana-clube;Maicosuel;33130;False;Paraná Clube;1965;;;1;7 (87%);2 (2);25';M;6.6;0;0;1;0 (0);0;0;0;1 (1);;7 (87%);0;1 (0);0 (0);0;1;0;;;;;PAR
PAR X CHA 2018-09-05;Capixaba;chapecoense;Capixaba;840030;False;Chapecoense;21845;;;0;10 (76%);3 (1);30';M;6.5;0;0;0;0 (0);0;0;0;0 (0);;10 (76%);0;0 (0);0 (0);1;1;0;;;;;CHA
PAR X CHA 2018-09-05;Victor Andrade;chapecoense;V. Andrade;243189;False;Chapecoense;21845;;;0;6 (66%);12 (6);45';M;6.5;1;0;0;5 (2);0;0;0;0 (0);;6 (66%);0;0 (0);1 (0);1;4;1;;;;;CHA
PAR X CHA 2018-09-05;Deivid;parana-clube;Deivid;863350;False;Paraná Clube;1965;;;1;5 (71%);4 (2);34';M;6.4;0;0;1;0 (0);0;0;0;1 (0);1;5 (71%);1;0 (0);1 (1);0;0;1;;;;;PAR
PAR X CHA 2018-09-05;Jesiel;parana-clube;Jesiel;795190;False;Paraná Clube;1965;;;0;1 (25%);2 (1);19';D;6.4;0;1;0;0 (0);2;0;0;0 (0);;1 (25%);0;0 (0);2 (0);0;0;1;;;;;PAR
PAR X CHA 2018-09-05;Bruno Silva;chapecoense;B. Silva;926887;False;Chapecoense;21845;;;1;11 (68%);10 (2);90';M;6.2;0;1;0;2 (0);0;0;1;1 (1);1;11 (68%);0;1 (0);0 (0);1;1;1;;;;;CHA
PAR X CHA 2018-09-05;Jandrei;chapecoense;Jandrei;874979;False;Chapecoense;21845;;;0;11 (47%);2 (1);90';G;6.2;0;0;0;0 (0);1;0;0;0 (0);1;11 (47%);0;0 (0);14 (2);0;0;0;1;1;1 (0);0;CHA
PAR X CHA 2018-09-05;Carlos;parana-clube;Carlos;555624;False;Paraná Clube;1965;;;0;7 (77%);7 (1);56';M;6.2;0;1;1;2 (1);0;0;1;0 (0);2;7 (77%);0;3 (0);0 (0);1;0;0;;;;;PAR
CAM X SPO 2018-09-05;Victor;atletico-mineiro;Victor;39418;False;Atlético Mineiro;1977;;;0;13 (54%);1 (1);90';G;8.2;0;0;0;0 (0);2;0;1;0 (0);;13 (54%);0;0 (0);18 (7);0;0;0;5;1;0 (0);1;CAM
CAM X SPO 2018-09-05;Nenê;sao-paulo;Nenê;5672;False;São Paulo;1981;;;0;26 (56%);13 (9);90';M;8.1;1;0;1;3 (3);0;0;0;0 (0);;26 (56%);8;13 (7);6 (1);2;4;1;;;;;SPO
CAM X SPO 2018-09-05;Emerson;atletico-mineiro;Emerson;856123;False;Atlético Mineiro;1977;;;5;27 (69%);11 (8);90';D;7.6;0;0;0;0 (0);2;0;1;5 (3);;27 (69%);2;1 (1);7 (2);0;2;3;;;;;CAM
CAM X SPO 2018-09-05;Hudson;sao-paulo;Hudson;551478;False;São Paulo;1981;;;5;31 (93%);13 (9);90';M;7.5;0;1;1;1 (1);0;0;2;5 (3);;31 (93%);1;1 (0);1 (1);0;1;3;;;;;SPO
CAM X SPO 2018-09-05;Leonardo Silva;atletico-mineiro;L. Silva;47749;False;Atlético Mineiro;1977;;;0;29 (85%);9 (7);90';D;7.4;0;0;0;0 (0);10;0;4;0 (0);1;29 (85%);0;0 (0);5 (3);0;1;0;;;;;CAM
CAM X SPO 2018-09-05;Fábio Santos;atletico-mineiro;F. Santos;35519;False;Atlético Mineiro;1977;;;2;29 (76%);11 (7);90';D;7.3;0;0;0;0 (0);8;2;1;2 (2);1;29 (76%);0;0 (0);6 (2);1;3;0;;;;;CAM
CAM X SPO 2018-09-05;Matheus Galdezani;atletico-mineiro;M. Galdezani;797476;False;Atlético Mineiro;1977;;;3;16 (66%);17 (10);65';M;7.2;0;1;0;3 (0);3;0;4;3 (1);;16 (66%);2;2 (1);1 (0);0;5;2;;;;;CAM
CAM X SPO 2018-09-05;Iago Maidana;atletico-mineiro;I. Maidana;599686;False;Atlético Mineiro;1977;;;1;26 (81%);7 (5);90';D;7.2;0;0;0;0 (0);9;0;1;1 (1);;26 (81%);0;0 (0);5 (1);0;0;1;;;;;CAM
CAM X SPO 2018-09-05;Jucilei;sao-paulo;Jucilei;106952;False;São Paulo;1981;;;2;53 (91%);4 (2);88';M;7.2;0;0;0;0 (0);1;0;4;2 (2);;53 (91%);1;0 (0);10 (9);2;0;0;;;;;SPO
CAM X SPO 2018-09-05;José Welison;atletico-mineiro;J. Welison;551422;False;Atlético Mineiro;1977;;;3;4 (80%);4 (3);25';M;7.1;1;0;0;0 (0);1;0;1;3 (2);;4 (80%);0;0 (0);1 (1);0;0;0;;;;;CAM
CAM X SPO 2018-09-05;Anderson Martins;sao-paulo;A. Martins;77253;False;São Paulo;1981;;;1;39 (83%);6 (4);90';D;7.0;0;1;0;1 (1);3;0;2;1 (1);;39 (83%);0;0 (0);5 (2);0;0;0;;;;;SPO
CAM X SPO 2018-09-05;Sidão;sao-paulo;Sidão;841130;False;São Paulo;1981;;;0;17 (63%);0 (0);90';G;6.9;0;0;0;0 (0);1;0;0;0 (0);;17 (63%);0;0 (0);15 (5);0;0;0;3;0;1 (1);0;SPO
CAM X SPO 2018-09-05;Bruno Alves;sao-paulo;B. Alves;551810;False;São Paulo;1981;;;1;30 (78%);11 (5);90';D;6.8;1;0;0;0 (0);7;0;2;1 (1);1;30 (78%);1;0 (0);8 (3);0;1;3;;;;;SPO
CAM X SPO 2018-09-05;Liziero;sao-paulo;Liziero;822510;False;São Paulo;1981;;;0;24 (80%);6 (3);45';M;6.7;0;2;0;1 (0);0;0;0;0 (0);;24 (80%);0;1 (0);0 (0);1;3;0;;;;;SPO
CAM X SPO 2018-09-05;Gonzalo Carneiro;sao-paulo;G. Carneiro;805239;False;São Paulo;1981;;;0;4 (66%);7 (2);16';F;6.7;1;0;0;1 (1);0;0;0;0 (0);;4 (66%);1;0 (0);0 (0);2;0;1;;;;;SPO
CAM X SPO 2018-09-05;Luan;atletico-mineiro;Luan;243427;False;Atlético Mineiro;1977;;;4;28 (80%);16 (5);89';M;6.7;0;2;0;0 (0);1;0;1;4 (2);3;28 (80%);3;3 (0);6 (4);2;1;5;;;;;CAM
CAM X SPO 2018-09-05;Reinaldo;sao-paulo;Reinaldo;243109;False;São Paulo;1981;;;4;25 (73%);18 (8);90';M;6.7;1;2;0;5 (0);0;0;1;4 (2);;25 (73%);1;4 (1);6 (1);1;4;3;;;;;SPO
CAM X SPO 2018-09-05;Juan Cazares;atletico-mineiro;J. Cazares;158411;False;Atlético Mineiro;1977;;;3;26 (81%);12 (5);90';M;6.7;0;1;0;3 (1);2;0;0;3 (2);1;26 (81%);0;4 (1);7 (4);2;0;2;;;;;CAM
CAM X SPO 2018-09-05;Adilson;atletico-mineiro;Adilson;39618;False;Atlético Mineiro;1977;;;2;38 (84%);7 (2);90';M;6.7;0;0;0;1 (0);3;1;2;2 (1);;38 (84%);0;0 (0);1 (0);1;0;1;;;;;CAM
CAM X SPO 2018-09-05;Ricardo Oliveira;atletico-mineiro;R. Oliveira;2099;False;Atlético Mineiro;1977;;;0;9 (60%);14 (7);90';F;6.7;2;2;0;1 (0);2;1;0;0 (0);1;9 (60%);1;0 (0);0 (0);0;4;2;;;;;CAM
CAM X SPO 2018-09-05;Shaylon;sao-paulo;Shaylon;874723;False;São Paulo;1981;;;1;4 (80%);1 (1);2';M;6.6;0;0;0;0 (0);0;0;0;1 (1);;4 (80%);0;0 (0);1 (0);0;0;0;;;;;SPO
CAM X SPO 2018-09-05;Santiago Tréllez;sao-paulo;S. Tréllez;250105;False;São Paulo;1981;;;0;7 (58%);17 (5);90';F;6.6;1;1;1;0 (0);1;0;0;0 (0);;7 (58%);0;0 (0);1 (0);1;1;3;;;;;SPO
CAM X SPO 2018-09-05;Joao Rojas;sao-paulo;J. Rojas;52068;False;São Paulo;1981;;;2;18 (75%);11 (5);90';M;6.5;0;0;1;3 (1);0;0;1;2 (2);;18 (75%);0;4 (2);0 (0);3;2;1;;;;;SPO
CAM X SPO 2018-09-05;Régis Souza;sao-paulo;R. Souza;329111;False;São Paulo;1981;;;0;18 (78%);6 (3);74';D;6.4;0;0;0;3 (2);3;0;2;0 (0);;18 (78%);0;2 (0);0 (0);1;0;0;;;;;SPO
CAM X SPO 2018-09-05;Edimar;sao-paulo;Edimar;47612;False;São Paulo;1981;;;1;8 (72%);7 (2);45';D;6.4;0;0;0;2 (1);2;0;0;1 (1);;8 (72%);1;1 (1);1 (1);1;0;3;;;;;SPO
CAM X SPO 2018-09-05;Tomás Andrade;atletico-mineiro;T. Andrade;814017;False;Atlético Mineiro;1977;;;1;13 (76%);6 (1);64';M;6.3;0;1;0;0 (0);1;0;0;1 (1);2;13 (76%);0;2 (2);1 (0);2;0;1;;;;;CAM
CAM X SPO 2018-09-05;Leandrinho;atletico-mineiro;Leandrinho;798166;False;Atlético Mineiro;1977;;;0;4 (66%);5 (1);26';M;6.1;0;0;0;0 (0);1;0;0;0 (0);1;4 (66%);0;0 (0);0 (0);2;1;0;;;;;CAM
CAM X SPO 2018-09-05;David Terans;atletico-mineiro;D. Terans;586662;False;Atlético Mineiro;1977;;;0;0 (0%);0 (0);1';M;–;0;0;0;0 (0);0;0;0;0 (0);;0 (0%);0;0 (0);0 (0);0;0;0;;;;;CAM
INT X FLA 2018-09-05;Rodrigo Dourado;internacional;R. Dourado;269089;False;Internacional;1966;1;;3;32 (84%);11 (8);90';M;8.1;1;0;0;0 (0);3;1;4;3 (1);;32 (84%);1;0 (0);7 (5);1;1;2;;;;;INT
INT X FLA 2018-09-05;William Pottker;internacional;W. Pottker;243501;False;Internacional;1966;1;;0;25 (83%);7 (3);90';M;7.3;2;0;0;1 (1);1;0;1;0 (0);;25 (83%);0;4 (0);3 (2);3;1;0;;;;;INT
