game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
DUS X DRE 04-11-2016;23 (79%);3 (2);1;0;1;;;;5 (1);9610;2;1;90';Fabian Müller;False;;0;D;;7.0;;;F. Müller;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;3;2 (0);3 (2);8 (3);7 (3);23 (79%);1;54;0
DUS X DRE 04-11-2016;18 (69%);3 (1);;0;1;;;;2 (2);548088;0;1;29';Arianit Ferati;False;;0;M;;6.9;;;A. Ferati;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (1);2 (0);5 (3);5 (3);18 (69%);1;32;0
DUS X DRE 04-11-2016;20 (83%);9 (6);;2;3;;;;7 (2);38923;0;0;90';Stefan Kutschke;False;1;0;F;;6.9;;;S. Kutschke;0;1;1;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);1 (0);16 (8);0 (0);20 (83%);0;37;3
DUS X DRE 04-11-2016;17 (68%);4 (0);1;0;1;;;;4 (2);13009;0;1;90';Rouwen Hennings;False;1;0;F;;6.8;;;R. Hennings;0;1;2;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;2;1 (1);9 (2);8 (2);2 (0);17 (68%);1;45;0
DUS X DRE 04-11-2016;25 (80%);2 (2);;0;1;;;;6 (3);808784;1;1;45';Anderson-Lenda Lucoqui;False;;0;D;;6.7;;;A. Lucoqui;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;2 (0);0 (0);8 (5);0 (0);25 (80%);1;44;2
DUS X DRE 04-11-2016;23 (82%);2 (1);1;2;0;;;;16 (8);254297;2;1;90';Ihlas Bebou;False;;0;M;;6.7;;;I. Bebou;2;0;2;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;9 (4);1 (0);18 (9);5 (3);23 (82%);1;56;3
DUS X DRE 04-11-2016;16 (76%);1 (1);;0;1;;;;3 (2);44805;0;0;26';Julian Koch;False;;0;M;;6.7;;;J. Koch;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (1);0 (0);4 (3);2 (1);16 (76%);0;23;1
DUS X DRE 04-11-2016;64 (85%);7 (2);;0;2;;;;3 (2);368854;1;0;90';Robin Bormuth;False;;0;D;;6.6;;;R. Bormuth;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;6;0 (0);0 (0);10 (4);20 (13);64 (85%);1;86;1
DUS X DRE 04-11-2016;23 (74%);4 (0);1;1;1;;;;12 (6);132158;2;2;90';Jerome Kiesewetter;False;;0;M;;6.6;;;J. Kiesewetter;0;0;1;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;5 (2);2 (2);16 (6);2 (1);23 (74%);2;50;2
DUS X DRE 04-11-2016;51 (85%);7 (5);;0;1;;;;4 (2);187423;3;0;90';Kevin Akpoguma;False;;0;D;;6.5;;;K. Akpoguma;0;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;1 (0);0 (0);11 (7);14 (8);51 (85%);2;72;0
DUS X DRE 04-11-2016;4 (80%);0 (0);;1;1;;;;2 (0);15791;1;0;13';Manuel Konrad;False;;1;M;;6.5;;;M. Konrad;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);0 (0);2 (0);1 (1);4 (80%);0;8;0
DUS X DRE 04-11-2016;28 (96%);1 (0);1;1;4;;;;9 (3);836998;1;0;61';Taylan Duman;False;;0;M;;6.4;;;T. Duman;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);10 (3);1 (0);28 (96%);3;38;0
DUS X DRE 04-11-2016;4 (80%);0 (0);;0;0;;;;1 (0);157871;0;0;16';Aias Aosman;False;;0;M;;6.4;;;A. Aosman;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;1 (0);0 (0);1 (0);0 (0);4 (80%);0;8;0
DUS X DRE 04-11-2016;35 (79%);1 (1);;0;1;;;;3 (2);40445;2;0;90';Julian Schauerte;False;;0;D;;6.4;;;J. Schauerte;0;1;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;1 (1);6 (1);4 (3);4 (2);35 (79%);1;71;0
DUS X DRE 04-11-2016;23 (76%);2 (1);;0;0;;;;0 (0);40379;1;0;45';Lukas Schmitz;False;;0;D;;6.3;;;L. Schmitz;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;1;0 (0);1 (0);2 (1);7 (3);23 (76%);0;41;0
DUS X DRE 04-11-2016;16 (88%);5 (0);;0;4;;;;5 (1);132634;1;1;64';Özkan Yıldırım;False;;0;M;;6.1;;;Ö. Yıldırım;1;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;1 (0);3 (0);10 (1);0 (0);16 (88%);1;27;0
DUS X DRE 04-11-2016;18 (78%);0 (0);;;0;;;0;0 (0);294;0;0;90';Michael Rensing;False;;0;G;0;6.1;0 (0);2;M. Rensing;0;0;0;fortuna-dusseldorf;DUS;2588;Fortuna Düsseldorf;0;0 (0);0 (0);0 (0);9 (4);18 (78%);0;29;0
DUS X DRE 04-11-2016;0 (0%);0 (0);;0;0;;;;0 (0);187425;0;0;2';Marcel Hilssner;False;;0;M;;–;;;M. Hilßner;0;0;0;dynamo-dresden;DRE;2595;Dynamo Dresden;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;1;0
KAI X UNB 05-11-2016;28 (70%);8 (4);;2;0;;;;12 (9);174243;0;5;89';Lukas Görtler;False;;1;F;;8.2;;;L. Görtler;0;1;1;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;1;3 (2);1 (0);20 (13);5 (2);28 (70%);6;60;2
KAI X UNB 05-11-2016;53 (76%);4 (3);2;1;1;;;;10 (6);44806;1;1;90';Felix Kroos;False;;0;M;;7.6;;;F. Kroos;1;1;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);7 (4);14 (9);12 (5);53 (76%);5;89;1
KAI X UNB 05-11-2016;23 (95%);1 (0);;0;1;;;;3 (2);790957;2;0;90';Ewerton;False;;0;D;;7.5;;;Ewerton;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;7;0 (0);0 (0);4 (2);4 (3);23 (95%);2;39;0
KAI X UNB 05-11-2016;79 (98%);4 (1);1;0;0;;;;5 (4);15416;1;0;76';Stephan Fürstner;False;;3;M;;7.5;;;S. Fürstner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);9 (5);11 (10);79 (98%);3;89;1
KAI X UNB 05-11-2016;21 (53%);0 (0);;;0;;;1;0 (0);271017;0;0;90';Julian Pollersbeck;False;;0;G;1;7.4;1 (1);3;J. Pollersbeck;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;2;0 (0);0 (0);0 (0);31 (14);21 (53%);0;48;0
KAI X UNB 05-11-2016;6 (66%);5 (4);;0;0;;;;5 (5);95358;0;0;17';Kacper Przybyłko;False;;0;F;;7.4;;;K. Przybyłko;1;1;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;0;3 (3);0 (0);10 (9);0 (0);6 (66%);2;17;0
KAI X UNB 05-11-2016;33 (73%);6 (5);;1;1;;;;7 (4);51246;3;1;85';Roberto Punčec;False;;2;D;;7.3;;;R. Punčec;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;2;3 (2);1 (0);13 (9);4 (3);33 (73%);2;82;0
KAI X UNB 05-11-2016;15 (44%);1 (1);1;2;1;;;;9 (4);37698;5;0;90';Patrick Ziegler;False;;1;M;;7.3;;;P. Ziegler;0;2;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;2;2 (1);0 (0);10 (5);8 (1);15 (44%);3;56;0
KAI X UNB 05-11-2016;29 (78%);2 (2);1;1;0;;;;10 (6);74340;4;2;90';Christoph Moritz;False;;1;M;;7.2;;;C. Moritz;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;1;3 (1);0 (0);12 (8);5 (3);29 (78%);3;59;2
KAI X UNB 05-11-2016;20 (66%);2 (1);;0;0;;;;0 (0);581302;2;0;90';Robin Koch;False;;1;D;;7.1;;;R. Koch;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;7;0 (0);0 (0);2 (1);9 (2);20 (66%);0;41;1
KAI X UNB 05-11-2016;61 (81%);13 (8);;1;2;;;;3 (0);137053;5;0;90';Toni Leistner;False;;0;D;;7.1;;;T. Leistner;0;1;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;4;0 (0);0 (0);16 (8);11 (6);61 (81%);0;93;0
KAI X UNB 05-11-2016;6 (42%);5 (1);5;0;3;;1;;15 (6);48508;3;1;90';Marcel Gaus;False;;0;M;;7.1;;;M. Gaus;1;0;1;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;0;2 (0);1 (1);20 (7);3 (0);6 (42%);4;39;2
KAI X UNB 05-11-2016;18 (72%);1 (1);1;1;1;1;;;8 (2);31763;2;4;90';Zoltán Stieber;False;1;0;M;;7.1;;;Z. Stieber;2;0;1;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;1;4 (1);3 (1);9 (3);1 (0);18 (72%);1;46;0
KAI X UNB 05-11-2016;82 (89%);1 (0);;0;0;;;;0 (0);8782;1;1;90';Fabian Schönheim;False;;0;D;;7.1;;;F. Schönheim;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;2;0 (0);0 (0);1 (0);16 (10);82 (89%);0;99;0
KAI X UNB 05-11-2016;23 (85%);2 (2);;1;1;;;;6 (4);117399;0;1;90';Collin Quaner;False;1;0;F;;7.0;;;C. Quaner;0;0;1;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;2;0 (0);0 (0);8 (6);0 (0);23 (85%);2;42;3
KAI X UNB 05-11-2016;11 (52%);1 (1);2;0;2;;;;9 (4);168959;2;1;90';Kenny Prince Redondo;False;2;0;M;;6.8;;;K. P. Redondo;1;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;1 (0);0 (0);10 (5);2 (0);11 (52%);3;39;1
KAI X UNB 05-11-2016;17 (63%);2 (1);;0;3;;;;7 (4);138126;0;0;90';Phillipp Mwene;False;;0;D;;6.8;;;P. Mwene;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;1;2 (1);3 (1);9 (5);4 (1);17 (63%);1;46;2
KAI X UNB 05-11-2016;18 (81%);1 (1);;;0;;;1;0 (0);183475;0;0;90';Jakob Busk;False;;0;G;0;6.6;0 (0);3;J. Busk;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);1 (1);10 (6);18 (81%);0;32;0
KAI X UNB 05-11-2016;17 (63%);1 (0);;0;3;;;;7 (3);334839;0;0;73';Naser Aliji;False;;0;D;;6.5;;;N. Aliji;1;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;3;2 (0);1 (0);8 (3);4 (2);17 (63%);2;47;1
KAI X UNB 05-11-2016;4 (66%);0 (0);1;1;0;;;;5 (3);184627;0;0;8';Eroll Zejnullahu;False;;0;M;;6.5;;;E. Zejnullahu;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;1 (1);0 (0);5 (3);0 (0);4 (66%);2;10;0
KAI X UNB 05-11-2016;2 (100%);0 (0);;0;1;;;;1 (0);39815;0;0;14';Philipp Hosiner;False;;0;F;;6.5;;;P. Hosiner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);1 (0);0 (0);2 (100%);0;2;0
KAI X UNB 05-11-2016;18 (51%);0 (0);;3;1;;;;16 (8);122573;3;0;90';Steven Skrzybski;False;;0;M;;6.4;;;S. Skrzybski;1;2;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;8 (3);3 (0);16 (8);2 (0);18 (51%);2;68;3
KAI X UNB 05-11-2016;1 (100%);0 (0);1;0;0;;;;1 (0);94627;0;0;5';Simon Hedlund;False;;0;F;;6.4;;;S. Hedlund;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);1 (0);0 (0);1 (100%);0;1;0
KAI X UNB 05-11-2016;8 (47%);13 (3);;0;1;;;;4 (2);286979;0;2;89';Osayamen Osawe;False;;0;F;;6.2;;;O. Osawe;0;4;1;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;0;3 (1);0 (0);17 (5);1 (0);8 (47%);0;29;1
KAI X UNB 05-11-2016;29 (76%);5 (1);1;2;3;;;;5 (0);50505;2;0;82';Damir Kreilach;False;1;0;M;;6.2;;;D. Kreilach;1;0;2;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;1 (0);0 (0);10 (1);4 (1);29 (76%);0;48;0
KAI X UNB 05-11-2016;28 (80%);4 (1);2;1;0;;;;12 (4);773591;1;0;90';Kristian Pedersen;False;;0;D;;6.0;;;K. Pedersen;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;7 (2);1 (0);16 (5);2 (1);28 (80%);1;65;1
KAI X UNB 05-11-2016;0 (0%);0 (0);;0;0;;;;0 (0);326683;0;0;1';Marlon Frey;False;;0;M;;–;;;M. Frey;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;0;0 (0);0 (0);0 (0);1 (0);0 (0%);0;1;0
KAI X UNB 05-11-2016;1 (100%);0 (0);;0;0;;;;0 (0);218406;0;0;1';Stipe Vučur;False;;0;D;;–;;;S. Vučur;0;0;0;1-fc-kaiserslautern;KAI;2675;1. FC Kaiserslautern;0;0 (0);0 (0);0 (0);0 (0);1 (100%);0;1;0
FUR X BOC 05-11-2016;27 (77%);4 (1);1;0;4;1;;;11 (7);792572;3;1;89';Benedikt Kirsch;False;;1;M;;7.6;;;B. Kirsch;1;1;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);15 (8);2 (1);27 (77%);3;55;4
FUR X BOC 05-11-2016;54 (81%);1 (1);2;2;1;;;;13 (7);101789;5;7;90';Marco Stiepermann;False;;0;M;;7.5;;;M. Stiepermann;0;1;0;vfl-bochum;BOC;2542;VfL Bochum;0;1 (0);4 (3);14 (8);15 (8);54 (81%);3;89;4
FUR X BOC 05-11-2016;23 (79%);4 (2);2;0;1;1;;;10 (5);190065;0;1;90';Khaled Narey;False;;0;D;;7.3;;;K. Narey;0;1;2;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;2;4 (2);0 (0);14 (7);4 (1);23 (79%);3;55;1
FUR X BOC 05-11-2016;29 (74%);8 (2);;0;1;1;;;5 (3);152115;2;3;90';Johannes Wurtz;False;1;0;M;;7.3;;;J. Wurtz;1;2;1;vfl-bochum;BOC;2542;VfL Bochum;1;4 (3);1 (0);13 (5);3 (2);29 (74%);0;56;0
FUR X BOC 05-11-2016;9 (75%);3 (2);;1;0;;;;6 (4);41611;1;1;45';Mathis Bolly;False;;0;F;;7.3;;;M. Bolly;0;1;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;3 (2);0 (0);9 (6);1 (0);9 (75%);1;22;1
FUR X BOC 05-11-2016;21 (67%);2 (0);1;1;2;;1;;18 (9);36113;0;2;87';Sercan Sararer;False;;0;F;;7.3;;;S. Sararer;0;0;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;8 (3);1 (0);20 (9);3 (1);21 (67%);1;59;5
FUR X BOC 05-11-2016;22 (61%);1 (1);1;1;0;;1;;8 (5);5086;2;2;90';Sebastian Freis;False;;0;M;;7.3;;;S. Freis;0;1;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;2 (1);0 (0);9 (6);2 (2);22 (61%);2;54;2
FUR X BOC 05-11-2016;5 (71%);2 (0);;1;1;;1;;4 (2);142537;1;0;30';Selim Gündüz;False;;0;F;;7.2;;;S. Gündüz;1;0;1;vfl-bochum;BOC;2542;VfL Bochum;1;2 (1);2 (0);6 (2);0 (0);5 (71%);0;22;1
FUR X BOC 05-11-2016;18 (69%);6 (4);1;0;0;;;;1 (0);121793;5;0;90';Marcel Franke;False;;1;D;;7.2;;;M. Franke;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;4;0 (0);0 (0);7 (4);4 (1);18 (69%);0;38;1
FUR X BOC 05-11-2016;33 (73%);4 (3);;0;2;;;;8 (5);795001;3;1;90';Görkem Sağlam;False;;0;M;;7.1;;;G. Sağlam;0;2;0;vfl-bochum;BOC;2542;VfL Bochum;0;4 (3);2 (0);12 (8);8 (4);33 (73%);2;62;0
FUR X BOC 05-11-2016;16 (57%);10 (4);;1;2;;;;7 (4);53811;0;0;90';Peniel Mlapa;False;;0;F;;7.1;;;P. Mlapa;0;1;2;vfl-bochum;BOC;2542;VfL Bochum;2;3 (2);2 (0);17 (8);0 (0);16 (57%);0;47;2
FUR X BOC 05-11-2016;40 (90%);5 (3);1;0;1;;;;7 (4);26786;6;0;90';Andreas Hofmann;False;;0;M;;7.1;;;A. Hofmann;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);12 (7);2 (2);40 (90%);3;55;1
FUR X BOC 05-11-2016;36 (70%);8 (7);1;1;4;;;;13 (8);37628;2;1;90';Timo Perthel;False;2;0;D;;7.0;;;T. Perthel;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;3;1 (1);6 (0);21 (15);9 (3);36 (70%);5;87;2
FUR X BOC 05-11-2016;24 (85%);2 (2);;0;1;;;;4 (3);226804;0;0;68';Russell Canouse;False;;1;M;;6.9;;;R. Canouse;1;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);6 (5);2 (2);24 (85%);2;40;2
FUR X BOC 05-11-2016;32 (61%);8 (4);1;0;4;;;;4 (0);108740;2;1;90';Damjan Đoković;False;;2;M;;6.9;;;D. Djoković;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;5;0 (0);3 (0);12 (4);18 (6);32 (61%);0;67;0
FUR X BOC 05-11-2016;45 (84%);7 (4);;0;2;;;;2 (1);21666;3;2;90';Felix Bastians;False;1;0;D;;6.9;;;F. Bastians;0;2;0;vfl-bochum;BOC;2542;VfL Bochum;2;0 (0);0 (0);9 (5);6 (4);45 (84%);1;63;0
FUR X BOC 05-11-2016;18 (58%);0 (0);;;0;;;1;0 (0);24937;0;0;90';Manuel Riemann;False;;0;G;0;6.8;1 (1);4;M. Riemann;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);0 (0);23 (10);18 (58%);0;46;0
FUR X BOC 05-11-2016;41 (82%);4 (3);2;0;1;;;;4 (1);236;4;0;90';Tim Hoogland;False;;0;D;;6.8;;;T. Hoogland;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;5;0 (0);0 (0);8 (4);7 (5);41 (82%);1;63;0
FUR X BOC 05-11-2016;19 (46%);0 (0);;;0;;;0;1 (1);67497;0;0;90';Balázs Megyeri;False;;0;G;1;6.7;0 (0);3;B. Megyeri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);1 (1);28 (6);19 (46%);0;50;1
FUR X BOC 05-11-2016;26 (83%);3 (2);1;0;0;;;;2 (1);4723;1;1;45';Marco Caligiuri;False;;0;D;;6.7;;;M. Caligiuri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);0 (0);5 (3);2 (1);26 (83%);1;34;0
FUR X BOC 05-11-2016;33 (94%);3 (1);3;1;3;;;;13 (6);138131;3;1;84';Dominik Wydra;False;;0;D;;6.6;;;D. Wydra;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;4;1 (1);1 (0);16 (7);5 (3);33 (94%);5;63;1
FUR X BOC 05-11-2016;13 (61%);13 (5);;0;2;;;;4 (1);136171;0;3;90';Veton Berisha;False;1;0;M;;6.6;;;V. Berisha;0;1;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;2 (0);1 (0);17 (6);0 (0);13 (61%);0;36;3
FUR X BOC 05-11-2016;0 (0%);1 (0);;0;0;;;;0 (0);123915;0;0;3';Niko Giesselmann;False;;0;D;;6.4;;;N. Giesselmann;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);0 (0);1 (0);0 (0);0 (0%);0;1;0
FUR X BOC 05-11-2016;14 (77%);0 (0);;0;1;;;;1 (0);119179;0;0;22';Anthony Losilla;False;;0;M;;6.4;;;A. Losilla;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);1 (0);3 (2);14 (77%);0;18;0
FUR X BOC 05-11-2016;0 (0%);2 (0);;0;0;;;;1 (0);129923;0;0;6';Nils Quaschner;False;;0;F;;6.3;;;N. Quaschner;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;1 (0);0 (0);3 (0);0 (0);0 (0%);0;1;0
FUR X BOC 05-11-2016;12 (80%);3 (2);;1;1;;;;4 (1);129926;0;0;60';Tom Weilandt;False;;0;M;;6.2;;;T. Weilandt;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;1 (0);1 (0);7 (3);1 (0);12 (80%);0;23;2
FUR X BOC 05-11-2016;22 (68%);4 (1);2;1;0;;;;5 (0);9408;2;0;90';Sebastian Heidinger;False;;0;D;;6.2;;;S. Heidinger;0;1;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;4;2 (0);1 (0);9 (1);7 (4);22 (68%);0;54;0
FUR X BOC 05-11-2016;1 (100%);0 (0);;0;0;;;;2 (1);802841;1;0;1';Dominik Schad;False;;0;D;;–;;;D. Schad;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);2 (1);0 (0);1 (100%);0;4;1
EBR X H96 06-11-2016;14 (45%);7 (3);;1;0;1;1;;8 (6);8843;3;1;90';Ken Reichel;False;;1;D;;8.4;;;K. Reichel;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;3;1 (0);0 (0);15 (9);9 (1);14 (45%);4;63;2
EBR X H96 06-11-2016;11 (91%);2 (0);;0;2;;1;;15 (9);137017;0;2;90';Onel Hernández;False;2;0;F;;7.7;;;O. Hernández;0;0;2;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;7 (3);1 (0);17 (9);1 (1);11 (91%);3;31;3
EBR X H96 06-11-2016;6 (30%);3 (3);;0;0;;;;0 (0);122010;4;0;90';Saulo Decarli;False;;3;D;;7.3;;;S. Decarli;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;9;0 (0);0 (0);3 (3);10 (1);6 (30%);0;36;0
EBR X H96 06-11-2016;13 (46%);3 (1);3;0;1;;;;16 (11);116735;6;0;90';Quirin Moll;False;;0;M;;7.3;;;Q. Moll;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;3;1 (0);0 (0);19 (12);8 (0);13 (46%);11;50;0
EBR X H96 06-11-2016;42 (73%);5 (3);;2;2;1;;;14 (7);38363;3;2;90';Marvin Bakalorz;False;;0;M;;7.3;;;M. Bakalorz;0;0;0;hannover-96;H96;2541;Hannover 96;2;5 (2);0 (0);19 (10);8 (1);42 (73%);3;78;4
EBR X H96 06-11-2016;25 (69%);9 (7);;0;0;;;;3 (3);22447;6;1;90';Stefan Strandberg;False;;1;D;;7.3;;;S. Strandberg;0;0;0;hannover-96;H96;2541;Hannover 96;2;0 (0);0 (0);12 (10);5 (3);25 (69%);2;49;1
EBR X H96 06-11-2016;23 (69%);7 (3);;2;2;;1;;10 (2);16186;0;2;89';Martin Harnik;False;;0;F;;7.3;;;M. Harnik;0;1;3;hannover-96;H96;2541;Hannover 96;0;5 (1);1 (0);17 (5);2 (1);23 (69%);1;49;0
EBR X H96 06-11-2016;44 (68%);12 (8);1;0;4;;;;8 (4);143398;4;0;90';Salif Sané;False;;0;M;;7.1;;;S. Sané;1;2;0;hannover-96;H96;2541;Hannover 96;6;0 (0);0 (0);20 (12);9 (4);44 (68%);3;84;1
EBR X H96 06-11-2016;21 (72%);1 (0);2;1;1;;;;12 (8);134250;2;1;77';Salim Khelifi;False;;1;M;;7.1;;;S. Khelifi;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;3 (3);1 (1);13 (8);4 (0);21 (72%);3;46;2
EBR X H96 06-11-2016;19 (70%);4 (2);1;1;0;;;;4 (2);45444;0;2;90';Artur Sobiech;False;;0;F;;7.1;;;A. Sobiech;2;1;1;hannover-96;H96;2541;Hannover 96;0;2 (2);0 (0);8 (4);0 (0);19 (70%);0;39;0
EBR X H96 06-11-2016;15 (60%);7 (3);1;8;2;;1;;18 (7);168943;1;1;90';Kenan Karaman;False;;0;M;;6.8;;;K. Karaman;3;2;1;hannover-96;H96;2541;Hannover 96;1;8 (6);3 (1);25 (10);0 (0);15 (60%);1;56;0
EBR X H96 06-11-2016;12 (85%);4 (4);1;0;1;;;;4 (2);72638;1;0;45';Patrick Schönfeld;False;;1;M;;6.8;;;P. Schönfeld;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;0 (0);0 (0);8 (6);0 (0);12 (85%);2;22;1
EBR X H96 06-11-2016;10 (40%);7 (3);;5;1;;;;17 (8);41728;5;2;90';Nik Omladič;False;;0;M;;6.8;;;N. Omladič;0;1;2;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;4 (1);11 (3);24 (11);0 (0);10 (40%);1;70;6
EBR X H96 06-11-2016;9 (60%);5 (1);1;0;1;;;;6 (4);33828;3;0;45';Mirko Boland;False;;0;M;;6.8;;;M. Boland;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;1 (1);0 (0);11 (5);2 (1);9 (60%);1;26;3
EBR X H96 06-11-2016;4 (50%);1 (0);;0;1;;;;4 (3);171885;1;0;32';Maximilian Sauer;False;;0;D;;6.7;;;M. Sauer;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;0 (0);0 (0);5 (3);3 (0);4 (50%);3;29;0
EBR X H96 06-11-2016;12 (50%);2 (0);1;0;0;;;;4 (3);26031;1;1;45';Miiko Albornoz;False;;0;D;;6.6;;;M. Albornoz;0;0;0;hannover-96;H96;2541;Hannover 96;1;0 (0);6 (1);6 (3);2 (0);12 (50%);2;51;1
EBR X H96 06-11-2016;23 (69%);4 (1);;2;1;;;;12 (5);116570;3;4;90';Felix Klaus;False;;0;M;;6.5;;;F. Klaus;1;0;0;hannover-96;H96;2541;Hannover 96;0;6 (2);7 (2);16 (6);3 (2);23 (69%);1;60;2
EBR X H96 06-11-2016;5 (83%);2 (1);2;0;0;;;;2 (0);280993;1;0;12';Iver Fossum;False;;0;M;;6.4;;;I. Fossum;0;0;0;hannover-96;H96;2541;Hannover 96;0;0 (0);0 (0);4 (1);0 (0);5 (83%);0;7;0
EBR X H96 06-11-2016;2 (66%);4 (1);;0;0;;;;1 (0);126774;0;1;13';Christoffer Nyman;False;;0;M;;6.4;;;C. Nyman;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;1 (0);0 (0);5 (1);0 (0);2 (66%);0;5;0
