game;accuratePass;aerialDuels;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
FUR X KAR 07-05-2017;40 (93%);0 (0);4;1;2;;;;14 (6);26786;4;1;90';Andreas Hofmann;False;;0;M;;7.0;;;A. Hofmann;1;1;1;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;2 (1);0 (0);14 (6);5 (5);40 (93%);3;60;2
FUR X KAR 07-05-2017;32 (78%);1 (1);;;0;;;0;0 (0);67497;0;0;90';Balázs Megyeri;False;;0;G;0;6.9;1 (1);3;B. Megyeri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;0 (0);0 (0);1 (1);17 (8);32 (78%);0;50;0
FUR X KAR 07-05-2017;12 (70%);9 (3);;5;3;;;;14 (3);253893;1;1;81';Daniel Steininger;False;;0;F;;6.8;;;D. Steininger;1;3;2;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;5 (2);3 (0);23 (6);1 (0);12 (70%);1;43;0
FUR X KAR 07-05-2017;18 (75%);3 (2);1;0;3;;;;10 (6);159771;0;0;65';Franck Kom;False;;0;M;;6.8;;;F. Kom;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;0;0 (0);0 (0);13 (8);3 (1);18 (75%);4;33;2
FUR X KAR 07-05-2017;4 (44%);4 (0);;0;1;;;;3 (2);817968;0;0;65';Fabian Reese;False;;0;F;;6.7;;;F. Reese;0;0;1;karlsruher-sc;KAR;2553;Karlsruher SC;0;1 (1);0 (0);7 (2);1 (0);4 (44%);0;16;1
FUR X KAR 07-05-2017;19 (67%);7 (3);;4;2;;;;10 (3);123917;0;2;90';Serdar Dursun;False;1;0;F;;6.7;;;S. Dursun;1;0;2;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);17 (6);0 (0);19 (67%);1;44;2
FUR X KAR 07-05-2017;1 (50%);0 (0);;0;1;1;;;1 (0);800444;0;1;13';Matthias Bader;False;;0;D;;6.6;;;M. Bader;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;0;0 (0);0 (0);1 (0);0 (0);1 (50%);0;6;0
FUR X KAR 07-05-2017;1 (33%);3 (2);;2;0;;;;3 (1);109099;0;0;25';Stefan Mugoša;False;;0;F;;6.6;;;S. Mugoša;0;1;0;karlsruher-sc;KAR;2553;Karlsruher SC;1;0 (0);0 (0);6 (3);0 (0);1 (33%);0;10;1
FUR X KAR 07-05-2017;12 (54%);3 (1);2;1;2;;;;11 (5);877829;3;0;77';Severin Buchta;False;;0;M;;6.5;;;S. Buchta;0;1;0;karlsruher-sc;KAR;2553;Karlsruher SC;1;1 (0);1 (0);14 (6);5 (0);12 (54%);3;43;2
FUR X KAR 07-05-2017;27 (81%);6 (1);2;1;2;;;;14 (6);802841;4;0;90';Dominik Schad;False;;0;M;;6.5;;;D. Schad;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;3 (0);2 (0);20 (7);3 (3);27 (81%);5;59;2
FUR X KAR 07-05-2017;26 (76%);2 (1);;2;2;;;;7 (3);16073;3;0;90';Dennis Kempe;False;;0;M;;6.5;;;D. Kempe;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;2;0 (0);1 (0);9 (4);6 (1);26 (76%);1;62;2
FUR X KAR 07-05-2017;8 (80%);0 (0);;1;0;;;;2 (1);9422;0;0;25';Gaetan Krebs;False;;0;M;;6.5;;;G. Krebs;0;0;0;karlsruher-sc;KAR;2553;Karlsruher SC;0;0 (0);0 (0);2 (1);0 (0);8 (80%);1;16;0
FUR X KAR 07-05-2017;6 (85%);1 (0);;0;1;;;;2 (0);856076;0;0;18';David Raum;False;;0;M;;6.4;;;D. Raum;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;1;1 (0);1 (0);3 (0);2 (2);6 (85%);0;12;0
FUR X KAR 07-05-2017;31 (79%);4 (3);;1;2;;;;5 (1);4723;2;0;90';Marco Caligiuri;False;;0;D;;6.4;;;M. Caligiuri;0;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;1 (0);0 (0);9 (4);8 (4);31 (79%);1;55;1
FUR X KAR 07-05-2017;3 (75%);0 (0);;0;0;;;;0 (0);856077;0;0;9';Patrick Sontheimer;False;;0;M;;6.3;;;P. Sontheimer;1;0;0;spvgg-greuther-furth;FUR;2551;SpVgg Greuther Fürth;0;0 (0);0 (0);0 (0);0 (0);3 (75%);0;7;0
STU X AUE 07-05-2017;8 (57%);2 (1);;0;0;;2;;4 (3);26231;0;0;82';Simon Terodde;False;;0;F;;8.9;;;S. Terodde;0;2;4;vfb-stuttgart;STU;2677;VfB Stuttgart;0;2 (1);1 (0);6 (4);0 (0);8 (57%);0;26;2
STU X AUE 07-05-2017;36 (83%);3 (1);2;1;3;;1;;15 (5);180511;5;4;90';Alexandru Maxim;False;;0;M;;8.0;;;A. Maxim;0;2;2;vfb-stuttgart;STU;2677;VfB Stuttgart;0;7 (3);4 (1);18 (6);8 (7);36 (83%);1;71;1
STU X AUE 07-05-2017;48 (84%);2 (2);1;1;4;;;;12 (6);4725;1;1;90';Christian Gentner;False;;1;M;;7.6;;;C. Gentner;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);0 (0);14 (8);4 (2);48 (84%);5;67;1
STU X AUE 07-05-2017;45 (86%);4 (4);;0;2;;;;4 (2);73980;1;0;90';Marcin Kamiński;False;;2;D;;7.5;;;M. Kamiński;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;3;0 (0);0 (0);8 (6);9 (5);45 (86%);1;60;1
STU X AUE 07-05-2017;72 (88%);0 (0);;0;2;;;;3 (1);787505;4;0;90';Benjamin Pavard;False;;0;D;;7.4;;;B. Pavard;0;2;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);1 (0);3 (1);9 (6);72 (88%);0;102;1
STU X AUE 07-05-2017;19 (90%);0 (0);;;0;;;1;0 (0);24693;0;0;90';Mitchell Langerak;False;;0;G;1;7.4;0 (0);3;M. Langerak;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);0 (0);0 (0);10 (8);19 (90%);0;30;0
STU X AUE 07-05-2017;39 (86%);2 (1);2;1;2;;;;12 (7);91493;2;0;90';Clemens Fandrich;False;;1;F;;7.3;;;C. Fandrich;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;1 (1);1 (0);14 (8);8 (4);39 (86%);1;60;6
STU X AUE 07-05-2017;42 (80%);0 (0);;0;0;1;;;4 (1);20738;3;2;90';Emiliano Insúa;False;;1;D;;7.3;;;E. Insúa;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;3 (0);5 (2);4 (1);4 (2);42 (80%);0;75;1
STU X AUE 07-05-2017;39 (90%);2 (0);1;0;2;;;;7 (3);3786;2;4;90';Florian Klein;False;;0;M;;7.1;;;F. Klein;1;2;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;1 (0);0 (0);9 (3);0 (0);39 (90%);1;59;2
STU X AUE 07-05-2017;19 (76%);0 (0);1;0;2;;;;10 (6);357598;0;0;57';Josip Brekalo;False;;0;M;;6.9;;;J. Brekalo;0;0;2;vfb-stuttgart;STU;2677;VfB Stuttgart;1;5 (4);1 (0);10 (6);3 (2);19 (76%);2;38;0
STU X AUE 07-05-2017;55 (90%);2 (1);1;0;0;;;;2 (1);142107;4;0;90';Fabian Kalig;False;;0;D;;6.9;;;F. Kalig;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;6;0 (0);0 (0);4 (2);12 (9);55 (90%);1;73;0
STU X AUE 07-05-2017;26 (70%);1 (1);3;0;0;;;;11 (7);136930;1;0;90';Calogero Rizzuto;False;;0;M;;6.9;;;C. Rizzuto;0;1;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;5;3 (2);0 (0);12 (8);7 (4);26 (70%);2;65;3
STU X AUE 07-05-2017;8 (53%);1 (0);;1;2;;;;10 (7);96920;1;0;84';Dimitriy Nazarov;False;;0;F;;6.9;;;D. Nazarov;2;2;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;1 (1);0 (0);11 (7);1 (1);8 (53%);0;31;6
STU X AUE 07-05-2017;28 (84%);0 (0);;0;2;;;;5 (3);96301;1;0;62';Philipp Riese;False;;0;M;;6.9;;;P. Riese;0;0;1;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);1 (0);5 (3);5 (3);28 (84%);2;40;1
STU X AUE 07-05-2017;40 (81%);0 (0);;0;1;;;;1 (0);280025;0;0;90';Timo Baumgartl;False;;0;D;;6.8;;;T. Baumgartl;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;3;0 (0);0 (0);1 (0);7 (3);40 (81%);0;55;0
STU X AUE 07-05-2017;15 (68%);5 (1);;3;0;;;;5 (2);254001;0;3;78';Pascal Köpke;False;;0;F;;6.7;;;P. Köpke;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);10 (3);0 (0);15 (68%);1;31;1
STU X AUE 07-05-2017;22 (95%);0 (0);1;0;1;;;;3 (1);82240;0;1;33';Matthias Zimmermann;False;;0;M;;6.7;;;M. Zimmermann;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;0 (0);0 (0);3 (1);2 (2);22 (95%);0;26;1
STU X AUE 07-05-2017;26 (81%);4 (1);1;1;2;;;;4 (1);332961;2;1;57';Ebenezer Ofori;False;;0;M;;6.6;;;E. Ofori;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;1;0 (0);0 (0);8 (2);1 (1);26 (81%);1;38;0
STU X AUE 07-05-2017;7 (58%);1 (1);1;1;0;1;;;5 (1);48022;1;1;33';Daniel Ginczek;False;;0;F;;6.6;;;D. Ginczek;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;3 (1);0 (0);6 (2);0 (0);7 (58%);0;19;0
STU X AUE 07-05-2017;50 (86%);4 (2);2;1;0;;;;7 (4);424;1;0;90';Christian Tiffert;False;;0;M;;6.6;;;C. Tiffert;0;1;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);1 (0);11 (6);6 (5);50 (86%);3;68;1
STU X AUE 07-05-2017;1 (50%);0 (0);;0;0;;;;0 (0);254191;1;0;8';Julian Green;False;;0;F;;6.5;;;J. Green;0;0;0;vfb-stuttgart;STU;2677;VfB Stuttgart;0;0 (0);0 (0);0 (0);0 (0);1 (50%);0;3;0
STU X AUE 07-05-2017;2 (100%);0 (0);;0;0;;;;0 (0);142524;0;0;12';Cebio Soukou;False;;0;M;;6.5;;;C. Soukou;2;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);0 (0);1 (1);2 (100%);0;4;0
STU X AUE 07-05-2017;59 (84%);2 (2);1;0;0;;;;3 (2);132148;1;0;90';Steve Breitkreuz;False;;0;D;;6.5;;;S. Breitkreuz;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;2;0 (0);0 (0);5 (4);18 (10);59 (84%);2;77;0
STU X AUE 07-05-2017;7 (77%);1 (0);;3;1;;;;5 (1);137095;1;3;28';Mario Kvesić;False;;0;M;;6.4;;;M. Kvesić;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);1 (1);6 (1);0 (0);7 (77%);1;17;0
STU X AUE 07-05-2017;47 (100%);0 (0);;0;1;;;;6 (5);254025;2;0;90';Louis Samson;False;;0;D;;6.3;;;L. Samson;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;1;2 (2);0 (0);6 (5);3 (3);47 (100%);3;60;0
STU X AUE 07-05-2017;24 (64%);0 (0);;0;2;;;;6 (3);78881;0;1;90';Sebastian Hertner;False;;0;M;;6.3;;;S. Hertner;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;2;3 (2);5 (1);6 (3);7 (2);24 (64%);0;56;1
STU X AUE 07-05-2017;21 (84%);0 (0);;;0;;;2;0 (0);26952;0;0;90';Martin Männel;False;;0;G;0;6.2;0 (0);5;M. Männel;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);0 (0);11 (7);21 (84%);0;36;0
STU X AUE 07-05-2017;0 (0%);0 (0);;0;0;;;;0 (0);101466;0;0;6';Sören Bertram;False;;0;M;;–;;;S. Bertram;0;0;0;erzgebirge-aue;AUE;2566;Erzgebirge Aue;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0
BOC X ARM 07-05-2017;15 (71%);9 (5);;0;1;;;;5 (4);126219;7;0;90';Brian Behrendt;False;;1;D;;7.8;;;B. Behrendt;0;1;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;7;0 (0);0 (0);14 (9);5 (2);15 (71%);3;44;2
BOC X ARM 07-05-2017;19 (76%);8 (5);1;1;0;;;;5 (2);26516;3;7;90';Tom Schütz;False;;0;M;;7.7;;;T. Schütz;0;0;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;3;1 (0);7 (3);13 (7);4 (3);19 (76%);2;45;0
BOC X ARM 07-05-2017;11 (52%);0 (0);1;1;0;;;;8 (5);123688;2;1;90';Christoph Hemlein;False;;0;M;;7.4;;;C. Hemlein;0;5;2;arminia-bielefeld;ARM;2540;Arminia Bielefeld;1;2 (1);6 (2);8 (5);4 (0);11 (52%);2;47;2
BOC X ARM 07-05-2017;8 (72%);1 (0);;0;0;;1;;4 (4);840429;0;1;45';Keanu Staude;False;;0;M;;7.3;;;K. Staude;1;0;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);1 (0);5 (4);0 (0);8 (72%);2;18;2
BOC X ARM 07-05-2017;12 (54%);5 (3);1;0;0;;;;8 (7);134849;2;1;90';Manuel Prietl;False;;0;M;;7.3;;;M. Prietl;1;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;1 (1);0 (0);13 (10);2 (0);12 (54%);5;38;1
BOC X ARM 07-05-2017;17 (73%);12 (5);1;0;0;;;;4 (3);74574;4;0;90';Julian Börner;False;;1;D;;7.3;;;J. Börner;0;1;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;6;1 (1);0 (0);16 (8);1 (1);17 (73%);1;41;1
BOC X ARM 07-05-2017;14 (93%);5 (3);;0;3;;;;10 (7);16122;1;2;45';Sören Brandy;False;;0;F;;7.3;;;S. Brandy;1;2;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;1 (0);0 (0);15 (10);1 (1);14 (93%);6;27;1
BOC X ARM 07-05-2017;76 (77%);8 (4);;2;0;;;;9 (5);236;4;1;90';Tim Hoogland;False;;1;D;;7.3;;;T. Hoogland;1;3;0;vfl-bochum;BOC;2542;VfL Bochum;1;4 (2);0 (0);17 (9);25 (10);76 (77%);3;122;0
BOC X ARM 07-05-2017;26 (72%);2 (0);;3;0;;;;5 (2);132606;3;2;90';Florian Hartherz;False;;2;D;;7.2;;;F. Hartherz;1;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;2;1 (1);2 (1);7 (2);7 (5);26 (72%);1;65;0
BOC X ARM 07-05-2017;10 (41%);14 (9);;1;0;;;;3 (2);123320;0;1;69';Andreas Voglsammer;False;1;0;F;;7.2;;;A. Voglsammer;0;0;2;arminia-bielefeld;ARM;2540;Arminia Bielefeld;1;0 (0);0 (0);17 (11);1 (1);10 (41%);2;31;1
BOC X ARM 07-05-2017;61 (81%);14 (6);;1;1;;;;7 (5);119179;2;0;90';Anthony Losilla;False;1;0;M;;7.2;;;A. Losilla;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);21 (11);9 (9);61 (81%);2;87;3
BOC X ARM 07-05-2017;27 (90%);3 (0);;1;2;;;;3 (1);795001;2;2;32';Görkem Sağlam;False;;0;M;;7.1;;;G. Sağlam;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);1 (1);6 (1);4 (4);27 (90%);1;37;0
BOC X ARM 07-05-2017;70 (94%);4 (2);;1;2;;;;7 (4);254411;1;0;90';Jan Gyamerah;False;;1;D;;7.1;;;J. Gyamerah;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;0 (0);0 (0);11 (6);9 (8);70 (94%);3;86;1
BOC X ARM 07-05-2017;11 (55%);3 (1);;2;0;;1;;5 (1);142537;1;1;35';Selim Gündüz;False;;0;F;;7.1;;;S. Gündüz;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;0;2 (0);3 (1);8 (2);2 (0);11 (55%);1;39;1
BOC X ARM 07-05-2017;14 (60%);1 (1);1;0;0;;;;3 (2);1610;5;2;90';Florian Dick;False;;0;D;;7.1;;;F. Dick;0;1;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;5;0 (0);0 (0);4 (3);7 (4);14 (60%);2;51;0
BOC X ARM 07-05-2017;35 (77%);3 (2);1;0;0;;;;3 (1);142631;1;3;90';Thomas Eisfeld;False;;0;F;;7.0;;;T. Eisfeld;0;1;0;vfl-bochum;BOC;2542;VfL Bochum;0;2 (1);2 (1);6 (3);4 (3);35 (77%);0;55;0
BOC X ARM 07-05-2017;5 (71%);3 (1);;0;1;;;;1 (0);129923;0;2;21';Nils Quaschner;False;;0;F;;7.0;;;N. Quaschner;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);0 (0);4 (1);0 (0);5 (71%);0;9;0
BOC X ARM 07-05-2017;66 (90%);1 (0);1;1;1;;;;7 (3);21666;2;2;90';Felix Bastians;False;;0;D;;7.0;;;F. Bastians;0;3;1;vfl-bochum;BOC;2542;VfL Bochum;1;2 (1);5 (1);8 (3);11 (8);66 (90%);1;96;1
BOC X ARM 07-05-2017;4 (33%);6 (4);1;1;1;;;;5 (1);85058;0;1;21';Fabian Klos;False;;0;F;;6.9;;;F. Klos;0;2;1;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;1 (0);0 (0);11 (5);0 (0);4 (33%);0;21;1
BOC X ARM 07-05-2017;13 (76%);4 (2);1;1;1;1;;;8 (2);74335;0;3;78';Reinhold Yabo;False;;0;M;;6.8;;;R. Yabo;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;4 (1);0 (0);12 (4);1 (0);13 (76%);1;27;0
BOC X ARM 07-05-2017;14 (66%);5 (4);;1;1;;;;2 (1);152115;0;0;69';Johannes Wurtz;False;1;0;F;;6.7;;;J. Wurtz;1;1;1;vfl-bochum;BOC;2542;VfL Bochum;0;1 (1);1 (0);7 (5);0 (0);14 (66%);0;31;0
BOC X ARM 07-05-2017;33 (76%);2 (1);;;0;;;2;0 (0);24937;0;0;90';Manuel Riemann;False;;0;G;1;6.7;1 (1);6;M. Riemann;0;0;0;vfl-bochum;BOC;2542;VfL Bochum;1;0 (0);0 (0);2 (1);23 (14);33 (76%);0;63;0
BOC X ARM 07-05-2017;13 (39%);0 (0);;;0;;;0;1 (1);8839;0;0;90';Wolfgang Hesl;False;;0;G;0;6.7;0 (0);4;W. Hesl;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;0 (0);0 (0);1 (1);32 (12);13 (39%);0;40;1
BOC X ARM 07-05-2017;52 (82%);8 (3);2;0;2;;;;7 (3);814873;1;0;90';Vitaly Janelt;False;;0;M;;6.6;;;V. Janelt;0;1;0;vfl-bochum;BOC;2542;VfL Bochum;2;1 (0);0 (0);15 (6);4 (1);52 (82%);3;73;0
BOC X ARM 07-05-2017;21 (75%);2 (1);;1;1;;;;3 (1);129926;0;0;55';Tom Weilandt;False;;1;M;;6.6;;;T. Weilandt;1;0;0;vfl-bochum;BOC;2542;VfL Bochum;0;0 (0);1 (0);5 (2);4 (1);21 (75%);1;44;0
BOC X ARM 07-05-2017;24 (60%);3 (1);1;1;1;;;;12 (3);101789;2;3;58';Marco Stiepermann;False;;1;M;;6.4;;;M. Stiepermann;0;0;1;vfl-bochum;BOC;2542;VfL Bochum;0;8 (2);6 (4);15 (4);3 (2);24 (60%);1;75;0
BOC X ARM 07-05-2017;5 (83%);1 (1);;1;0;;;;3 (1);71445;0;0;12';Stephan Salger;False;;0;D;;6.2;;;S. Salger;0;0;0;arminia-bielefeld;ARM;2540;Arminia Bielefeld;0;1 (0);0 (0);4 (2);0 (0);5 (83%);1;11;1
BOC X ARM 07-05-2017;6 (60%);9 (4);;0;1;1;;;6 (1);53811;0;1;90';Peniel Mlapa;False;1;0;F;;6.1;;;P. Mlapa;2;0;1;vfl-bochum;BOC;2542;VfL Bochum;0;4 (0);1 (0);15 (5);0 (0);6 (60%);1;22;0
EBR X UNB 08-05-2017;9 (56%);4 (1);1;1;0;;;;17 (12);41728;3;7;80';Nik Omladič;False;;0;M;;8.3;;;N. Omladič;1;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;3 (0);11 (7);21 (13);2 (0);9 (56%);5;52;7
EBR X UNB 08-05-2017;11 (52%);3 (2);;0;1;;2;;3 (1);8843;1;0;90';Ken Reichel;False;;0;D;;8.3;;;K. Reichel;0;2;2;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;1 (0);2 (0);6 (3);8 (2);11 (52%);0;38;1
EBR X UNB 08-05-2017;13 (86%);2 (0);2;0;0;1;;;6 (4);142480;0;1;20';Julius Biada;False;;0;M;;7.3;;;J. Biada;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;3 (3);0 (0);8 (4);0 (0);13 (86%);1;22;0
EBR X UNB 08-05-2017;10 (50%);25 (10);;2;4;;1;;11 (4);8808;0;1;90';Dominick Kumbela;False;1;0;F;;7.3;;;D. Kumbela;0;1;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;3 (1);1 (0);36 (14);2 (1);10 (50%);0;44;4
EBR X UNB 08-05-2017;4 (40%);2 (2);1;0;0;;;;4 (3);171885;3;0;45';Maximilian Sauer;False;;0;D;;7.2;;;M. Sauer;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;0 (0);0 (0);6 (5);6 (2);4 (40%);3;29;0
EBR X UNB 08-05-2017;11 (64%);7 (2);;1;2;1;;;7 (3);126774;1;2;90';Christoffer Nyman;False;;0;F;;7.2;;;C. Nyman;0;2;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;2 (1);0 (0);14 (5);0 (0);11 (64%);0;30;2
EBR X UNB 08-05-2017;7 (77%);1 (0);;0;0;;;;6 (5);153196;0;1;19';Raffael Korte;False;;0;M;;7.1;;;R. Korte;1;1;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;2 (1);1 (0);7 (5);3 (1);7 (77%);4;24;0
EBR X UNB 08-05-2017;43 (78%);17 (12);;0;1;;;;5 (4);137053;3;0;90';Toni Leistner;False;;0;D;;7.1;;;T. Leistner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;7;0 (0);0 (0);22 (16);9 (6);43 (78%);1;71;4
EBR X UNB 08-05-2017;15 (78%);4 (1);1;2;2;;;;12 (6);137017;0;5;90';Onel Hernández;False;;1;M;;7.1;;;O. Hernández;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;2;4 (3);4 (1);16 (7);1 (0);15 (78%);2;39;1
EBR X UNB 08-05-2017;18 (66%);3 (0);;1;4;;;;16 (9);39815;0;2;90';Philipp Hosiner;False;;0;F;;7.1;;;P. Hosiner;0;0;2;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;5 (3);0 (0);19 (9);3 (2);18 (66%);1;44;5
EBR X UNB 08-05-2017;20 (62%);4 (2);2;2;0;;;;10 (6);33828;4;0;90';Mirko Boland;False;;0;M;;7.1;;;M. Boland;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;4;1 (1);0 (0);14 (8);11 (4);20 (62%);4;51;1
EBR X UNB 08-05-2017;32 (76%);3 (1);1;0;2;;;;10 (7);15416;3;1;71';Stephan Fürstner;False;;0;M;;7.1;;;S. Fürstner;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;3;0 (0);1 (0);13 (8);6 (3);32 (76%);3;61;4
EBR X UNB 08-05-2017;10 (41%);10 (5);;0;4;;;;7 (4);99170;2;0;90';Joseph Baffo;False;;1;D;;7.0;;;J. Baffo;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;4;0 (0);0 (0);17 (9);12 (3);10 (41%);2;39;2
EBR X UNB 08-05-2017;9 (52%);8 (5);1;0;2;;1;;5 (1);121943;1;0;45';Maximilian Thiel;False;;0;M;;6.9;;;M. Thiel;0;0;1;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;2;1 (0);1 (0);13 (6);2 (0);9 (52%);1;26;0
EBR X UNB 08-05-2017;10 (58%);13 (11);1;0;2;;;;5 (2);98201;1;0;90';Gustav Valsvik;False;;1;D;;6.9;;;G. Valsvik;0;5;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;7;0 (0);0 (0);18 (13);6 (2);10 (58%);0;36;2
EBR X UNB 08-05-2017;6 (21%);1 (1);;;0;;;1;1 (1);8832;0;0;90';Jasmin Fejzić;False;;0;G;1;6.8;0 (0);3;J. Fejzić;0;0;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;1;0 (0);0 (0);2 (2);27 (5);6 (21%);0;35;0
EBR X UNB 08-05-2017;5 (83%);2 (0);;0;0;;;;1 (0);134250;0;1;10';Salim Khelifi;False;;0;M;;6.7;;;S. Khelifi;0;1;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;1 (0);1 (1);3 (0);0 (0);5 (83%);0;9;0
EBR X UNB 08-05-2017;9 (60%);3 (0);1;0;3;;;;9 (4);26825;1;0;70';Jan Hochscheidt;False;;0;M;;6.7;;;J. Hochscheidt;0;2;0;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;1 (0);1 (0);12 (4);3 (1);9 (60%);4;28;0
EBR X UNB 08-05-2017;13 (65%);1 (0);;0;0;;;;1 (1);792218;1;0;45';Niko Kijewski;False;;0;D;;6.6;;;N. Kijewski;0;0;1;eintracht-braunschweig;EBR;2557;Eintracht Braunschweig;0;0 (0);1 (0);2 (1);7 (3);13 (65%);0;34;1
EBR X UNB 08-05-2017;25 (61%);9 (7);;0;1;;;;11 (7);773591;2;1;90';Kristian Pedersen;False;;0;D;;6.6;;;K. Pedersen;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;5;6 (3);4 (0);20 (14);5 (0);25 (61%);3;82;1
EBR X UNB 08-05-2017;5 (50%);1 (0);;1;1;;;;5 (3);94627;0;0;45';Simon Hedlund;False;1;0;M;;6.5;;;S. Hedlund;0;0;1;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;1;2 (2);0 (0);6 (3);0 (0);5 (50%);1;16;0
EBR X UNB 08-05-2017;21 (63%);0 (0);;;0;;;1;0 (0);253945;0;0;90';Daniel Mesenhöler;False;;0;G;0;6.4;0 (0);5;D. Mesenhöler;0;0;0;1-fc-union-berlin;UNB;2547;1. FC Union Berlin;0;0 (0);0 (0);0 (0);24 (12);21 (63%);0;46;0
