game;away_score;data;form_minute_-11;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CRU X GOI 12-07-2015;;;;;3.0;24.0;23.0;62.0;40.0;19.0;15.0;6.0;-2.0;9.0;13.0;24.0;11.0;100.0;63.0;41.0;28.0;20.0;9.0;49.0;33.0;18.0;17.0;14.0;12.0;33.0;23.0;78.0;50.0;23.0;15.0;88.0;46.0;53.0;22.0;13.0;7.0;-2.0;-6.0;-1.0;25.0;-1.0;5.0;-6.0;-7.0;34.0;-34.0;25.0;21.0;76.0;79.0;53.0;43.0;58.0;33.0;26.0;23.0;18.0;-27.0;-8.0;9.0;-2.0;-66.0;-29.0;24.0;1.0;9.0;14.0;34.0;23.0;15.0;3.0;4.0;24.0;18.0;9.0;9.0;4.0;11.0;4.0;10.0;10.0;9.0;14.0;36.0;23.0;46.0;30.0;20.0;36.0;43.0;45.0;;;;;
FLA X COR 12-07-2015;;;;;-1.0;4.0;8.0;24.0;15.0;-34.0;-13.0;42.0;18.0;12.0;15.0;2.0;10.0;4.0;8.0;-4.0;-4.0;-1.0;7.0;-74.0;-15.0;-7.0;21.0;12.0;5.0;15.0;8.0;6.0;-4.0;32.0;14.0;9.0;27.0;33.0;22.0;12.0;14.0;9.0;10.0;7.0;-5.0;2.0;47.0;30.0;20.0;21.0;74.0;46.0;6.0;5.0;5.0;3.0;32.0;42.0;-43.0;-8.0;13.0;8.0;3.0;28.0;-73.0;-30.0;-16.0;13.0;3.0;8.0;46.0;29.0;34.0;21.0;34.0;67.0;39.0;29.0;79.0;57.0;38.0;24.0;16.0;36.0;49.0;30.0;59.0;1.0;-4.0;-3.0;2.0;7.0;6.0;14.0;32.0;0.0;;;;;
JOI X INT 12-07-2015;;;;;10.0;-28.0;-14.0;-13.0;-8.0;10.0;4.0;-5.0;0.0;0.0;-31.0;5.0;-18.0;-15.0;-14.0;-8.0;-12.0;-7.0;-9.0;-5.0;-8.0;-34.0;3.0;-20.0;-11.0;-6.0;-98.0;-56.0;-33.0;-14.0;-43.0;-19.0;-11.0;-5.0;-1.0;-1.0;1.0;6.0;3.0;0.0;-70.0;1.0;0.0;10.0;5.0;-1.0;-5.0;0.0;5.0;1.0;-5.0;5.0;1.0;-5.0;-7.0;-4.0;-26.0;-2.0;-1.0;0.0;55.0;67.0;-40.0;0.0;-5.0;20.0;5.0;-15.0;6.0;-30.0;-15.0;25.0;8.0;5.0;15.0;14.0;6.0;33.0;-9.0;65.0;32.0;-40.0;-7.0;-6.0;-7.0;5.0;8.0;4.0;7.0;-5.0;44.0;20.0;;;;;
AVA X CHA 12-07-2015;;;;;40.0;98.0;58.0;36.0;27.0;-69.0;-32.0;-13.0;52.0;16.0;-44.0;24.0;77.0;25.0;12.0;9.0;10.0;-29.0;-14.0;-12.0;-6.0;-32.0;15.0;22.0;3.0;-39.0;-20.0;12.0;-29.0;-16.0;-10.0;-4.0;-2.0;20.0;-9.0;-3.0;2.0;-8.0;-4.0;2.0;60.0;-8.0;-6.0;-86.0;-59.0;13.0;38.0;-8.0;-25.0;-16.0;-17.0;-60.0;-43.0;-36.0;-28.0;-24.0;25.0;-23.0;-14.0;34.0;14.0;22.0;12.0;-47.0;-32.0;-30.0;-60.0;11.0;-42.0;-18.0;-12.0;-7.0;-3.0;-3.0;-3.0;29.0;14.0;6.0;7.0;-7.0;-2.0;-5.0;-9.0;-2.0;-7.0;-5.0;49.0;35.0;49.0;4.0;23.0;-55.0;;;;;
SPT X PAL 12-07-2015;;;;;-36.0;-5.0;-3.0;-2.0;-26.0;-20.0;-17.0;-10.0;40.0;41.0;24.0;-21.0;20.0;16.0;100.0;58.0;14.0;-31.0;-8.0;-12.0;-7.0;-3.0;-12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.0;-7.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-35.0;-6.0;-3.0;-2.0;-1.0;-4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-5.0;-38.0;-23.0;-13.0;-8.0;-4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.0;;;;;
FLA X GRE 18-07-2015;;;;;1.0;27.0;19.0;5.0;4.0;8.0;11.0;47.0;25.0;16.0;16.0;6.0;11.0;5.0;-38.0;23.0;32.0;16.0;11.0;-28.0;-10.0;-6.0;9.0;48.0;27.0;17.0;9.0;4.0;-1.0;-2.0;30.0;15.0;13.0;6.0;12.0;81.0;45.0;26.0;-26.0;-2.0;-20.0;-1.0;30.0;-21.0;-33.0;-20.0;-50.0;-31.0;-47.0;-22.0;34.0;59.0;68.0;46.0;35.0;22.0;41.0;13.0;9.0;13.0;11.0;9.0;8.0;2.0;3.0;-18.0;-6.0;59.0;28.0;17.0;13.0;11.0;39.0;24.0;17.0;38.0;35.0;11.0;35.0;9.0;100.0;50.0;31.0;15.0;15.0;32.0;16.0;-29.0;-9.0;41.0;-35.0;5.0;;;;;
INT X GOI 18-07-2015;;;;;21.0;-3.0;-3.0;-19.0;-14.0;-6.0;-51.0;-28.0;33.0;12.0;9.0;3.0;16.0;-58.0;-38.0;-40.0;-2.0;-4.0;22.0;14.0;11.0;5.0;2.0;-5.0;1.0;1.0;-5.0;-6.0;-2.0;1.0;-4.0;-1.0;-4.0;2.0;6.0;2.0;2.0;2.0;2.0;6.0;5.0;5.0;-8.0;3.0;33.0;7.0;15.0;16.0;12.0;39.0;23.0;11.0;28.0;13.0;28.0;93.0;13.0;58.0;33.0;61.0;5.0;-6.0;-3.0;-1.0;-8.0;-26.0;-44.0;9.0;-30.0;-17.0;-39.0;-20.0;-9.0;-14.0;-7.0;6.0;2.0;-5.0;7.0;2.0;-74.0;-37.0;37.0;20.0;18.0;17.0;11.0;100.0;65.0;6.0;39.0;-30.0;;;;;
COR X CAM 19-07-2015;;;;;6.0;1.0;31.0;18.0;-30.0;-10.0;-6.0;-25.0;-20.0;21.0;11.0;3.0;1.0;2.0;2.0;1.0;-60.0;-35.0;-100.0;-54.0;-37.0;-28.0;7.0;-27.0;-15.0;-10.0;-6.0;-53.0;-30.0;-12.0;-2.0;6.0;10.0;5.0;11.0;36.0;23.0;16.0;11.0;78.0;5.0;43.0;62.0;34.0;-24.0;-30.0;-40.0;-31.0;-24.0;-37.0;-23.0;-44.0;-33.0;-23.0;-35.0;-13.0;-10.0;-13.0;-40.0;-26.0;-22.0;-11.0;-4.0;-3.0;-14.0;-11.0;-49.0;-5.0;-32.0;-22.0;-10.0;17.0;9.0;4.0;-6.0;-12.0;-14.0;-14.0;-8.0;-19.0;-16.0;-44.0;-31.0;-24.0;-54.0;-42.0;-33.0;-25.0;-15.0;-4.0;-6.0;-50.0;;;;;
CAP X CHA 19-07-2015;;;;;-8.0;9.0;57.0;30.0;25.0;18.0;35.0;16.0;19.0;15.0;13.0;-7.0;10.0;10.0;40.0;18.0;5.0;2.0;31.0;15.0;14.0;13.0;-12.0;8.0;2.0;-6.0;-2.0;-62.0;-37.0;-23.0;29.0;8.0;8.0;-10.0;19.0;10.0;3.0;-1.0;4.0;4.0;5.0;2.0;1.0;51.0;30.0;7.0;18.0;10.0;26.0;87.0;52.0;81.0;48.0;32.0;43.0;21.0;3.0;49.0;29.0;12.0;10.0;-6.0;70.0;39.0;-31.0;5.0;-31.0;9.0;-18.0;-11.0;-10.0;-7.0;60.0;18.0;10.0;-31.0;-24.0;-19.0;8.0;-11.0;-37.0;-9.0;-3.0;41.0;23.0;2.0;6.0;-5.0;-7.0;12.0;-3.0;-35.0;;;;;
FIG X CFC 19-07-2015;;;;;6.0;-34.0;-21.0;-13.0;-13.0;-14.0;34.0;10.0;-42.0;-21.0;-13.0;-12.0;-16.0;-10.0;-34.0;-26.0;-16.0;-10.0;-7.0;-2.0;19.0;9.0;-5.0;9.0;-7.0;-1.0;-4.0;-23.0;-46.0;-33.0;-16.0;24.0;-12.0;-4.0;-2.0;-2.0;-2.0;-4.0;-8.0;-32.0;5.0;39.0;10.0;11.0;16.0;-3.0;17.0;17.0;55.0;42.0;99.0;63.0;2.0;5.0;10.0;-1.0;-8.0;15.0;16.0;14.0;42.0;30.0;16.0;14.0;8.0;-26.0;-63.0;-5.0;-37.0;-22.0;-13.0;10.0;-29.0;-7.0;6.0;11.0;17.0;13.0;-9.0;8.0;5.0;3.0;-29.0;-20.0;-16.0;11.0;1.0;-29.0;21.0;-6.0;4.0;-20.0;;;;;
FLU X VAS 19-07-2015;;;;;1.0;-1.0;-6.0;-9.0;-11.0;10.0;31.0;18.0;41.0;4.0;1.0;1.0;10.0;4.0;-1.0;20.0;11.0;35.0;20.0;31.0;36.0;20.0;-1.0;69.0;40.0;21.0;15.0;38.0;22.0;72.0;22.0;12.0;-81.0;20.0;-45.0;-32.0;-18.0;-16.0;5.0;20.0;0.0;10.0;-7.0;-6.0;-5.0;11.0;-6.0;-5.0;-9.0;-6.0;29.0;43.0;19.0;15.0;7.0;35.0;11.0;17.0;-42.0;-20.0;-13.0;-2.0;19.0;11.0;5.0;-7.0;-4.0;6.0;24.0;-77.0;-35.0;-16.0;-41.0;-28.0;-12.0;-9.0;-46.0;-26.0;8.0;-16.0;-10.0;19.0;14.0;2.0;-1.0;4.0;30.0;16.0;19.0;-6.0;-1.0;-5.0;;;;;
PAL X SAN 19-07-2015;;;;;6.0;-12.0;6.0;11.0;46.0;28.0;92.0;50.0;-40.0;-13.0;-7.0;-5.0;-14.0;-3.0;-5.0;-1.0;-11.0;-6.0;-4.0;-22.0;-13.0;-7.0;1.0;-4.0;11.0;-5.0;-5.0;-32.0;-19.0;-12.0;-6.0;-3.0;1.0;1.0;1.0;-5.0;31.0;31.0;13.0;3.0;-45.0;1.0;-20.0;-40.0;-33.0;1.0;-48.0;-23.0;-11.0;-8.0;-3.0;-5.0;-26.0;-14.0;31.0;14.0;-19.0;14.0;16.0;40.0;22.0;13.0;22.0;12.0;4.0;2.0;31.0;36.0;7.0;-6.0;40.0;23.0;-31.0;-10.0;-6.0;-6.0;-9.0;-3.0;-30.0;-2.0;-61.0;-36.0;-76.0;-80.0;-53.0;-27.0;-16.0;-11.0;-4.0;-13.0;5.0;-10.0;;;;;
SPT X SPO 19-07-2015;;;;;0.0;-2.0;-1.0;0.0;35.0;20.0;12.0;37.0;27.0;13.0;38.0;0.0;22.0;11.0;56.0;33.0;17.0;40.0;-30.0;-7.0;5.0;-5.0;-5.0;-4.0;30.0;-20.0;-1.0;75.0;44.0;19.0;12.0;2.0;5.0;5.0;0.0;-30.0;-12.0;-2.0;-6.0;-5.0;5.0;30.0;6.0;-5.0;-5.0;-5.0;10.0;1.0;1.0;6.0;4.0;1.0;41.0;24.0;-35.0;-7.0;-7.0;45.0;26.0;15.0;11.0;16.0;6.0;-10.0;-8.0;-20.0;-12.0;-4.0;-12.0;-36.0;-26.0;-9.0;40.0;25.0;-20.0;-1.0;-1.0;-3.0;-7.0;-2.0;30.0;27.0;31.0;58.0;54.0;30.0;17.0;9.0;2.0;-4.0;0.0;105.0;;;;;
CRU X AVA 19-07-2015;;;;;1.0;9.0;7.0;44.0;100.0;62.0;39.0;20.0;15.0;5.0;4.0;1.0;24.0;21.0;14.0;30.0;19.0;-29.0;-14.0;-6.0;32.0;12.0;33.0;12.0;10.0;8.0;5.0;-13.0;28.0;-28.0;-1.0;3.0;4.0;21.0;3.0;6.0;-3.0;2.0;4.0;3.0;0.0;-3.0;3.0;28.0;19.0;9.0;14.0;11.0;13.0;8.0;7.0;6.0;11.0;8.0;7.0;-38.0;2.0;-35.0;40.0;14.0;8.0;51.0;36.0;13.0;-41.0;-30.0;-1.0;33.0;30.0;56.0;36.0;21.0;-31.0;-9.0;-8.0;30.0;8.0;11.0;19.0;6.0;58.0;-76.0;-25.0;32.0;40.0;21.0;14.0;10.0;25.0;13.0;74.0;5.0;;;;;
JOI X PON 19-07-2015;;;;;1.0;23.0;9.0;2.0;1.0;1.0;1.0;1.0;30.0;-20.0;-30.0;1.0;-17.0;-5.0;-4.0;-31.0;-15.0;-9.0;-5.0;-2.0;1.0;1.0;1.0;-5.0;11.0;46.0;58.0;40.0;70.0;41.0;22.0;12.0;7.0;40.0;1.0;1.0;-20.0;31.0;42.0;31.0;30.0;1.0;-5.0;-1.0;30.0;24.0;-31.0;-8.0;20.0;28.0;14.0;85.0;60.0;33.0;18.0;-11.0;15.0;-5.0;-4.0;10.0;23.0;54.0;31.0;23.0;12.0;5.0;30.0;59.0;17.0;9.0;-6.0;-1.0;-7.0;-80.0;-83.0;-49.0;-26.0;-13.0;35.0;28.0;29.0;100.0;71.0;74.0;44.0;-28.0;8.0;8.0;3.0;38.0;54.0;90.0;;;;;
AVA X CAP 25-07-2015;;;;;5.0;-29.0;-19.0;-6.0;0.0;1.0;1.0;0.0;-5.0;10.0;4.0;2.0;22.0;13.0;33.0;19.0;11.0;5.0;33.0;17.0;10.0;-35.0;6.0;-7.0;-6.0;50.0;27.0;18.0;-20.0;-5.0;-47.0;-27.0;-56.0;34.0;-32.0;-9.0;-7.0;-4.0;-75.0;-39.0;70.0;-19.0;0.0;5.0;7.0;20.0;24.0;-25.0;-6.0;-9.0;-5.0;30.0;16.0;-30.0;60.0;28.0;31.0;14.0;28.0;-30.0;-10.0;-6.0;-3.0;-3.0;0.0;0.0;5.0;18.0;2.0;1.0;6.0;43.0;25.0;20.0;12.0;11.0;4.0;2.0;-40.0;11.0;6.0;3.0;2.0;76.0;4.0;7.0;34.0;20.0;6.0;-49.0;-75.0;0.0;;;;;
GRE X SPT 25-07-2015;;;;;1.0;2.0;7.0;5.0;24.0;59.0;36.0;52.0;26.0;20.0;9.0;1.0;6.0;-1.0;5.0;2.0;-1.0;-31.0;-18.0;-11.0;-7.0;-5.0;6.0;-1.0;-1.0;5.0;1.0;20.0;11.0;-24.0;-9.0;7.0;2.0;9.0;21.0;15.0;60.0;31.0;-19.0;2.0;75.0;1.0;2.0;2.0;-4.0;6.0;2.0;2.0;6.0;-39.0;42.0;13.0;-39.0;-17.0;-1.0;-2.0;4.0;2.0;-49.0;32.0;-74.0;-43.0;-26.0;-12.0;-10.0;30.0;16.0;-5.0;14.0;38.0;22.0;10.0;5.0;62.0;34.0;25.0;14.0;9.0;-5.0;-20.0;-10.0;-6.0;-3.0;-1.0;40.0;84.0;50.0;30.0;43.0;6.0;28.0;115.0;;;;;
CAM X FIG 26-07-2015;;;;;1.0;-2.0;4.0;29.0;41.0;69.0;44.0;24.0;16.0;11.0;7.0;1.0;52.0;-37.0;4.0;4.0;5.0;4.0;8.0;100.0;92.0;50.0;-5.0;25.0;21.0;5.0;52.0;32.0;15.0;39.0;24.0;16.0;-9.0;6.0;-9.0;-1.0;2.0;22.0;13.0;-79.0;-5.0;-48.0;-24.0;-5.0;7.0;52.0;8.0;6.0;4.0;-4.0;2.0;47.0;33.0;21.0;19.0;32.0;26.0;17.0;5.0;4.0;78.0;46.0;18.0;7.0;10.0;-4.0;2.0;21.0;6.0;-4.0;2.0;-19.0;-9.0;-4.0;-6.0;-7.0;-1.0;7.0;13.0;-19.0;-12.0;-30.0;-16.0;-13.0;-5.0;-1.0;12.0;43.0;7.0;-20.0;-19.0;-10.0;;;;;
CHA X FLU 26-07-2015;;;;;-6.0;28.0;16.0;4.0;-8.0;-4.0;5.0;5.0;8.0;5.0;3.0;-29.0;1.0;10.0;20.0;12.0;-30.0;-38.0;-23.0;81.0;38.0;25.0;-18.0;-75.0;-34.0;-26.0;-15.0;-4.0;3.0;42.0;25.0;10.0;-5.0;-67.0;5.0;5.0;-15.0;-1.0;-25.0;-15.0;15.0;1.0;1.0;-5.0;-2.0;-40.0;-6.0;-8.0;-9.0;-35.0;-20.0;-16.0;-14.0;-12.0;-15.0;-3.0;-24.0;-6.0;-48.0;-53.0;-40.0;-34.0;-24.0;-16.0;-62.0;-37.0;-22.0;-44.0;-19.0;-11.0;9.0;-6.0;-2.0;-31.0;-9.0;-7.0;-5.0;-8.0;-28.0;4.0;39.0;-46.0;-44.0;-21.0;-9.0;-9.0;-3.0;-1.0;4.0;-9.0;75.0;-40.0;;;;;
SAN X JOI 26-07-2015;;;;;1.0;-20.0;-13.0;-7.0;-4.0;11.0;2.0;2.0;7.0;4.0;77.0;1.0;47.0;33.0;20.0;12.0;9.0;17.0;12.0;9.0;12.0;14.0;-30.0;9.0;7.0;6.0;5.0;4.0;4.0;4.0;-18.0;-6.0;-2.0;76.0;-29.0;-15.0;43.0;22.0;-18.0;-13.0;90.0;38.0;24.0;46.0;34.0;35.0;42.0;39.0;25.0;-28.0;-17.0;13.0;53.0;27.0;15.0;-23.0;22.0;-41.0;-36.0;-24.0;-17.0;23.0;37.0;24.0;12.0;-8.0;-3.0;18.0;49.0;25.0;13.0;27.0;15.0;4.0;31.0;17.0;12.0;-12.0;19.0;-3.0;4.0;-21.0;-14.0;-8.0;-4.0;31.0;38.0;53.0;32.0;6.0;1.0;70.0;;;;;
CFC X COR 26-07-2015;;;;;1.0;30.0;18.0;51.0;31.0;-20.0;-2.0;-6.0;-36.0;-21.0;-10.0;1.0;-5.0;6.0;8.0;5.0;-5.0;6.0;2.0;1.0;1.0;-10.0;5.0;-34.0;-15.0;-3.0;61.0;35.0;25.0;11.0;8.0;-4.0;2.0;8.0;2.0;-59.0;-100.0;-61.0;52.0;10.0;20.0;12.0;7.0;9.0;10.0;5.0;11.0;6.0;3.0;-5.0;-86.0;-76.0;-40.0;-3.0;-1.0;10.0;3.0;8.0;4.0;-50.0;-33.0;-15.0;31.0;17.0;19.0;12.0;12.0;2.0;10.0;5.0;3.0;2.0;1.0;6.0;4.0;8.0;10.0;6.0;1.0;9.0;6.0;3.0;7.0;4.0;8.0;5.0;23.0;29.0;27.0;1.0;1.0;75.0;;;;;
GOI X FLA 26-07-2015;;;;;-6.0;-33.0;29.0;-7.0;3.0;1.0;2.0;-1.0;-1.0;-72.0;-43.0;-9.0;-27.0;-17.0;29.0;15.0;8.0;33.0;17.0;11.0;9.0;3.0;-6.0;3.0;29.0;-28.0;8.0;3.0;4.0;63.0;72.0;84.0;67.0;-4.0;42.0;28.0;17.0;79.0;48.0;31.0;-5.0;-1.0;-1.0;60.0;40.0;-3.0;23.0;14.0;8.0;5.0;7.0;4.0;12.0;7.0;3.0;-16.0;-7.0;-8.0;-5.0;-43.0;-31.0;-22.0;-13.0;-13.0;-30.0;-17.0;-10.0;4.0;-6.0;30.0;-76.0;-34.0;-15.0;-9.0;-37.0;-22.0;21.0;-5.0;-6.0;36.0;23.0;9.0;-40.0;-20.0;-24.0;41.0;11.0;9.0;6.0;-4.0;44.0;65.0;;;;;
PON X INT 26-07-2015;;;;;1.0;-5.0;2.0;-4.0;-39.0;-42.0;37.0;12.0;-39.0;-14.0;-5.0;1.0;7.0;2.0;9.0;-59.0;-25.0;22.0;-4.0;22.0;67.0;40.0;1.0;38.0;54.0;37.0;59.0;35.0;60.0;33.0;60.0;37.0;22.0;20.0;30.0;58.0;-40.0;31.0;15.0;17.0;20.0;1.0;1.0;11.0;12.0;12.0;48.0;34.0;31.0;63.0;43.0;48.0;74.0;40.0;18.0;-18.0;-60.0;-38.0;-69.0;-43.0;58.0;32.0;19.0;11.0;-23.0;-41.0;-22.0;-31.0;-11.0;42.0;24.0;23.0;15.0;21.0;51.0;92.0;76.0;47.0;-18.0;29.0;16.0;7.0;9.0;7.0;6.0;45.0;28.0;-18.0;-18.0;-10.0;-44.0;-55.0;;;;;
SPO X CRU 26-07-2015;;;;;1.0;6.0;1.0;1.0;3.0;2.0;31.0;19.0;12.0;-25.0;-9.0;-30.0;-7.0;6.0;1.0;3.0;2.0;2.0;6.0;4.0;8.0;5.0;-22.0;23.0;19.0;10.0;9.0;8.0;7.0;-27.0;-4.0;9.0;6.0;21.0;2.0;26.0;13.0;16.0;12.0;79.0;0.0;50.0;33.0;25.0;15.0;35.0;-5.0;1.0;1.0;6.0;3.0;62.0;42.0;25.0;15.0;-30.0;21.0;-15.0;-8.0;-4.0;-2.0;1.0;1.0;-30.0;-16.0;-8.0;-4.0;15.0;-2.0;1.0;1.0;1.0;1.0;-30.0;-16.0;26.0;10.0;11.0;-20.0;4.0;3.0;1.0;6.0;9.0;2.0;2.0;2.0;-34.0;-23.0;-1.0;-12.0;35.0;;;;;
VAS X PAL 26-07-2015;;;;;1.0;-19.0;-48.0;-24.0;-14.0;-8.0;5.0;2.0;-1.0;-76.0;-39.0;5.0;-24.0;-15.0;-29.0;-7.0;30.0;9.0;65.0;9.0;-6.0;5.0;7.0;-6.0;-2.0;-6.0;-3.0;4.0;-2.0;-77.0;-47.0;-24.0;39.0;-76.0;17.0;54.0;-32.0;-2.0;-5.0;4.0;0.0;-2.0;5.0;8.0;5.0;-37.0;18.0;11.0;-40.0;-19.0;-16.0;-85.0;-50.0;-26.0;-15.0;-3.0;-62.0;23.0;44.0;26.0;16.0;9.0;4.0;5.0;-5.0;6.0;78.0;-38.0;46.0;57.0;39.0;-61.0;50.0;22.0;10.0;-6.0;-6.0;-4.0;-23.0;15.0;1.0;-1.0;-1.0;29.0;16.0;69.0;1.0;40.0;21.0;-13.0;-1.0;85.0;;;;;
CAM X SPO 30-07-2015;;;;;-1.0;-24.0;-11.0;17.0;39.0;41.0;23.0;10.0;7.0;-44.0;-29.0;-1.0;119.0;59.0;38.0;30.0;16.0;4.0;6.0;82.0;52.0;35.0;-1.0;19.0;14.0;11.0;10.0;39.0;27.0;18.0;-18.0;-42.0;-26.0;-1.0;-13.0;-5.0;-4.0;-67.0;78.0;24.0;0.0;6.0;29.0;22.0;19.0;-6.0;9.0;8.0;11.0;9.0;-27.0;-9.0;-2.0;-29.0;-19.0;-100.0;-59.0;-69.0;-38.0;29.0;7.0;20.0;55.0;35.0;47.0;25.0;2.0;-33.0;-8.0;-12.0;-16.0;-16.0;-10.0;-6.0;-4.0;4.0;-7.0;-4.0;37.0;-3.0;-3.0;-33.0;-21.0;-8.0;-6.0;39.0;21.0;21.0;11.0;1.0;-7.0;-30.0;;;;;
COR X VAS 30-07-2015;;;;;2.0;39.0;20.0;10.0;-33.0;-22.0;28.0;9.0;3.0;-8.0;-8.0;3.0;-29.0;-19.0;-18.0;-7.0;-6.0;-28.0;44.0;25.0;23.0;48.0;3.0;29.0;13.0;11.0;-17.0;9.0;-2.0;-1.0;4.0;11.0;10.0;44.0;28.0;49.0;36.0;23.0;11.0;7.0;0.0;9.0;83.0;23.0;-32.0;28.0;-38.0;-16.0;-18.0;-17.0;-5.0;-29.0;-16.0;-2.0;2.0;2.0;23.0;10.0;28.0;93.0;57.0;30.0;14.0;9.0;-3.0;12.0;8.0;15.0;16.0;41.0;22.0;14.0;-19.0;-64.0;-33.0;77.0;35.0;23.0;6.0;55.0;33.0;21.0;13.0;9.0;34.0;22.0;19.0;17.0;12.0;3.0;52.0;0.0;;;;;
FLU X GRE 01-08-2015;;;;;1.0;46.0;52.0;26.0;21.0;13.0;4.0;-15.0;-2.0;-1.0;1.0;-5.0;51.0;31.0;18.0;11.0;7.0;-100.0;-58.0;-39.0;-23.0;-18.0;-32.0;-2.0;22.0;-24.0;-5.0;-11.0;-5.0;-3.0;2.0;-29.0;-14.0;-23.0;-12.0;7.0;7.0;6.0;5.0;-4.0;-30.0;2.0;2.0;9.0;8.0;-13.0;3.0;4.0;15.0;6.0;6.0;7.0;22.0;20.0;15.0;41.0;-2.0;17.0;7.0;6.0;36.0;22.0;21.0;11.0;9.0;56.0;41.0;1.0;31.0;12.0;9.0;-43.0;-31.0;-17.0;-8.0;77.0;47.0;25.0;2.0;11.0;18.0;41.0;11.0;3.0;-29.0;-19.0;-7.0;-7.0;-32.0;1.0;-10.0;-25.0;;;;;
CFC X GOI 02-08-2015;1.0;2015-08-02;;;1.0;-16.0;-10.0;-4.0;-2.0;-42.0;-26.0;-66.0;-40.0;-45.0;-24.0;29.0;-35.0;-8.0;34.0;17.0;4.0;3.0;-2.0;-3.0;-42.0;-31.0;-27.0;-19.0;-7.0;39.0;62.0;100.0;99.0;56.0;29.0;-32.0;-33.0;-6.0;-33.0;-21.0;24.0;6.0;3.0;-7.0;25.0;-7.0;-5.0;-5.0;4.0;4.0;88.0;51.0;28.0;15.0;-32.0;-21.0;-24.0;29.0;6.0;-22.0;-2.0;-5.0;-4.0;-6.0;4.0;49.0;27.0;19.0;-12.0;-1.0;-81.0;-43.0;-50.0;-21.0;-8.0;-1.0;7.0;8.0;22.0;17.0;13.0;-32.0;-40.0;-10.0;29.0;15.0;12.0;18.0;19.0;12.0;6.0;-47.0;-7.0;-24.0;19.0;70.0;1.0;12:00:00;0.0;GOI;CFC
PAL X CAP 02-08-2015;;;;;1.0;-40.0;-3.0;-1.0;1.0;11.0;4.0;-40.0;-22.0;-13.0;-13.0;30.0;-7.0;66.0;43.0;31.0;14.0;3.0;-7.0;-4.0;6.0;2.0;18.0;2.0;-5.0;1.0;1.0;1.0;1.0;7.0;5.0;-5.0;11.0;16.0;11.0;7.0;35.0;32.0;19.0;6.0;40.0;9.0;1.0;52.0;32.0;30.0;19.0;12.0;48.0;31.0;14.0;4.0;9.0;-4.0;2.0;-34.0;18.0;-18.0;-10.0;-4.0;-6.0;2.0;-9.0;-4.0;-16.0;-48.0;-67.0;9.0;-33.0;-19.0;-9.0;-2.0;-5.0;6.0;-5.0;-60.0;-100.0;-64.0;-5.0;-37.0;-21.0;-2.0;4.0;3.0;2.0;2.0;6.0;9.0;6.0;1.0;-5.0;55.0;;;;;
