game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CHE X TOT 2016-11-26;371 (81%);296 (77%);21;12;55%;45%;;;;;1;1;8;3;;;72;58;16;13;3;5;;;3;3;459;386;;;4;5;5;3;6;5;8;4;12;9;1;2;1;2016-11-26;10;-24;-21;-95;-49;-47;-27;-45;-15;-13;-14;3;8;8;-6;1;-30;-12;-10;-3;-4;-7;-3.0;-7;38;17;-105;-54;-91.0;-56;-13;-30;-17;-2;-5;-3;6;-30;66;32;40.0;15;10;10;50;-8;22;-31;-3;82;75;51;43;31;48;9;-13;-18;8;3;3;8;-34;-13;-5;3;3;-10;11;-7;-12;-9;-8;-8;-7;3;28;6;-3;-25;-15;-13;-13;-31;-20;-20;-55;-41.0;-23.0;-29;20.0;5.0;2;15:30:00;1;TOT;CHE
WAT X STO 2016-11-27;273 (74%);250 (70%);25;17;51%;49%;;;;;6;1;3;3;;;73;60;14;24;2;1;1;0;6;1;371;356;0;1;8;7;7;8;1;2;7;4;14;11;0;5;1;2016-11-27;2;-27;-20;-11;-36;-23;-17;-34;-25;-12;36;-4;13;5;-14;-10;-12;-21;-16;26;-11;-1;3.0;-86;-50;-32;-23;-19;20.0;7;9;35;21;2;10;-26;-12;-2;7;7;5.0;7;7;-7;-7;-1;-2;8;4;7;9;-5;-5;-17;-40;-23;-4;-12;-6;-1;2;-4;2;16;11;13;-18;-10;-2;3;33;20;15;40;30;17;11;13;-7;7;32;17;18;33;23;9;59;32.0;20.0;-35;30.0;-55.0;0;10:00:00;-1;STO;WAT
ARS X BOU 2016-11-27;337 (78%);382 (82%);14;14;49%;51%;;;;;1;6;10;3;;;56;62;13;12;0;2;0;1;4;1;432;466;;;7;13;5;7;3;3;2;3;9;16;5;3;1;2016-11-27;10;14;11;7;80;48;23;-30;-2;-7;5;15;-16;-17;-37;-58;-71;-37;-48;-21;-4;-45;-33.0;-86;-59;-40;-29;-6;-2.0;-2;24;48;42;-7;28;19;13;8;4;33;35.0;-8;-47;-16;-23;12;-7;7;1;-3;77;41;21;9;3;-28;-24;-21;-15;-12;-10;-7;-7;-12;-10;-9;22;-15;3;1;-29;-18;-31;-21;-19;-35;-22;-53;-2;-33;-21;14;25;23;15;15;3;71.0;47.0;8;19.0;55.0;3;12:15:00;1;BOU;ARS
MUN X WES 2016-11-27;191 (69%);540 (88%);10;25;32%;68%;;;;;0;2;4;8;;;52;64;16;16;7;1;0;1;2;4;278;611;;;3;13;4;7;2;8;3;4;6;17;1;3;1;2016-11-27;-10;8;13;14;15;40;70;37;26;20;14;-15;12;14;90;59;40;29;22;6;5;9;-83.0;17;16;16;16;61;17.0;17;17;17;3;-43;75;51;42;56;95;-24;40.0;-15;-10;-7;-5;-19;9;1;-3;-3;-57;-34;-45;-47;-28;-7;-9;-2;2;4;9;7;6;5;5;2;47;-4;33;75;50;65;40;24;61;41;32;79;13;100;63;84;51;27;13;10;4;4.0;-44.0;10;-32.0;-10.0;1;14:30:00;0;WES;MUN
SOU X EVE 2016-11-27;323 (78%);365 (79%);23;19;48%;52%;;;;;1;3;2;5;;;67;68;15;11;5;1;0;1;;;415;461;;;8;11;11;7;1;7;5;6;13;17;2;0;0;2016-11-27;40;2;1;2;8;31;25;17;18;49;31;63;23;18;44;29;23;39;59;2;1;-1;40.0;-1;-3;-25;-25;-12;-35.0;-23;28;13;10;47;21;15;10;3;3;-9;-75.0;-3;2;1;2;33;24;86;53;33;21;-28;-38;-20;-15;-11;16;9;77;49;37;17;4;8;10;3;-2;7;-27;-22;-15;25;8;6;13;-21;-10;40;-4;54;27;78;42;9;-13;-35;-30;-22.0;-12.0;2;-11.0;-50.0;1;14:30:00;1;EVE;SOU
MCI X CHE 2016-12-03;270 (74%);456 (84%);6;13;40%;60%;;;;;1;2;2;9;4;1;54;42;9;14;4;1;0;1;1;2;364;541;0;2;7;12;5;7;4;5;3;3;10;14;3;2;3;2016-12-03;10;21;11;3;-2;-5;-32;-25;-21;-11;-4;11;3;8;67;46;33;25;11;-2;-1;4;12.0;-2;-2;-66;-36;-13;-4.0;3;-18;-10;18;-8;11;11;13;53;46;6;35.0;-9;-6;18;46;-2;39;26;18;-23;-8;78;44;28;46;34;3;-73;-31;-15;43;20;20;14;11;-6;5;26;7;-69;-32;-12;-1;7;14;14;15;12;41;11;35;50;33;24;18;68;48;33.0;49.0;28;58.0;-100.0;1;10:30:00;-1;CHE;MCI
CRY X SOU 2016-12-03;360 (79%);246 (73%);23;22;59%;41%;;;;;4;2;9;4;;;84;61;13;11;1;3;1;0;;;458;338;;;12;5;10;3;3;4;5;4;17;9;1;3;0;2016-12-03;-10;3;4;4;-6;-7;-9;-11;-10;-15;-13;-6;-10;-9;-3;2;-34;32;6;4;-20;-27;-5.0;-21;-14;-11;-7;78;49.0;86;88;49;20;-3;4;1;-42;-29;-23;-7;-65.0;-4;5;5;3;-8;-5;-6;4;9;-34;-24;-17;-14;-12;-28;5;-39;-56;-35;-48;-25;-2;2;-29;-9;5;-1;-4;-11;-8;22;5;-39;-49;-57;-100;-100;-1;-73;-46;-55;-20;-5;3;103;66;63.0;46.0;3;25.0;15.0;3;13:00:00;1;SOU;CRY
STO X BUR 2016-12-03;246 (73%);349 (78%);30;26;45%;55%;;;;;5;3;9;4;;;55;67;13;7;2;4;0;1;5;3;339;448;;;7;6;5;3;4;4;7;4;14;10;2;3;0;2016-12-03;-10;56;38;56;39;29;24;20;41;36;28;-4;18;12;87;54;35;24;27;13;13;37;-26.0;2;5;8;4;1;78.0;47;29;24;15;-14;4;-9;16;5;-26;-131;0.0;-83;-50;-31;-85;-17;-48;-33;-25;-20;-17;-8;6;-54;-30;-12;-8;-7;-4;1;1;1;1;-55;41;4;2;-29;1;-6;-3;-2;-2;-1;-5;-3;-2;-6;-12;20;29;17;10;-28;-46;-41;-27;-20.0;-9.0;-4;-5.0;-65.0;2;13:00:00;1;BUR;STO
SUN X LEI 2016-12-03;259 (72%);323 (78%);16;12;47%;53%;;;;;7;6;4;3;;;44;53;12;8;5;4;1;0;3;1;358;415;;;9;15;5;10;5;6;8;8;17;22;1;3;1;2016-12-03;0;27;12;10;13;17;12;9;7;18;15;42;1;-33;-69;-43;30;-8;-34;-9;-6;24;28.0;6;1;-45;-23;-42;-16.0;-3;7;15;8;50;1;-3;-9;-34;-23;24;0.0;18;9;4;1;34;-2;-2;4;-45;-25;-55;-8;-6;37;32;49;26;57;43;32;100;67;40;27;59;22;32;11;5;1;-3;64;31;18;86;56;18;19;-41;-57;-64;-34;-19;-8;30;18;10.0;-11.0;49;40.0;-35.0;2;13:00:00;1;LEI;SUN
TOT X SWA 2016-12-03;276 (73%);491 (85%);12;14;40%;60%;;;;;1;6;0;5;0;2;52;66;17;11;10;0;;;4;3;379;575;;;0;15;0;7;0;15;1;13;1;28;4;0;0;2016-12-03;5;3;9;37;25;22;19;14;10;34;23;7;22;70;48;32;24;19;25;13;-7;5;9.0;8;79;52;37;27;13.0;38;24;21;14;15;86;50;32;56;31;-3;75.0;-6;-3;31;14;15;82;54;38;26;66;38;21;16;8;4;12;-7;-1;1;5;9;6;4;8;5;2;10;60;100;64;42;20;47;17;5;1;79;9;77;44;20;6;-8;84;50;35;27.0;22.0;8;6.0;100.0;5;13:00:00;1;SWA;TOT
WBA X WAT 2016-12-03;343 (78%);185 (62%);19;31;60%;40%;;;;;7;0;4;3;;;46;56;8;12;0;5;;;2;1;442;298;1;0;10;6;5;8;5;3;7;5;17;11;1;2;1;2016-12-03;-6;-17;24;9;5;1;-2;-9;99;58;28;-8;35;20;8;2;-3;-9;-5;-2;-1;1;-66.0;3;7;9;11;5;52.0;29;16;7;-22;-65;-19;-12;-14;-25;52;34;5.0;8;16;12;40;-44;45;28;12;38;46;22;9;2;-4;-2;-32;-4;-65;-81;-90;-61;-39;-21;-12;-6;-6;-59;-6;48;18;8;27;18;-8;-3;-3;-6;-54;-16;-9;-6;-28;-17;15;-6;-1;-1.0;-31.0;-30;-1.0;5.0;3;13:00:00;1;WAT;WBA
WES X ARS 2016-12-03;384 (80%);393 (80%);20;10;50%;50%;;;;;3;2;2;3;;;61;36;11;10;2;5;0;1;2;0;483;491;;;14;6;6;5;10;3;5;4;19;10;3;3;5;2016-12-03;-5;-9;-10;-11;-11;-8;5;0;-57;-34;-27;-7;79;37;26;16;-40;-62;-36;-21;-11;11;-8.0;-8;-33;-49;-41;-27;-12.0;-6;-3;-2;-3;-14;-3;-3;24;25;23;3;50.0;4;-5;-6;-1;-11;-33;-17;-7;-6;-1;-23;32;13;9;7;-8;-29;-18;-9;47;35;26;9;8;4;10;-11;-33;-7;-74;-79;-42;-27;26;-30;-12;-16;-8;-13;-83;-45;73;25;-58;-22;-91;-65.0;-44.0;-6;-27.0;-115.0;1;15:30:00;-1;ARS;WES
BOU X LIV 2016-12-04;474 (84%);301 (80%);12;13;61%;39%;;;;;2;2;9;4;;;50;59;17;9;4;0;;;1;1;563;376;;;6;8;5;2;3;8;4;4;10;12;2;2;3;2016-12-04;-6;-16;-47;-31;-21;-58;-59;-62;-63;-49;-30;-4;-17;-84;-48;-100;-62;-35;-14;-10;-5;-3;-2.0;-7;-2;2;-24;-12;-10.0;-12;-8;-9;15;-1;-5;1;1;1;1;6;-25.0;1;1;1;-5;-1;-2;-8;-36;-19;-14;-11;-9;73;37;19;-3;-13;-3;-6;-33;-94;-54;-31;-18;21;8;-4;5;63;28;17;12;-18;12;71;32;98;-5;55;26;95;52;20;7;-11;-10;-12.0;14.0;-6;2.0;70.0;4;11:30:00;1;LIV;BOU
EVE X MUN 2016-12-04;347 (75%);258 (68%);26;22;55%;45%;;;;;4;3;3;6;;;74;62;11;13;5;1;1;0;4;3;464;380;;;5;8;4;4;2;6;5;5;10;13;3;2;1;2016-12-04;-10;-16;31;7;3;-3;-3;-5;-25;-12;-4;8;3;-6;-6;-1;-8;-7;-6;-6;-11;-8;8.0;28;13;2;-11;4;11.0;5;21;7;5;48;3;1;-1;-1;-86;-85;0.0;1;1;6;3;22;1;-6;-2;-2;55;26;-31;-13;-17;-13;7;-7;-11;-29;-9;8;3;-33;-13;-11;-4;-7;3;4;4;5;-3;6;9;54;65;43;-24;27;23;47;27;18;14;11;52;39.0;100.0;-30;79.0;55.0;1;14:00:00;0;MUN;EVE
MID X HUL 2016-12-05;300 (76%);524 (87%);15;20;40%;60%;;;;;1;7;7;13;;;45;56;10;6;3;2;;;2;3;395;601;;;3;10;3;5;2;4;3;6;6;16;1;1;0;2016-12-05;2;5;7;49;23;6;-49;-16;-13;20;7;3;-16;-10;60;46;32;25;21;20;45;31;5.0;22;28;32;21;17;14.0;12;13;34;20;6;37;27;21;16;15;12;10.0;51;36;52;36;5;40;18;13;4;9;10;8;10;27;41;4;30;100;73;42;3;2;-9;-14;-2;6;29;9;11;13;18;5;35;18;23;10;-13;-18;-8;28;9;2;2;-61;-62;-37;-27.0;-11.0;4;-1.0;-50.0;1;18:00:00;1;HUL;MID
WAT X EVE 2016-12-10;287 (72%);262 (73%);22;23;53%;47%;;;;;3;1;4;2;;;64;65;16;11;3;2;;;3;3;400;357;;;8;10;4;4;4;6;3;1;11;11;2;2;2;2016-12-10;4;-26;-13;-7;5;5;8;37;32;-77;-32;-5;-17;43;72;51;29;19;10;4;9;7;3.0;2;-2;-5;8;9;10.0;51;100;55;37;6;27;18;40;19;6;-5;5.0;-3;-2;-1;-1;8;-6;5;-7;-10;-8;-11;-12;-16;-11;33;7;93;48;36;23;54;100;73;66;32;9;3;-3;-8;-13;-14;-30;-20;-18;-7;-26;-16;-6;-16;-57;-41;-25;-22;-15;-38;-100;-83.0;-100.0;-5;-70.0;-65.0;3;10:30:00;1;EVE;WAT
ARS X STO 2016-12-10;212 (74%);463 (86%);15;11;36%;64%;;;;;2;8;7;7;;;44;41;6;9;3;4;1;0;3;3;288;539;;;7;17;5;7;5;6;5;4;12;21;;;1;2016-12-10;10;2;6;10;77;56;55;33;21;9;11;14;6;10;13;15;-37;-15;-14;-4;10;11;-17.0;-71;-32;-15;-5;11;15.0;14;14;34;50;-73;34;25;20;90;86;6;30.0;-35;26;9;12;-43;82;58;-34;20;34;19;10;3;28;52;-30;38;30;51;25;9;1;-24;-19;-14;-36;-57;-43;-16;-13;-37;-100;-31;41;12;10;13;-22;17;14;35;27;23;60;42;30;11.0;-6.0;25;-20.0;30.0;3;13:00:00;1;STO;ARS
BUR X BOU 2016-12-10;447 (82%);139 (57%);35;17;70%;30%;;;;;6;2;11;4;0;1;63;50;18;14;4;2;;;0;5;545;242;;;8;12;8;6;4;7;10;3;18;15;2;2;2;2016-12-10;-3;-23;-16;-59;-37;71;25;15;100;100;61;-4;45;21;91;4;4;1;1;-4;27;17;-5.0;4;-6;-2;-3;-8;5.0;5;13;2;-66;-3;-46;-50;-38;-28;-13;-13;-60.0;-35;-20;-12;-37;-31;-27;-43;-31;-43;-31;-20;-12;28;-53;-24;-19;-16;-12;-1;28;17;16;7;1;-2;-3;-47;33;15;7;2;-3;-2;76;24;14;2;-25;50;-36;-11;-7;-10;25;5;8;4.0;29.0;-22;11.0;-120.0;3;13:00:00;1;BOU;BUR
HUL X CRY 2016-12-10;247 (73%);352 (79%);17;22;44%;56%;;;;;3;2;7;4;;;48;59;14;16;3;3;;;0;2;340;448;;;10;11;6;7;6;6;5;4;15;15;4;2;3;2016-12-10;10;-14;6;1;-11;-10;-25;-34;-18;18;47;-31;33;26;15;13;9;12;48;72;86;54;35.0;40;24;40;21;11;5.0;-26;-17;-22;-16;-28;-12;12;11;14;33;-6;5.0;25;11;6;3;-16;12;5;3;-95;-55;-33;-24;41;27;22;-82;44;69;36;18;15;22;15;14;11;-23;-91;-53;-100;-56;-29;80;66;49;32;18;78;-57;48;32;28;16;-11;-4;-3;-18;-36.0;-19.0;-29;-95.0;-25.0;3;13:00:00;0;CRY;HUL
SWA X SUN 2016-12-10;211 (70%);389 (82%);10;10;39%;61%;;;;;5;2;4;7;;;43;42;8;10;2;2;1;0;2;1;301;477;;;6;10;4;7;2;5;5;4;11;14;2;1;0;2016-12-10;-10;3;3;-8;-3;2;32;20;14;16;10;-7;-25;-15;-17;-18;-18;-11;-7;-4;30;20;4.0;15;12;11;9;15;79.0;54;38;29;26;6;44;29;21;21;17;-25;-30.0;66;61;7;9;9;13;53;28;18;4;100;88;57;38;53;11;15;8;24;58;33;40;24;8;-5;-26;-31;-23;-15;-10;-7;-7;-4;-3;4;20;11;-16;5;88;51;33;-81;-31;-20;-7;8.0;9.0;-2;3.0;-40.0;3;13:00:00;1;SUN;SWA
LEI X MCI 2016-12-10;633 (91%);122 (60%);19;18;78%;22%;;;;;7;1;11;3;0;2;49;45;7;10;2;2;;;3;0;699;205;;;11;8;8;4;4;6;8;3;19;11;1;3;2;2016-12-10;-10;-6;-11;-10;57;35;10;-32;-20;-22;-24;-15;-25;28;41;-28;5;-8;28;-28;-15;-16;-14.0;-15;-18;-95;-60;-70;-45.0;-56;-31;-42;-27;70;-20;-9;-9;-6;-25;-8;35.0;-4;-3;-5;-7;31;-17;-24;-18;-14;-7;-7;-37;39;3;-37;84;-31;-18;-40;-75;-48;34;4;31;58;36;46;12;-8;-9;-15;-16;-16;-26;-21;-17;75;22;33;15;4;-81;-57;-39;-73;-48;-48.0;-34.0;2;-6.0;-110.0;4;15:30:00;1;MCI;LEI
CHE X WBA 2016-12-11;183 (65%);488 (85%);19;18;34%;66%;;;;;0;2;1;3;;;56;58;10;6;1;1;;;2;2;283;577;;;4;3;5;8;1;2;2;9;6;12;4;2;0;2016-12-11;8;-27;-13;-2;6;8;11;7;9;15;12;11;-27;-3;6;6;9;13;-25;-7;-1;34;9.0;41;33;27;53;36;51.0;32;22;14;11;-9;33;23;56;37;21;1;0.0;6;10;13;14;1;11;13;14;25;8;3;-1;1;1;1;-45;3;4;5;5;-8;3;3;4;-3;3;-26;34;23;16;13;35;26;38;25;93;56;-44;30;-23;-6;-12;-4;-29;-23;28;11.0;4.0;-21;-8.0;35.0;1;10:00:00;1;WBA;CHE
MUN X TOT 2016-12-11;333 (78%);198 (69%);13;20;60%;40%;;;;;4;5;8;3;;;67;61;17;19;4;4;0;1;0;1;429;288;;;3;8;4;4;4;5;9;6;12;14;3;3;0;2016-12-11;-10;-14;-9;14;5;1;4;-7;-10;-12;-6;-5;-42;-29;-26;65;28;18;10;-91;89;16;;54;28;23;7;9;18.0;-29;-13;-11;-20;-3;-17;-12;-41;-68;-43;-29;10.0;-4;-5;43;26;-3;23;11;4;-3;-5;-71;-45;-54;-55;-23;-4;-4;-26;-18;26;10;46;25;11;-5;-30;-3;-19;-15;-52;-29;-13;-6;-2;-3;2;7;-33;21;13;9;1;-4;-6;-8;-8;-3.0;2.0;-21;;-35.0;1;12:15:00;1;TOT;MUN
SOU X MID 2016-12-11;314 (75%);396 (78%);17;19;45%;55%;;;;;3;5;2;4;;;62;52;12;14;1;1;1;0;2;3;418;510;;;4;10;1;6;2;3;2;4;6;14;3;4;0;2016-12-11;-2;13;12;32;23;23;14;8;6;36;23;-2;26;18;78;42;27;19;15;18;7;1;-4.0;-24;-8;-1;-1;35;21.0;-21;20;32;15;-6;3;-67;-39;-20;-17;-1;-5.0;-15;-5;10;42;-46;24;-26;-1;10;81;47;28;15;7;3;-19;3;-3;-2;-3;-5;-6;-6;-8;-15;-9;-5;-10;-1;-1;-1;5;33;19;11;6;3;6;5;8;80;48;32;22;16;3;55.0;36.0;7;1.0;30.0;1;12:15:00;1;MID;SOU
LIV X WES 2016-12-11;195 (64%);516 (84%);22;19;33%;67%;;;;;1;9;4;11;;;44;43;8;7;1;1;0;1;2;5;303;611;;;3;16;4;7;3;3;5;3;8;19;0;2;2;2016-12-11;10;-41;-20;-6;-2;3;3;19;14;11;-8;12;-1;-3;-3;-4;-33;-18;-14;-4;-72;-36;14.0;-17;25;8;-25;-5;59.0;34;-27;35;18;20;-71;-33;-13;35;23;2;10.0;51;31;59;76;99;51;62;42;53;33;-30;31;17;13;12;65;24;32;19;41;34;25;20;18;20;21;-49;17;99;64;52;35;30;16;39;18;11;-3;6;9;4;-25;23;-8;13;14;18.0;17.0;-59;13.0;0.0;2;14:30:00;0;WES;LIV
BOU X LEI 2016-12-13;208 (68%);447 (84%);21;24;38%;62%;;;;;4;3;11;4;;;47;67;15;5;2;4;;;2;4;306;535;;;10;4;4;3;4;3;2;5;12;9;3;0;0;2016-12-13;6;-14;-2;7;2;4;24;20;18;17;16;9;15;20;80;51;39;32;27;15;18;13;11.0;30;20;-22;-32;-18;117.0;64;48;33;22;12;6;-23;-14;-13;-82;-5;0.0;2;2;7;6;15;6;2;-27;26;5;13;9;9;5;5;16;4;-4;-8;-34;-20;-16;-13;-26;-14;-43;42;-26;-10;-18;-9;-26;-13;-62;-64;-36;-18;21;-4;2;5;-34;-17;21;15;9;8.0;10.0;-36;4.0;-40.0;1;17:45:00;1;LEI;BOU
EVE X ARS 2016-12-13;420 (79%);250 (70%);21;23;59%;41%;;;;;0;5;3;8;;;58;65;10;10;2;0;;;2;1;530;358;0;1;7;10;6;5;3;4;2;4;9;14;1;3;1;2016-12-13;-10;26;22;15;7;-4;-10;-10;-9;-9;-10;-9;-5;-78;-46;-17;-13;-31;-12;-5;-1;28;-8.0;40;28;37;22;11;5.0;3;35;27;12;-8;3;3;2;-6;-8;63;-30.0;-6;-9;-9;-34;-8;-24;-23;-12;-6;1;-29;-17;-6;-7;-3;27;1;1;31;15;5;-4;-3;-7;-7;-12;20;-6;-2;21;42;26;21;-25;-8;-16;-14;-28;-9;-3;-1;1;5;-6;-2;125;100.0;53.0;-3;-2.0;30.0;2;17:45:00;1;ARS;EVE
MID X LIV 2016-12-14;598 (88%);314 (80%);14;12;63%;37%;;;;;7;4;2;5;;;53;61;14;11;3;1;1;0;4;1;679;393;;;12;3;4;1;4;3;3;5;15;8;0;1;3;2016-12-14;9;-2;3;-2;-2;-2;-8;-16;-4;-8;-16;13;36;7;5;41;13;-8;-8;-12;-17;-17;1.0;-97;-37;-1;47;35;21.0;-12;-2;-5;-4;-8;30;27;9;-7;-49;-36;;-31;-43;-34;-61;13;-71;-46;-40;-28;-13;-16;-9;5;-1;-10;-60;-11;-12;-88;-49;-25;-12;-5;-4;1;-4;-28;-77;-45;-36;-21;-16;-9;-10;-9;-10;-5;-11;-2;1;1;25;12;24;11;4;-3.0;8.0;10;-3.0;5.0;0;17:45:00;-1;LIV;MID
SUN X CHE 2016-12-14;536 (87%);232 (74%);16;18;67%;33%;;;;;3;1;5;5;0;1;59;47;10;15;3;5;1;0;3;1;619;314;;;10;5;10;4;6;3;9;3;19;8;2;3;1;2016-12-14;0;-17;-9;-8;-6;-6;-12;-10;-9;-8;-6;0;-24;-16;21;7;5;11;-22;-11;24;4;-3.0;-5;-5;-7;-21;-42;-25.0;-19;-8;-5;-48;-4;-30;-98;-64;-44;-28;-29;-65.0;-8;-11;31;9;-54;3;-2;-2;-69;-40;-62;-35;-19;19;-7;-31;-7;-34;-1;2;-23;-17;-7;6;1;2;-25;2;2;-45;-24;32;-29;-15;-4;2;-6;-46;2;2;2;-6;-3;-8;-50;-36;-27.0;-46.0;-30;-35.0;135.0;0;17:45:00;-1;CHE;SUN
WES X BUR 2016-12-14;197 (63%);352 (80%);27;31;42%;58%;;;;;2;3;1;6;;;48;56;15;12;6;2;0;2;3;0;312;440;;;3;10;4;10;2;7;5;10;8;20;2;0;0;2016-12-14;5;26;22;17;15;17;16;15;14;14;14;12;49;34;26;20;9;-3;12;38;55;11;10.0;9;7;5;8;49;32.0;42;32;16;8;34;31;53;12;13;14;7;235.0;-5;-1;-1;-1;18;-1;-5;-12;-6;-2;1;-4;-6;-8;8;55;8;72;4;14;14;29;8;4;2;2;33;2;-4;2;-39;-22;-7;-2;-1;2;-5;20;-2;-1;26;19;6;-12;-18;-16;-13.0;-14.0;36;-14.0;20.0;1;17:45:00;1;BUR;WES
CRY X MUN 2016-12-14;529 (85%);301 (75%);24;18;61%;39%;;;;;3;0;8;1;;;68;56;10;16;2;4;;;1;0;625;400;;;10;4;7;3;6;3;6;2;16;6;3;2;2;2016-12-14;-10;-13;-9;-9;-9;-35;-21;-12;-39;-25;-25;-10;-17;-13;-8;-8;-7;-7;-7;-7;-7;-7;-30.0;5;5;7;9;10;1.0;-5;-26;-100;-69;-22;-38;-29;-22;45;22;-46;-45.0;-36;-22;29;8;-22;3;3;6;1;-5;-2;-1;1;1;-30;-46;-17;-10;-6;-3;100;69;37;93;57;22;-31;-64;-38;-36;-25;-27;-13;-44;-30;-26;-74;-21;-48;-100;-75;-43;-25;-3;10;3;-33.0;-55.0;-16;-31.0;-25.0;1;18:00:00;-1;MUN;CRY
MCI X WAT 2016-12-14;202 (70%);405 (81%);10;20;37%;63%;;;;;0;2;2;5;;;53;68;20;16;5;2;0;1;3;3;287;501;;;2;8;3;4;2;7;3;5;5;13;2;1;0;2016-12-14;1;100;34;56;13;9;2;-4;5;6;8;1;14;14;19;100;73;44;22;12;1;1;1.0;3;4;5;6;86;54.0;39;30;14;3;-20;43;27;42;27;18;15;0.0;-2;-7;7;7;-16;36;14;6;-3;-3;5;4;7;38;27;-6;20;20;16;3;-4;-25;-4;6;7;10;4;13;13;13;18;5;3;-10;-20;-53;-31;24;-14;-8;-9;-34;-21;-14;-10;78;52.0;34.0;15;3.0;0.0;2;18:00:00;1;WAT;MCI
STO X SOU 2016-12-14;492 (88%);140 (62%);12;17;72%;28%;;;;;4;1;11;3;;;49;49;10;9;3;4;;;2;1;560;227;0;1;5;4;7;1;4;3;10;1;15;5;2;1;0;2016-12-14;-3;3;-27;-18;-22;-17;34;11;2;-24;-11;-3;-13;11;-3;-3;-18;-12;-11;-8;7;-4;6.0;-5;-7;-10;-38;-33;-23.0;-52;-34;-21;-15;3;-42;-26;-33;-25;-20;-16;5.0;-15;-15;-15;-15;3;-14;-34;-19;-16;-13;-12;-80;-52;-35;-46;-4;-33;-34;-26;-100;-94;-62;-37;-28;-12;-13;94;-13;-18;-16;-20;-17;-15;-28;-21;-17;-15;53;-14;-57;-44;-31;-23;30;5;-8;-9.0;-13.0;-32;-8.0;-35.0;0;18:00:00;0;SOU;STO
TOT X HUL 2016-12-14;277 (72%);588 (88%);19;13;37%;63%;;;;;4;12;5;5;2;0;50;46;14;6;6;5;0;1;4;2;383;670;;;6;9;1;6;5;9;4;18;10;27;2;0;0;2016-12-14;6;23;21;24;20;18;86;51;62;30;24;8;35;22;12;11;10;-36;-11;-7;-5;-4;5.0;10;3;1;-6;-100;-71.0;-7;45;29;81;3;47;25;15;14;9;11;35.0;6;4;-55;-30;2;41;20;14;11;5;-2;12;7;8;8;5;18;13;-92;-46;84;-37;5;52;30;16;7;17;34;42;30;100;80;45;25;13;-1;30;-2;39;22;13;3;2;-1;1;1.0;-7.0;25;-10.0;25.0;3;18:00:00;1;HUL;TOT
WBA X SWA 2016-12-14;422 (81%);255 (73%);16;18;61%;39%;;;;;3;4;11;0;;;57;50;8;8;1;4;;;1;3;520;350;;;8;8;2;5;4;4;1;5;9;13;;;1;2016-12-14;-4;-3;-8;-50;-35;-31;-99;-28;-14;-5;3;4;6;1;1;-5;-7;-40;-25;-16;-11;-7;29.0;9;7;-6;-5;-8;-10.0;-11;45;18;6;15;3;-27;-19;-7;-1;34;5.0;26;23;10;3;7;42;20;8;2;-4;37;-20;1;2;37;3;11;-13;74;36;92;57;36;17;12;-4;-2;-43;-29;-15;-12;-10;-5;-11;-9;-8;-42;-3;-69;-45;-91;-58;-36;-23;-36;-10;-8.0;-11.0;-3;-3.0;-70.0;3;18:00:00;1;SWA;WBA
