game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
WBA X NOR 2016-03-19;231 (64%);223 (62%);20;30;50%;50%;2;4;3;4;;;59;63;0;0;;;0;1;2;4;363;361;;;4;5;4;6;1;0;3;5;7;10;2;1;1;2016-03-19;7.0;16.0;-24.0;-5.0;4.0;-22.0;27.0;41.0;31.0;25.0;23.0;9.0;65.0;39.0;25.0;17.0;12.0;4.0;2.0;2.0;1.0;-4.0;22.0;3.0;-3.0;-24.0;-17.0;-12.0;-15.0;-19.0;-11.0;-27.0;-17.0;10.0;14.0;1.0;-3.0;-3.0;20.0;9.0;0.0;-1.0;-1.0;-1.0;5.0;-23.0;-1.0;-81.0;-48.0;-30.0;-19.0;-12.0;-2.0;-2.0;-2.0;-2.0;-13.0;-27.0;-14.0;-7.0;-2.0;7.0;6.0;4.0;4.0;3.0;3.0;-8.0;18.0;9.0;4.0;-2.0;4.0;34.0;19.0;10.0;4.0;1.0;-5.0;-3.0;-10.0;-4.0;-5.0;-6.0;-7.0;-28.0;-21.0;-16.0;-19.0;26.0;-11.0;25.0;0;13:00:00;-1;NOR;WBA
SWA X ASV 2016-03-19;284 (73%);389 (83%);22;18;47%;53%;6;3;6;4;;;71;53;0;0;0;2;;;0;3;387;466;;;8;3;4;6;2;1;4;7;12;10;2;3;0;2016-03-19;-7.0;-19.0;-7.0;4.0;-1.0;-6.0;50.0;31.0;18.0;11.0;11.0;-10.0;2.0;-6.0;-37.0;-22.0;-10.0;44.0;25.0;18.0;10.0;36.0;-12.0;23.0;14.0;14.0;9.0;-39.0;-18.0;39.0;19.0;35.0;46.0;-14.0;30.0;13.0;-8.0;-41.0;-30.0;-14.0;;-4.0;4.0;7.0;7.0;-38.0;7.0;7.0;7.0;-4.0;-4.0;72.0;43.0;27.0;23.0;16.0;-24.0;6.0;20.0;18.0;17.0;7.0;1.0;-3.0;-25.0;-17.0;-17.0;-16.0;-7.0;-6.0;-3.0;-49.0;-31.0;-56.0;-30.0;-20.0;-11.0;-13.0;-11.0;-6.0;-4.0;-3.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-43.0;-11.0;-25.0;1;15:30:00;1;ASV;SWA
NEW X SUN 2016-03-20;198 (66%);341 (79%);17;23;41%;59%;3;2;5;2;;;66;69;0;0;6;3;;;1;1;299;434;;;7;9;7;7;4;8;7;8;14;17;1;4;1;2016-03-20;0.0;25.0;-97.0;-52.0;-26.0;36.0;35.0;27.0;21.0;16.0;-7.0;0.0;-38.0;47.0;7.0;8.0;4.0;-28.0;-16.0;-8.0;-5.0;6.0;5.0;2.0;26.0;19.0;18.0;16.0;16.0;2.0;-5.0;-32.0;-19.0;1.0;-11.0;31.0;12.0;-37.0;-30.0;-100.0;0.0;7.0;10.0;2.0;38.0;-27.0;26.0;13.0;-7.0;7.0;98.0;99.0;55.0;29.0;12.0;-5.0;-9.0;-25.0;-81.0;-44.0;-22.0;14.0;4.0;11.0;43.0;22.0;29.0;7.0;21.0;17.0;12.0;41.0;63.0;36.0;19.0;20.0;8.0;-22.0;-16.0;-6.0;6.0;5.0;13.0;94.0;92.0;50.0;20.0;19.0;13.0;-9.0;12.0;5.0;1;11:30:00;0;SUN;NEW
SOU X LIV 2016-03-20;385 (79%);379 (81%);14;20;51%;49%;6;5;5;3;4;0;48;60;0;0;2;6;;;2;3;485;466;;;10;9;3;6;8;5;7;7;17;16;3;1;2;2016-03-20;-10.0;-63.0;-31.0;-11.0;-12.0;64.0;12.0;6.0;-42.0;-93.0;-59.0;-15.0;-45.0;-25.0;-86.0;-38.0;-14.0;8.0;15.0;13.0;-79.0;-46.0;-57.0;-22.0;-4.0;-9.0;2.0;-24.0;-11.0;-4.0;49.0;24.0;53.0;-37.0;27.0;6.0;-23.0;-15.0;28.0;3.0;0.0;4.0;5.0;5.0;-3.0;-25.0;-3.0;48.0;9.0;-23.0;-12.0;-9.0;-11.0;-7.0;-10.0;-42.0;-13.0;-21.0;34.0;31.0;23.0;25.0;100.0;64.0;43.0;-34.0;-3.0;56.0;-5.0;-1.0;28.0;20.0;-23.0;-11.0;-11.0;-14.0;-3.0;6.0;26.0;8.0;-6.0;-6.0;-3.0;80.0;49.0;34.0;100.0;48.0;17.0;9.0;4.0;5.0;3;11:30:00;1;LIV;SOU
MCI X MUN 2016-03-20;299 (75%);372 (82%);10;24;46%;54%;1;7;5;11;;;58;76;12;9;3;3;0;1;1;2;398;454;;;3;21;0;16;4;3;2;5;5;26;1;1;1;2016-03-20;10.0;8.0;9.0;9.0;-5.0;-25.0;32.0;-9.0;-38.0;-19.0;45.0;24.0;17.0;-37.0;-3.0;4.0;34.0;33.0;12.0;16.0;14.0;4.0;38.0;-2.0;-2.0;-7.0;-1.0;4.0;-2.0;72.0;39.0;44.0;28.0;21.0;18.0;7.0;-9.0;-7.0;-4.0;-5.0;35.0;-7.0;-6.0;-6.0;-6.0;11.0;-10.0;-8.0;-10.0;-12.0;-46.0;-31.0;-23.0;35.0;17.0;10.0;3.0;4.0;-3.0;18.0;5.0;-4.0;-14.0;-10.0;32.0;-24.0;37.0;-3.0;26.0;52.0;60.0;100.0;74.0;68.0;78.0;49.0;23.0;24.0;30.0;18.0;43.0;30.0;22.0;17.0;9.0;12.0;6.0;7.0;63.0;14.0;41.0;75.0;0;14:00:00;-1;MUN;MCI
TOT X BOU 2016-03-20;253 (75%);520 (87%);9;16;38%;62%;0;1;5;4;0;1;60;48;0;0;4;0;;;5;3;338;601;;;2;9;2;8;0;8;0;8;2;17;1;0;0;2016-03-20;5.0;12.0;14.0;-13.0;7.0;27.0;17.0;41.0;25.0;49.0;82.0;52.0;54.0;40.0;29.0;20.0;9.0;6.0;9.0;6.0;9.0;11.0;61.0;7.0;25.0;47.0;34.0;22.0;56.0;34.0;25.0;17.0;-18.0;40.0;-11.0;-16.0;-38.0;42.0;14.0;2.0;5.0;2.0;-6.0;7.0;3.0;27.0;2.0;2.0;43.0;97.0;35.0;18.0;8.0;-5.0;-26.0;-8.0;19.0;-3.0;-1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;-10.0;11.0;-9.0;-10.0;-27.0;-12.0;-2.0;5.0;36.0;27.0;20.0;25.0;13.0;13.0;8.0;8.0;2.0;39.0;22.0;11.0;5.0;41.0;24.0;24.0;42.0;50.0;3;14:00:00;1;BOU;TOT
ASV X CHE 2016-04-02;524 (87%);317 (77%);10;20;59%;41%;0;5;2;7;;;53;62;0;0;4;4;;;3;0;604;411;0;1;7;6;3;6;8;4;4;9;11;15;1;6;4;2016-04-02;-2.0;4.0;-1.0;-26.0;-19.0;17.0;-4.0;-5.0;-2.0;44.0;45.0;-1.0;24.0;6.0;-7.0;21.0;2.0;47.0;-130.0;-56.0;-36.0;-23.0;-23.0;-18.0;-3.0;34.0;17.0;10.0;6.0;43.0;30.0;-39.0;-10.0;-11.0;-4.0;-4.0;27.0;8.0;1.0;-29.0;-85.0;-9.0;-80.0;-48.0;-28.0;-10.0;-54.0;40.0;9.0;2.0;-4.0;-4.0;22.0;27.0;13.0;-119.0;-3.0;-65.0;-41.0;-31.0;-23.0;-5.0;-3.0;-2.0;-1.0;-1.0;22.0;-6.0;14.0;10.0;33.0;30.0;41.0;30.0;18.0;9.0;5.0;-5.0;-5.0;-41.0;-24.0;-9.0;-12.0;-9.0;-39.0;-43.0;-36.0;-26.0;30.0;-7.0;6.0;5.0;0;09:45:00;-1;CHE;ASV
ARS X WAT 2016-04-02;233 (71%);681 (88%);19;13;31%;69%;1;3;3;8;;;49;44;0;0;8;2;0;1;3;1;328;773;;;5;14;3;4;3;12;2;5;7;19;1;1;0;2016-04-02;7.0;23.0;18.0;11.0;23.0;14.0;74.0;100.0;67.0;37.0;20.0;10.0;-34.0;27.0;2.0;-3.0;3.0;65.0;64.0;40.0;21.0;19.0;13.0;7.0;8.0;2.0;-3.0;-3.0;3.0;8.0;11.0;83.0;51.0;14.0;26.0;16.0;5.0;-6.0;-2.0;2.0;45.0;2.0;-19.0;-11.0;69.0;100.0;35.0;44.0;65.0;46.0;29.0;95.0;88.0;11.0;29.0;24.0;80.0;21.0;16.0;43.0;30.0;28.0;16.0;15.0;12.0;18.0;7.0;44.0;1.0;-40.0;-23.0;-14.0;66.0;24.0;17.0;10.0;1.0;-17.0;55.0;-3.0;7.0;4.0;9.0;13.0;2.0;-45.0;-25.0;-15.0;-14.0;37.0;79.0;0.0;4;12:00:00;1;WAT;ARS
BOU X MCI 2016-04-02;470 (84%);384 (84%);7;11;55%;45%;0;4;4;4;;;55;47;0;0;2;3;1;0;4;2;557;459;;;10;6;8;5;7;2;5;5;15;11;1;0;4;2016-04-02;-4.0;-73.0;-37.0;-24.0;-84.0;-87.0;-49.0;-64.0;-73.0;-38.0;-21.0;-5.0;-93.0;-55.0;-32.0;-21.0;-9.0;-21.0;-42.0;-25.0;-15.0;-9.0;-6.0;-3.0;27.0;18.0;7.0;9.0;-10.0;32.0;52.0;-34.0;-9.0;-6.0;-23.0;-15.0;-10.0;-7.0;-8.0;-3.0;0.0;1.0;1.0;-70.0;-46.0;22.0;-27.0;-12.0;9.0;-7.0;-7.0;-10.0;-13.0;-11.0;-10.0;-33.0;4.0;-23.0;-16.0;-8.0;-4.0;5.0;7.0;4.0;4.0;4.0;3.0;-2.0;28.0;33.0;17.0;43.0;23.0;9.0;2.0;-3.0;-20.0;-9.0;-101.0;-7.0;-6.0;-6.0;-4.0;-5.0;23.0;14.0;10.0;9.0;12.0;-85.0;4.0;-35.0;0;12:00:00;-1;MCI;BOU
NOR X NEW 2016-04-02;371 (78%);233 (68%);15;19;58%;42%;1;2;5;6;;;38;47;0;0;3;3;;;3;4;475;344;;;10;8;7;5;5;6;3;5;13;13;;;2;2016-04-02;-3.0;-24.0;27.0;3.0;-4.0;-4.0;6.0;-3.0;13.0;5.0;6.0;-3.0;6.0;12.0;9.0;3.0;4.0;27.0;12.0;4.0;-3.0;-3.0;-4.0;-10.0;46.0;26.0;18.0;13.0;66.0;34.0;18.0;8.0;28.0;-5.0;10.0;4.0;-6.0;-36.0;-29.0;-6.0;80.0;-2.0;6.0;17.0;11.0;3.0;-20.0;-15.0;-57.0;-38.0;-5.0;3.0;22.0;14.0;35.0;-38.0;-6.0;-8.0;-4.0;-7.0;-36.0;-28.0;-26.0;-16.0;30.0;9.0;-50.0;-10.0;-29.0;-21.0;-99.0;-63.0;-34.0;36.0;39.0;-30.0;-30.0;-27.0;-6.0;-18.0;-17.0;-3.0;5.0;4.0;42.0;29.0;-36.0;-42.0;-61.0;-33.0;-46.0;-35.0;3;12:00:00;1;NEW;NOR
STO X SWA 2016-04-02;415 (85%);360 (80%);7;11;53%;47%;4;2;5;5;;;33;50;0;0;3;1;;;1;5;490;449;;;6;5;5;5;3;5;6;7;12;12;1;0;2;2016-04-02;2.0;-5.0;-1.0;7.0;-6.0;86.0;43.0;24.0;12.0;-23.0;-27.0;2.0;-14.0;22.0;9.0;8.0;7.0;5.0;8.0;4.0;38.0;24.0;3.0;17.0;12.0;12.0;9.0;35.0;19.0;-32.0;-14.0;-11.0;-41.0;-3.0;-20.0;-10.0;-6.0;5.0;-31.0;5.0;55.0;-4.0;-3.0;-5.0;24.0;-53.0;14.0;12.0;14.0;50.0;74.0;51.0;76.0;49.0;30.0;4.0;-36.0;-5.0;-10.0;-16.0;-14.0;-13.0;-3.0;-3.0;-2.0;-2.0;-82.0;-15.0;-45.0;-28.0;-18.0;-12.0;-2.0;-12.0;-12.0;-17.0;-7.0;4.0;-16.0;-77.0;-41.0;-24.0;-15.0;-10.0;30.0;51.0;30.0;42.0;4.0;-42.0;-1.0;45.0;2;12:00:00;0;SWA;STO
SUN X WBA 2016-04-02;188 (62%);286 (72%);18;16;44%;56%;1;7;3;9;;;49;52;0;0;6;0;;;0;5;305;395;;;1;13;2;9;0;6;2;9;3;22;2;1;0;2016-04-02;-4.0;5.0;54.0;33.0;21.0;23.0;14.0;1.0;2.0;1.0;-10.0;25.0;7.0;7.0;20.0;12.0;3.0;6.0;3.0;5.0;-6.0;-7.0;7.0;-3.0;7.0;3.0;45.0;25.0;12.0;4.0;3.0;1.0;1.0;-6.0;1.0;1.0;1.0;-5.0;43.0;26.0;5.0;3.0;23.0;11.0;9.0;-6.0;12.0;4.0;3.0;4.0;4.0;8.0;100.0;83.0;100.0;83.0;-51.0;100.0;57.0;65.0;66.0;47.0;27.0;19.0;32.0;14.0;6.0;-35.0;1.0;13.0;4.0;8.0;-35.0;-6.0;29.0;17.0;12.0;18.0;-23.0;13.0;8.0;8.0;7.0;7.0;47.0;31.0;21.0;-27.0;-5.0;-5.0;14.0;125.0;0;12:00:00;0;WBA;SUN
WES X CRY 2016-04-02;155 (68%);412 (83%);19;18;34%;66%;3;6;5;4;;;55;59;0;0;4;2;;;5;2;227;499;0;1;10;9;4;6;5;6;2;9;12;18;2;2;2;2016-04-02;4.0;16.0;12.0;11.0;25.0;18.0;14.0;-72.0;-31.0;-13.0;107.0;6.0;59.0;-55.0;47.0;27.0;14.0;54.0;42.0;58.0;36.0;18.0;-37.0;6.0;-3.0;2.0;-30.0;-18.0;-21.0;-24.0;-7.0;18.0;66.0;-15.0;42.0;27.0;92.0;55.0;28.0;-1.0;15.0;-1.0;-1.0;2.0;2.0;-5.0;2.0;3.0;3.0;3.0;3.0;-4.0;-1.0;40.0;18.0;16.0;44.0;16.0;20.0;15.0;15.0;14.0;5.0;19.0;-14.0;2.0;-8.0;19.0;-2.0;-41.0;-21.0;-41.0;-75.0;-46.0;-100.0;-73.0;-41.0;-21.0;19.0;-23.0;-6.0;-1.0;2.0;2.0;28.0;68.0;42.0;16.0;6.0;17.0;-4.0;-40.0;2;12:00:00;0;CRY;WES
LIV X TOT 2016-04-02;410 (79%);256 (70%);17;8;58%;42%;6;6;9;12;;;64;52;0;0;7;4;0;1;1;0;520;367;;;9;9;7;2;5;7;9;6;18;15;0;2;1;2016-04-02;2.0;-45.0;-2.0;-4.0;-5.0;42.0;28.0;13.0;-8.0;-23.0;-14.0;3.0;-17.0;27.0;3.0;-6.0;-7.0;-3.0;-9.0;-34.0;-19.0;-4.0;3.0;-10.0;-5.0;1.0;1.0;1.0;-29.0;26.0;8.0;67.0;61.0;10.0;81.0;100.0;65.0;29.0;10.0;-11.0;-40.0;-4.0;-6.0;-7.0;-34.0;3.0;-24.0;-19.0;74.0;30.0;-28.0;-26.0;-33.0;-28.0;28.0;-33.0;-4.0;-15.0;-10.0;-10.0;-87.0;-58.0;-39.0;-27.0;-100.0;-49.0;-23.0;-4.0;21.0;6.0;31.0;44.0;7.0;4.0;-6.0;-8.0;20.0;43.0;-6.0;32.0;21.0;26.0;7.0;20.0;29.0;10.0;33.0;12.0;3.0;-8.0;-8.0;-145.0;1;14:30:00;0;TOT;LIV
LEI X SOU 2016-04-03;322 (79%);265 (73%);28;17;54%;46%;3;5;8;7;;;67;58;0;0;4;1;;;2;2;407;364;;;7;8;5;2;2;4;3;3;10;11;2;2;0;2016-04-03;10.0;6.0;5.0;12.0;18.0;31.0;18.0;4.0;2.0;1.0;19.0;12.0;13.0;-22.0;-15.0;-13.0;-3.0;7.0;-13.0;7.0;6.0;8.0;13.0;-34.0;-22.0;-14.0;-44.0;-72.0;-41.0;-26.0;-100.0;-58.0;37.0;39.0;-4.0;-7.0;-8.0;-10.0;-21.0;-3.0;0.0;-4.0;8.0;-5.0;-6.0;53.0;-8.0;-14.0;-22.0;-15.0;-11.0;-54.0;-26.0;-9.0;-11.0;-17.0;33.0;16.0;-5.0;-4.0;-4.0;-29.0;23.0;5.0;-5.0;1.0;-5.0;22.0;-11.0;-44.0;33.0;-9.0;-6.0;-27.0;-12.0;-18.0;39.0;-32.0;5.0;-13.0;26.0;16.0;7.0;7.0;5.0;31.0;59.0;35.0;21.0;-8.0;-5.0;15.0;1;10:30:00;1;SOU;LEI
MUN X EVE 2016-04-03;325 (76%);422 (82%);9;10;46%;54%;5;5;5;5;;;62;36;0;0;1;1;1;0;3;2;428;514;;;6;5;1;3;1;2;1;5;7;10;0;2;0;2016-04-03;2.0;27.0;16.0;10.0;7.0;6.0;4.0;4.0;29.0;10.0;-7.0;-4.0;-7.0;-6.0;-8.0;-6.0;-5.0;-10.0;-8.0;-2.0;6.0;32.0;4.0;22.0;41.0;35.0;26.0;20.0;18.0;36.0;58.0;25.0;11.0;5.0;-13.0;-2.0;-1.0;4.0;1.0;5.0;-5.0;1.0;-2.0;-2.0;-3.0;7.0;4.0;-22.0;-32.0;-13.0;-2.0;72.0;20.0;10.0;-22.0;-6.0;8.0;-5.0;24.0;6.0;3.0;-2.0;-1.0;-4.0;4.0;-5.0;-6.0;8.0;-12.0;-4.0;-5.0;3.0;3.0;5.0;6.0;6.0;-7.0;4.0;13.0;-2.0;-2.0;-3.0;-23.0;-11.0;-3.0;-44.0;-23.0;-9.0;-2.0;6.0;38.0;-10.0;1;13:00:00;1;EVE;MUN
WES X ARS 2016-04-09;481 (85%);276 (78%);14;14;61%;39%;2;5;4;7;;;55;52;0;0;4;2;;;1;2;566;355;;;9;13;3;7;6;7;2;6;11;19;0;2;3;2016-04-09;10.0;-27.0;-20.0;-16.0;-5.0;40.0;19.0;7.0;-5.0;-3.0;-82.0;15.0;-72.0;-41.0;37.0;3.0;4.0;10.0;7.0;6.0;8.0;15.0;34.0;-42.0;31.0;-8.0;3.0;-8.0;-6.0;-85.0;-49.0;-28.0;-15.0;15.0;-13.0;35.0;20.0;13.0;4.0;90.0;100.0;-7.0;-9.0;-10.0;-10.0;-10.0;-10.0;-10.0;75.0;35.0;16.0;4.0;-6.0;29.0;16.0;13.0;-4.0;17.0;29.0;26.0;15.0;4.0;-5.0;-7.0;-9.0;-11.0;-47.0;-6.0;-100.0;-100.0;-95.0;-55.0;-29.0;-11.0;61.0;-40.0;86.0;45.0;7.0;52.0;21.0;11.0;1.0;-6.0;-4.0;-2.0;-1.0;-5.0;-3.0;4.0;-1.0;35.0;3;09:45:00;0;ARS;WES
ASV X BOU 2016-04-09;452 (82%);285 (75%);20;16;59%;41%;3;0;8;3;;;54;66;0;0;0;1;;;1;2;548;381;;;7;3;6;5;3;1;5;3;12;6;2;2;2;2016-04-09;-10.0;-17.0;-12.0;-5.0;-31.0;-16.0;-8.0;26.0;19.0;14.0;9.0;-10.0;6.0;2.0;2.0;-25.0;-19.0;-17.0;-15.0;-8.0;6.0;36.0;31.0;24.0;17.0;13.0;12.0;5.0;3.0;1.0;-11.0;-36.0;-25.0;15.0;-23.0;-17.0;-13.0;-14.0;-14.0;-14.0;-100.0;-24.0;-13.0;-6.0;5.0;6.0;55.0;34.0;20.0;11.0;6.0;2.0;1.0;2.0;2.0;-6.0;1.0;-8.0;-10.0;-65.0;-43.0;-29.0;-21.0;-12.0;3.0;2.0;-18.0;-63.0;-9.0;-7.0;-30.0;-19.0;-46.0;-68.0;49.0;5.0;-27.0;-11.0;-28.0;-25.0;-49.0;-55.0;-32.0;-15.0;74.0;40.0;24.0;8.0;3.0;-27.0;-4.0;20.0;1;12:00:00;-1;BOU;ASV
CRY X NOR 2016-04-09;173 (57%);187 (59%);31;28;48%;52%;3;1;4;10;;;55;60;0;0;4;4;;;2;3;301;315;;;8;10;6;5;4;7;5;3;13;13;1;2;0;2016-04-09;3.0;-10.0;-1.0;-7.0;-1.0;3.0;3.0;-19.0;-7.0;7.0;66.0;4.0;44.0;97.0;55.0;20.0;10.0;12.0;1.0;1.0;-6.0;25.0;-2.0;12.0;22.0;17.0;15.0;-26.0;-12.0;-10.0;-2.0;-3.0;4.0;18.0;-2.0;-2.0;-32.0;30.0;10.0;11.0;0.0;-8.0;10.0;7.0;8.0;12.0;14.0;12.0;-37.0;-14.0;29.0;14.0;7.0;-27.0;-12.0;-15.0;-25.0;-30.0;-18.0;-8.0;31.0;15.0;21.0;12.0;7.0;2.0;76.0;-11.0;45.0;27.0;8.0;2.0;-11.0;-9.0;-9.0;-9.0;-9.0;-6.0;-17.0;20.0;78.0;6.0;37.0;21.0;85.0;74.0;46.0;24.0;19.0;-13.0;6.0;-55.0;1;12:00:00;1;NOR;CRY
SOU X NEW 2016-04-09;331 (78%);321 (75%);6;12;50%;50%;1;5;2;11;0;1;40;43;0;0;3;2;;;1;2;426;429;;;1;14;1;9;3;6;4;6;5;20;;;1;2016-04-09;8.0;25.0;23.0;6.0;-4.0;-4.0;-6.0;32.0;20.0;15.0;32.0;11.0;29.0;12.0;3.0;28.0;26.0;21.0;19.0;18.0;13.0;6.0;33.0;43.0;50.0;59.0;34.0;20.0;14.0;5.0;-1.0;-1.0;90.0;91.0;95.0;59.0;38.0;25.0;10.0;5.0;60.0;-3.0;-3.0;-34.0;-26.0;51.0;-21.0;-28.0;-13.0;-22.0;29.0;52.0;82.0;43.0;60.0;-42.0;27.0;-69.0;-47.0;-29.0;-16.0;-8.0;14.0;-77.0;-42.0;29.0;-2.0;73.0;-2.0;2.0;-2.0;-3.0;-3.0;37.0;21.0;14.0;9.0;7.0;62.0;2.0;2.0;-4.0;2.0;2.0;6.0;50.0;36.0;27.0;52.0;32.0;-5.0;0.0;3;12:00:00;1;NEW;SOU
SWA X CHE 2016-04-09;515 (84%);308 (76%);11;12;61%;39%;3;3;9;1;;;54;58;0;0;5;2;;;3;1;616;403;;;7;8;3;3;2;6;1;4;8;12;4;5;0;2016-04-09;-1.0;-3.0;7.0;7.0;3.0;-2.0;-52.0;-34.0;-47.0;34.0;6.0;-1.0;51.0;28.0;16.0;7.0;4.0;1.0;1.0;65.0;40.0;25.0;4.0;16.0;5.0;-1.0;-25.0;-14.0;-8.0;21.0;9.0;43.0;21.0;6.0;8.0;49.0;24.0;7.0;7.0;1.0;-25.0;-3.0;-9.0;-48.0;-31.0;-7.0;-21.0;-8.0;4.0;-8.0;-5.0;13.0;-8.0;-4.0;-4.0;38.0;-7.0;17.0;43.0;26.0;17.0;8.0;6.0;2.0;-26.0;-24.0;-19.0;-40.0;-16.0;-13.0;-8.0;-7.0;-22.0;-15.0;22.0;4.0;5.0;1.0;-20.0;-3.0;7.0;-3.0;-28.0;-19.0;-16.0;-16.0;-54.0;-36.0;-46.0;-10.0;-34.0;0.0;1;12:00:00;1;CHE;SWA
WAT X EVE 2016-04-09;358 (79%);226 (69%);19;28;59%;41%;2;3;6;7;;;52;62;0;0;4;6;1;0;3;3;455;326;;;7;6;3;6;7;4;5;8;12;13;1;2;1;2016-04-09;-10.0;-12.0;-12.0;-16.0;-14.0;-11.0;-29.0;-19.0;-19.0;66.0;32.0;-10.0;-64.0;-24.0;-7.0;-2.0;3.0;8.0;3.0;-4.0;22.0;8.0;-6.0;16.0;6.0;1.0;-9.0;-8.0;-9.0;-12.0;-14.0;-14.0;-6.0;-8.0;-2.0;2.0;28.0;28.0;-34.0;1.0;70.0;3.0;4.0;-7.0;-33.0;-10.0;-1.0;4.0;1.0;-25.0;-10.0;-6.0;-4.0;-42.0;-24.0;-19.0;-8.0;-12.0;30.0;16.0;9.0;35.0;20.0;10.0;7.0;5.0;1.0;-10.0;1.0;-5.0;-7.0;-70.0;-47.0;-34.0;-25.0;-20.0;-28.0;-16.0;-11.0;-9.0;-5.0;-3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-12.0;-6.0;45.0;1;12:00:00;0;EVE;WAT
MCI X WBA 2016-04-09;230 (73%);458 (84%);18;12;38%;62%;5;5;8;8;;;59;39;0;0;2;1;0;1;1;3;316;548;;;7;8;6;4;2;4;6;5;13;13;1;0;1;2016-04-09;-4.0;7.0;-4.0;8.0;50.0;32.0;22.0;16.0;12.0;2.0;74.0;22.0;42.0;23.0;7.0;-21.0;-15.0;50.0;23.0;17.0;15.0;-22.0;11.0;-11.0;-10.0;7.0;7.0;16.0;16.0;21.0;-13.0;-7.0;-12.0;13.0;20.0;5.0;4.0;1.0;-22.0;30.0;-10.0;21.0;16.0;14.0;12.0;13.0;9.0;13.0;15.0;-8.0;1.0;65.0;44.0;31.0;9.0;6.0;14.0;-45.0;-31.0;-18.0;-14.0;-9.0;-2.0;-1.0;75.0;55.0;33.0;-74.0;20.0;18.0;-30.0;-14.0;-2.0;-6.0;-54.0;-35.0;-26.0;-10.0;-33.0;11.0;12.0;43.0;56.0;38.0;-61.0;-23.0;-17.0;-12.0;-3.0;-9.0;4.0;-20.0;2;14:30:00;1;WBA;MCI
SUN X LEI 2016-04-10;289 (71%);229 (68%);20;29;56%;44%;2;6;7;1;;;75;87;0;0;1;5;;;1;2;408;339;;;12;8;7;8;7;1;4;7;16;15;1;1;2;2016-04-10;-2.0;2.0;-6.0;-7.0;-41.0;-27.0;-66.0;-37.0;32.0;10.0;6.0;3.0;7.0;4.0;-5.0;11.0;-5.0;-24.0;-11.0;-8.0;-49.0;-33.0;-57.0;-8.0;-4.0;-1.0;3.0;4.0;4.0;9.0;38.0;25.0;17.0;-74.0;8.0;7.0;4.0;5.0;11.0;-8.0;-5.0;-13.0;-14.0;48.0;25.0;-43.0;42.0;26.0;11.0;9.0;1.0;-4.0;-16.0;-33.0;-32.0;-45.0;-30.0;-34.0;-26.0;-17.0;-12.0;22.0;6.0;1.0;-74.0;-39.0;-21.0;-16.0;-9.0;-1.0;7.0;12.0;1.0;-7.0;-14.0;-44.0;-23.0;-4.0;-3.0;15.0;12.0;69.0;38.0;-49.0;-19.0;-15.0;-21.0;-15.0;-8.0;12.0;-13.0;-180.0;0;10:30:00;-1;LEI;SUN
