game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CRY X WES 2015-10-17;437 (85%);236 (72%);13;13;62%;38%;8;2;9;1;;;66;49;0;0;0;1;1;0;4;2;516;326;0;1;12;5;12;3;4;1;12;1;24;6;3;3;3;2015-10-17;10.0;-6.0;-2.0;1.0;-2.0;6.0;13.0;7.0;-19.0;-12.0;-6.0;-24.0;-28.0;-44.0;-25.0;-60.0;-31.0;-48.0;-26.0;-15.0;-5.0;11.0;-8.0;4.0;-37.0;-65.0;-34.0;-29.0;-21.0;-13.0;-11.0;-19.0;-18.0;-3.0;-12.0;-9.0;-2.0;58.0;32.0;12.0;-60.0;-8.0;-41.0;-19.0;-6.0;2.0;11.0;7.0;10.0;-7.0;-12.0;-13.0;20.0;1.0;3.0;-3.0;-3.0;2.0;9.0;11.0;1.0;-15.0;-12.0;-42.0;-80.0;-57.0;-38.0;4.0;-52.0;-58.0;-35.0;-25.0;-34.0;-78.0;-49.0;-39.0;-58.0;-38.0;35.0;-23.0;-44.0;-30.0;-20.0;-17.0;-20.0;-15.0;-6.0;-1.0;-58.0;-34.0;-72.0;-55.0;1;12:00:00;-1;WES;CRY
EVE X MUN 2015-10-17;448 (85%);370 (81%);11;15;53%;47%;1;3;3;5;;;58;66;0;0;3;3;;;1;0;524;458;;;7;7;2;6;7;3;3;5;10;12;2;2;3;2015-10-17;-1.0;4.0;1.0;-30.0;-21.0;22.0;-7.0;-8.0;-10.0;-13.0;-100.0;-1.0;-63.0;-60.0;-79.0;-100.0;-69.0;-38.0;-27.0;27.0;15.0;12.0;-1.0;9.0;39.0;27.0;8.0;10.0;-6.0;-7.0;-10.0;23.0;12.0;-2.0;10.0;9.0;29.0;8.0;-22.0;-2.0;-20.0;39.0;26.0;33.0;11.0;-3.0;-8.0;7.0;3.0;7.0;6.0;9.0;6.0;44.0;26.0;16.0;-4.0;9.0;11.0;4.0;-75.0;-41.0;-22.0;-12.0;-25.0;-8.0;32.0;-4.0;-16.0;-6.0;50.0;31.0;40.0;28.0;-32.0;-14.0;-10.0;-59.0;-4.0;-37.0;-21.0;-24.0;-21.0;-10.0;-7.0;-6.0;-4.0;-8.0;-36.0;-4.0;-28.0;0.0;0;12:00:00;-1;MUN;EVE
MCI X BOU 2015-10-17;355 (79%);470 (83%);14;19;46%;54%;1;0;7;1;0;2;50;54;0;0;6;0;0;1;1;2;451;566;;;1;12;3;5;1;11;4;4;5;16;1;2;1;2015-10-17;36.0;5.0;5.0;5.0;75.0;41.0;24.0;14.0;9.0;1.0;2.0;28.0;2.0;7.0;-38.0;-16.0;-62.0;-30.0;-12.0;-9.0;-6.0;-1.0;100.0;70.0;40.0;18.0;-23.0;-8.0;-12.0;-8.0;-5.0;-2.0;4.0;73.0;-2.0;-2.0;-21.0;-18.0;-6.0;6.0;150.0;5.0;6.0;6.0;6.0;45.0;16.0;15.0;55.0;28.0;17.0;14.0;12.0;-26.0;45.0;-41.0;26.0;-13.0;30.0;14.0;34.0;23.0;43.0;31.0;21.0;38.0;21.0;17.0;-22.0;-8.0;-7.0;-10.0;-9.0;-7.0;-4.0;-2.0;-1.0;-1.0;5.0;-5.0;-3.0;-2.0;-1.0;-1.0;-1.0;-30.0;-18.0;-11.0;-6.0;5.0;40.0;15.0;5;12:00:00;1;BOU;MCI
SOU X LEI 2015-10-17;245 (72%);269 (75%);21;29;50%;50%;8;2;7;6;;;65;61;0;0;3;5;0;2;0;1;342;360;;;16;9;12;5;7;6;11;4;27;13;0;2;2;2015-10-17;-2.0;-10.0;-3.0;92.0;54.0;31.0;22.0;25.0;10.0;9.0;7.0;-2.0;7.0;100.0;80.0;-99.0;-32.0;-45.0;-35.0;-18.0;-1.0;3.0;-3.0;29.0;24.0;16.0;11.0;9.0;9.0;10.0;100.0;100.0;43.0;-3.0;24.0;32.0;9.0;-67.0;-37.0;-23.0;-5.0;6.0;9.0;5.0;2.0;-34.0;1.0;-46.0;-27.0;-6.0;-3.0;-2.0;-2.0;-52.0;-37.0;-23.0;-21.0;-15.0;-4.0;-1.0;-36.0;-16.0;-10.0;20.0;-76.0;-63.0;-43.0;-13.0;-30.0;-68.0;-44.0;-27.0;-18.0;-33.0;-18.0;-18.0;-12.0;-9.0;-37.0;38.0;17.0;8.0;-33.0;28.0;1.0;-3.0;-3.0;-3.0;-6.0;-26.0;-40.0;-110.0;2;12:00:00;0;LEI;SOU
WBA X SUN 2015-10-17;256 (73%);348 (77%);22;29;44%;56%;6;2;5;1;;;62;59;0;0;1;2;;;5;2;352;452;;;4;7;1;5;2;2;5;2;9;9;2;2;0;2015-10-17;5.0;5.0;-6.0;-2.0;-73.0;-34.0;30.0;9.0;4.0;5.0;-3.0;7.0;-5.0;-20.0;18.0;15.0;11.0;-8.0;23.0;15.0;6.0;1.0;8.0;-3.0;6.0;-5.0;-5.0;-12.0;-11.0;7.0;37.0;33.0;24.0;4.0;18.0;12.0;6.0;4.0;34.0;2.0;0.0;2.0;8.0;6.0;10.0;-11.0;8.0;6.0;5.0;4.0;4.0;84.0;46.0;39.0;25.0;16.0;-1.0;5.0;5.0;14.0;15.0;59.0;40.0;29.0;16.0;9.0;1.0;4.0;-1.0;5.0;7.0;4.0;7.0;-21.0;-29.0;-14.0;-40.0;-21.0;6.0;-7.0;-4.0;4.0;5.0;6.0;4.0;-5.0;-40.0;-28.0;-20.0;14.0;2.0;-5.0;1;12:00:00;1;SUN;WBA
WAT X ARS 2015-10-17;551 (88%);226 (74%);12;10;67%;33%;6;1;9;3;;;58;55;0;0;1;3;1;0;4;1;627;306;;;13;2;5;6;6;1;4;6;17;8;1;2;3;2015-10-17;-8.0;-2.0;-47.0;-33.0;30.0;4.0;-7.0;3.0;3.0;2.0;7.0;-11.0;28.0;44.0;33.0;12.0;-32.0;-24.0;-26.0;-21.0;-41.0;-48.0;-11.0;-34.0;-20.0;25.0;4.0;3.0;-6.0;20.0;8.0;-51.0;-24.0;-31.0;-11.0;-6.0;-2.0;3.0;-8.0;-5.0;0.0;-6.0;-38.0;-33.0;-24.0;-66.0;-7.0;-2.0;-12.0;-11.0;-13.0;-35.0;-27.0;-17.0;-11.0;19.0;-51.0;12.0;6.0;42.0;17.0;-83.0;-61.0;-43.0;-41.0;-31.0;-92.0;-37.0;-33.0;-19.0;-10.0;-5.0;3.0;-75.0;-43.0;-31.0;-24.0;-20.0;-30.0;-12.0;-8.0;-10.0;-11.0;-92.0;-55.0;-53.0;-32.0;-60.0;-30.0;-13.0;24.0;-30.0;0;14:30:00;-1;ARS;WAT
NEW X NOR 2015-10-18;374 (81%);285 (76%);23;16;56%;44%;6;3;7;3;0;4;73;49;0;0;0;3;2;0;1;3;463;373;;;8;10;6;2;6;6;10;1;18;11;1;1;2;2015-10-18;0.0;4.0;9.0;13.0;-22.0;-12.0;71.0;32.0;14.0;5.0;-5.0;0.0;-34.0;-100.0;-58.0;-30.0;-23.0;-10.0;1.0;86.0;20.0;17.0;2.0;11.0;8.0;2.0;78.0;44.0;-88.0;-35.0;-24.0;-18.0;37.0;2.0;25.0;18.0;5.0;-6.0;-14.0;-13.0;40.0;-9.0;-8.0;-7.0;-6.0;-2.0;23.0;14.0;31.0;14.0;-65.0;-78.0;-50.0;-55.0;-31.0;-17.0;4.0;-59.0;-36.0;-16.0;-15.0;-13.0;75.0;47.0;100.0;62.0;11.0;4.0;-6.0;-8.0;-17.0;-100.0;-67.0;-31.0;-64.0;-66.0;-36.0;-89.0;3.0;-52.0;-31.0;-20.0;-20.0;-5.0;-2.0;22.0;88.0;54.0;38.0;-4.0;21.0;5.0;6;13:00:00;1;NOR;NEW
SWA X STO 2015-10-19;382 (81%);489 (89%);11;12;46%;54%;1;2;2;1;;;54;58;0;0;2;1;0;1;2;1;472;548;;;6;5;6;10;2;2;3;9;9;14;2;2;1;2015-10-19;10.0;1.0;2.0;2.0;-2.0;-1.0;32.0;18.0;14.0;41.0;28.0;6.0;18.0;54.0;36.0;12.0;-7.0;24.0;9.0;4.0;1.0;-27.0;4.0;-13.0;-4.0;4.0;-2.0;-4.0;17.0;1.0;-38.0;-44.0;-29.0;3.0;-21.0;-10.0;-8.0;-8.0;-9.0;-5.0;0.0;3.0;3.0;-27.0;-11.0;-75.0;-33.0;28.0;7.0;84.0;46.0;26.0;10.0;-9.0;-13.0;-14.0;-43.0;31.0;14.0;10.0;9.0;27.0;16.0;-33.0;-6.0;14.0;7.0;-25.0;-32.0;34.0;14.0;11.0;10.0;7.0;5.0;7.0;8.0;8.0;-14.0;-43.0;-30.0;-15.0;-6.0;-1.0;5.0;6.0;31.0;21.0;43.0;-7.0;26.0;10.0;0;17:00:00;-1;STO;SWA
ASV X SWA 2015-10-24;317 (76%);273 (72%);22;22;53%;47%;1;1;6;4;;;54;58;0;0;2;2;;;4;0;419;377;;;5;6;5;5;4;3;5;3;10;9;3;2;2;2015-10-24;3.0;-44.0;-29.0;-21.0;-17.0;-67.0;-39.0;-25.0;-12.0;-14.0;-7.0;3.0;-7.0;-2.0;33.0;11.0;30.0;17.0;7.0;-3.0;-3.0;-6.0;7.0;4.0;-2.0;-1.0;-1.0;-2.0;-2.0;-2.0;4.0;-7.0;4.0;9.0;53.0;39.0;25.0;22.0;17.0;5.0;0.0;-5.0;21.0;6.0;-5.0;50.0;-5.0;-7.0;6.0;-7.0;-14.0;-5.0;3.0;28.0;14.0;-13.0;32.0;-34.0;-18.0;-15.0;38.0;-23.0;-2.0;-9.0;-7.0;-44.0;-67.0;41.0;-42.0;-27.0;-23.0;-18.0;-1.0;12.0;4.0;10.0;9.0;-33.0;-43.0;-9.0;-4.0;-2.0;2.0;-9.0;-28.0;-20.0;-91.0;-53.0;-29.0;-17.0;52.0;-50.0;1;12:00:00;-1;SWA;ASV
LEI X CRY 2015-10-24;347 (76%);327 (77%);27;20;53%;47%;2;4;2;3;;;57;61;0;0;2;4;0;1;3;2;456;426;;;3;3;3;5;4;3;6;9;9;12;1;3;0;2015-10-24;-6.0;43.0;57.0;33.0;17.0;8.0;5.0;6.0;34.0;69.0;42.0;-8.0;25.0;15.0;8.0;7.0;-8.0;-4.0;2.0;2.0;2.0;3.0;-11.0;4.0;4.0;4.0;4.0;4.0;4.0;9.0;-8.0;-5.0;-47.0;-3.0;-23.0;-9.0;6.0;4.0;10.0;2.0;5.0;2.0;-4.0;2.0;-53.0;4.0;-30.0;-16.0;-8.0;-2.0;5.0;10.0;8.0;32.0;20.0;8.0;3.0;80.0;43.0;20.0;13.0;6.0;-7.0;-10.0;-7.0;-5.0;-9.0;5.0;-6.0;-4.0;-3.0;-3.0;-17.0;-11.0;-11.0;-5.0;-7.0;-42.0;31.0;-22.0;-55.0;-35.0;-18.0;-5.0;-41.0;-20.0;-10.0;-10.0;-10.0;45.0;-32.0;0.0;1;12:00:00;1;CRY;LEI
NOR X WBA 2015-10-24;196 (62%);377 (81%);25;24;40%;60%;0;4;3;13;;;50;48;0;0;3;3;;;0;4;316;466;;;4;8;3;9;4;3;3;8;7;16;2;1;1;2015-10-24;3.0;6.0;2.0;30.0;27.0;18.0;15.0;18.0;14.0;18.0;16.0;-3.0;11.0;48.0;30.0;12.0;12.0;8.0;7.0;37.0;18.0;10.0;5.0;6.0;-5.0;-6.0;5.0;5.0;13.0;13.0;43.0;60.0;36.0;32.0;27.0;-40.0;-35.0;-29.0;-79.0;24.0;5.0;6.0;-87.0;-48.0;-28.0;16.0;-18.0;-9.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;33.0;12.0;32.0;19.0;21.0;11.0;-54.0;-23.0;-7.0;41.0;16.0;23.0;19.0;11.0;11.0;9.0;36.0;21.0;8.0;4.0;2.0;6.0;-61.0;8.0;11.0;12.0;93.0;100.0;81.0;80.0;45.0;22.0;11.0;30.0;7.0;55.0;0;12:00:00;-1;WBA;NOR
STO X WAT 2015-10-24;188 (70%);440 (84%);13;13;34%;66%;5;3;5;11;;;45;54;0;0;0;1;2;0;0;8;269;526;;;6;4;5;8;3;0;7;7;13;11;1;3;2;2015-10-24;10.0;10.0;13.0;14.0;17.0;40.0;34.0;25.0;28.0;14.0;5.0;9.0;12.0;11.0;30.0;20.0;14.0;9.0;12.0;26.0;51.0;36.0;8.0;62.0;39.0;24.0;17.0;16.0;12.0;13.0;2.0;-45.0;-19.0;8.0;-30.0;27.0;4.0;15.0;10.0;9.0;25.0;2.0;7.0;11.0;14.0;2.0;45.0;25.0;13.0;10.0;8.0;4.0;5.0;10.0;-23.0;-7.0;4.0;-1.0;3.0;-23.0;-14.0;-11.0;-10.0;-9.0;-2.0;22.0;13.0;25.0;-74.0;-37.0;-51.0;-95.0;-31.0;16.0;26.0;23.0;19.0;14.0;6.0;13.0;31.0;43.0;-35.0;-4.0;-2.0;36.0;18.0;-20.0;21.0;1.0;16.0;-40.0;0;12:00:00;-1;WAT;STO
WES X CHE 2015-10-24;365 (80%);282 (76%);15;13;55%;45%;0;3;4;7;1;0;55;53;0;0;3;2;;;5;4;457;370;1;0;6;6;5;4;4;5;3;6;9;12;7;1;1;2015-10-24;-3.0;-8.0;-10.0;-5.0;4.0;24.0;-57.0;-26.0;-17.0;134.0;69.0;-3.0;43.0;24.0;2.0;-14.0;-13.0;-12.0;-36.0;-25.0;-19.0;-16.0;4.0;-19.0;-33.0;-23.0;-18.0;-16.0;-40.0;44.0;1.0;-2.0;-97.0;-4.0;-56.0;-7.0;-5.0;-1.0;22.0;14.0;35.0;1.0;1.0;-2.0;4.0;-5.0;5.0;6.0;12.0;2.0;-6.0;-7.0;-10.0;-100.0;-57.0;-30.0;-6.0;-9.0;39.0;46.0;28.0;18.0;21.0;6.0;7.0;14.0;13.0;33.0;12.0;33.0;20.0;12.0;7.0;4.0;1.0;1.0;-14.0;7.0;23.0;85.0;54.0;11.0;2.0;-6.0;-8.0;-10.0;15.0;-6.0;45.0;-27.0;-6.0;-5.0;2;12:00:00;1;CHE;WES
ARS X EVE 2015-10-24;322 (80%);449 (85%);8;13;44%;56%;2;6;5;7;;;71;63;0;0;3;4;1;2;2;0;404;527;1;0;5;15;3;9;5;5;5;5;10;20;2;2;1;2015-10-24;1.0;34.0;77.0;49.0;37.0;21.0;35.0;20.0;16.0;13.0;11.0;-2.0;9.0;9.0;9.0;63.0;41.0;27.0;8.0;5.0;-1.0;-40.0;-1.0;-24.0;-13.0;-3.0;5.0;-6.0;30.0;14.0;85.0;53.0;100.0;-1.0;62.0;40.0;10.0;9.0;7.0;-65.0;-40.0;-33.0;-20.0;-12.0;25.0;-2.0;14.0;7.0;-41.0;-18.0;-9.0;29.0;11.0;13.0;70.0;39.0;-2.0;23.0;11.0;1.0;-8.0;8.0;48.0;65.0;36.0;18.0;-41.0;-2.0;-2.0;-5.0;-8.0;-25.0;-13.0;-40.0;-26.0;-28.0;-18.0;-28.0;-1.0;-45.0;-23.0;-9.0;-1.0;4.0;38.0;100.0;65.0;3.0;-31.0;56.0;-15.0;55.0;2;14:30:00;1;EVE;ARS
SUN X NEW 2015-10-25;364 (80%);220 (71%);14;17;61%;39%;5;5;10;1;0;2;60;42;0;0;0;8;0;1;1;0;456;311;1;0;13;6;8;1;8;3;8;3;21;9;2;0;0;2015-10-25;5.0;-24.0;-14.0;-43.0;-25.0;-25.0;-6.0;-10.0;-55.0;-39.0;-29.0;-6.0;-39.0;-23.0;-15.0;-13.0;-12.0;-11.0;-45.0;-94.0;-59.0;-67.0;-12.0;-42.0;-20.0;-10.0;-13.0;-6.0;-18.0;-7.0;-10.0;-11.0;-12.0;-22.0;10.0;1.0;-6.0;-7.0;-8.0;-91.0;85.0;-2.0;-2.0;4.0;-2.0;-14.0;-2.0;4.0;4.0;11.0;19.0;19.0;-18.0;3.0;-13.0;-48.0;-50.0;-23.0;-6.0;-8.0;-7.0;-5.0;52.0;64.0;14.0;5.0;-4.0;-74.0;-2.0;-95.0;-56.0;-4.0;-49.0;-35.0;-11.0;-7.0;-43.0;-23.0;-48.0;-20.0;-13.0;-59.0;-34.0;-21.0;-28.0;34.0;52.0;29.0;16.0;-33.0;14.0;-5.0;3;10:00:00;1;NEW;SUN
BOU X TOT 2015-10-25;403 (82%);302 (75%);19;12;55%;45%;3;2;5;4;;;57;62;0;0;1;4;1;1;5;3;490;401;;;9;6;2;6;9;3;5;5;14;11;1;0;5;2015-10-25;38.0;-24.0;-14.0;-49.0;43.0;4.0;-7.0;-8.0;4.0;-37.0;-48.0;64.0;34.0;-5.0;-9.0;-4.0;-22.0;-62.0;-38.0;-23.0;-15.0;-3.0;36.0;-77.0;-41.0;-16.0;-14.0;-13.0;-7.0;-8.0;-19.0;-14.0;-12.0;21.0;-10.0;-34.0;-17.0;-17.0;-12.0;-33.0;85.0;-18.0;21.0;26.0;16.0;18.0;18.0;7.0;-4.0;-5.0;-12.0;-10.0;-9.0;-48.0;-31.0;-21.0;8.0;-45.0;-32.0;-36.0;-67.0;-100.0;-100.0;68.0;-11.0;-6.0;-11.0;2.0;19.0;-6.0;4.0;4.0;5.0;-9.0;-1.0;7.0;4.0;-4.0;2.0;27.0;16.0;40.0;30.0;25.0;25.0;-53.0;-12.0;-14.0;-11.0;-41.0;-14.0;0.0;1;12:05:00;-1;TOT;BOU
MUN X MCI 2015-10-25;279 (72%);446 (82%);15;23;42%;58%;3;3;4;6;;;66;67;0;0;1;1;0;1;;;386;543;;;3;4;2;2;1;1;3;2;6;6;2;2;0;2015-10-25;10.0;9.0;4.0;1.0;-26.0;-12.0;-4.0;9.0;5.0;6.0;-4.0;15.0;2.0;-3.0;-2.0;-2.0;-2.0;-2.0;-2.0;5.0;-1.0;4.0;14.0;6.0;13.0;5.0;-3.0;-2.0;-2.0;-23.0;-10.0;-2.0;4.0;13.0;-2.0;-47.0;-23.0;-11.0;6.0;-19.0;25.0;-8.0;24.0;14.0;12.0;17.0;10.0;35.0;52.0;34.0;28.0;49.0;33.0;23.0;20.0;12.0;12.0;6.0;4.0;3.0;27.0;17.0;16.0;11.0;2.0;2.0;-5.0;8.0;-2.0;-2.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.0;-1.0;-1.0;6.0;4.0;-6.0;-48.0;-35.0;-27.0;-17.0;24.0;5.0;2.0;60.0;5.0;-12.0;-15.0;0;12:05:00;0;MCI;MUN
LIV X SOU 2015-10-25;279 (73%);484 (83%);20;15;40%;60%;2;5;7;10;;;63;62;0;0;1;2;;;2;4;383;586;1;0;7;8;3;8;3;2;1;7;8;15;2;1;1;2015-10-25;-10.0;48.0;33.0;25.0;-58.0;-29.0;-17.0;29.0;17.0;25.0;15.0;-1.0;3.0;-40.0;-29.0;-18.0;26.0;13.0;9.0;4.0;-7.0;8.0;5.0;7.0;35.0;26.0;21.0;28.0;22.0;6.0;2.0;-2.0;-42.0;6.0;-52.0;-6.0;-4.0;5.0;-7.0;7.0;5.0;10.0;13.0;34.0;86.0;61.0;50.0;35.0;25.0;8.0;-17.0;-5.0;4.0;4.0;36.0;31.0;41.0;22.0;-27.0;-10.0;-5.0;-10.0;-2.0;-27.0;-16.0;-11.0;37.0;8.0;24.0;73.0;45.0;24.0;14.0;7.0;-6.0;-33.0;75.0;31.0;8.0;23.0;3.0;-37.0;-26.0;-3.0;23.0;-48.0;-51.0;-24.0;-8.0;14.0;12.0;65.0;1;14:15:00;0;SOU;LIV
CHE X LIV 2015-10-31;468 (82%);326 (78%);13;14;58%;42%;4;4;7;1;1;0;58;79;0;0;1;4;;;2;3;568;418;;;10;5;5;2;7;2;6;3;16;8;4;1;3;2015-10-31;-10.0;-1.0;-2.0;-5.0;-7.0;-10.0;-11.0;-41.0;-26.0;-38.0;-60.0;-8.0;-38.0;-23.0;-13.0;-8.0;-24.0;-11.0;-12.0;-48.0;-34.0;-19.0;-11.0;-5.0;7.0;11.0;18.0;4.0;-7.0;-10.0;-10.0;-15.0;-52.0;-34.0;-34.0;-23.0;-17.0;-8.0;-9.0;-8.0;-80.0;-9.0;-11.0;-12.0;-12.0;77.0;-12.0;-17.0;-17.0;-67.0;-34.0;-18.0;-9.0;-10.0;-1.0;-1.0;35.0;-21.0;30.0;14.0;-27.0;-10.0;-5.0;10.0;-6.0;-1.0;-1.0;21.0;-1.0;3.0;43.0;48.0;31.0;-68.0;-26.0;-15.0;-67.0;-37.0;17.0;-11.0;-15.0;-7.0;7.0;-74.0;-40.0;-16.0;10.0;5.0;36.0;11.0;20.0;-25.0;1;10:45:00;-1;LIV;CHE
CRY X MUN 2015-10-31;375 (82%);271 (76%);15;15;56%;44%;2;2;3;7;;;54;59;0;0;5;1;0;1;1;0;456;355;;;2;10;2;3;1;5;3;0;5;10;3;3;0;2015-10-31;2.0;-4.0;4.0;0.0;90.0;59.0;96.0;52.0;32.0;12.0;-10.0;2.0;16.0;1.0;-10.0;-11.0;-42.0;-32.0;-65.0;-42.0;-24.0;-10.0;36.0;-5.0;1.0;1.0;1.0;1.0;-10.0;-9.0;-9.0;-4.0;-6.0;22.0;-12.0;46.0;29.0;17.0;11.0;-20.0;-25.0;3.0;3.0;8.0;-19.0;18.0;-7.0;-1.0;4.0;1.0;3.0;3.0;7.0;8.0;9.0;9.0;6.0;10.0;10.0;10.0;8.0;28.0;19.0;17.0;10.0;6.0;13.0;-5.0;8.0;5.0;-5.0;31.0;13.0;4.0;54.0;29.0;56.0;55.0;-6.0;30.0;-26.0;-7.0;-8.0;-10.0;-9.0;-2.0;-5.0;-7.0;-13.0;-8.0;-7.0;65.0;0;13:00:00;0;MUN;CRY
MCI X NOR 2015-10-31;215 (73%);648 (90%);10;21;30%;70%;1;6;4;12;;;37;57;0;0;3;2;;;0;4;296;722;1;0;4;15;1;10;3;5;1;6;5;21;2;2;1;2015-10-31;6.0;31.0;23.0;9.0;42.0;23.0;-34.0;-15.0;-27.0;-14.0;50.0;14.0;71.0;77.0;52.0;40.0;27.0;20.0;21.0;31.0;16.0;-27.0;11.0;-3.0;7.0;3.0;5.0;8.0;62.0;39.0;26.0;18.0;23.0;4.0;16.0;41.0;60.0;35.0;59.0;56.0;0.0;6.0;9.0;11.0;-20.0;14.0;-8.0;-6.0;-11.0;26.0;17.0;45.0;32.0;25.0;18.0;15.0;11.0;14.0;-13.0;38.0;50.0;59.0;40.0;34.0;22.0;100.0;72.0;13.0;47.0;32.0;79.0;49.0;34.0;44.0;31.0;15.0;5.0;4.0;15.0;2.0;32.0;50.0;32.0;-94.0;-42.0;-26.0;-16.0;-8.0;23.0;47.0;15.0;50.0;2;13:00:00;1;NOR;MCI
NEW X STO 2015-10-31;306 (79%);336 (82%);8;13;48%;52%;1;4;4;11;;;38;52;0;0;6;2;0;1;5;4;388;412;;;8;11;6;5;2;6;1;4;9;15;3;1;0;2015-10-31;-4.0;32.0;20.0;13.0;6.0;-4.0;-9.0;-10.0;-36.0;-48.0;-30.0;-6.0;-19.0;-14.0;-3.0;-7.0;-2.0;3.0;7.0;10.0;5.0;1.0;7.0;9.0;28.0;14.0;7.0;22.0;5.0;-33.0;-21.0;-9.0;-3.0;7.0;1.0;-10.0;-1.0;3.0;3.0;-14.0;-5.0;-11.0;-30.0;27.0;11.0;38.0;9.0;96.0;40.0;23.0;-24.0;-4.0;97.0;55.0;29.0;61.0;24.0;58.0;30.0;16.0;13.0;-57.0;-34.0;-22.0;-45.0;-24.0;-2.0;9.0;-3.0;4.0;17.0;13.0;11.0;12.0;7.0;3.0;-5.0;-7.0;44.0;-9.0;-47.0;-25.0;-17.0;48.0;50.0;35.0;28.0;77.0;43.0;57.0;21.0;0.0;0;13:00:00;0;STO;NEW
SWA X ARS 2015-10-31;385 (84%);469 (85%);12;11;46%;54%;2;3;4;4;1;0;54;37;0;0;3;2;1;0;1;5;461;550;;;9;2;7;1;5;3;5;5;14;7;0;2;3;2015-10-31;-10.0;-21.0;-6.0;6.0;8.0;10.0;5.0;-23.0;-11.0;-9.0;-7.0;-4.0;-4.0;1.0;21.0;17.0;4.0;-7.0;-3.0;39.0;17.0;-28.0;-1.0;-10.0;-2.0;34.0;21.0;27.0;13.0;5.0;-2.0;-42.0;-28.0;2.0;-13.0;-3.0;20.0;18.0;16.0;13.0;-5.0;5.0;6.0;-17.0;-4.0;2.0;-64.0;44.0;30.0;15.0;4.0;-62.0;-31.0;-16.0;-10.0;6.0;2.0;9.0;5.0;7.0;9.0;9.0;10.0;-52.0;-23.0;-10.0;-100.0;2.0;-57.0;-21.0;-10.0;-8.0;-3.0;-77.0;-40.0;-17.0;47.0;18.0;-24.0;8.0;-9.0;-6.0;-10.0;-9.0;-8.0;-7.0;-6.0;-6.0;-6.0;-12.0;-10.0;-30.0;0;13:00:00;-1;ARS;SWA
WAT X WES 2015-10-31;317 (80%);303 (76%);24;12;50%;50%;0;9;2;7;;;58;49;0;0;3;3;1;0;3;3;397;400;1;0;5;15;5;6;3;5;3;5;8;20;1;3;0;2015-10-31;-5.0;46.0;30.0;16.0;45.0;34.0;21.0;17.0;14.0;8.0;13.0;-7.0;5.0;-27.0;-21.0;-24.0;-11.0;35.0;18.0;13.0;11.0;44.0;-8.0;46.0;30.0;26.0;17.0;10.0;46.0;30.0;25.0;13.0;10.0;-14.0;71.0;40.0;21.0;11.0;5.0;-8.0;-15.0;-37.0;-24.0;71.0;29.0;-9.0;39.0;22.0;15.0;4.0;38.0;28.0;59.0;32.0;17.0;3.0;-46.0;27.0;9.0;-27.0;-14.0;-30.0;-21.0;-24.0;-19.0;-13.0;-3.0;-20.0;-5.0;-31.0;26.0;-5.0;1.0;-89.0;-47.0;-33.0;-18.0;-9.0;22.0;2.0;11.0;7.0;9.0;1.0;-4.0;12.0;1.0;-4.0;-1.0;2.0;-1.0;15.0;2;13:00:00;1;WES;WAT
